Time,Capacitor1_v,IdealDiode3_off
0,282.843,1
0.0002,282.843,1
0.0002,279.504,0
0.0004,279.504,0
0.0004,276.184,0
0.0006,276.184,0
0.0006,272.916,0
0.0008,272.916,0
0.0008,269.71,0
0.001,269.71,0
0.001,266.552,0
0.0012,266.552,0
0.0012,263.401,0
0.0014,263.401,0
0.0014,260.194,0
0.0016,260.194,0
0.0016,256.875,1
0.0018,256.875,1
0.0018,253.538,1
0.002,253.538,1
0.002,250.208,1
0.0022,250.208,1
0.0022,247.018,1
0.0024,247.018,1
0.0024,244.181,1
0.0026,244.181,1
0.0026,241.885,1
0.0028,241.885,1
0.0028,240.28,1
0.003,240.28,1
0.003,239.479,1
0.0032,239.479,1
0.0032,239.55,1
0.0034,239.55,1
0.0034,240.515,1
0.0036,240.515,1
0.0036,242.356,1
0.0038,242.356,1
0.0038,245.006,1
0.004,245.006,1
0.004,248.362,1
0.0042,248.362,1
0.0042,252.276,1
0.0044,252.276,1
0.0044,256.566,1
0.0046,256.566,1
0.0046,261.018,1
0.0048,261.018,1
0.0048,265.391,1
0.005,265.391,1
0.005,269.425,1
0.0052,269.425,1
0.0052,272.847,1
0.0054,272.847,1
0.0054,275.39,1
0.0056,275.39,1
0.0056,276.898,1
0.0058,276.898,1
0.0058,277.258,1
0.006,277.258,1
0.006,276.404,1
0.0062,276.404,1
0.0062,275.168,1
0.0064,275.168,1
0.0064,273.982,1
0.0066,273.982,1
0.0066,272.916,1
0.0068,272.916,1
0.0068,272.014,1
0.007,272.014,1
0.007,271.292,1
0.0072,271.292,1
0.0072,270.737,1
0.0074,270.737,1
0.0074,270.307,1
0.0076,270.307,1
0.0076,269.933,1
0.0078,269.933,1
0.0078,269.522,1
0.008,269.522,1
0.008,268.957,1
0.0082,268.957,1
0.0082,268.102,1
0.0084,268.102,1
0.0084,266.807,1
0.0086,266.807,1
0.0086,264.912,1
0.0088,264.912,1
0.0088,262.342,1
0.009,262.342,1
0.009,259.458,1
0.0092,259.458,1
0.0092,256.737,1
0.0094,256.737,1
0.0094,254.35,1
0.0096,254.35,1
0.0096,252.433,1
0.0098,252.433,1
0.0098,251.089,1
0.01,251.089,1
0.01,250.383,1
0.0102,250.383,1
0.0102,250.341,1
0.0104,250.341,1
0.0104,250.948,1
0.0106,250.948,1
0.0106,252.153,1
0.0108,252.153,1
0.0108,253.865,1
0.011,253.865,1
0.011,255.959,1
0.0112,255.959,1
0.0112,258.278,1
0.0114,258.278,1
0.0114,260.637,1
0.0116,260.637,1
0.0116,262.826,1
0.0118,262.826,1
0.0118,264.62,1
0.012,264.62,1
0.012,265.794,1
0.0122,265.794,1
0.0122,266.239,1
0.0124,266.239,1
0.0124,265.879,1
0.0126,265.879,1
0.0126,264.742,1
0.0128,264.742,1
0.0128,263.625,1
0.013,263.625,1
0.013,262.792,1
0.0132,262.792,1
0.0132,262.314,1
0.0134,262.314,1
0.0134,262.229,1
0.0136,262.229,1
0.0136,262.542,1
0.0138,262.542,1
0.0138,263.224,1
0.014,263.224,1
0.014,264.214,1
0.0142,264.214,1
0.0142,265.419,1
0.0144,265.419,1
0.0144,266.718,1
0.0146,266.718,1
0.0146,267.964,1
0.0148,267.964,1
0.0148,268.99,1
0.015,268.99,1
0.015,269.608,1
0.0152,269.608,1
0.0152,269.621,1
0.0154,269.621,1
0.0154,268.852,0
0.0156,268.852,0
0.0156,267.252,0
0.0158,267.252,0
0.0158,264.997,0
0.016,264.997,0
0.016,262.809,0
0.0162,262.809,0
0.0162,260.877,0
0.0164,260.877,0
0.0164,259.314,0
0.0166,259.314,0
0.0166,258.197,0
0.0168,258.197,0
0.0168,257.571,0
0.017,257.571,0
0.017,257.443,0
0.0172,257.443,0
0.0172,257.787,0
0.0174,257.787,0
0.0174,258.539,0
0.0176,258.539,0
0.0176,259.605,0
0.0178,259.605,0
0.0178,260.856,0
0.018,260.856,0
0.018,262.141,0
0.0182,262.141,0
0.0182,263.28,0
0.0184,263.28,0
0.0184,264.079,0
0.0186,264.079,0
0.0186,264.333,0
0.0188,264.333,0
0.0188,263.919,0
0.019,263.919,0
0.019,262.796,0
0.0192,262.796,0
0.0192,261.107,0
0.0194,261.107,0
0.0194,259.587,0
0.0196,259.587,0
0.0196,258.418,0
0.0198,258.418,0
0.0198,257.688,0
0.02,257.688,0
0.02,257.447,0
0.0202,257.447,0
0.0202,257.711,0
0.0204,257.711,0
0.0204,258.462,0
0.0206,258.462,0
0.0206,259.643,0
0.0208,259.643,0
0.0208,261.166,0
0.021,261.166,0
0.021,262.91,0
0.0212,262.91,0
0.0212,264.725,0
0.0214,264.725,0
0.0214,266.439,0
0.0216,266.439,0
0.0216,267.856,0
0.0218,267.856,0
0.0218,268.769,0
0.022,268.769,0
0.022,268.967,0
0.0222,268.967,0
0.0222,268.345,0
0.0224,268.345,0
0.0224,266.861,0
0.0226,266.861,0
0.0226,264.934,1
0.0228,264.934,1
0.0228,263.186,1
0.023,263.186,1
0.023,261.734,1
0.0232,261.734,1
0.0232,260.662,1
0.0234,260.662,1
0.0234,260.023,1
0.0236,260.023,1
0.0236,259.832,1
0.0238,259.832,1
0.0238,260.072,1
0.024,260.072,1
0.024,260.691,1
0.0242,260.691,1
0.0242,261.605,1
0.0244,261.605,1
0.0244,262.698,1
0.0246,262.698,1
0.0246,263.828,1
0.0248,263.828,1
0.0248,264.828,1
0.025,264.828,1
0.025,265.514,1
0.0252,265.514,1
0.0252,265.686,1
0.0254,265.686,1
0.0254,265.178,1
0.0256,265.178,1
0.0256,263.945,1
0.0258,263.945,1
0.0258,262.059,1
0.026,262.059,1
0.026,260.234,1
0.0262,260.234,1
0.0262,258.722,1
0.0264,258.722,1
0.0264,257.624,1
0.0266,257.624,1
0.0266,257.009,1
0.0268,257.009,1
0.0268,256.91,1
0.027,256.91,1
0.027,257.321,1
0.0272,257.321,1
0.0272,258.205,1
0.0274,258.205,1
0.0274,259.487,1
0.0276,259.487,1
0.0276,261.059,1
0.0278,261.059,1
0.0278,262.783,1
0.028,262.783,1
0.028,264.496,1
0.0282,264.496,1
0.0282,266.011,1
0.0284,266.011,1
0.0284,267.124,1
0.0286,267.124,1
0.0286,267.62,1
0.0288,267.62,1
0.0288,267.354,1
0.029,267.354,1
0.029,266.277,1
0.0292,266.277,1
0.0292,264.507,1
0.0294,264.507,1
0.0294,262.809,1
0.0296,262.809,1
0.0296,261.392,1
0.0298,261.392,1
0.0298,260.348,1
0.03,260.348,1
0.03,259.736,1
0.0302,259.736,1
0.0302,259.58,1
0.0304,259.58,1
0.0304,259.869,1
0.0306,259.869,1
0.0306,260.56,1
0.0308,260.56,1
0.0308,261.574,1
0.031,261.574,1
0.031,262.802,1
0.0312,262.802,1
0.0312,264.104,1
0.0314,264.104,1
0.0314,265.321,1
0.0316,265.321,1
0.0316,266.268,1
0.0318,266.268,1
0.0318,266.748,1
0.032,266.748,1
0.032,266.563,1
0.0322,266.563,1
0.0322,265.63,1
0.0324,265.63,1
0.0324,263.921,1
0.0326,263.921,1
0.0326,261.985,1
0.0328,261.985,1
0.0328,260.293,1
0.033,260.293,1
0.033,258.96,1
0.0332,258.96,1
0.0332,258.07,1
0.0334,258.07,1
0.0334,257.668,1
0.0336,257.668,1
0.0336,257.766,1
0.0338,257.766,1
0.0338,258.34,1
0.034,258.34,1
0.034,259.329,1
0.0342,259.329,1
0.0342,260.642,1
0.0344,260.642,1
0.0344,262.155,1
0.0346,262.155,1
0.0346,263.714,1
0.0348,263.714,1
0.0348,265.145,1
0.035,265.145,1
0.035,266.253,1
0.0352,266.253,1
0.0352,266.829,0
0.0354,266.829,0
0.0354,266.693,0
0.0356,266.693,0
0.0356,265.787,0
0.0358,265.787,0
0.0358,264.11,0
0.036,264.11,0
0.036,262.346,0
0.0362,262.346,0
0.0362,260.846,0
0.0364,260.846,0
0.0364,259.714,0
0.0366,259.714,0
0.0366,259.019,0
0.0368,259.019,0
0.0368,258.794,0
0.037,258.794,0
0.037,259.04,0
0.0372,259.04,0
0.0372,259.719,0
0.0374,259.719,0
0.0374,260.764,0
0.0376,260.764,0
0.0376,262.072,0
0.0378,262.072,0
0.0378,263.511,0
0.038,263.511,0
0.038,264.922,0
0.0382,264.922,0
0.0382,266.127,0
0.0384,266.127,0
0.0384,266.928,0
0.0386,266.928,0
0.0386,267.118,0
0.0388,267.118,0
0.0388,266.562,0
0.039,266.562,0
0.039,265.22,0
0.0392,265.22,0
0.0392,263.302,0
0.0394,263.302,0
0.0394,261.531,0
0.0396,261.531,0
0.0396,260.07,0
0.0398,260.07,0
0.0398,259.012,0
0.04,259.012,0
0.04,258.415,0
0.0402,258.415,0
0.0402,258.304,0
0.0404,258.304,0
0.0404,258.667,0
0.0406,258.667,0
0.0406,259.457,0
0.0408,259.457,0
0.0408,260.594,0
0.041,260.594,0
0.041,261.965,0
0.0412,261.965,0
0.0412,263.43,0
0.0414,263.43,0
0.0414,264.824,0
0.0416,264.824,0
0.0416,265.957,0
0.0418,265.957,0
