"time","egsCarSpeed","egsGear","egsState","egsTargetGear","tShiftStart","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4"
15.6725,142.817,4,1,4,10.82,0,0,0,1,0
15.7061,142.969,4,1,4,10.82,0,0,0,1,0
15.7396,143.121,4,1,4,10.82,0,0,0,1,0
15.7732,143.324,4,1,4,10.82,0,0,0,1,0
15.8068,143.475,4,1,4,10.82,0,0,0,1,0
15.8403,143.677,4,1,4,10.82,0,0,0,1,0
15.8739,143.829,4,1,4,10.82,0,0,0,1,0
15.9074,143.98,4,1,4,10.82,0,0,0,1,0
15.941,144.181,4,1,4,10.82,0,0,0,1,0
15.9746,144.331,4,1,4,10.82,0,0,0,1,0
16.0081,144.481,4,1,4,10.82,0,0,0,1,0
16.0417,144.682,4,1,4,10.82,0,0,0,1,0
16.0752,144.831,4,1,4,10.82,0,0,0,1,0
16.1088,144.981,4,1,4,10.82,0,0,0,1,0
16.1424,145.18,4,1,4,10.82,0,0,0,1,0
16.1759,145.329,4,1,4,10.82,0,0,0,1,0
16.2095,145.478,4,1,4,10.82,0,0,0,1,0
16.243,145.677,4,1,4,10.82,0,0,0,1,0
16.2766,145.825,4,1,4,10.82,0,0,0,1,0
16.3102,146.023,4,1,4,10.82,0,0,0,1,0
16.3437,146.171,4,1,4,10.82,0,0,0,1,0
16.3773,146.319,4,1,4,10.82,0,0,0,1,0
16.4108,146.515,4,1,4,10.82,0,0,0,1,0
16.4444,146.663,4,1,4,10.82,0,0,0,1,0
16.478,146.81,4,1,4,10.82,0,0,0,1,0
16.5115,147.006,4,1,4,10.82,0,0,0,1,0
16.5451,147.153,4,1,4,10.82,0,0,0,1,0
16.5786,147.299,4,1,4,10.82,0,0,0,1,0
16.6122,147.494,4,1,4,10.82,0,0,0,1,0
16.6458,147.64,4,1,4,10.82,0,0,0,1,0
16.6793,147.786,4,1,4,10.82,0,0,0,1,0
16.7129,147.98,4,1,4,10.82,0,0,0,1,0
16.7464,148.125,4,1,4,10.82,0,0,0,1,0
16.78,148.27,4,1,4,10.82,0,0,0,1,0
16.8136,148.464,4,1,4,10.82,0,0,0,1,0
16.8471,148.608,4,1,4,10.82,0,0,0,1,0
16.8807,148.801,4,1,4,10.82,0,0,0,1,0
16.9142,148.945,4,1,4,10.82,0,0,0,1,0
16.9478,149.089,4,1,4,10.82,0,0,0,1,0
16.9814,149.28,4,1,4,10.82,0,0,0,1,0
17.0149,149.424,4,1,4,10.82,0,0,0,1,0
17.0485,149.567,4,1,4,10.82,0,0,0,1,0
17.082,149.757,4,1,4,10.82,0,0,0,1,0
17.1156,149.9,4,1,4,10.82,0,0,0,1,0
17.1492,150.042,4,1,4,10.82,0,0,0,1,0
17.1827,150.23,4,1,4,10.82,0,0,0,1,0
17.2163,150.372,4,1,4,10.82,0,0,0,1,0
17.2498,150.513,4,1,4,10.82,0,0,0,1,0
17.2834,150.7,4,1,4,10.82,0,0,0,1,0
17.317,150.84,4,1,4,10.82,0,0,0,1,0
17.3505,151.027,4,1,4,10.82,0,0,0,1,0
17.3841,151.167,4,1,4,10.82,0,0,0,1,0
17.4176,151.306,4,1,4,10.82,0,0,0,1,0
17.4512,151.491,4,1,4,10.82,0,0,0,1,0
17.4848,151.629,4,1,4,10.82,0,0,0,1,0
17.5183,151.768,4,1,4,10.82,0,0,0,1,0
17.5519,151.951,4,1,4,10.82,0,0,0,1,0
17.5854,152.089,4,1,4,10.82,0,0,0,1,0
17.619,152.226,4,1,4,10.82,0,0,0,1,0
17.6526,152.408,4,1,4,10.82,0,0,0,1,0
17.6861,152.545,4,1,4,10.82,0,0,0,1,0
17.7197,152.681,4,1,4,10.82,0,0,0,1,0
17.7532,152.862,4,1,4,10.82,0,0,0,1,0
17.7868,152.998,4,1,4,10.82,0,0,0,1,0
17.8204,153.178,4,1,4,10.82,0,0,0,1,0
17.8539,153.312,4,1,4,10.82,0,0,0,1,0
17.8875,153.447,4,1,4,10.82,0,0,0,1,0
17.921,153.626,4,1,4,10.82,0,0,0,1,0
17.9546,153.759,4,1,4,10.82,0,0,0,1,0
17.9882,153.893,4,1,4,10.82,0,0,0,1,0
18.0217,154.07,4,1,4,10.82,0,0,0,1,0
18.0553,154.203,4,1,4,10.82,0,0,0,1,0
18.0888,154.335,4,1,4,10.82,0,0,0,1,0
18.1224,154.512,4,1,4,10.82,0,0,0,1,0
18.156,154.643,4,1,4,10.82,0,0,0,1,0
18.1895,154.775,4,1,4,10.82,0,0,0,1,0
18.2231,154.95,4,1,4,10.82,0,0,0,1,0
18.2566,155.08,4,1,4,10.82,0,0,0,1,0
18.2902,155.254,4,1,4,10.82,0,0,0,1,0
18.3238,155.384,4,1,4,10.82,0,0,0,1,0
18.3573,155.514,4,1,4,10.82,0,0,0,1,0
18.3909,155.687,4,1,4,10.82,0,0,0,1,0
18.4244,155.816,4,1,4,10.82,0,0,0,1,0
18.458,155.945,4,1,4,10.82,0,0,0,1,0
18.4916,156.116,4,1,4,10.82,0,0,0,1,0
18.5251,156.244,4,1,4,10.82,0,0,0,1,0
18.5587,156.372,4,1,4,10.82,0,0,0,1,0
18.5922,156.542,4,1,4,10.82,0,0,0,1,0
18.6258,156.669,4,1,4,10.82,0,0,0,1,0
18.6594,156.796,4,1,4,10.82,0,0,0,1,0
18.6929,156.965,4,1,4,10.82,0,0,0,1,0
18.7265,157.091,4,1,4,10.82,0,0,0,1,0
18.76,157.259,4,1,4,10.82,0,0,0,1,0
18.7936,157.384,4,1,4,10.82,0,0,0,1,0
18.8272,157.51,4,1,4,10.82,0,0,0,1,0
18.8607,157.676,4,1,4,10.82,0,0,0,1,0
18.8943,157.801,4,1,4,10.82,0,0,0,1,0
18.9278,157.925,4,1,4,10.82,0,0,0,1,0
18.9614,158.091,4,1,4,10.82,0,0,0,1,0
18.995,158.214,4,1,4,10.82,0,0,0,1,0
19.0285,158.338,4,1,4,10.82,0,0,0,1,0
19.0621,158.502,4,1,4,10.82,0,0,0,1,0
19.0956,158.624,4,1,4,10.82,0,0,0,1,0
19.1292,158.747,4,1,4,10.82,0,0,0,1,0
19.1628,158.91,4,1,4,10.82,0,0,0,1,0
19.1963,159.032,4,1,4,10.82,0,0,0,1,0
19.2299,159.153,4,1,4,10.82,0,0,0,1,0
19.2634,159.315,4,1,4,10.82,0,0,0,1,0
19.297,159.436,4,1,4,10.82,0,0,0,1,0
19.3306,159.596,4,1,4,10.82,0,0,0,1,0
19.3641,159.717,4,1,4,10.82,0,0,0,1,0
19.3977,159.837,4,1,4,10.82,0,0,0,1,0
19.4312,159.996,4,1,4,10.82,0,0,0,1,0
19.4648,160.116,4,2,5,19.44,0,0,0.04,0.96,0
19.4984,159.951,4,2,5,19.44,0,0,0.1,0.9,0
19.5319,159.894,4,2,5,19.44,0,0,0.18,0.82,0
19.5655,159.75,4,2,5,19.44,0,0,0.24,0.76,0
19.599,159.52,4,2,5,19.44,0,0,0.3,0.7,0
19.6326,159.08,4,2,5,19.44,0,0,0.38,0.62,0
19.6662,158.653,4,2,5,19.44,0,0,0.44,0.56,0
19.6997,158.133,4,2,5,19.44,0,0,0.5,0.5,0
19.7333,158.588,4,2,5,19.44,0,0,0.58,0.42,0
19.7668,157.214,4,2,5,19.44,0,0,0.64,0.36,0
19.8004,157.168,4,2,5,19.44,0,0,0.72,0.28,0
19.834,156.949,4,2,5,19.44,0,0,0.78,0.22,0
19.8675,156.796,4,2,5,19.44,0,0,0.84,0.16,0
19.9011,156.707,4,2,5,19.44,0,0,0.92,0.08,0
19.9346,156.726,4,2,5,19.44,0,0,0.98,0.02,0
19.9682,156.818,4,2,5,19.44,0,0,1,0,0
20.0018,156.795,4,2,5,19.44,0,0,1,0,0
20.0353,156.909,4,2,5,19.44,0,0,1,0,0
20.0689,157.027,4,2,5,19.44,0,0,1,0,0
20.1024,157.184,4,2,5,19.44,0,0,1,0,0
20.136,157.302,4,2,5,19.44,0,0,1,0,0
20.1696,157.419,4,2,5,19.44,0,0,1,0,0
20.2031,157.575,4,2,5,19.44,0,0,1,0,0
20.2367,157.693,4,2,5,19.44,0,0,1,0,0
20.2702,157.849,4,2,5,19.44,0,0,1,0,0
20.3038,157.965,4,2,5,19.44,0,0,1,0,0
20.3374,158.082,4,2,5,19.44,0,0,1,0,0
20.3709,158.238,4,2,5,19.44,0,0,1,0,0
20.4045,158.354,4,2,5,19.44,0,0,1,0,0
20.438,158.471,4,2,5,19.44,0,0,1,0,0
20.4716,158.626,5,1,5,19.44,0,0,1,0,0
20.5052,158.742,5,1,5,19.44,0,0,1,0,0
20.5387,158.858,5,1,5,19.44,0,0,1,0,0
20.5723,159.013,5,1,5,19.44,0,0,1,0,0
20.6058,159.128,5,1,5,19.44,0,0,1,0,0
20.6394,159.244,5,1,5,19.44,0,0,1,0,0
20.673,159.398,5,1,5,19.44,0,0,1,0,0
20.7065,159.513,5,1,5,19.44,0,0,1,0,0
20.7401,159.667,5,1,5,19.44,0,0,1,0,0
20.7736,159.782,5,1,5,19.44,0,0,1,0,0
20.8072,159.897,5,1,5,19.44,0,0,1,0,0
20.8408,160.05,5,1,5,19.44,0,0,1,0,0
20.8743,160.165,5,1,5,19.44,0,0,1,0,0
20.9079,160.28,5,1,5,19.44,0,0,1,0,0
20.9414,160.432,5,1,5,19.44,0,0,1,0,0
20.975,160.547,5,1,5,19.44,0,0,1,0,0
21.0086,160.661,5,1,5,19.44,0,0,1,0,0
21.0421,160.813,5,1,5,19.44,0,0,1,0,0
21.0757,160.927,5,1,5,19.44,0,0,1,0,0
21.1092,161.041,5,1,5,19.44,0,0,1,0,0
21.1428,161.193,5,1,5,19.44,0,0,1,0,0
21.1764,161.307,5,1,5,19.44,0,0,1,0,0
21.2099,161.42,5,1,5,19.44,0,0,1,0,0
21.2435,161.571,5,1,5,19.44,0,0,1,0,0
21.277,161.684,5,1,5,19.44,0,0,1,0,0
21.3106,161.835,5,1,5,19.44,0,0,1,0,0
21.3442,161.948,5,1,5,19.44,0,0,1,0,0
21.3777,162.061,5,1,5,19.44,0,0,1,0,0
21.4113,162.212,5,1,5,19.44,0,0,1,0,0
21.4448,162.324,5,1,5,19.44,0,0,1,0,0
21.4784,162.437,5,1,5,19.44,0,0,1,0,0
21.512,162.587,5,1,5,19.44,0,0,1,0,0
21.5455,162.699,5,1,5,19.44,0,0,1,0,0
21.5791,162.811,5,1,5,19.44,0,0,1,0,0
21.6126,162.96,5,1,5,19.44,0,0,1,0,0
21.6462,163.072,5,1,5,19.44,0,0,1,0,0
21.6798,163.184,5,1,5,19.44,0,0,1,0,0
21.7133,163.333,5,1,5,19.44,0,0,1,0,0
21.7469,163.444,5,1,5,19.44,0,0,1,0,0
21.7804,163.593,5,1,5,19.44,0,0,1,0,0
21.814,163.704,5,1,5,19.44,0,0,1,0,0
21.8476,163.815,5,1,5,19.44,0,0,1,0,0
21.8811,163.963,5,1,5,19.44,0,0,1,0,0
21.9147,164.074,5,1,5,19.44,0,0,1,0,0
21.9482,164.185,5,1,5,19.44,0,0,1,0,0
21.9818,164.332,5,1,5,19.44,0,0,1,0,0
22.0154,164.443,5,1,5,19.44,0,0,1,0,0
22.0489,164.553,5,1,5,19.44,0,0,1,0,0
22.0825,164.7,5,1,5,19.44,0,0,1,0,0
22.116,164.811,5,1,5,19.44,0,0,1,0,0
22.1496,164.921,5,1,5,19.44,0,0,1,0,0
22.1832,165.067,5,1,5,19.44,0,0,1,0,0
22.2167,165.177,5,1,5,19.44,0,0,1,0,0
22.2503,165.323,5,1,5,19.44,0,0,1,0,0
22.2838,165.433,5,1,5,19.44,0,0,1,0,0
22.3174,165.542,5,1,5,19.44,0,0,1,0,0
22.351,165.688,5,1,5,19.44,0,0,1,0,0
22.3845,165.797,5,1,5,19.44,0,0,1,0,0
22.4181,165.906,5,1,5,19.44,0,0,1,0,0
22.4516,166.051,5,1,5,19.44,0,0,1,0,0
22.4852,166.16,5,1,5,19.44,0,0,1,0,0
22.5188,166.269,5,1,5,19.44,0,0,1,0,0
22.5523,166.413,5,1,5,19.44,0,0,1,0,0
22.5859,166.522,5,1,5,19.44,0,0,1,0,0
22.6194,166.63,5,1,5,19.44,0,0,1,0,0
22.653,166.774,5,1,5,19.44,0,0,1,0,0
22.6866,166.883,5,1,5,19.44,0,0,1,0,0
22.7201,167.026,5,1,5,19.44,0,0,1,0,0
22.7537,167.134,5,1,5,19.44,0,0,1,0,0
22.7872,167.242,5,1,5,19.44,0,0,1,0,0
22.8208,167.385,5,1,5,19.44,0,0,1,0,0
22.8544,167.493,5,1,5,19.44,0,0,1,0,0
22.8879,167.6,5,1,5,19.44,0,0,1,0,0
22.9215,167.743,5,1,5,19.44,0,0,1,0,0
22.955,167.85,5,1,5,19.44,0,0,1,0,0
22.9886,167.957,5,1,5,19.44,0,0,1,0,0
23.0222,168.1,5,1,5,19.44,0,0,1,0,0
23.0557,168.207,5,1,5,19.44,0,0,1,0,0
23.0893,168.313,5,1,5,19.44,0,0,1,0,0
23.1228,168.455,5,1,5,19.44,0,0,1,0,0
23.1564,168.562,5,1,5,19.44,0,0,1,0,0
23.19,168.668,5,1,5,19.44,0,0,1,0,0
23.2235,168.809,5,1,5,19.44,0,0,1,0,0
23.2571,168.915,5,1,5,19.44,0,0,1,0,0
23.2906,169.057,5,1,5,19.44,0,0,1,0,0
23.3242,169.162,5,1,5,19.44,0,0,1,0,0
23.3578,169.268,5,1,5,19.44,0,0,1,0,0
23.3913,169.409,5,1,5,19.44,0,0,1,0,0
23.4249,169.514,5,1,5,19.44,0,0,1,0,0
23.4584,169.619,5,1,5,19.44,0,0,1,0,0
23.492,169.76,5,1,5,19.44,0,0,1,0,0
23.5256,169.865,5,1,5,19.44,0,0,1,0,0
23.5591,169.97,5,1,5,19.44,0,0,1,0,0
23.5927,170.109,5,1,5,19.44,0,0,1,0,0
23.6262,170.214,5,1,5,19.44,0,0,1,0,0
23.6598,170.319,5,1,5,19.44,0,0,1,0,0
23.6934,170.458,5,1,5,19.44,0,0,1,0,0
23.7269,170.562,5,1,5,19.44,0,0,1,0,0
23.7605,170.701,5,1,5,19.44,0,0,1,0,0
23.794,170.805,5,1,5,19.44,0,0,1,0,0
23.8276,170.909,5,1,5,19.44,0,0,1,0,0
23.8612,171.048,5,1,5,19.44,0,0,1,0,0
23.8947,171.152,5,1,5,19.44,0,0,1,0,0
23.9283,171.255,5,1,5,19.44,0,0,1,0,0
23.9618,171.393,5,1,5,19.44,0,0,1,0,0
23.9954,171.497,5,1,5,19.44,0,0,1,0,0
24.029,171.6,5,1,5,19.44,0,0,1,0,0
24.0625,171.738,5,1,5,19.44,0,0,1,0,0
24.0961,171.841,5,1,5,19.44,0,0,1,0,0
24.1296,171.944,5,1,5,19.44,0,0,1,0,0
24.1632,172.081,5,1,5,19.44,0,0,1,0,0
24.1968,172.183,5,1,5,19.44,0,0,1,0,0
24.2303,172.32,5,1,5,19.44,0,0,1,0,0
24.2639,172.422,5,1,5,19.44,0,0,1,0,0
24.2974,172.525,5,1,5,19.44,0,0,1,0,0
24.331,172.661,5,1,5,19.44,0,0,1,0,0
24.3646,172.763,5,1,5,19.44,0,0,1,0,0
24.3981,172.865,5,1,5,19.44,0,0,1,0,0
24.4317,173.001,5,1,5,19.44,0,0,1,0,0
24.4652,173.103,5,1,5,19.44,0,0,1,0,0
24.4988,173.204,5,1,5,19.44,0,0,1,0,0
24.5324,173.34,5,1,5,19.44,0,0,1,0,0
24.5659,173.441,5,1,5,19.44,0,0,1,0,0
24.5995,173.542,5,1,5,19.44,0,0,1,0,0
24.633,173.677,5,1,5,19.44,0,0,1,0,0
24.6666,173.778,5,1,5,19.44,0,0,1,0,0
24.7002,173.913,5,1,5,19.44,0,0,1,0,0
24.7337,174.014,5,1,5,19.44,0,0,1,0,0
24.7673,174.109,5,1,5,19.44,0,0,1,0,0
24.8008,174.217,5,1,5,19.44,0,0,1,0,0
24.8344,174.125,5,2,6,24.82,0,0,1,0,0
24.868,173.942,5,2,6,24.82,0,0,1,0,0
24.9015,174.36,5,2,6,24.82,0,0,1,0,0
24.9351,174.304,5,2,6,24.82,0,0,1,0,0
24.9686,174.3,5,2,6,24.82,0,0,1,0,0
25.0022,174.239,5,2,6,24.82,0,0,1,0,0
25.0358,174.181,5,2,6,24.82,0,0,1,0,0
25.0693,174.121,5,2,6,24.82,0,0,1,0,0
25.1029,174.041,5,2,6,24.82,0,0,1,0,0
25.1364,173.98,5,2,6,24.82,0,0,1,0,0
25.17,173.92,5,2,6,24.82,0,0,1,0,0
25.2036,173.84,5,2,6,24.82,0,0,1,0,0
25.2371,173.779,5,2,6,24.82,0,0,1,0,0
25.2707,173.699,5,2,6,24.82,0,0,1,0,0
25.3042,173.638,5,2,6,24.82,0,0,1,0,0
25.3378,173.578,5,2,6,24.82,0,0,1,0,0
25.3714,173.498,5,2,6,24.82,0,0,1,0,0
25.4049,173.438,5,2,6,24.82,0,0,1,0,0
25.4385,173.377,5,2,6,24.82,0,0,1,0,0
25.472,173.297,5,2,6,24.82,0,0,1,0,0
25.5056,173.237,5,2,6,24.82,0,0,1,0,0
25.5392,173.177,5,2,6,24.82,0,0,1,0,0
25.5727,173.097,5,2,6,24.82,0,0,1,0,0
25.6063,173.037,5,2,6,24.82,0,0,1,0,0
25.6398,172.977,5,2,6,24.82,0,0,1,0,0
25.6734,172.897,5,2,6,24.82,0,0,1,0,0
25.707,172.837,5,2,6,24.82,0,0,1,0,0
25.7405,172.757,5,2,6,24.82,0,0,1,0,0
25.7741,172.697,5,2,6,24.82,0,0,1,0,0
25.8076,172.637,5,2,6,24.82,0,0,1,0,0
25.8412,172.558,6,1,6,24.82,0,0,1,0,0
25.8748,172.498,6,1,6,24.82,0,0,1,0,0
25.9083,172.438,6,1,6,24.82,0,0,1,0,0
25.9419,172.358,6,1,6,24.82,0,0,1,0,0
25.9754,172.299,6,1,6,24.82,0,0,1,0,0
26.009,172.239,6,1,6,24.82,0,0,1,0,0
26.0426,172.16,6,1,6,24.82,0,0,1,0,0
26.0761,172.1,6,1,6,24.82,0,0,1,0,0
26.1097,172.04,6,1,6,24.82,0,0,1,0,0
26.1432,171.961,6,1,6,24.82,0,0,1,0,0
26.1768,171.901,6,1,6,24.82,0,0,1,0,0
26.2104,171.82,6,1,6,24.82,0,0,1,0,0
26.2439,171.732,6,1,6,24.82,0,0,1,0,0
26.2775,171.584,6,1,6,24.82,0,0,1,0,0
26.311,171.254,6,1,6,24.82,0,0,1,0,0
26.3446,170.831,6,1,6,24.82,0,0,1,0,0
26.3782,170.172,6,1,6,24.82,0,0,1,0,0
26.4117,169.234,6,1,6,24.82,0,0,1,0,0
26.4453,168.475,6,1,6,24.82,0,0,1,0,0
26.4788,167.67,6,1,6,24.82,0,0,1,0,0
26.5124,166.56,6,1,6,24.82,0,0,1,0,0
26.546,165.725,6,1,6,24.82,0,0,1,0,0
26.5795,164.891,6,1,6,24.82,0,0,1,0,0
26.6131,163.779,6,1,6,24.82,0,0,1,0,0
26.6466,162.945,6,1,6,24.82,0,0,1,0,0
26.6802,161.834,6,1,6,24.82,0,0,1,0,0
26.7138,161.002,6,1,6,24.82,0,0,1,0,0
26.7473,160.169,6,1,6,24.82,0,0,1,0,0
26.7809,159.06,6,1,6,24.82,0,0,1,0,0
26.8144,158.229,6,1,6,24.82,0,0,1,0,0
26.848,157.397,6,1,6,24.82,0,0,1,0,0
26.8816,156.29,6,1,6,24.82,0,0,1,0,0
26.9151,155.459,6,1,6,24.82,0,0,1,0,0
26.9487,154.629,6,1,6,24.82,0,0,1,0,0
26.9822,153.523,6,1,6,24.82,0,0,1,0,0
27.0158,152.694,6,1,6,24.82,0,0,1,0,0
27.0494,151.865,6,1,6,24.82,0,0,1,0,0
27.0829,150.761,6,1,6,24.82,0,0,1,0,0
27.1165,149.933,6,1,6,24.82,0,0,1,0,0
27.15,148.829,6,1,6,24.82,0,0,1,0,0
27.1836,148.002,6,1,6,24.82,0,0,1,0,0
27.2172,147.175,6,1,6,24.82,0,0,1,0,0
27.2507,146.073,6,1,6,24.82,0,0,1,0,0
27.2843,145.247,6,1,6,24.82,0,0,1,0,0
27.3178,144.421,6,1,6,24.82,0,0,1,0,0
27.3514,143.32,6,1,6,24.82,0,0,1,0,0
27.385,142.495,6,1,6,24.82,0,0,1,0,0
27.4185,141.67,6,1,6,24.82,0,0,1,0,0
27.4521,140.571,6,1,6,24.82,0,0,1,0,0
27.4856,139.747,6,1,6,24.82,0,0,1,0,0
27.5192,138.924,6,1,6,24.82,0,0,1,0,0
27.5528,137.826,6,1,6,24.82,0,0,1,0,0
27.5863,137.003,6,1,6,24.82,0,0,1,0,0
27.6199,136.18,6,1,6,24.82,0,0,1,0,0
27.6534,135.084,6,1,6,24.82,0,0,1,0,0
27.687,134.262,6,1,6,24.82,0,0,1,0,0
27.7206,133.167,6,1,6,24.82,0,0,1,0,0
27.7541,132.346,6,1,6,24.82,0,0,1,0,0
27.7877,131.525,6,1,6,24.82,0,0,1,0,0
27.8212,130.431,6,1,6,24.82,0,0,1,0,0
27.8548,129.611,6,1,6,24.82,0,0,1,0,0
27.8884,128.791,6,1,6,24.82,0,0,1,0,0
27.9219,127.699,6,1,6,24.82,0,0,1,0,0
27.9555,126.88,6,1,6,24.82,0,0,1,0,0
27.989,126.061,6,1,6,24.82,0,0,1,0,0
28.0226,124.97,6,1,6,24.82,0,0,1,0,0
28.0562,124.152,6,1,6,24.82,0,0,1,0,0
28.0897,123.335,6,1,6,24.82,0,0,1,0,0
28.1233,122.245,6,1,6,24.82,0,0,1,0,0
28.1568,121.428,6,1,6,24.82,0,0,1,0,0
28.1904,120.339,6,1,6,24.82,0,0,1,0,0
28.224,119.523,6,1,6,24.82,0,0,1,0,0
28.2575,118.707,6,1,6,24.82,0,0,1,0,0
28.2911,117.62,6,1,6,24.82,0,0,1,0,0
28.3246,116.805,6,1,6,24.82,0,0,1,0,0
28.3582,115.99,6,1,6,24.82,0,0,1,0,0
28.3918,114.904,6,1,6,24.82,0,0,1,0,0
28.4253,114.09,6,1,6,24.82,0,0,1,0,0
28.4589,113.276,6,1,6,24.82,0,0,1,0,0
28.4924,112.191,6,1,6,24.82,0,0,1,0,0
28.526,111.378,6,1,6,24.82,0,0,1,0,0
28.5596,110.565,6,1,6,24.82,0,0,1,0,0
28.5931,109.481,6,1,6,24.82,0,0,1,0,0
28.6267,108.669,6,1,6,24.82,0,0,1,0,0
28.6602,107.586,6,1,6,24.82,0,0,1,0,0
28.6938,106.774,6,1,6,24.82,0,0,1,0,0
28.7274,105.963,6,1,6,24.82,0,0,1,0,0
28.7609,104.881,6,1,6,24.82,0,0,1,0,0
28.7945,104.071,6,1,6,24.82,0,0,1,0,0
28.828,103.26,6,1,6,24.82,0,0,1,0,0
28.8616,102.18,6,1,6,24.82,0,0,1,0,0
28.8952,101.37,6,1,6,24.82,0,0,1,0,0
28.9287,100.56,6,1,6,24.82,0,0,1,0,0
28.9623,99.4809,6,1,6,24.82,0,0,1,0,0
28.9958,98.6718,6,1,6,24.82,0,0,1,0,0
29.0294,97.8629,6,1,6,24.82,0,0,1,0,0
29.063,96.7848,6,1,6,24.82,0,0,1,0,0
29.0965,95.9765,6,1,6,24.82,0,0,1,0,0
29.1301,94.8992,6,1,6,24.82,0,0,1,0,0
29.1636,94.0915,6,1,6,24.82,0,0,1,0,0
29.1972,93.2841,6,1,6,24.82,0,0,1,0,0
29.2308,92.2078,6,1,6,24.82,0,0,1,0,0
29.2643,91.4009,6,1,6,24.82,0,0,1,0,0
29.2979,90.5942,6,1,6,24.82,0,0,1,0,0
29.3314,89.519,6,1,6,24.82,0,0,1,0,0
29.365,88.7128,6,1,6,24.82,0,0,1,0,0
29.3986,87.9069,6,1,6,24.82,0,0,1,0,0
29.4321,86.8327,6,1,6,24.82,0,0,1,0,0
29.4657,86.0273,6,1,6,24.82,0,0,1,0,0
29.4992,85.2222,6,1,6,24.82,0,0,1,0,0
29.5328,84.1489,6,1,6,24.82,0,0,1,0,0
29.5664,83.3443,6,1,6,24.82,0,0,1,0,0
29.5999,82.5398,6,1,6,24.82,0,0,1,0,0
29.6335,81.4676,6,1,6,24.82,0,0,1,0,0
29.667,80.6636,6,1,6,24.82,0,0,1,0,0
29.7006,79.592,6,1,6,24.82,0,0,1,0,0
29.7342,78.7886,6,1,6,24.82,0,0,1,0,0
29.7677,77.9853,6,1,6,24.82,0,0,1,0,0
29.8013,76.9146,6,1,6,24.82,0,0,1,0,0
29.8348,76.1118,6,1,6,24.82,0,0,1,0,0
29.8684,75.3092,6,1,6,24.82,0,0,1,0,0
29.902,74.2394,6,1,6,24.82,0,0,1,0,0
29.9355,73.4373,6,1,6,24.82,0,0,1,0,0
29.9691,72.6353,6,1,6,24.82,0,0,1,0,0
30.0026,71.5664,6,1,6,24.82,0,0,1,0,0
30.0362,70.7649,6,1,6,24.82,0,0,1,0,0
30.0698,69.9636,6,1,6,24.82,0,0,1,0,0
30.1033,68.8955,6,1,6,24.82,0,0,1,0,0
30.1369,68.0946,6,1,6,24.82,0,0,1,0,0
30.1704,67.027,6,1,6,24.82,0,0,1,0,0
30.204,66.2266,6,1,6,24.82,0,0,1,0,0
30.2376,65.4263,6,1,6,24.82,0,0,1,0,0
30.2711,64.3595,6,1,6,24.82,0,0,1,0,0
30.3047,63.5596,6,1,6,24.82,0,0,1,0,0
30.3382,62.7599,6,1,6,24.82,0,0,1,0,0
30.3718,61.6939,6,1,6,24.82,0,0,1,0,0
30.4054,60.8946,6,1,6,24.82,0,0,1,0,0
30.4389,60.0955,6,1,6,24.82,0,0,1,0,0
30.4725,59.0302,6,1,6,24.82,0,0,1,0,0
30.506,58.2314,6,1,6,24.82,0,0,1,0,0
30.5396,57.4328,6,1,6,24.82,0,0,1,0,0
30.5732,56.3682,6,1,6,24.82,0,0,1,0,0
30.6067,55.57,6,1,6,24.82,0,0,1,0,0
30.6403,54.5059,6,2,5,30.63,0,0,1,0,0
30.6738,53.7409,6,2,5,30.63,0,0,1,0,0
30.7074,52.8779,6,2,5,30.63,0,0,1,0,0
30.741,51.8001,6,2,5,30.63,0,0,1,0,0
30.7745,50.9984,6,2,5,30.63,0,0,1,0,0
30.8081,50.1992,6,2,5,30.63,0,0,1,0,0
30.8416,49.1355,6,2,5,30.63,0,0,1,0,0
30.8752,48.3385,6,2,5,30.63,0,0,1,0,0
30.9088,47.5417,6,2,5,30.63,0,0,1,0,0
30.9423,46.4798,6,2,5,30.63,0,0,1,0,0
30.9759,45.6835,6,2,5,30.63,0,0,1,0,0
31.0094,44.8874,6,2,5,30.63,0,0,1,0,0
31.043,43.8262,6,2,5,30.63,0,0,1,0,0
31.0766,43.0305,6,2,5,30.63,0,0,1,0,0
31.1101,41.9697,6,2,5,30.63,0,0,1,0,0
31.1437,41.1743,6,2,5,30.63,0,0,1,0,0
31.1772,40.3791,6,2,5,30.63,0,0,1,0,0
31.2108,39.3189,6,2,5,30.63,0,0,1,0,0
31.2444,38.524,6,2,5,30.63,0,0,1,0,0
31.2779,37.7292,6,2,5,30.63,0,0,1,0,0
31.3115,36.6696,6,2,5,30.63,0,0,1,0,0
31.345,35.8751,6,2,5,30.63,0,0,1,0,0
31.3786,35.0807,6,2,5,30.63,0,0,1,0,0
31.4122,34.0217,6,2,5,30.63,0,0,1,0,0
31.4457,33.2276,6,2,5,30.63,0,0,1,0,0
31.4793,32.4338,6,2,5,30.63,0,0,1,0,0
31.5128,31.3779,6,2,5,30.63,0,0,1,0,0
31.5464,30.5854,6,2,5,30.63,0,0,1,0,0
31.58,29.7936,6,2,5,30.63,0,0,1,0,0
31.6135,28.7391,6,2,5,30.63,0,0,1,0,0
31.6471,27.9493,5,1,5,30.63,0,0,1,0,0
