"time","egsCarSpeed","egsGear","egsState","egsTargetGear","tShiftStart","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4"
2.65124,41.2676,1,2,2,2.44,0,0,0,0.58,0
2.6848,38.4957,1,2,2,2.44,0,0,0,0.52,0
2.71836,40.5229,1,2,2,2.44,0,0,0,0.46,0
2.75192,40.5992,1,2,2,2.44,0,0,0,0.38,0
2.78548,40.7002,1,2,2,2.44,0,0,0,0.32,0
2.81904,40.8625,1,2,2,2.44,0,0,0,0.26,0
2.8526,41.1631,1,2,2,2.44,0,0,0,0.18,0
2.88616,41.4663,1,2,2,2.44,0,0,0,0.12,0
2.91972,41.8185,1,2,2,2.44,0,0,0,0.06,0
2.95328,42.3959,1,2,2,2.44,0,0,0,0,0
2.98684,42.6888,1,2,2,2.44,0,0,0,0,0
3.0204,43.3106,1,2,2,2.44,0,0,0,0,0
3.05396,43.7888,1,2,2,2.44,0,0,0,0,0
3.08752,44.2613,1,2,2,2.44,0,0,0,0,0
3.12108,44.8862,1,2,2,2.44,0,0,0,0,0
3.15464,45.3515,1,2,2,2.44,0,0,0,0,0
3.1882,45.8137,1,2,2,2.44,0,0,0,0,0
3.22176,46.4252,1,2,2,2.44,0,0,0,0,0
3.25532,46.8756,1,2,2,2.44,0,0,0,0,0
3.28888,47.3428,1,2,2,2.44,0,0,0,0,0
3.32244,47.9433,1,2,2,2.44,0,0,0,0,0
3.356,48.395,1,2,2,2.44,0,0,0,0,0
3.38956,48.847,1,2,2,2.44,0,0,0,0,0
3.42312,49.4414,1,2,2,2.44,0,0,0,0,0
3.45668,49.8912,2,1,2,2.44,0,0,0,0,0
3.49024,50.4866,2,1,2,2.44,0,0,0,0,0
3.5238,50.9314,2,1,2,2.44,0,0,0,0,0
3.55736,51.3744,2,1,2,2.44,0,0,0,0,0
3.59092,51.9624,2,1,2,2.44,0,0,0,0,0
3.62448,52.4014,2,1,2,2.44,0,0,0,0,0
3.65804,52.8387,2,1,2,2.44,0,0,0,0,0
3.6916,53.4191,2,1,2,2.44,0,0,0,0,0
3.72516,53.8524,2,1,2,2.44,0,0,0,0,0
3.75872,54.2839,2,1,2,2.44,0,0,0,0,0
3.79228,54.8567,2,1,2,2.44,0,0,0,0,0
3.82584,55.2843,2,1,2,2.44,0,0,0,0,0
3.8594,55.7102,2,1,2,2.44,0,0,0,0,0
3.89296,56.2754,2,1,2,2.44,0,0,0,0,0
3.92652,56.6974,2,1,2,2.44,0,0,0,0,0
3.96008,57.2573,2,1,2,2.44,0,0,0,0,0
3.99364,57.6754,2,1,2,2.44,0,0,0,0,0
4.0272,58.0917,2,1,2,2.44,0,0,0,0,0
4.06076,58.6442,2,1,2,2.44,0,0,0,0,0
4.09432,59.0566,2,1,2,2.44,0,0,0,0,0
4.12788,59.4674,2,1,2,2.44,0,0,0,0,0
4.16144,60.0125,2,1,2,2.44,0,0,0,0,0
4.195,60.4193,2,1,2,2.44,0,0,0,0,0
4.22856,60.8245,2,1,2,2.44,0,0,0,0,0
4.26212,61.3623,2,1,2,2.44,0,0,0,0,0
4.29568,61.7636,2,1,2,2.44,0,0,0,0,0
4.32924,62.1633,2,1,2,2.44,0,0,0,0,0
4.3628,62.6938,2,1,2,2.44,0,0,0,0,0
4.39636,63.0897,2,1,2,2.44,0,0,0,0,0
4.42992,63.4839,2,1,2,2.44,0,0,0,0,0
4.46348,64.0071,2,1,2,2.44,0,0,0,0,0
4.49704,64.3976,2,1,2,2.44,0,0,0,0,0
4.5306,64.9157,2,1,2,2.44,0,0,0,0,0
4.56416,65.3024,2,1,2,2.44,0,0,0,0,0
4.59772,65.6876,2,1,2,2.44,0,0,0,0,0
4.63128,66.1985,2,1,2,2.44,0,0,0,0,0
4.66484,66.5799,2,1,2,2.44,0,0,0,0,0
4.6984,66.9597,2,1,2,2.44,0,0,0,0,0
4.73196,67.4636,2,1,2,2.44,0,0,0,0,0
4.76552,67.8397,2,1,2,2.44,0,0,0,0,0
4.79908,68.2142,2,1,2,2.44,0,0,0,0,0
4.83264,68.7111,2,1,2,2.44,0,0,0,0,0
4.8662,69.0823,2,1,2,2.44,0,0,0,0,0
4.89976,69.4517,2,1,2,2.44,0,0,0,0,0
4.93332,69.9416,2,1,2,2.44,0,0,0,0,0
4.96688,70.3076,2,1,2,2.44,0,0,0,0,0
5.00044,70.793,2,1,2,2.44,0,0,0,0,0
5.034,71.1553,2,1,2,2.44,0,0,0,0,0
5.06756,71.5162,2,1,2,2.44,0,0,0,0,0
5.10112,71.995,2,1,2,2.44,0,0,0,0,0
5.13468,72.3523,2,1,2,2.44,0,0,0,0,0
5.16824,72.7081,2,1,2,2.44,0,0,0,0,0
5.2018,73.1777,2,1,2,2.44,0,0,0,0,0
5.23536,73.5265,2,1,2,2.44,0,0,0,0,0
5.26892,73.8758,2,1,2,2.44,0,0,0,0,0
5.30248,74.3362,2,1,2,2.44,0,0,0,0,0
5.33604,74.6787,2,1,2,2.44,0,0,0,0,0
5.3696,75.0184,2,1,2,2.44,0,0,0,0,0
5.40316,75.4674,2,1,2,2.44,0,0,0,0,0
5.43672,75.8011,2,1,2,2.44,0,0,0,0,0
5.47028,76.242,2,1,2,2.44,0,0,0,0,0
5.50384,76.5698,2,1,2,2.44,0,0,0,0,0
5.5374,76.895,2,1,2,2.44,0,0,0,0,0
5.57096,77.3247,2,1,2,2.44,0,0,0,0,0
5.60452,77.6441,2,1,2,2.44,0,0,0,0,0
5.63808,77.961,2,1,2,2.44,0,0,0,0,0
5.67164,78.3798,2,1,2,2.44,0,0,0,0,0
5.7052,78.691,2,1,2,2.44,0,0,0,0,0
5.73876,78.9998,2,1,2,2.44,0,0,0,0,0
5.77232,79.4078,2,1,2,2.44,0,0,0,0,0
5.80588,79.711,2,1,2,2.44,0,0,0,0,0
5.83944,80.0118,2,2,3,5.83,0,0,0,0,0
5.873,79.2586,2,2,3,5.83,0,0,0,0,0
5.90656,81.1339,2,2,3,5.83,0,0,0,0,0
5.94012,81.6305,2,2,3,5.83,0,0,0,0,0
5.97368,81.9044,2,2,3,5.83,0,0,0,0,0
6.00724,82.1808,2,2,3,5.83,0,0,0,0,0
6.0408,82.5484,2,2,3,5.83,0,0,0,0,0
6.07436,82.8235,2,2,3,5.83,0,0,0,0,0
6.10792,83.098,2,2,3,5.83,0,0,0,0,0
6.14148,83.4633,2,2,3,5.83,0,0,0,0,0
6.17504,83.7367,2,2,3,5.83,0,0,0,0,0
6.2086,84.0095,2,2,3,5.83,0,0,0,0,0
6.24216,84.3726,2,2,3,5.83,0,0,0,0,0
6.27572,84.6442,2,2,3,5.83,0,0,0,0,0
6.30928,84.9154,2,2,3,5.83,0,0,0,0,0
6.34284,85.2762,2,2,3,5.83,0,0,0,0,0
6.3764,85.5462,2,2,3,5.83,0,0,0,0,0
6.40996,85.8157,2,2,3,5.83,0,0,0,0,0
6.44352,86.1742,2,2,3,5.83,0,0,0,0,0
6.47708,86.4425,2,2,3,5.83,0,0,0,0,0
6.51064,86.7994,2,2,3,5.83,0,0,0,0,0
6.5442,87.0666,2,2,3,5.83,0,0,0,0,0
6.57776,87.3332,2,2,3,5.83,0,0,0,0,0
6.61132,87.6879,2,2,3,5.83,0,0,0,0,0
6.64488,87.9533,2,2,3,5.83,0,0,0,0,0
6.67844,88.2183,2,2,3,5.83,0,0,0,0,0
6.712,88.5708,2,2,3,5.83,0,0,0,0,0
6.74556,88.8345,2,2,3,5.83,0,0,0,0,0
6.77912,89.0978,2,2,3,5.83,0,0,0,0,0
6.81268,89.4481,2,2,3,5.83,0,0,0,0,0
6.84624,89.7102,3,1,3,5.83,0,0,0,0,0
6.8798,89.9718,3,1,3,5.83,0,0,0,0,0
6.91336,90.3198,3,1,3,5.83,0,0,0,0,0
6.94692,90.5803,3,1,3,5.83,0,0,0,0,0
6.98048,90.9268,3,1,3,5.83,0,0,0,0,0
7.01404,91.186,3,1,3,5.83,0,0,0,0,0
7.0476,91.4448,3,1,3,5.83,0,0,0,0,0
7.08116,91.7891,3,1,3,5.83,0,0,0,0,0
7.11472,92.0467,3,1,3,5.83,0,0,0,0,0
7.14828,92.3039,3,1,3,5.83,0,0,0,0,0
7.18184,92.646,3,1,3,5.83,0,0,0,0,0
7.2154,92.9019,3,1,3,5.83,0,0,0,0,0
7.24896,93.1574,3,1,3,5.83,0,0,0,0,0
7.28252,93.4973,3,1,3,5.83,0,0,0,0,0
7.31608,93.7516,3,1,3,5.83,0,0,0,0,0
7.34964,94.0055,3,1,3,5.83,0,0,0,0,0
7.3832,94.3432,3,1,3,5.83,0,0,0,0,0
7.41676,94.5959,3,1,3,5.83,0,0,0,0,0
7.45032,94.932,3,1,3,5.83,0,0,0,0,0
7.48388,95.1836,3,1,3,5.83,0,0,0,0,0
7.51744,95.4346,3,1,3,5.83,0,0,0,0,0
7.551,95.7686,3,1,3,5.83,0,0,0,0,0
7.58456,96.0186,3,1,3,5.83,0,0,0,0,0
7.61812,96.268,3,1,3,5.83,0,0,0,0,0
7.65168,96.5998,3,1,3,5.83,0,0,0,0,0
7.68524,96.8481,3,1,3,5.83,0,0,0,0,0
7.7188,97.0959,3,1,3,5.83,0,0,0,0,0
7.75236,97.4256,3,1,3,5.83,0,0,0,0,0
7.78592,97.6723,3,1,3,5.83,0,0,0,0,0
7.81948,97.9185,3,1,3,5.83,0,0,0,0,0
7.85304,98.246,3,1,3,5.83,0,0,0,0,0
7.8866,98.4911,3,1,3,5.83,0,0,0,0,0
7.92016,98.8171,3,1,3,5.83,0,0,0,0,0
7.95372,99.0611,3,1,3,5.83,0,0,0,0,0
7.98728,99.3045,3,1,3,5.83,0,0,0,0,0
8.02084,99.6284,3,1,3,5.83,0,0,0,0,0
8.0544,99.8707,3,1,3,5.83,0,0,0,0,0
8.08796,100.113,3,1,3,5.83,0,0,0,0,0
8.12152,100.434,3,1,3,5.83,0,0,0,0,0
8.15508,100.675,3,1,3,5.83,0,0,0,0,0
8.18864,100.915,3,1,3,5.83,0,0,0,0,0
8.2222,101.235,3,1,3,5.83,0,0,0,0,0
8.25576,101.474,3,1,3,5.83,0,0,0,0,0
8.28932,101.713,3,1,3,5.83,0,0,0,0,0
8.32288,102.03,3,1,3,5.83,0,0,0,0,0
8.35644,102.268,3,1,3,5.83,0,0,0,0,0
8.39,102.505,3,1,3,5.83,0,0,0,0,0
8.42356,102.82,3,1,3,5.83,0,0,0,0,0
8.45712,103.056,3,1,3,5.83,0,0,0,0,0
8.49068,103.37,3,1,3,5.83,0,0,0,0,0
8.52424,103.605,3,1,3,5.83,0,0,0,0,0
8.5578,103.84,3,1,3,5.83,0,0,0,0,0
8.59136,104.152,3,1,3,5.83,0,0,0,0,0
8.62492,104.385,3,1,3,5.83,0,0,0,0,0
8.65848,104.618,3,1,3,5.83,0,0,0,0,0
8.69204,104.928,3,1,3,5.83,0,0,0,0,0
8.7256,105.159,3,1,3,5.83,0,0,0,0,0
8.75916,105.391,3,1,3,5.83,0,0,0,0,0
8.79272,105.698,3,1,3,5.83,0,0,0,0,0
8.82628,105.929,3,1,3,5.83,0,0,0,0,0
8.85984,106.158,3,1,3,5.83,0,0,0,0,0
8.8934,106.464,3,1,3,5.83,0,0,0,0,0
8.92696,106.693,3,1,3,5.83,0,0,0,0,0
8.96052,106.997,3,1,3,5.83,0,0,0,0,0
8.99408,107.225,3,1,3,5.83,0,0,0,0,0
9.02764,107.452,3,1,3,5.83,0,0,0,0,0
9.0612,107.754,3,1,3,5.83,0,0,0,0,0
9.09476,107.98,3,1,3,5.83,0,0,0,0,0
9.12832,108.206,3,1,3,5.83,0,0,0,0,0
9.16188,108.506,3,1,3,5.83,0,0,0,0,0
9.19544,108.731,3,1,3,5.83,0,0,0,0,0
9.229,108.955,3,1,3,5.83,0,0,0,0,0
9.26256,109.253,3,1,3,5.83,0,0,0,0,0
9.29612,109.477,3,1,3,5.83,0,0,0,0,0
9.32968,109.699,3,1,3,5.83,0,0,0,0,0
9.36324,109.996,3,1,3,5.83,0,0,0,0,0
9.3968,110.217,3,1,3,5.83,0,0,0,0,0
9.43036,110.512,3,1,3,5.83,0,0,0,0,0
9.46392,110.733,3,1,3,5.83,0,0,0,0,0
9.49748,110.953,3,1,3,5.83,0,0,0,0,0
9.53104,111.246,3,1,3,5.83,0,0,0,0,0
9.5646,111.465,3,1,3,5.83,0,0,0,0,0
9.59816,111.684,3,1,3,5.83,0,0,0,0,0
9.63172,111.975,3,1,3,5.83,0,0,0,0,0
9.66528,112.192,3,1,3,5.83,0,0,0,0,0
9.69884,112.408,3,1,3,5.83,0,0,0,0,0
9.7324,112.697,3,1,3,5.83,0,0,0,0,0
9.76596,112.912,3,1,3,5.83,0,0,0,0,0
9.79952,113.126,3,1,3,5.83,0,0,0,0,0
9.83308,113.411,3,1,3,5.83,0,0,0,0,0
9.86664,113.624,3,1,3,5.83,0,0,0,0,0
9.9002,113.906,3,1,3,5.83,0,0,0,0,0
9.93376,114.117,3,1,3,5.83,0,0,0,0,0
9.96732,114.328,3,1,3,5.83,0,0,0,0,0
10.0009,114.607,3,1,3,5.83,0,0,0,0,0
10.0344,114.815,3,1,3,5.83,0,0,0,0,0
10.068,115.023,3,1,3,5.83,0,0,0,0,0
10.1016,115.299,3,1,3,5.83,0,0,0,0,0
10.1351,115.505,3,1,3,5.83,0,0,0,0,0
10.1687,115.711,3,1,3,5.83,0,0,0,0,0
10.2022,115.983,3,1,3,5.83,0,0,0,0,0
10.2358,116.187,3,1,3,5.83,0,0,0,0,0
10.2694,116.39,3,1,3,5.83,0,0,0,0,0
10.3029,116.66,3,1,3,5.83,0,0,0,0,0
10.3365,116.861,3,1,3,5.83,0,0,0,0,0
10.37,117.128,3,1,3,5.83,0,0,0,0,0
10.4036,117.328,3,1,3,5.83,0,0,0,0,0
10.4372,117.527,3,1,3,5.83,0,0,0,0,0
10.4707,117.791,3,1,3,5.83,0,0,0,0,0
10.5043,117.988,3,1,3,5.83,0,0,0,0,0
10.5378,118.185,3,1,3,5.83,0,0,0,0,0
10.5714,118.446,3,1,3,5.83,0,0,0,0,0
10.605,118.641,3,1,3,5.83,0,0,0,0,0
10.6385,118.835,3,1,3,5.83,0,0,0,0,0
10.6721,119.093,3,1,3,5.83,0,0,0,0,0
10.7056,119.286,3,1,3,5.83,0,0,0,0,0
10.7392,119.478,3,1,3,5.83,0,0,0,0,0
10.7728,119.733,3,1,3,5.83,0,0,0,0,0
10.8063,119.923,3,1,3,5.83,0,0,0,0,0
10.8399,120.113,3,2,4,10.82,0,0,0,0.02,0
10.8734,120.14,3,2,4,10.82,0,0,0,0.1,0
10.907,120.227,3,2,4,10.82,0,0,0,0.16,0
10.9406,120.237,3,2,4,10.82,0,0,0,0.24,0
10.9741,120.17,3,2,4,10.82,0,0,0,0.3,0
11.0077,120.039,3,2,4,10.82,0,0,0,0.36,0
11.0412,119.766,3,2,4,10.82,0,0,0,0.44,0
11.0748,119.495,3,2,4,10.82,0,0,0,0.5,0
11.1084,119.157,3,2,4,10.82,0,0,0,0.56,0
11.1419,118.635,3,2,4,10.82,0,0,0,0.64,0
11.1755,119.731,3,2,4,10.82,0,0,0,0.7,0
11.209,118.45,3,2,4,10.82,0,0,0,0.76,0
11.2426,118.536,3,2,4,10.82,0,0,0,0.84,0
11.2762,118.508,3,2,4,10.82,0,0,0,0.9,0
11.3097,118.56,3,2,4,10.82,0,0,0,0.96,0
11.3433,118.758,3,2,4,10.82,0,0,0,1,0
11.3768,118.73,3,2,4,10.82,0,0,0,1,0
11.4104,118.977,3,2,4,10.82,0,0,0,1,0
11.444,119.161,3,2,4,10.82,0,0,0,1,0
11.4775,119.345,3,2,4,10.82,0,0,0,1,0
11.5111,119.589,3,2,4,10.82,0,0,0,1,0
11.5446,119.772,3,2,4,10.82,0,0,0,1,0
11.5782,119.955,3,2,4,10.82,0,0,0,1,0
11.6118,120.198,3,2,4,10.82,0,0,0,1,0
11.6453,120.38,3,2,4,10.82,0,0,0,1,0
11.6789,120.562,3,2,4,10.82,0,0,0,1,0
11.7124,120.804,3,2,4,10.82,0,0,0,1,0
11.746,120.986,3,2,4,10.82,0,0,0,1,0
11.7796,121.167,3,2,4,10.82,0,0,0,1,0
11.8131,121.408,3,2,4,10.82,0,0,0,1,0
11.8467,121.589,4,1,4,10.82,0,0,0,1,0
11.8802,121.83,4,1,4,10.82,0,0,0,1,0
11.9138,122.01,4,1,4,10.82,0,0,0,1,0
11.9474,122.19,4,1,4,10.82,0,0,0,1,0
11.9809,122.429,4,1,4,10.82,0,0,0,1,0
12.0145,122.609,4,1,4,10.82,0,0,0,1,0
12.048,122.788,4,1,4,10.82,0,0,0,1,0
12.0816,123.026,4,1,4,10.82,0,0,0,1,0
12.1152,123.205,4,1,4,10.82,0,0,0,1,0
12.1487,123.383,4,1,4,10.82,0,0,0,1,0
12.1823,123.621,4,1,4,10.82,0,0,0,1,0
12.2158,123.799,4,1,4,10.82,0,0,0,1,0
12.2494,123.976,4,1,4,10.82,0,0,0,1,0
12.283,124.213,4,1,4,10.82,0,0,0,1,0
12.3165,124.39,4,1,4,10.82,0,0,0,1,0
12.3501,124.626,4,1,4,10.82,0,0,0,1,0
12.3836,124.802,4,1,4,10.82,0,0,0,1,0
12.4172,124.979,4,1,4,10.82,0,0,0,1,0
12.4508,125.213,4,1,4,10.82,0,0,0,1,0
12.4843,125.389,4,1,4,10.82,0,0,0,1,0
12.5179,125.565,4,1,4,10.82,0,0,0,1,0
12.5514,125.798,4,1,4,10.82,0,0,0,1,0
12.585,125.973,4,1,4,10.82,0,0,0,1,0
12.6186,126.148,4,1,4,10.82,0,0,0,1,0
12.6521,126.381,4,1,4,10.82,0,0,0,1,0
12.6857,126.555,4,1,4,10.82,0,0,0,1,0
12.7192,126.729,4,1,4,10.82,0,0,0,1,0
12.7528,126.961,4,1,4,10.82,0,0,0,1,0
12.7864,127.135,4,1,4,10.82,0,0,0,1,0
12.8199,127.308,4,1,4,10.82,0,0,0,1,0
12.8535,127.539,4,1,4,10.82,0,0,0,1,0
12.887,127.711,4,1,4,10.82,0,0,0,1,0
12.9206,127.941,4,1,4,10.82,0,0,0,1,0
12.9542,128.114,4,1,4,10.82,0,0,0,1,0
12.9877,128.286,4,1,4,10.82,0,0,0,1,0
13.0213,128.515,4,1,4,10.82,0,0,0,1,0
13.0548,128.686,4,1,4,10.82,0,0,0,1,0
13.0884,128.857,4,1,4,10.82,0,0,0,1,0
13.122,129.085,4,1,4,10.82,0,0,0,1,0
13.1555,129.256,4,1,4,10.82,0,0,0,1,0
13.1891,129.427,4,1,4,10.82,0,0,0,1,0
13.2226,129.654,4,1,4,10.82,0,0,0,1,0
13.2562,129.824,4,1,4,10.82,0,0,0,1,0
13.2898,129.994,4,1,4,10.82,0,0,0,1,0
13.3233,130.22,4,1,4,10.82,0,0,0,1,0
13.3569,130.389,4,1,4,10.82,0,0,0,1,0
13.3904,130.614,4,1,4,10.82,0,0,0,1,0
13.424,130.783,4,1,4,10.82,0,0,0,1,0
13.4576,130.951,4,1,4,10.82,0,0,0,1,0
13.4911,131.176,4,1,4,10.82,0,0,0,1,0
13.5247,131.344,4,1,4,10.82,0,0,0,1,0
13.5582,131.512,4,1,4,10.82,0,0,0,1,0
13.5918,131.735,4,1,4,10.82,0,0,0,1,0
13.6254,131.902,4,1,4,10.82,0,0,0,1,0
13.6589,132.069,4,1,4,10.82,0,0,0,1,0
13.6925,132.292,4,1,4,10.82,0,0,0,1,0
13.726,132.458,4,1,4,10.82,0,0,0,1,0
13.7596,132.624,4,1,4,10.82,0,0,0,1,0
13.7932,132.846,4,1,4,10.82,0,0,0,1,0
13.8267,133.012,4,1,4,10.82,0,0,0,1,0
13.8603,133.232,4,1,4,10.82,0,0,0,1,0
13.8938,133.398,4,1,4,10.82,0,0,0,1,0
13.9274,133.563,4,1,4,10.82,0,0,0,1,0
13.961,133.782,4,1,4,10.82,0,0,0,1,0
13.9945,133.947,4,1,4,10.82,0,0,0,1,0
14.0281,134.111,4,1,4,10.82,0,0,0,1,0
14.0616,134.33,4,1,4,10.82,0,0,0,1,0
14.0952,134.494,4,1,4,10.82,0,0,0,1,0
14.1288,134.657,4,1,4,10.82,0,0,0,1,0
14.1623,134.875,4,1,4,10.82,0,0,0,1,0
14.1959,135.038,4,1,4,10.82,0,0,0,1,0
14.2294,135.201,4,1,4,10.82,0,0,0,1,0
14.263,135.418,4,1,4,10.82,0,0,0,1,0
14.2966,135.58,4,1,4,10.82,0,0,0,1,0
14.3301,135.796,4,1,4,10.82,0,0,0,1,0
14.3637,135.958,4,1,4,10.82,0,0,0,1,0
14.3972,136.12,4,1,4,10.82,0,0,0,1,0
14.4308,136.335,4,1,4,10.82,0,0,0,1,0
14.4644,136.496,4,1,4,10.82,0,0,0,1,0
14.4979,136.657,4,1,4,10.82,0,0,0,1,0
14.5315,136.871,4,1,4,10.82,0,0,0,1,0
14.565,137.032,4,1,4,10.82,0,0,0,1,0
14.5986,137.192,4,1,4,10.82,0,0,0,1,0
14.6322,137.405,4,1,4,10.82,0,0,0,1,0
14.6657,137.565,4,1,4,10.82,0,0,0,1,0
14.6993,137.724,4,1,4,10.82,0,0,0,1,0
14.7328,137.937,4,1,4,10.82,0,0,0,1,0
14.7664,138.096,4,1,4,10.82,0,0,0,1,0
14.8,138.254,4,1,4,10.82,0,0,0,1,0
14.8335,138.466,4,1,4,10.82,0,0,0,1,0
14.8671,138.624,4,1,4,10.82,0,0,0,1,0
14.9006,138.835,4,1,4,10.82,0,0,0,1,0
14.9342,138.992,4,1,4,10.82,0,0,0,1,0
14.9678,139.15,4,1,4,10.82,0,0,0,1,0
15.0013,139.36,4,1,4,10.82,0,0,0,1,0
15.0349,139.517,4,1,4,10.82,0,0,0,1,0
15.0684,139.674,4,1,4,10.82,0,0,0,1,0
15.102,139.882,4,1,4,10.82,0,0,0,1,0
15.1356,140.039,4,1,4,10.82,0,0,0,1,0
15.1691,140.195,4,1,4,10.82,0,0,0,1,0
15.2027,140.403,4,1,4,10.82,0,0,0,1,0
15.2362,140.558,4,1,4,10.82,0,0,0,1,0
15.2698,140.714,4,1,4,10.82,0,0,0,1,0
15.3034,140.921,4,1,4,10.82,0,0,0,1,0
15.3369,141.075,4,1,4,10.82,0,0,0,1,0
15.3705,141.282,4,1,4,10.82,0,0,0,1,0
15.404,141.436,4,1,4,10.82,0,0,0,1,0
15.4376,141.59,4,1,4,10.82,0,0,0,1,0
15.4712,141.796,4,1,4,10.82,0,0,0,1,0
15.5047,141.949,4,1,4,10.82,0,0,0,1,0
15.5383,142.103,4,1,4,10.82,0,0,0,1,0
15.5718,142.307,4,1,4,10.82,0,0,0,1,0
15.6054,142.46,4,1,4,10.82,0,0,0,1,0
15.639,142.613,4,1,4,10.82,0,0,0,1,0
