"time","revolute1_w","revolute2_w"
1.848,1.9029,-6.78012
1.854,1.71294,-6.4802
1.86,1.52482,-6.18835
1.866,1.33892,-5.90559
1.872,1.15539,-5.63229
1.878,0.974246,-5.3683
1.884,0.795371,-5.11317
1.89,0.618594,-4.86616
1.896,0.443701,-4.62642
1.902,0.270454,-4.39299
1.908,0.0986079,-4.16486
1.914,-0.0720785,-3.94099
1.92,-0.241837,-3.72036
1.926,-0.410885,-3.50194
1.932,-0.579424,-3.28474
1.938,-0.747636,-3.06777
1.944,-0.915686,-2.85008
1.95,-1.08372,-2.63075
1.956,-1.25187,-2.40885
1.962,-1.42024,-2.18351
1.968,-1.58894,-1.95387
1.974,-1.75805,-1.71906
1.98,-1.92765,-1.47824
1.986,-2.0978,-1.23059
1.992,-2.26859,-0.975269
1.998,-2.44008,-0.711443
2.004,-2.61233,-0.438272
2.01,-2.78544,-0.154899
2.016,-2.95951,0.139547
2.022,-3.13464,0.445972
2.028,-3.31099,0.765309
2.034,-3.48873,1.09855
2.04,-3.66808,1.44672
2.046,-3.84931,1.81094
2.052,-4.03275,2.19241
2.058,-4.21879,2.5924
2.064,-4.40788,3.0123
2.07,-4.60057,3.45363
2.076,-4.79749,3.91801
2.082,-4.99936,4.40717
2.088,-5.20697,4.92291
2.094,-5.42118,5.46708
2.1,-5.64289,6.04141
2.106,-5.87298,6.64739
2.112,-6.11212,7.28569
2.118,-6.36065,7.95564
2.124,-6.61822,8.65436
2.13,-6.88343,9.3755
2.136,-7.15314,10.1073
2.142,-7.42174,10.8302
2.148,-7.68045,11.5151
2.154,-7.91705,12.1225
2.16,-8.11693,12.6057
2.166,-8.26551,12.9185
2.172,-8.35215,13.0269
2.178,-8.37351,12.9197
2.184,-8.33461,12.6113
2.19,-8.24672,12.1361
2.196,-8.12361,11.5365
2.202,-7.97828,10.8534
2.208,-7.82106,10.1203
2.214,-7.65908,9.36142
2.22,-7.49664,8.59285
2.226,-7.33589,7.82437
2.232,-7.17743,7.0613
2.238,-7.02085,6.30605
2.244,-6.86513,5.55921
2.25,-6.70887,4.82034
2.256,-6.55048,4.08835
2.262,-6.38832,3.36188
2.268,-6.22073,2.63947
2.274,-6.04611,1.9196
2.28,-5.86295,1.20077
2.286,-5.66986,0.481492
2.292,-5.46555,-0.23976
2.298,-5.24889,-0.964551
2.304,-5.01888,-1.69454
2.31,-4.77464,-2.43154
2.316,-4.51544,-3.17752
2.322,-4.24068,-3.93468
2.328,-3.9499,-4.70543
2.334,-3.64279,-5.49232
2.34,-3.31925,-6.29802
2.346,-2.97943,-7.12498
2.352,-2.62394,-7.97499
2.358,-2.25414,-8.84835
2.364,-1.87255,-9.74254
2.37,-1.48362,-10.6501
2.376,-1.09469,-11.5559
2.382,-0.717211,-12.4333
2.388,-0.367785,-13.2406
2.394,-0.0680319,-13.9219
2.4,0.158344,-14.4137
2.406,0.291153,-14.6615
2.412,0.320846,-14.6394
2.418,0.252623,-14.3616
2.424,0.104166,-13.8767
2.43,-0.100839,-13.2489
2.436,-0.339348,-12.5399
2.442,-0.592806,-11.7979
2.448,-0.84801,-11.0562
2.454,-1.09641,-10.3349
2.46,-1.33287,-9.64507
2.466,-1.55457,-8.99162
2.472,-1.76011,-8.37594
2.478,-1.949,-7.79739
2.484,-2.12126,-7.25422
2.49,-2.27721,-6.74428
2.496,-2.41732,-6.26532
2.502,-2.54213,-5.81515
2.508,-2.65223,-5.39175
2.514,-2.74823,-4.99329
2.52,-2.83072,-4.61815
2.526,-2.90027,-4.26495
2.532,-2.95748,-3.93243
2.538,-3.00292,-3.61952
2.544,-3.03714,-3.32526
2.55,-3.06071,-3.0488
2.556,-3.07416,-2.78941
2.562,-3.07803,-2.54644
2.568,-3.07284,-2.31928
2.574,-3.05909,-2.10742
2.58,-3.03729,-1.91034
2.586,-3.00791,-1.72759
2.592,-2.97143,-1.55872
2.598,-2.92827,-1.40333
2.604,-2.87889,-1.261
2.61,-2.82368,-1.13135
2.616,-2.76305,-1.01398
2.622,-2.69737,-0.908516
2.628,-2.62699,-0.814571
2.634,-2.55224,-0.731762
2.64,-2.47345,-0.659706
2.646,-2.3909,-0.598015
2.652,-2.30488,-0.5463
2.658,-2.21565,-0.504165
2.664,-2.12346,-0.471212
2.67,-2.02852,-0.447038
2.676,-1.93106,-0.431231
2.682,-1.83127,-0.42338
2.688,-1.72934,-0.423068
2.694,-1.62544,-0.429872
2.7,-1.51972,-0.443366
2.706,-1.41235,-0.46312
2.712,-1.30346,-0.4887
2.718,-1.19318,-0.519669
2.724,-1.08164,-0.555586
2.73,-0.968943,-0.596009
2.736,-0.855204,-0.640493
2.742,-0.740521,-0.68859
2.748,-0.624988,-0.739852
2.754,-0.508691,-0.79383
2.76,-0.391714,-0.850075
2.766,-0.274132,-0.908138
2.772,-0.156017,-0.96757
2.778,-0.0374344,-1.02792
2.784,0.0815536,-1.08875
2.79,0.20089,-1.14962
2.796,0.320521,-1.21007
2.802,0.440397,-1.26967
2.808,0.560474,-1.32799
2.814,0.680708,-1.38458
2.82,0.801059,-1.43903
2.826,0.921491,-1.49089
2.832,1.04197,-1.53975
2.838,1.16245,-1.58519
2.844,1.28291,-1.62677
2.85,1.40332,-1.66409
2.856,1.52362,-1.69674
2.862,1.64379,-1.72429
2.868,1.76379,-1.74633
2.874,1.88356,-1.76246
2.88,2.00305,-1.77227
2.886,2.1222,-1.77534
2.892,2.24093,-1.77127
2.898,2.35916,-1.75965
2.904,2.47678,-1.74008
2.91,2.59369,-1.71216
2.916,2.70973,-1.67548
2.922,2.82476,-1.62964
2.928,2.93859,-1.57425
2.934,3.05102,-1.50891
2.94,3.16178,-1.43325
2.946,3.27063,-1.34687
2.952,3.37723,-1.24942
2.958,3.48125,-1.14054
2.964,3.58231,-1.01989
2.97,3.67996,-0.887127
2.976,3.77373,-0.741949
2.982,3.86311,-0.584065
2.988,3.94753,-0.413204
2.994,4.02639,-0.22912
3,4.09903,-0.0315922
3,4.09903,-0.0315922
