"time","TAmb","TDif","heatCapacitor.T","TRes"
0,293.15,2,293.15,293.15
3.1554e-30,293.15,2,293.15,293.15
0.2,293.15,2,295.12,295.12
0.4,293.15,2,297.04,297.04
0.41153,293.15,2,297.15,297.15
0.41153,293.15,2,297.15,297.15
0.61153,293.15,2,299.01,299.01
0.62643,293.15,2,299.15,299.15
0.62643,293.15,2,299.15,299.15
0.62643,293.15,2,299.15,299.15
0.62643,293.15,2,299.15,299.15
0.82643,293.15,2,299.03,299.03
1.0264,293.15,2,298.91,298.91
1.2264,293.15,2,298.8,298.8
1.4264,293.15,2,298.69,298.69
1.6264,293.15,2,298.58,298.58
1.8264,293.15,2,298.47,298.47
2,293.15,2,298.38,298.38
2,293.15,2,298.38,298.38
2.2,293.15,2,298.28,298.28
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.24,298.24
2.2627,293.15,2,298.25,298.25
2.2628,293.15,2,298.25,298.25
2.263,293.15,2,298.25,298.25
2.2633,293.15,2,298.25,298.25
2.264,293.15,2,298.26,298.26
2.2654,293.15,2,298.27,298.27
2.2682,293.15,2,298.3,298.3
2.2738,293.15,2,298.35,298.35
2.285,293.15,2,298.45,298.45
2.3074,293.15,2,298.66,298.66
2.3521,293.15,2,299.07,299.07
2.4416,293.15,2,299.89,299.89
2.6206,293.15,2,301.49,301.49
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6733,293.15,2,301.96,301.96
2.6734,293.15,2,301.96,301.96
2.6736,293.15,2,301.95,301.95
2.6739,293.15,2,301.95,301.95
2.6746,293.15,2,301.95,301.95
2.6759,293.15,2,301.95,301.95
2.6786,293.15,2,301.95,301.95
2.6839,293.15,2,301.95,301.95
2.6945,293.15,2,301.94,301.94
2.7158,293.15,2,301.92,301.92
2.7584,293.15,2,301.88,301.88
2.8435,293.15,2,301.81,301.81
3.0136,293.15,2,301.66,301.66
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
3.0709,293.15,2,301.61,301.61
