"time","step-size","source.i.TRes","source.i.heatCapacitor_T","source.i.switch_Controll"
0.0,0.0,293.15,20.0,0
1.0E-7,1.0E-7,293.1500009999979,20.00000099999795,0
0.10000010000000001,0.1,294.1430899787947,20.99308997879473,0
0.20000010000000001,0.1,295.1226336377777,21.972633637777733,0
0.3000001,0.1,296.0890003771957,22.939000377195725,0
0.40000009999999997,0.1,297.0419662312893,23.891966231289302,0
0.5000001,0.1,297.98189425291366,24.831894252913685,0
0.6000000999999999,0.1,298.90922903316044,25.759229033160466,0
0.7000000999999999,0.1,299.1061812587169,25.956181258716924,1
0.8000000999999999,0.1,299.0476134251802,25.897613425180225,1
0.9000000999999999,0.1,298.9894323584834,25.839432358483407,1
1.0000000999999998,0.1,298.9316380586265,25.781638058626527,1
1.1000001,0.1,298.8742305256095,25.724230525609528,1
1.2000001,0.1,298.8174657795641,25.66746577956411,1
1.3000001,0.1,298.76123912085137,25.611239120851394,1
1.4000001000000002,0.1,298.7055133077477,25.55551330774773,1
1.5000001000000003,0.1,298.6502883402532,25.500288340253235,1
1.6000001000000004,0.1,298.5955861796836,25.44558617968363,1
1.7000001000000005,0.1,298.54143326784333,25.391433267843354,1
1.8000001000000005,0.1,298.4878037170694,25.33780371706945,1
1.9000001000000006,0.1,298.43469752736206,25.284697527362084,1
2.0000001000000007,0.1,298.3821146987211,25.232114698721148,1
2.100000100000001,0.1,298.33007108470173,25.18007108470175,1
2.200000100000001,0.1,298.2785343040522,25.12853430405221,1
2.300000100000001,0.1,298.5875386038977,25.437538603897735,0
2.400000100000001,0.1,299.5046471265378,26.354647126537827,0
2.500000100000001,0.1,300.4102764686544,27.26027646865441,0
2.6000001000000013,0.1,301.3038102919597,28.1538102919597,0
2.7000001000000013,0.1,301.93666201966977,28.78666201966979,1
2.8000001000000014,0.1,301.8498833207699,28.699883320769914,1
2.9000001000000015,0.1,301.7636998080175,28.613699808017543,1
3.0000001000000016,0.1,301.6781293422392,28.528129342239197,1
