"time","PistonPosition","PressureExtend","PressureRetract","TemperatureExtend","TemperatureRetract","FlowExtend","FlowRetract"
0,0,14.7,14.7,86,86,0,0
0.06,-0.155581,25.8348,10.0372,240.073,37.7348,-0.0407225,0.0943439
0.13,-1.35753,106.273,-25.9141,1345.15,-336.943,-0.125354,5.01078e-09
0.19,-2.38777,175.221,-56.7295,2292.37,-658.096,-0.167279,5.13805e-09
0.25,-3.41801,244.168,-87.5449,3239.58,-979.248,-0.209092,5.19164e-09
0.31,-4.44825,313.115,-118.36,4186.79,-1300.4,-3.95498e-09,5.77438e-09
0.37,-5.47849,382.063,-149.176,5134,-1621.55,-4.00866e-09,7.09597e-09
0.43,-6.50873,451.01,-179.991,6081.22,-1942.71,-4.0468e-09,8.41756e-09
0.49,-7.53897,519.957,-210.806,7028.43,-2263.86,-4.07529e-09,9.73915e-09
0.55,-8.56921,588.905,-241.622,7975.64,-2585.01,-4.09738e-09,1.10607e-08
0.61,-9.59945,657.852,-272.437,8922.85,-2906.16,-4.11501e-09,1.23823e-08
0.67,-10.6297,726.799,-303.253,9870.07,-3227.32,-4.12941e-09,1.37039e-08
0.73,-11.6599,795.747,-334.068,10817.3,-3548.47,-4.14138e-09,1.50255e-08
0.79,-12.6902,864.694,-364.883,11764.5,-3869.62,-4.15151e-09,1.63471e-08
0.85,-13.7204,933.641,-395.699,12711.7,-4190.77,-4.16017e-09,1.76687e-08
0.91,-14.7506,1002.59,-426.514,13658.9,-4511.93,-4.16767e-09,1.89903e-08
0.97,-15.7809,1071.54,-457.33,14606.1,-4833.08,-4.17423e-09,2.03119e-08
1.03,-16.8111,1140.48,-488.145,15553.3,-5154.23,-4.18002e-09,2.16334e-08
1.09,-17.8414,1209.43,-518.96,16500.6,-5475.38,-4.18516e-09,2.2955e-08
1.15,-18.8716,1278.38,-549.776,17447.8,-5796.54,-4.18975e-09,2.42766e-08
1.21,-19.9018,1347.33,-580.591,18395,-6117.69,-4.39301e-09,2.55982e-08
1.27,-20.9321,1416.27,-611.407,19342.2,-6438.84,-4.61782e-09,2.69198e-08
1.33,-21.9623,1485.22,-642.222,20289.4,-6759.99,-4.84262e-09,2.82414e-08
1.39,-22.9926,1554.17,-673.037,21236.6,-7081.15,-5.06743e-09,2.9563e-08
1.45,-24.0228,1623.11,-703.853,22183.8,-7402.3,-5.29223e-09,3.08846e-08
1.51,-25.053,1692.06,-734.668,23131,-7723.45,-5.51704e-09,3.22061e-08
1.57,-26.0833,1761.01,-765.484,24078.3,-8044.6,-5.74184e-09,3.35277e-08
1.63,-27.1135,1829.96,-796.299,25025.5,-8365.76,-5.96665e-09,3.48493e-08
1.69,-28.1438,1898.9,-827.114,25972.7,-8686.91,-6.19145e-09,3.61709e-08
1.75,-29.174,1967.85,-857.93,26919.9,-9008.06,-6.41626e-09,3.74925e-08
1.81,-30.2042,2036.8,-888.745,27867.1,-9329.21,-6.64107e-09,3.88141e-08
1.87,-31.2345,2105.75,-919.561,28814.3,-9650.37,-6.86587e-09,4.01357e-08
1.93,-32.2647,2174.69,-950.376,29761.5,-9971.52,-7.09068e-09,4.14573e-08
1.99,-33.295,2243.64,-981.191,30708.7,-10292.7,-7.31548e-09,4.27789e-08
2.06,-34.4969,2324.08,-1017.14,31813.8,-10667.3,-7.57776e-09,4.43207e-08
2.13,-35.6989,2404.52,-1053.09,32918.9,-11042,-7.84003e-09,4.58626e-08
2.2,-36.9008,2484.96,-1089.05,34024,-11416.7,-8.1023e-09,4.74044e-08
2.27,-38.1028,2565.4,-1125,35129.1,-11791.4,-8.36458e-09,4.89463e-08
2.34,-39.3047,2645.83,-1160.95,36234.1,-12166.1,-8.62685e-09,5.04881e-08
