"time","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","freqHz","J1.phi","J1.w","T2"
0.01231,-0.1216815957,-9.777315488,-0.0007576682134,-0.1230958097,0,0,0.2,0.1224392639,9.900411298,0.4
0.01331,-0.1314508461,-9.761234314,-0.0008857634541,-0.1330946384,0,0,0.2,0.1323366095,9.894328952,0.4
0.01431,-0.1412041581,-9.745440644,-0.001023857426,-0.143093267,0,0,0.2,0.1422280155,9.888533911,0.4
0.01531,-0.150941818,-9.729930335,-0.001171949919,-0.1530916796,0,0,0.2,0.1521137679,9.883022015,0.4
0.01631,-0.160664108,-9.71469896,-0.00133004071,-0.1630898604,0,0,0.2,0.1619941487,9.87778882,0.4
0.01731,-0.1703713013,-9.699741924,-0.00149812956,-0.1730877938,0,0,0.2,0.1718694309,9.872829717,0.4
0.01831,-0.1800636731,-9.685054219,-0.001676216213,-0.1830854638,0,0,0.2,0.1817398893,9.868139683,0.4
0.01931,-0.1897414909,-9.670630626,-0.001864300396,-0.1930828547,0,0,0.2,0.1916057913,9.863713481,0.4
0.02031,-0.1994050124,-9.656465748,-0.002062381825,-0.2030799507,0,0,0.2,0.2014673942,9.859545699,0.4
0.02131,-0.2090544973,-9.642553795,-0.002270460195,-0.213076736,0,0,0.2,0.2113249575,9.855630531,0.4
0.02231,-0.2186901951,-9.62888881,-0.002488535188,-0.2230731948,0,0,0.2,0.2211787303,9.851962005,0.4
0.02331,-0.2283123473,-9.615464623,-0.002716606471,-0.2330693114,0,0,0.2,0.2310289538,9.848533934,0.4
0.02431,-0.2379211948,-9.602274722,-0.002954673692,-0.24306507,0,0,0.2,0.2408758685,9.845339792,0.4
0.02531,-0.2475169666,-9.589312468,-0.003202736486,-0.2530604547,0,0,0.2,0.2507197031,9.842372922,0.4
0.02631,-0.2570998865,-9.576570965,-0.003460794471,-0.2630554498,0,0,0.2,0.260560681,9.839626415,0.4
0.02731,-0.266670174,-9.564043032,-0.00372884725,-0.2730500395,0,0,0.2,0.2703990213,9.837093072,0.4
0.02831,-0.2762280362,-9.55172142,-0.00400689441,-0.2830442081,0,0,0.2,0.2802349306,9.834765628,0.4
0.02931,-0.2857736768,-9.539598554,-0.00429493552,-0.2930379396,0,0,0.2,0.2900686123,9.832636494,0.4
0.03031,-0.2953072921,-9.527666661,-0.004592970138,-0.3030312185,0,0,0.2,0.2999002623,9.83069788,0.4
0.03131,-0.3048290642,-9.515918006,-0.004900997801,-0.3130240288,0,0,0.2,0.309730062,9.828942034,0.4
0.03231,-0.3143391743,-9.504344406,-0.005219018034,-0.3230163548,0,0,0.2,0.3195581924,9.827360761,0.4
0.03331,-0.3238377948,-9.492937547,-0.005547030344,-0.3330081808,0,0,0.2,0.3293848251,9.825945727,0.4
0.03431,-0.3333250905,-9.481688899,-0.005885034224,-0.3429994909,0,0,0.2,0.3392101247,9.82468839,0.4
0.03531,-0.3428012106,-9.470590082,-0.006233029149,-0.3529902693,0,0,0.2,0.3490342398,9.823580351,0.4
0.03631,-0.3522662993,-9.459632413,-0.00659101458,-0.3629805003,0,0,0.2,0.3588573139,9.822612914,0.4
0.03731,-0.3617204973,-9.448806846,-0.006958989962,-0.3729701682,0,0,0.2,0.3686794873,9.821777014,0.4
0.03831,-0.3711639346,-9.43810427,-0.007336954724,-0.3829592571,0,0,0.2,0.3785008894,9.821063527,0.4
0.03931,-0.3805967307,-9.427515534,-0.007724908278,-0.3929477512,0,0,0.2,0.388321639,9.820463285,0.4
0.04031,-0.3900189872,-9.417031783,-0.008122850023,-0.4029356348,0,0,0.2,0.3981418372,9.819967418,0.4
0.04131,-0.3994308096,-9.406643409,-0.008530779339,-0.4129228922,0,0,0.2,0.4079615889,9.819566301,0.4
0.04231,-0.4088322894,-9.396340926,-0.008948695593,-0.4229095075,0,0,0.2,0.417780985,9.819250434,0.4
0.04331,-0.4182235087,-9.386114746,-0.009376598135,-0.432895465,0,0,0.2,0.4276001068,9.819010211,0.4
0.04431,-0.4276045374,-9.375955481,-0.009814486299,-0.4428807488,0,0,0.2,0.4374190237,9.81883623,0.4
0.04531,-0.4369754376,-9.365853435,-0.0102623594,-0.4528653433,0,0,0.2,0.447237797,9.818718779,0.4
0.04631,-0.4463362616,-9.35579886,-0.01072021675,-0.4628492327,0,0,0.2,0.4570564783,9.818648093,0.4
0.04731,-0.4556870508,-9.345782003,-0.01118805763,-0.4728324012,0,0,0.2,0.4668751084,9.818614404,0.4
0.04831,-0.4650278386,-9.335793086,-0.01166588131,-0.482814833,0,0,0.2,0.4766937199,9.818607919,0.4
0.04931,-0.4743586503,-9.325822319,-0.01215368704,-0.4927965124,0,0,0.2,0.4865123373,9.818618831,0.4
0.05031,-0.4836794964,-9.315859876,-0.01265147408,-0.5027774237,0,0,0.2,0.4963309705,9.8186373,0.4
0.05131,-0.4929903794,-9.305895938,-0.01315924163,-0.5127575509,0,0,0.2,0.506149621,9.818653489,0.4
0.05231,-0.5022912911,-9.295920693,-0.01367698891,-0.5227368785,0,0,0.2,0.51596828,9.818657572,0.4
0.05331,-0.5115822207,-9.285924276,-0.01420471511,-0.5327153906,0,0,0.2,0.5257869358,9.818639667,0.4
0.05431,-0.520863139,-9.275896921,-0.01474241942,-0.5426930715,0,0,0.2,0.5356055584,9.818589993,0.4
0.05531,-0.5301340096,-9.265828867,-0.01529010097,-0.5526699054,0,0,0.2,0.5454241105,9.818498772,0.4
0.05631,-0.5393947861,-9.25571039,-0.01584775894,-0.5626458765,0,0,0.2,0.555242545,9.818356267,0.4
0.05731,-0.5486454146,-9.24553182,-0.01641539244,-0.5726209692,0,0,0.2,0.565060807,9.818152789,0.4
0.05831,-0.5578858312,-9.235283542,-0.01699300058,-0.5825951676,0,0,0.2,0.5748788318,9.81787871,0.4
0.05931,-0.5671159603,-9.224956011,-0.01758058247,-0.5925684561,0,0,0.2,0.5846965427,9.817524467,0.4
0.06031,-0.5763357176,-9.214539755,-0.01817813718,-0.6025408188,0,0,0.2,0.5945138548,9.817080573,0.4
0.06131,-0.5855450096,-9.204025396,-0.01878566379,-0.61251224,0,0,0.2,0.6043306734,9.816537636,0.4
0.06231,-0.5947437357,-9.193403684,-0.01940316134,-0.622482704,0,0,0.2,0.614146897,9.815886388,0.4
0.06331,-0.6039317826,-9.182665435,-0.02003062887,-0.632452195,0,0,0.2,0.6239624115,9.81511763,0.4
0.06431,-0.613109029,-9.171801597,-0.0206680654,-0.6424206973,0,0,0.2,0.6337770944,9.814222295,0.4
0.06531,-0.6222753443,-9.160803246,-0.02131546993,-0.6523881951,0,0,0.2,0.6435908142,9.813191442,0.4
0.06631,-0.6314305913,-9.14966159,-0.02197284145,-0.6623546727,0,0,0.2,0.6534034327,9.812016263,0.4
0.06731,-0.6405746223,-9.138367986,-0.02264017893,-0.6723201144,0,0,0.2,0.6632148013,9.8106881,0.4
0.06831,-0.6497072802,-9.126913945,-0.02331748133,-0.6822845044,0,0,0.2,0.6730247616,9.809198449,0.4
0.06931,-0.6588283996,-9.115291146,-0.02400474759,-0.6922478269,0,0,0.2,0.6828331472,9.807538973,0.4
0.07031,-0.6679378077,-9.103491422,-0.02470197662,-0.7022100664,0,0,0.2,0.6926397844,9.805701489,0.4
0.07131,-0.6770353263,-9.091506755,-0.02540916735,-0.7121712069,0,0,0.2,0.7024444937,9.803677962,0.4
0.07231,-0.6861207645,-9.07932937,-0.02612631867,-0.7221312329,0,0,0.2,0.7122470831,9.801460603,0.4
0.07331,-0.6951939251,-9.066951669,-0.02685342944,-0.7320901285,0,0,0.2,0.7220473545,9.799041798,0.4
0.07431,-0.7042546032,-9.05436626,-0.02759049854,-0.7420478781,0,0,0.2,0.7318451017,9.796414138,0.4
0.07531,-0.7133025904,-9.041565884,-0.02833752481,-0.7520044658,0,0,0.2,0.7416401153,9.79357035,0.4
0.07631,-0.7223376672,-9.028543576,-0.02909450708,-0.7619598761,0,0,0.2,0.7514321743,9.790503452,0.4
0.07731,-0.7313596075,-9.015292583,-0.02986144417,-0.7719140931,0,0,0.2,0.7612210517,9.787206676,0.4
0.07831,-0.7403681787,-9.001806382,-0.03063833486,-0.7818671012,0,0,0.2,0.7710065136,9.783673483,0.4
0.07931,-0.7493631432,-8.98807865,-0.03142517796,-0.7918188846,0,0,0.2,0.7807883211,9.779897535,0.4
0.08031,-0.7583442576,-8.974103295,-0.03222197222,-0.8017694276,0,0,0.2,0.7905662298,9.775872722,0.4
0.08131,-0.7673112702,-8.959874528,-0.0330287164,-0.8117187145,0,0,0.2,0.8003399866,9.771593242,0.4
0.08231,-0.7762639246,-8.945386796,-0.03384540923,-0.8216667296,0,0,0.2,0.8101093338,9.767053525,0.4
0.08331,-0.7852019584,-8.930634807,-0.03467204943,-0.8316134572,0,0,0.2,0.8198740079,9.762248264,0.4
0.08431,-0.7941251074,-8.915613447,-0.03550863571,-0.8415588816,0,0,0.2,0.8296337431,9.757172328,0.4
0.08531,-0.8030330983,-8.900317984,-0.03635516675,-0.851502987,0,0,0.2,0.839388265,9.751820971,0.4
0.08631,-0.8119256545,-8.884743926,-0.03721164123,-0.8614457578,0,0,0.2,0.8491372958,9.746189684,0.4
0.08731,-0.8208024949,-8.868887067,-0.03807805782,-0.8713871783,0,0,0.2,0.8588805528,9.740274246,0.4
0.08831,-0.8296633356,-8.852743428,-0.03895441514,-0.8813272327,0,0,0.2,0.8686177508,9.73407066,0.4
0.08931,-0.8385078884,-8.836309335,-0.03984071182,-0.8912659055,0,0,0.2,0.8783486002,9.72757524,0.4
0.09031,-0.8473358603,-8.819581454,-0.04073694648,-0.9012031807,0,0,0.2,0.8880728068,9.720784635,0.4
0.09131,-0.8561469557,-8.802556729,-0.04164311771,-0.9111390429,0,0,0.2,0.8977900734,9.713695772,0.4
0.09231,-0.8649408762,-8.785232387,-0.04255922409,-0.9210734763,0,0,0.2,0.9075001003,9.706305864,0.4
0.09331,-0.8737173224,-8.767605867,-0.04348526418,-0.9310064652,0,0,0.2,0.9172025865,9.698612332,0.4
0.09431,-0.88247599,-8.749675045,-0.04442123653,-0.9409379939,0,0,0.2,0.9268972265,9.690613039,0.4
0.09531,-0.8912165735,-8.73143806,-0.04536713968,-0.9508680467,0,0,0.2,0.9365837132,9.682306107,0.4
0.09631,-0.8999387657,-8.712893367,-0.04632297213,-0.960796608,0,0,0.2,0.9462617378,9.673689975,0.4
0.09731,-0.908642259,-8.694039627,-0.04728873239,-0.9707236621,0,0,0.2,0.9559309914,9.664763289,0.4
0.09831,-0.9173267439,-8.674875899,-0.04826441895,-0.9806491932,0,0,0.2,0.9655911629,9.655525092,0.4
0.09931,-0.9259919096,-8.655401565,-0.04925003027,-0.9905731858,0,0,0.2,0.9752419399,9.645974751,0.4
0.10031,-0.9346374452,-8.635616308,-0.0502455648,-1.000495624,0,0,0.2,0.98488301,9.636111932,0.4
0.10131,-0.9432630398,-8.615520087,-0.05125102099,-1.010416493,0,0,0.2,0.9945140608,9.625936579,0.4
0.10231,-0.951868383,-8.595113118,-0.05226639726,-1.020335775,0,0,0.2,1.00413478,9.615448893,0.4
0.1024766667,-0.9533006161,-8.591681787,-0.05243659098,-1.021988834,0,0,0.2,1.005737207,9.613670621,0.4
0.1026433333,-0.9547322767,-8.588241844,-0.0526070602,-1.023641848,0,0,0.2,1.007339337,9.611883692,0.4
0.10281,-0.9561633632,-8.584793295,-0.05277780492,-1.025294817,0,0,0.2,1.008941168,9.610088113,0.4
0.1029766667,-0.9575938742,-8.581336143,-0.05294882514,-1.026947742,0,0,0.2,1.010542699,9.608283885,0.4
0.1031433333,-0.9590238083,-8.577870392,-0.05312012083,-1.028600622,0,0,0.2,1.012143929,9.606471014,0.4
0.1031533333,-0.9591095859,-8.577662173,-0.05313040734,-1.028699793,0,0,0.2,1.012239993,9.606361967,0.4
0.1031633333,-0.9591953613,-8.577453921,-0.05314069493,-1.028798965,0,0,0.2,1.012336056,9.606252886,0.4
0.1032133333,-0.9596241899,-8.576411948,-0.05319215586,-1.029294817,0,0,0.2,1.012816346,9.605706764,0.4
0.1034633333,-0.9617676253,-8.571191595,-0.05344979674,-1.031774023,0,0,0.2,1.015217422,9.602965618,0.4
0.1044633333,-0.9703282878,-8.550118123,-0.05448653034,-1.041689837,0,0,0.2,1.024814818,9.591807961,0.4
0.1054633333,-0.9788676838,-8.52873712,-0.05553317758,-1.051604015,0,0,0.2,1.034400861,9.580341135,0.4
0.10563,-0.9802888293,-8.525143817,-0.05570858258,-1.053256218,0,0,0.2,1.035997412,9.578400035,0.4
0.1057966667,-0.9817093786,-8.521541998,-0.05588426294,-1.054908375,0,0,0.2,1.037593642,9.576450373,0.4
0.1059633333,-0.9831293319,-8.517931664,-0.05606021867,-1.056560486,0,0,0.2,1.039189551,9.57449215,0.4
0.10613,-0.9845486737,-8.514312904,-0.05623644971,-1.058212551,0,0,0.2,1.040785123,9.572525455,0.4
0.1062966667,-0.9859674126,-8.510685669,-0.05641295608,-1.059864569,0,0,0.2,1.042380369,9.570550238,0.4
0.106324423,-0.9862036277,-8.510080774,-0.05644237782,-1.060139689,0,0,0.2,1.042646006,9.570220462,0.4
0.1063421793,-0.9863547309,-8.509693686,-0.05646120356,-1.060315688,0,0,0.2,1.042815934,9.570009374,0.4
0.1063521793,-0.9864398262,-8.509475644,-0.05647180721,-1.060414807,0,0,0.2,1.042911633,9.56989045,0.4
0.1064021793,-0.986865272,-8.508384946,-0.05652484066,-1.060910399,0,0,0.2,1.043390113,9.569295345,0.4
0.1066521793,-0.9889916831,-8.502920068,-0.0567903789,-1.063388297,0,0,0.2,1.045782062,9.566308364,0.4
0.1076521793,-0.9974835742,-8.480871165,-0.0578587237,-1.073298842,0,0,0.2,1.055342298,9.554170007,0.4
0.1086521793,-1.005953237,-8.458520824,-0.05893697714,-1.083207702,0,0,0.2,1.064890214,9.541728526,0.4
0.1096521793,-1.014400407,-8.4358713,-0.06002513832,-1.093114861,0,0,0.2,1.074425546,9.52898616,0.4
0.1106521793,-1.02282483,-8.412925003,-0.06112320599,-1.103020306,0,0,0.2,1.083948036,9.515945309,0.4
0.1116521793,-1.031226182,-8.38968525,-0.06223117838,-1.112924021,0,0,0.2,1.09345736,9.502609271,0.4
0.1126521793,-1.039604147,-8.366155663,-0.06334905364,-1.122825988,0,0,0.2,1.102953201,9.488981652,0.4
0.1136521793,-1.04795843,-8.342340048,-0.06447682995,-1.132726192,0,0,0.2,1.11243526,9.47506624,0.4
0.1146521793,-1.056288755,-8.31824254,-0.06561450554,-1.142624617,0,0,0.2,1.121903261,9.460867157,0.4
0.1156521793,-1.06459484,-8.293867209,-0.06676207865,-1.152521247,0,0,0.2,1.131356919,9.446388456,0.4
0.1166521793,-1.072876417,-8.269218885,-0.06791954745,-1.162416068,0,0,0.2,1.140795965,9.431634952,0.4
0.1176521793,-1.081133206,-8.244301916,-0.06908691016,-1.172309062,0,0,0.2,1.150220116,9.416610979,0.4
0.1186521793,-1.08936495,-8.219121828,-0.07026416493,-1.182200216,0,0,0.2,1.159629115,9.401322044,0.4
0.1196521793,-1.097571381,-8.193683506,-0.07145130993,-1.192089512,0,0,0.2,1.169022691,9.385773018,0.4
0.1206521793,-1.10575225,-8.167992966,-0.07264834327,-1.201976936,0,0,0.2,1.178400593,9.369969902,0.4
0.1216521793,-1.113907305,-8.142055835,-0.07385526311,-1.211862472,0,0,0.2,1.187762568,9.353918307,0.4
0.1226521793,-1.122036315,-8.115878846,-0.07507206749,-1.221746104,0,0,0.2,1.197108383,9.33762495,0.4
0.1236521793,-1.130139032,-8.089467779,-0.07629875454,-1.231627817,0,0,0.2,1.206437786,9.321095596,0.4
0.1246521793,-1.138215213,-8.062828816,-0.07753532237,-1.241507595,0,0,0.2,1.215750535,9.304336411,0.4
0.1256521793,-1.146264665,-8.03596994,-0.07878176896,-1.251385423,0,0,0.2,1.225046434,9.287355363,0.4
0.1266521793,-1.154287149,-8.008897304,-0.0800380924,-1.261261284,0,0,0.2,1.234325241,9.270158588,0.4
0.1276521793,-1.16228244,-7.981617794,-0.08130429075,-1.271135164,0,0,0.2,1.243586731,9.252752958,0.4
0.1286521793,-1.170250359,-7.954139476,-0.08258036197,-1.281007046,0,0,0.2,1.252830721,9.235146522,0.4
0.1296521793,-1.178190703,-7.926469856,-0.08386630407,-1.290876916,0,0,0.2,1.262057007,9.217346772,0.4
0.1306521793,-1.186103275,-7.898616616,-0.08516211505,-1.300744757,0,0,0.2,1.27126539,9.199361373,0.4
0.1316521793,-1.193987901,-7.870587842,-0.08646779287,-1.310610554,0,0,0.2,1.280455694,9.181198396,0.4
0.1326521793,-1.201844415,-7.842391854,-0.08778333545,-1.320474291,0,0,0.2,1.289627751,9.162866146,0.4
0.1336521793,-1.209672649,-7.814037102,-0.08910874075,-1.330335954,0,0,0.2,1.29878139,9.144373055,0.4
0.1346521793,-1.217472449,-7.78553219,-0.09044400666,-1.340195525,0,0,0.2,1.307916456,9.125727715,0.4
0.1356521793,-1.225243673,-7.756885618,-0.0917891311,-1.35005299,0,0,0.2,1.317032805,9.106938608,0.4
0.1366521793,-1.232986183,-7.728106464,-0.09314411195,-1.359908333,0,0,0.2,1.326130295,9.088014797,0.4
0.1376521793,-1.240699849,-7.699203854,-0.09450894707,-1.369761539,0,0,0.2,1.335208796,9.068965393,0.4
0.1386521793,-1.248384556,-7.670186527,-0.09588363432,-1.379612592,0,0,0.2,1.34426819,9.049799119,0.4
0.1396521793,-1.256040192,-7.64106394,-0.09726817154,-1.389461476,0,0,0.2,1.353308364,9.030525416,0.4
0.1406521793,-1.263666656,-7.611845517,-0.09866255655,-1.399308176,0,0,0.2,1.362329213,9.011153693,0.4
0.1416521793,-1.271263858,-7.582540536,-0.1000667872,-1.409152676,0,0,0.2,1.371330646,8.991693212,0.4
0.1426521793,-1.278831717,-7.553158494,-0.1014808612,-1.418994961,0,0,0.2,1.380312578,8.972153455,0.4
0.1436521793,-1.286370159,-7.523709117,-0.1029047763,-1.428835015,0,0,0.2,1.389274935,8.952544132,0.4
0.1446521793,-1.293879121,-7.494202045,-0.1043385304,-1.438672823,0,0,0.2,1.398217651,8.932874868,0.4
0.1456521793,-1.301358552,-7.464646863,-0.1057821212,-1.448508369,0,0,0.2,1.407140673,8.913155232,0.4
0.1466521793,-1.308808408,-7.435053502,-0.1072355464,-1.458341638,0,0,0.2,1.416043954,8.89339514,0.4
0.1476521793,-1.316228654,-7.405431843,-0.1086988037,-1.468172614,0,0,0.2,1.424927457,8.873604457,0.4
0.1486521793,-1.323619269,-7.375791499,-0.1101718909,-1.478001281,0,0,0.2,1.43379116,8.85379278,0.4
0.1496521793,-1.330980238,-7.346142525,-0.1116548055,-1.487827624,0,0,0.2,1.442635044,8.83397015,0.4
0.1506521793,-1.338311557,-7.316494909,-0.1131475453,-1.497651628,0,0,0.2,1.451459103,8.814146538,0.4
0.1516521793,-1.345613234,-7.286858144,-0.114650108,-1.507473277,0,0,0.2,1.460263342,8.794331421,0.4
0.1526521793,-1.352885284,-7.257242196,-0.1161624911,-1.517292556,0,0,0.2,1.469047775,8.774534752,0.4
0.1536521793,-1.360127732,-7.227657047,-0.1176846923,-1.527109448,0,0,0.2,1.477812425,8.754766495,0.4
0.1546521793,-1.367340615,-7.198112667,-0.1192167092,-1.536923939,0,0,0.2,1.486557325,8.735036606,0.4
0.1556521793,-1.374523978,-7.168619075,-0.1207585394,-1.546736013,0,0,0.2,1.495282518,8.715355087,0.4
0.1566521793,-1.381677876,-7.139185997,-0.1223101804,-1.556545654,0,0,0.2,1.503988056,8.695731651,0.4
0.1576521793,-1.388802374,-7.109822737,-0.1238716299,-1.566352848,0,0,0.2,1.512674004,8.676175585,0.4
0.1586521793,-1.395897549,-7.080539326,-0.1254428853,-1.576157577,0,0,0.2,1.521340434,8.656696904,0.4
0.1596521793,-1.402963483,-7.051345417,-0.1270239442,-1.585959828,0,0,0.2,1.529987427,8.637305245,0.4
0.1606521793,-1.410000272,-7.02225049,-0.1286148041,-1.595759585,0,0,0.2,1.538615076,8.618010075,0.4
0.1616521793,-1.417008017,-6.993263811,-0.1302154625,-1.605556832,0,0,0.2,1.54722348,8.598820642,0.4
0.1626521793,-1.423986834,-6.964394724,-0.1318259169,-1.615351553,0,0,0.2,1.555812751,8.579746277,0.4
0.1636521793,-1.430936845,-6.935652353,-0.1334461648,-1.625143733,0,0,0.2,1.56438301,8.560796087,0.4
0.1646521793,-1.437858181,-6.907045772,-0.1350762036,-1.634933357,0,0,0.2,1.572934384,8.541979129,0.4
0.1656521793,-1.44475098,-6.878584006,-0.1367160307,-1.644720409,0,0,0.2,1.581467011,8.523304415,0.4
0.1666521793,-1.451615394,-6.850275728,-0.1383656435,-1.654504874,0,0,0.2,1.589981038,8.504780603,0.4
0.1676521793,-1.458451581,-6.822129529,-0.1400250395,-1.664286737,0,0,0.2,1.598476621,8.486416266,0.4
0.1686521793,-1.465259707,-6.794153919,-0.1416942161,-1.674065981,0,0,0.2,1.606953923,8.4682199,0.4
0.1696521793,-1.472039945,-6.766357324,-0.1433731706,-1.683842592,0,0,0.2,1.615413116,8.450199915,0.4
0.1706521793,-1.47879248,-6.738747837,-0.1450619004,-1.693616553,0,0,0.2,1.623854381,8.43236439,0.4
0.1716521793,-1.485517503,-6.711333445,-0.1467604028,-1.703387851,0,0,0.2,1.632277906,8.414721296,0.4
0.1726521793,-1.492215213,-6.684121951,-0.1484686752,-1.713156468,0,0,0.2,1.640683888,8.397278419,0.4
0.1736521793,-1.498885815,-6.657120964,-0.1501867149,-1.72292239,0,0,0.2,1.64907253,8.380043354,0.4
0.1746521793,-1.505529525,-6.630337909,-0.1519145191,-1.732685601,0,0,0.2,1.657444044,8.36302351,0.4
0.1756521793,-1.512146564,-6.603780002,-0.1536520852,-1.742446086,0,0,0.2,1.66579865,8.346226088,0.4
0.1766521793,-1.51873716,-6.577454195,-0.1553994104,-1.75220383,0,0,0.2,1.674136571,8.329658024,0.4
0.1776521793,-1.525301547,-6.55136719,-0.1571564919,-1.761958817,0,0,0.2,1.682458038,8.313326007,0.4
0.1786521793,-1.531839966,-6.525525561,-0.1589233271,-1.771711031,0,0,0.2,1.690763294,8.297236592,0.4
0.1796521793,-1.538352669,-6.499935604,-0.160699913,-1.781460457,0,0,0.2,1.699052582,8.281396061,0.4
0.1806521793,-1.54483991,-6.474603376,-0.162486247,-1.791207081,0,0,0.2,1.707326157,8.265810456,0.4
0.1816521793,-1.551301951,-6.449534686,-0.1642823263,-1.800950886,0,0,0.2,1.715584277,8.250485571,0.4
0.1826521793,-1.55773906,-6.424735088,-0.1660881479,-1.810691856,0,0,0.2,1.723827208,8.235426945,0.4
0.1836521793,-1.564151495,-6.400209826,-0.167903709,-1.820429978,0,0,0.2,1.732055204,8.220639804,0.4
0.1846521793,-1.570539541,-6.375963939,-0.1697290069,-1.830165235,0,0,0.2,1.740268547,8.206129173,0.4
0.1856521793,-1.57690348,-6.352002171,-0.1715640385,-1.839897612,0,0,0.2,1.748467519,8.191899782,0.4
0.1866521793,-1.583243602,-6.328328981,-0.1734088011,-1.849627093,0,0,0.2,1.756652403,8.177956074,0.4
0.1876521793,-1.589560199,-6.304948541,-0.1752632918,-1.859353663,0,0,0.2,1.764823491,8.164302204,0.4
0.1886521793,-1.595853569,-6.281864725,-0.1771275075,-1.869077308,0,0,0.2,1.772981077,8.150942033,0.4
0.1896521793,-1.602124005,-6.259081239,-0.1790014454,-1.878798011,0,0,0.2,1.781125451,8.13787925,0.4
0.1906521793,-1.608371796,-6.236601573,-0.1808851025,-1.888515756,0,0,0.2,1.789256899,8.125117329,0.4
0.1916521793,-1.61459726,-6.214428599,-0.1827784759,-1.89823053,0,0,0.2,1.797375735,8.112659129,0.4
0.1926521793,-1.620800705,-6.192565024,-0.1846815626,-1.907942316,0,0,0.2,1.805482268,8.10050734,0.4
0.1936521793,-1.626982446,-6.171013238,-0.1865943595,-1.9176511,0,0,0.2,1.813576805,8.088664338,0.4
0.1937077349,-1.627325246,-6.169825102,-0.1867009107,-1.918190388,0,0,0.2,1.814026156,8.08801549,0.4
0.1937632904,-1.62766798,-6.168637935,-0.1868074918,-1.918729667,0,0,0.2,1.814475472,8.087367602,0.4
0.1937732904,-1.627729665,-6.168424348,-0.1868266796,-1.918826737,0,0,0.2,1.814556344,8.087251084,0.4
0.1937832904,-1.627791347,-6.1682108,-0.1868458686,-1.918923805,0,0,0.2,1.814637216,8.087134606,0.4
0.1938332904,-1.628099697,-6.167143973,-0.1869418424,-1.919409141,0,0,0.2,1.81504154,8.086553114,0.4
0.1940832904,-1.629640759,-6.161819998,-0.1874220248,-1.921835721,0,0,0.2,1.817062783,8.083655719,0.4
0.1950832904,-1.635791997,-6.140717915,-0.1893487196,-1.931540177,0,0,0.2,1.825140717,8.072258092,0.4
0.1960832904,-1.641922344,-6.119932308,-0.1912851116,-1.941241593,0,0,0.2,1.833207455,8.061173901,0.4
0.1962499571,-1.642942055,-6.116498906,-0.1916087866,-1.942858199,0,0,0.2,1.834550842,8.059357106,0.4
0.1964166237,-1.643961192,-6.113074323,-0.191932731,-1.944474721,0,0,0.2,1.835893923,8.057549043,0.4
0.1965832904,-1.64497976,-6.109658585,-0.1922569448,-1.946091157,0,0,0.2,1.837236704,8.055749742,0.4
0.1967499571,-1.645997765,-6.106251715,-0.1925814279,-1.947707508,0,0,0.2,1.838579193,8.053959223,0.4
0.1968055126,-1.646336973,-6.105118057,-0.1926896488,-1.948246272,0,0,0.2,1.839026622,8.053364329,0.4
0.1968981052,-1.646902181,-6.103230809,-0.1928700836,-1.949144192,0,0,0.2,1.839772264,8.052375002,0.4
0.1969081052,-1.646963212,-6.10302715,-0.1928895755,-1.949241166,0,0,0.2,1.839852788,8.052268316,0.4
