Time,_dummy,_derdummy,_clutch3_f_0normalized_start,clutch3_f_0normalized,J1_w,J2_w,J3_w,J4_w,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
0.912,1,0,0,0,3.54125,3.54125,3.54125,0,0,1,0,1.5,500,0.003,0
0.912,1,0,0,0,3.53801,3.53801,3.53801,0,0,1,0,1.5,500,0.003,0
0.915,1,0,0,0,3.53801,3.53801,3.53801,0,0,1,0,1.5,500,0.003,0
0.915,1,0,0,0,3.53391,3.53391,3.53391,0,0,1,0,1.5,500,0.003,0
0.918,1,0,0,0,3.53391,3.53391,3.53391,0,0,1,0,1.5,500,0.003,0
0.918,1,0,0,0,3.52897,3.52897,3.52897,0,0,1,0,1.5,500,0.003,0
0.921,1,0,0,0,3.52897,3.52897,3.52897,0,0,1,0,1.5,500,0.003,0
0.921,1,0,0,0,3.52324,3.52324,3.52324,0,0,1,0,1.5,500,0.003,0
0.924,1,0,0,0,3.52324,3.52324,3.52324,0,0,1,0,1.5,500,0.003,0
0.924,1,0,0,0,3.51623,3.51701,3.51701,0,0,1,0,1.5,500,0.003,0
0.927,1,0,0,0,3.51623,3.51701,3.51701,0,0,1,0,1.5,500,0.003,0
0.927,1,0,0,0,3.50661,3.51106,3.51106,0,0,1,0,1.5,500,0.003,0
0.93,1,0,0,0,3.50661,3.51106,3.51106,0,0,1,0,1.5,500,0.003,0
0.93,1,0,0,0,3.49507,3.50515,3.50515,0,0,1,0,1.5,500,0.003,0
0.933,1,0,0,0,3.49507,3.50515,3.50515,0,0,1,0,1.5,500,0.003,0
0.933,1,0,0,0,3.48178,3.49929,3.49929,0,0,1,0,1.5,500,0.003,0
0.936,1,0,0,0,3.48178,3.49929,3.49929,0,0,1,0,1.5,500,0.003,0
0.936,1,0,0,0,3.46696,3.49349,3.49349,0,0,1,0,1.5,500,0.003,0
0.939,1,0,0,0,3.46696,3.49349,3.49349,0,0,1,0,1.5,500,0.003,0
0.939,1,0,0,0,3.45083,3.48774,3.48774,0,0,1,0,1.5,500,0.003,0
0.942,1,0,0,0,3.45083,3.48774,3.48774,0,0,1,0,1.5,500,0.003,0
0.942,1,0,0,0,3.43365,3.48204,3.48204,0,0,1,0,1.5,500,0.003,0
0.945,1,0,0,0,3.43365,3.48204,3.48204,0,0,1,0,1.5,500,0.003,0
0.945,1,0,0,0,3.41566,3.47639,3.47639,0,0,1,0,1.5,500,0.003,0
0.948,1,0,0,0,3.41566,3.47639,3.47639,0,0,1,0,1.5,500,0.003,0
0.948,1,0,0,0,3.39713,3.4708,3.4708,0,0,1,0,1.5,500,0.003,0
0.951,1,0,0,0,3.39713,3.4708,3.4708,0,0,1,0,1.5,500,0.003,0
0.951,1,0,0,0,3.37832,3.46526,3.46526,0,0,1,0,1.5,500,0.003,0
0.954,1,0,0,0,3.37832,3.46526,3.46526,0,0,1,0,1.5,500,0.003,0
0.954,1,0,0,0,3.35949,3.45977,3.45977,0,0,1,0,1.5,500,0.003,0
0.957,1,0,0,0,3.35949,3.45977,3.45977,0,0,1,0,1.5,500,0.003,0
0.957,1,0,0,0,3.3409,3.45433,3.45433,0,0,1,0,1.5,500,0.003,0
0.96,1,0,0,0,3.3409,3.45433,3.45433,0,0,1,0,1.5,500,0.003,0
0.96,1,0,0,0,3.32283,3.44895,3.44895,0,0,1,0,1.5,500,0.003,0
0.963,1,0,0,0,3.32283,3.44895,3.44895,0,0,1,0,1.5,500,0.003,0
0.963,1,0,0,0,3.30553,3.44362,3.44362,0,0,1,0,1.5,500,0.003,0
0.966,1,0,0,0,3.30553,3.44362,3.44362,0,0,1,0,1.5,500,0.003,0
0.966,1,0,0,0,3.28921,3.43834,3.43834,0,0,1,0,1.5,500,0.003,0
0.969,1,0,0,0,3.28921,3.43834,3.43834,0,0,1,0,1.5,500,0.003,0
0.969,1,0,0,0,3.27411,3.43311,3.43311,0,0,1,0,1.5,500,0.003,0
0.972,1,0,0,0,3.27411,3.43311,3.43311,0,0,1,0,1.5,500,0.003,0
0.972,1,0,0,0,3.26047,3.42794,3.42794,0,0,1,0,1.5,500,0.003,0
0.975,1,0,0,0,3.26047,3.42794,3.42794,0,0,1,0,1.5,500,0.003,0
0.975,1,0,0,0,3.24852,3.42282,3.42282,0,0,1,0,1.5,500,0.003,0
0.978,1,0,0,0,3.24852,3.42282,3.42282,0,0,1,0,1.5,500,0.003,0
0.978,1,0,0,0,3.23846,3.41776,3.41776,0,0,1,0,1.5,500,0.003,0
0.981,1,0,0,0,3.23846,3.41776,3.41776,0,0,1,0,1.5,500,0.003,0
0.981,1,0,0,0,3.23047,3.41274,3.41274,0,0,1,0,1.5,500,0.003,0
0.984,1,0,0,0,3.23047,3.41274,3.41274,0,0,1,0,1.5,500,0.003,0
0.984,1,0,0,0,3.22471,3.40778,3.40778,0,0,1,0,1.5,500,0.003,0
0.987,1,0,0,0,3.22471,3.40778,3.40778,0,0,1,0,1.5,500,0.003,0
0.987,1,0,0,0,3.22132,3.40288,3.40288,0,0,1,0,1.5,500,0.003,0
0.99,1,0,0,0,3.22132,3.40288,3.40288,0,0,1,0,1.5,500,0.003,0
0.99,1,0,0,0,3.22042,3.39803,3.39803,0,0,1,0,1.5,500,0.003,0
0.993,1,0,0,0,3.22042,3.39803,3.39803,0,0,1,0,1.5,500,0.003,0
0.993,1,0,0,0,3.2221,3.39323,3.39323,0,0,1,0,1.5,500,0.003,0
0.996,1,0,0,0,3.2221,3.39323,3.39323,0,0,1,0,1.5,500,0.003,0
0.996,1,0,0,0,3.22643,3.38848,3.38848,0,0,1,0,1.5,500,0.003,0
0.999,1,0,0,0,3.22643,3.38848,3.38848,0,0,1,0,1.5,500,0.003,0
0.999,1,0,0,0,3.23345,3.38379,3.38379,0,0,1,0,1.5,500,0.003,0
1.002,1,0,0,0,3.23345,3.38379,3.38379,0,0,1,0,1.5,500,0.003,0
1.002,1,0,0,0,3.24319,3.37915,3.37915,0,0,1,0,1.5,500,0.003,0
1.005,1,0,0,0,3.24319,3.37915,3.37915,0,0,1,0,1.5,500,0.003,0
1.005,1,0,0,0,3.25564,3.37457,3.37457,0,0,1,0,1.5,500,0.003,0
1.008,1,0,0,0,3.25564,3.37457,3.37457,0,0,1,0,1.5,500,0.003,0
1.008,1,0,0,0,3.27078,3.37004,3.37004,0,0,1,0,1.5,500,0.003,0
1.011,1,0,0,0,3.27078,3.37004,3.37004,0,0,1,0,1.5,500,0.003,0
1.011,1,0,0,0,3.28855,3.36556,3.36556,0,0,1,0,1.5,500,0.003,0
1.014,1,0,0,0,3.28855,3.36556,3.36556,0,0,1,0,1.5,500,0.003,0
1.014,1,0,0,0,3.30887,3.36114,3.36114,0,0,1,0,1.5,500,0.003,0
1.017,1,0,0,0,3.30887,3.36114,3.36114,0,0,1,0,1.5,500,0.003,0
1.017,1,0,0,0,3.33164,3.35677,3.35677,0,0,1,0,1.5,500,0.003,0
1.02,1,0,0,0,3.33164,3.35677,3.35677,0,0,1,0,1.5,500,0.003,0
1.02,1,0,0,0,3.35432,3.35367,3.35367,0,0,1,0,1.5,500,0.003,0
1.023,1,0,0,0,3.35432,3.35367,3.35367,0,0,1,0,1.5,500,0.003,0
1.023,1,0,0,0,3.36456,3.35793,3.35793,0,0,1,0,1.5,500,0.003,0
1.026,1,0,0,0,3.36456,3.35793,3.35793,0,0,1,0,1.5,500,0.003,0
1.026,1,0,0,0,3.37698,3.36213,3.36213,0,0,1,0,1.5,500,0.003,0
1.029,1,0,0,0,3.37698,3.36213,3.36213,0,0,1,0,1.5,500,0.003,0
1.029,1,0,0,0,3.39142,3.36628,3.36628,0,0,1,0,1.5,500,0.003,0
1.032,1,0,0,0,3.39142,3.36628,3.36628,0,0,1,0,1.5,500,0.003,0
1.032,1,0,0,0,3.4077,3.37038,3.37038,0,0,1,0,1.5,500,0.003,0
1.035,1,0,0,0,3.4077,3.37038,3.37038,0,0,1,0,1.5,500,0.003,0
1.035,1,0,0,0,3.42559,3.37442,3.37442,0,0,1,0,1.5,500,0.003,0
1.038,1,0,0,0,3.42559,3.37442,3.37442,0,0,1,0,1.5,500,0.003,0
1.038,1,0,0,0,3.44487,3.37841,3.37841,0,0,1,0,1.5,500,0.003,0
1.041,1,0,0,0,3.44487,3.37841,3.37841,0,0,1,0,1.5,500,0.003,0
1.041,1,0,0,0,3.46532,3.38234,3.38234,0,0,1,0,1.5,500,0.003,0
1.044,1,0,0,0,3.46532,3.38234,3.38234,0,0,1,0,1.5,500,0.003,0
1.044,1,0,0,0,3.48669,3.38622,3.38622,0,0,1,0,1.5,500,0.003,0
1.047,1,0,0,0,3.48669,3.38622,3.38622,0,0,1,0,1.5,500,0.003,0
1.047,1,0,0,0,3.50873,3.39005,3.39005,0,0,1,0,1.5,500,0.003,0
1.05,1,0,0,0,3.50873,3.39005,3.39005,0,0,1,0,1.5,500,0.003,0
1.05,1,0,0,0,3.53114,3.39382,3.39382,0,0,1,0,1.5,500,0.003,0
1.053,1,0,0,0,3.53114,3.39382,3.39382,0,0,1,0,1.5,500,0.003,0
1.053,1,0,0,0,3.55367,3.39753,3.39753,0,0,1,0,1.5,500,0.003,0
1.056,1,0,0,0,3.55367,3.39753,3.39753,0,0,1,0,1.5,500,0.003,0
1.056,1,0,0,0,3.57604,3.40119,3.40119,0,0,1,0,1.5,500,0.003,0
1.059,1,0,0,0,3.57604,3.40119,3.40119,0,0,1,0,1.5,500,0.003,0
1.059,1,0,0,0,3.59799,3.40479,3.40479,0,0,1,0,1.5,500,0.003,0
1.062,1,0,0,0,3.59799,3.40479,3.40479,0,0,1,0,1.5,500,0.003,0
1.062,1,0,0,0,3.61927,3.40834,3.40834,0,0,1,0,1.5,500,0.003,0
1.065,1,0,0,0,3.61927,3.40834,3.40834,0,0,1,0,1.5,500,0.003,0
1.065,1,0,0,0,3.63961,3.41184,3.41184,0,0,1,0,1.5,500,0.003,0
1.068,1,0,0,0,3.63961,3.41184,3.41184,0,0,1,0,1.5,500,0.003,0
1.068,1,0,0,0,3.65878,3.41528,3.41528,0,0,1,0,1.5,500,0.003,0
1.071,1,0,0,0,3.65878,3.41528,3.41528,0,0,1,0,1.5,500,0.003,0
1.071,1,0,0,0,3.67655,3.41866,3.41866,0,0,1,0,1.5,500,0.003,0
1.074,1,0,0,0,3.67655,3.41866,3.41866,0,0,1,0,1.5,500,0.003,0
1.074,1,0,0,0,3.6927,3.42199,3.42199,0,0,1,0,1.5,500,0.003,0
1.077,1,0,0,0,3.6927,3.42199,3.42199,0,0,1,0,1.5,500,0.003,0
1.077,1,0,0,0,3.70702,3.42527,3.42527,0,0,1,0,1.5,500,0.003,0
1.08,1,0,0,0,3.70702,3.42527,3.42527,0,0,1,0,1.5,500,0.003,0
1.08,1,0,0,0,3.71933,3.42849,3.42849,0,0,1,0,1.5,500,0.003,0
1.083,1,0,0,0,3.71933,3.42849,3.42849,0,0,1,0,1.5,500,0.003,0
1.083,1,0,0,0,3.72947,3.43165,3.43165,0,0,1,0,1.5,500,0.003,0
1.086,1,0,0,0,3.72947,3.43165,3.43165,0,0,1,0,1.5,500,0.003,0
1.086,1,0,0,0,3.73728,3.43476,3.43476,0,0,1,0,1.5,500,0.003,0
1.089,1,0,0,0,3.73728,3.43476,3.43476,0,0,1,0,1.5,500,0.003,0
1.089,1,0,0,0,3.74265,3.43781,3.43781,0,0,1,0,1.5,500,0.003,0
1.092,1,0,0,0,3.74265,3.43781,3.43781,0,0,1,0,1.5,500,0.003,0
1.092,1,0,0,0,3.74547,3.44081,3.44081,0,0,1,0,1.5,500,0.003,0
1.095,1,0,0,0,3.74547,3.44081,3.44081,0,0,1,0,1.5,500,0.003,0
1.095,1,0,0,0,3.74567,3.44375,3.44375,0,0,1,0,1.5,500,0.003,0
1.098,1,0,0,0,3.74567,3.44375,3.44375,0,0,1,0,1.5,500,0.003,0
1.098,1,0,0,0,3.74319,3.44664,3.44664,0,0,1,0,1.5,500,0.003,0
1.101,1,0,0,0,3.74319,3.44664,3.44664,0,0,1,0,1.5,500,0.003,0
1.101,1,0,0,0,3.73799,3.44947,3.44947,0,0,1,0,1.5,500,0.003,0
1.104,1,0,0,0,3.73799,3.44947,3.44947,0,0,1,0,1.5,500,0.003,0
1.104,1,0,0,0,3.73009,3.45225,3.45225,0,0,1,0,1.5,500,0.003,0
1.107,1,0,0,0,3.73009,3.45225,3.45225,0,0,1,0,1.5,500,0.003,0
1.107,1,0,0,0,3.71949,3.45497,3.45497,0,0,1,0,1.5,500,0.003,0
1.11,1,0,0,0,3.71949,3.45497,3.45497,0,0,1,0,1.5,500,0.003,0
1.11,1,0,0,0,3.70625,3.45764,3.45764,0,0,1,0,1.5,500,0.003,0
1.113,1,0,0,0,3.70625,3.45764,3.45764,0,0,1,0,1.5,500,0.003,0
1.113,1,0,0,0,3.69043,3.46024,3.46024,0,0,1,0,1.5,500,0.003,0
1.116,1,0,0,0,3.69043,3.46024,3.46024,0,0,1,0,1.5,500,0.003,0
1.116,1,0,0,0,3.67213,3.4628,3.4628,0,0,1,0,1.5,500,0.003,0
1.119,1,0,0,0,3.67213,3.4628,3.4628,0,0,1,0,1.5,500,0.003,0
1.119,1,0,0,0,3.65146,3.4653,3.4653,0,0,1,0,1.5,500,0.003,0
1.122,1,0,0,0,3.65146,3.4653,3.4653,0,0,1,0,1.5,500,0.003,0
1.122,1,0,0,0,3.62857,3.46774,3.46774,0,0,1,0,1.5,500,0.003,0
1.125,1,0,0,0,3.62857,3.46774,3.46774,0,0,1,0,1.5,500,0.003,0
1.125,1,0,0,0,3.60362,3.47012,3.47012,0,0,1,0,1.5,500,0.003,0
1.128,1,0,0,0,3.60362,3.47012,3.47012,0,0,1,0,1.5,500,0.003,0
1.128,1,0,0,0,3.57678,3.47245,3.47245,0,0,1,0,1.5,500,0.003,0
1.131,1,0,0,0,3.57678,3.47245,3.47245,0,0,1,0,1.5,500,0.003,0
1.131,1,0,0,0,3.54825,3.47473,3.47473,0,0,1,0,1.5,500,0.003,0
1.134,1,0,0,0,3.54825,3.47473,3.47473,0,0,1,0,1.5,500,0.003,0
1.134,1,0,0,0,3.51824,3.47695,3.47695,0,0,1,0,1.5,500,0.003,0
1.137,1,0,0,0,3.51824,3.47695,3.47695,0,0,1,0,1.5,500,0.003,0
1.137,1,0,0,0,3.48698,3.47911,3.47911,0,0,1,0,1.5,500,0.003,0
1.14,1,0,0,0,3.48698,3.47911,3.47911,0,0,1,0,1.5,500,0.003,0
1.14,1,0,0,0,3.46116,3.47799,3.47799,0,0,1,0,1.5,500,0.003,0
1.143,1,0,0,0,3.46116,3.47799,3.47799,0,0,1,0,1.5,500,0.003,0
1.143,1,0,0,0,3.43635,3.47594,3.47594,0,0,1,0,1.5,500,0.003,0
1.146,1,0,0,0,3.43635,3.47594,3.47594,0,0,1,0,1.5,500,0.003,0
1.146,1,0,0,0,3.41082,3.47394,3.47394,0,0,1,0,1.5,500,0.003,0
1.149,1,0,0,0,3.41082,3.47394,3.47394,0,0,1,0,1.5,500,0.003,0
1.149,1,0,0,0,3.38483,3.47201,3.47201,0,0,1,0,1.5,500,0.003,0
1.152,1,0,0,0,3.38483,3.47201,3.47201,0,0,1,0,1.5,500,0.003,0
1.152,1,0,0,0,3.3586,3.47012,3.47012,0,0,1,0,1.5,500,0.003,0
1.155,1,0,0,0,3.3586,3.47012,3.47012,0,0,1,0,1.5,500,0.003,0
1.155,1,0,0,0,3.3324,3.4683,3.4683,0,0,1,0,1.5,500,0.003,0
1.158,1,0,0,0,3.3324,3.4683,3.4683,0,0,1,0,1.5,500,0.003,0
1.158,1,0,0,0,3.30654,3.46653,3.46653,0,0,1,0,1.5,500,0.003,0
1.161,1,0,0,0,3.30654,3.46653,3.46653,0,0,1,0,1.5,500,0.003,0
1.161,1,0,0,0,3.2813,3.46481,3.46481,0,0,1,0,1.5,500,0.003,0
1.164,1,0,0,0,3.2813,3.46481,3.46481,0,0,1,0,1.5,500,0.003,0
1.164,1,0,0,0,3.25693,3.46315,3.46315,0,0,1,0,1.5,500,0.003,0
1.167,1,0,0,0,3.25693,3.46315,3.46315,0,0,1,0,1.5,500,0.003,0
1.167,1,0,0,0,3.23364,3.46155,3.46155,0,0,1,0,1.5,500,0.003,0
1.17,1,0,0,0,3.23364,3.46155,3.46155,0,0,1,0,1.5,500,0.003,0
1.17,1,0,0,0,3.21166,3.46001,3.46001,0,0,1,0,1.5,500,0.003,0
1.173,1,0,0,0,3.21166,3.46001,3.46001,0,0,1,0,1.5,500,0.003,0
1.173,1,0,0,0,3.19123,3.45852,3.45852,0,0,1,0,1.5,500,0.003,0
1.176,1,0,0,0,3.19123,3.45852,3.45852,0,0,1,0,1.5,500,0.003,0
1.176,1,0,0,0,3.17256,3.45708,3.45708,0,0,1,0,1.5,500,0.003,0
1.179,1,0,0,0,3.17256,3.45708,3.45708,0,0,1,0,1.5,500,0.003,0
1.179,1,0,0,0,3.15584,3.45571,3.45571,0,0,1,0,1.5,500,0.003,0
1.182,1,0,0,0,3.15584,3.45571,3.45571,0,0,1,0,1.5,500,0.003,0
1.182,1,0,0,0,3.14123,3.45439,3.45439,0,0,1,0,1.5,500,0.003,0
1.185,1,0,0,0,3.14123,3.45439,3.45439,0,0,1,0,1.5,500,0.003,0
1.185,1,0,0,0,3.1289,3.45312,3.45312,0,0,1,0,1.5,500,0.003,0
1.188,1,0,0,0,3.1289,3.45312,3.45312,0,0,1,0,1.5,500,0.003,0
1.188,1,0,0,0,3.11898,3.45192,3.45192,0,0,1,0,1.5,500,0.003,0
1.191,1,0,0,0,3.11898,3.45192,3.45192,0,0,1,0,1.5,500,0.003,0
1.191,1,0,0,0,3.11157,3.45077,3.45077,0,0,1,0,1.5,500,0.003,0
1.194,1,0,0,0,3.11157,3.45077,3.45077,0,0,1,0,1.5,500,0.003,0
1.194,1,0,0,0,3.10676,3.44967,3.44967,0,0,1,0,1.5,500,0.003,0
1.197,1,0,0,0,3.10676,3.44967,3.44967,0,0,1,0,1.5,500,0.003,0
1.197,1,0,0,0,3.10461,3.44863,3.44863,0,0,1,0,1.5,500,0.003,0
1.2,1,0,0,0,3.10461,3.44863,3.44863,0,0,1,0,1.5,500,0.003,0
1.2,1,0,0,0,3.10516,3.44765,3.44765,0,0,1,0,1.5,500,0.003,0
1.203,1,0,0,0,3.10516,3.44765,3.44765,0,0,1,0,1.5,500,0.003,0
1.203,1,0,0,0,3.10842,3.44672,3.44672,0,0,1,0,1.5,500,0.003,0
1.206,1,0,0,0,3.10842,3.44672,3.44672,0,0,1,0,1.5,500,0.003,0
1.206,1,0,0,0,3.11439,3.44586,3.44586,0,0,1,0,1.5,500,0.003,0
1.209,1,0,0,0,3.11439,3.44586,3.44586,0,0,1,0,1.5,500,0.003,0
1.209,1,0,0,0,3.12301,3.44504,3.44504,0,0,1,0,1.5,500,0.003,0
1.212,1,0,0,0,3.12301,3.44504,3.44504,0,0,1,0,1.5,500,0.003,0
1.212,1,0,0,0,3.13424,3.44429,3.44429,0,0,1,0,1.5,500,0.003,0
1.215,1,0,0,0,3.13424,3.44429,3.44429,0,0,1,0,1.5,500,0.003,0
1.215,1,0,0,0,3.14798,3.44359,3.44359,0,0,1,0,1.5,500,0.003,0
1.218,1,0,0,0,3.14798,3.44359,3.44359,0,0,1,0,1.5,500,0.003,0
1.218,1,0,0,0,3.16412,3.44294,3.44294,0,0,1,0,1.5,500,0.003,0
1.221,1,0,0,0,3.16412,3.44294,3.44294,0,0,1,0,1.5,500,0.003,0
1.221,1,0,0,0,3.18254,3.44236,3.44236,0,0,1,0,1.5,500,0.003,0
1.224,1,0,0,0,3.18254,3.44236,3.44236,0,0,1,0,1.5,500,0.003,0
1.224,1,0,0,0,3.20308,3.44183,3.44183,0,0,1,0,1.5,500,0.003,0
1.227,1,0,0,0,3.20308,3.44183,3.44183,0,0,1,0,1.5,500,0.003,0
1.227,1,0,0,0,3.22556,3.44135,3.44135,0,0,1,0,1.5,500,0.003,0
1.23,1,0,0,0,3.22556,3.44135,3.44135,0,0,1,0,1.5,500,0.003,0
1.23,1,0,0,0,3.2498,3.44094,3.44094,0,0,1,0,1.5,500,0.003,0
1.233,1,0,0,0,3.2498,3.44094,3.44094,0,0,1,0,1.5,500,0.003,0
1.233,1,0,0,0,3.27559,3.44058,3.44058,0,0,1,0,1.5,500,0.003,0
1.236,1,0,0,0,3.27559,3.44058,3.44058,0,0,1,0,1.5,500,0.003,0
1.236,1,0,0,0,3.3027,3.44027,3.44027,0,0,1,0,1.5,500,0.003,0
1.239,1,0,0,0,3.3027,3.44027,3.44027,0,0,1,0,1.5,500,0.003,0
1.239,1,0,0,0,3.3309,3.44002,3.44002,0,0,1,0,1.5,500,0.003,0
1.242,1,0,0,0,3.3309,3.44002,3.44002,0,0,1,0,1.5,500,0.003,0
1.242,1,0,0,0,3.35994,3.43983,3.43983,0,0,1,0,1.5,500,0.003,0
1.245,1,0,0,0,3.35994,3.43983,3.43983,0,0,1,0,1.5,500,0.003,0
1.245,1,0,0,0,3.38958,3.4397,3.4397,0,0,1,0,1.5,500,0.003,0
1.248,1,0,0,0,3.38958,3.4397,3.4397,0,0,1,0,1.5,500,0.003,0
1.248,1,0,0,0,3.41954,3.43962,3.43962,0,0,1,0,1.5,500,0.003,0
1.251,1,0,0,0,3.41954,3.43962,3.43962,0,0,1,0,1.5,500,0.003,0
1.251,1,0,0,0,3.44957,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.254,1,0,0,0,3.44957,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.254,1,0,0,0,3.47944,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.257,1,0,0,0,3.47944,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.257,1,0,0,0,3.50893,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.26,1,0,0,0,3.50893,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.26,1,0,0,0,3.53784,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.263,1,0,0,0,3.53784,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.263,1,0,0,0,3.5659,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.266,1,0,0,0,3.5659,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.266,1,0,0,0,3.59283,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.269,1,0,0,0,3.59283,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.269,1,0,0,0,3.61841,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.272,1,0,0,0,3.61841,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.272,1,0,0,0,3.64239,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.275,1,0,0,0,3.64239,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.275,1,0,0,0,3.66457,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.278,1,0,0,0,3.66457,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.278,1,0,0,0,3.68475,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.281,1,0,0,0,3.68475,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.281,1,0,0,0,3.70276,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.284,1,0,0,0,3.70276,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.284,1,0,0,0,3.71843,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.287,1,0,0,0,3.71843,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.287,1,0,0,0,3.73162,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.29,1,0,0,0,3.73162,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.29,1,0,0,0,3.74222,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.293,1,0,0,0,3.74222,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.293,1,0,0,0,3.75014,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.296,1,0,0,0,3.75014,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.296,1,0,0,0,3.75529,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.299,1,0,0,0,3.75529,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.299,1,0,0,0,3.75765,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.302,1,0,0,0,3.75765,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.302,1,0,0,0,3.75718,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.305,1,0,0,0,3.75718,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.305,1,0,0,0,3.75388,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.308,1,0,0,0,3.75388,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.308,1,0,0,0,3.7478,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.311,1,0,0,0,3.7478,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.311,1,0,0,0,3.73899,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.314,1,0,0,0,3.73899,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.314,1,0,0,0,3.72751,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.317,1,0,0,0,3.72751,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.317,1,0,0,0,3.71348,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.32,1,0,0,0,3.71348,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.32,1,0,0,0,3.69701,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.323,1,0,0,0,3.69701,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.323,1,0,0,0,3.67826,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.326,1,0,0,0,3.67826,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.326,1,0,0,0,3.65739,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.329,1,0,0,0,3.65739,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.329,1,0,0,0,3.63459,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.332,1,0,0,0,3.63459,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.332,1,0,0,0,3.61005,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.335,1,0,0,0,3.61005,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.335,1,0,0,0,3.584,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.338,1,0,0,0,3.584,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.338,1,0,0,0,3.55667,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.341,1,0,0,0,3.55667,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.341,1,0,0,0,3.5283,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.344,1,0,0,0,3.5283,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.344,1,0,0,0,3.49914,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.347,1,0,0,0,3.49914,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.347,1,0,0,0,3.46945,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.35,1,0,0,0,3.46945,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.35,1,0,0,0,3.43949,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
