"Time","y_0","y_1","y_2","counter"
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-02,0.000000000000000E+00,1.000000000000000E+00,2.000000000000000E+00,1.000000000000000E+00
2.000000000000000E-02,9.999333346666500E-03,1.000000000000000E+00,2.000000000000000E+00,2.000000000000000E+00
3.000000000000000E-02,1.999466709331700E-02,1.019798673359900E+00,2.000000000000000E+00,3.000000000000000E+00
4.000000000000000E-02,2.998200323972200E-02,1.019798673359900E+00,2.000000000000000E+00,4.000000000000000E+00
5.000000000000000E-02,3.995734698458600E-02,1.039189440847600E+00,2.034193606125600E+00,5.000000000000000E+00
6.000000000000000E-02,4.991670832341400E-02,1.039189440847600E+00,2.034193606125600E+00,6.000000000000000E+00
7.000000000000001E-02,5.985610364446000E-02,1.058164546414600E+00,2.034193606125600E+00,7.000000000000000E+00
8.000000000000000E-02,6.977155732211800E-02,1.058164546414600E+00,2.034193606125600E+00,8.000000000000000E+00
9.000000000000000E-02,7.965910330712300E-02,1.076716400271800E+00,2.056782978113000E+00,9.000000000000000E+00
1.000000000000000E-01,8.951478671291201E-02,1.076716400271800E+00,2.056782978113000E+00,1.000000000000000E+01
1.100000000000000E-01,9.933466539753100E-02,1.094837581924900E+00,2.056782978113000E+00,1.100000000000000E+01
1.200000000000000E-01,1.091148115404300E-01,1.094837581924900E+00,2.056782978113000E+00,1.200000000000000E+01
1.300000000000000E-01,1.188513132135700E-01,1.112520843142800E+00,2.067857332268400E+00,1.300000000000000E+01
1.400000000000000E-01,1.285402759460800E-01,1.112520843142800E+00,2.067857332268400E+00,1.400000000000000E+01
1.500000000000000E-01,1.381778242820600E-01,1.129759110856900E+00,2.067857332268400E+00,1.500000000000000E+01
1.600000000000000E-01,1.477601033306700E-01,1.129759110856900E+00,2.067857332268400E+00,1.600000000000000E+01
1.700000000000000E-01,1.572832803080600E-01,1.146545489989900E+00,2.067606483992800E+00,1.700000000000000E+01
1.800000000000000E-01,1.667435460704100E-01,1.146545489989900E+00,2.067606483992800E+00,1.800000000000000E+01
1.900000000000000E-01,1.761371166375500E-01,1.162873266213900E+00,2.067606483992800E+00,1.900000000000000E+01
2.000000000000000E-01,1.854602347064900E-01,1.162873266213900E+00,2.067606483992800E+00,2.000000000000000E+01
2.100000000000000E-01,1.947091711543300E-01,1.178735908636300E+00,2.056318470526700E+00,2.100000000000000E+01
2.200000000000000E-01,2.038802265297900E-01,1.178735908636300E+00,2.056318470526700E+00,2.200000000000000E+01
2.300000000000000E-01,2.129697325330000E-01,1.194127072411500E+00,2.056318470526700E+00,2.300000000000000E+01
2.400000000000000E-01,2.219740534827600E-01,1.194127072411500E+00,2.056318470526700E+00,2.400000000000000E+01
2.500000000000000E-01,2.308895877707400E-01,1.209040601279200E+00,2.034376216188800E+00,2.500000000000000E+01
2.600000000000000E-01,2.397127693021000E-01,1.209040601279200E+00,2.034376216188800E+00,2.600000000000000E+01
2.700000000000000E-01,2.484400689218700E-01,1.223470530026700E+00,2.034376216188800E+00,2.700000000000000E+01
2.800000000000000E-01,2.570679958265600E-01,1.223470530026700E+00,2.034376216188800E+00,2.800000000000000E+01
2.900000000000000E-01,2.655930989604400E-01,1.237411086874900E+00,2.002253274159400E+00,2.900000000000000E+01
3.000000000000000E-01,2.740119683959400E-01,1.237411086874900E+00,2.002253274159400E+00,3.000000000000000E+01
3.100000000000000E-01,2.823212366975200E-01,1.250856695786900E+00,2.002253274159400E+00,3.100000000000000E+01
3.200000000000000E-01,2.905175802686500E-01,1.250856695786900E+00,2.002253274159400E+00,3.200000000000000E+01
3.300000000000000E-01,2.985977206812000E-01,1.263801978698600E+00,1.960508688045700E+00,3.300000000000000E+01
3.400000000000000E-01,3.065584259867200E-01,1.263801978698600E+00,1.960508688045700E+00,3.400000000000000E+01
3.500000000000000E-01,3.143965120092300E-01,1.276241757669200E+00,1.960508688045700E+00,3.500000000000000E+01
3.600000000000000E-01,3.221088436188500E-01,1.276241757669200E+00,1.960508688045700E+00,3.600000000000000E+01
3.700000000000000E-01,3.296923359857400E-01,1.288171056953000E+00,1.909781025223700E+00,3.700000000000000E+01
3.800000000000000E-01,3.371439558140700E-01,1.288171056953000E+00,1.909781025223700E+00,3.800000000000000E+01
3.900000000000000E-01,3.444607225552800E-01,1.299585104989500E+00,1.909781025223700E+00,3.900000000000000E+01
4.000000000000000E-01,3.516397096002100E-01,1.299585104989500E+00,1.909781025223700E+00,4.000000000000000E+01
4.100000000000000E-01,3.586780454497600E-01,1.310479336311500E+00,1.850781642179700E+00,4.100000000000000E+01
4.200000000000000E-01,3.655729148634500E-01,1.310479336311500E+00,1.850781642179700E+00,4.200000000000000E+01
4.300000000000000E-01,3.723215599854300E-01,1.320849393371900E+00,1.850781642179700E+00,4.300000000000000E+01
