"Time","y_0","y_1","y_2","Counter"
0.001,0,1,2,1
0.02,0.009999333,1,2,2
0.03,0.019994667,1.0197986,2,3
0.04,0.029982002,1.0197986,2,4
0.05,0.03995735,1.0391895,2.0341935,5
0.06,0.049916707,1.0391895,2.0341935,6
0.07,0.059856102,1.0581646,2.0341935,7
0.08,0.06977156,1.0581646,2.0341935,8
0.09,0.079659104,1.0767164,2.056783,9
0.1,0.089514785,1.0767164,2.056783,10
0.11,0.099334665,1.0948375,2.056783,11
0.12,0.10911481,1.0948375,2.056783,12
0.13,0.11885131,1.1125208,2.0678573,13
0.14,0.12854028,1.1125208,2.0678573,14
0.15,0.13817783,1.1297591,2.0678573,15
0.16,0.14776011,1.1297591,2.0678573,16
0.17,0.15728328,1.1465455,2.0676064,17
0.18,0.16674355,1.1465455,2.0676064,18
0.19,0.17613712,1.1628733,2.0676064,19
0.2,0.18546024,1.1628733,2.0676064,20
0.21,0.19470917,1.1787359,2.0563185,21
0.22,0.20388022,1.1787359,2.0563185,22
0.23,0.21296974,1.1941271,2.0563185,23
0.24,0.22197406,1.1941271,2.0563185,24
0.25,0.23088959,1.2090406,2.0343761,25
0.26,0.23971277,1.2090406,2.0343761,26
0.27,0.24844007,1.2234706,2.0343761,27
0.28,0.257068,1.2234706,2.0343761,28
0.29,0.2655931,1.2374111,2.0022533,29
0.3,0.27401197,1.2374111,2.0022533,30
0.31,0.28232124,1.2508566,2.0022533,31
0.32,0.29051757,1.2508566,2.0022533,32
0.33,0.29859772,1.2638019,1.9605087,33
0.34,0.30655843,1.2638019,1.9605087,34
0.35,0.3143965,1.2762418,1.9605087,35
0.36,0.32210883,1.2762418,1.9605087,36
0.37,0.32969233,1.288171,1.909781,37
0.38,0.33714396,1.288171,1.909781,38
0.39,0.34446073,1.2995851,1.909781,39
0.4,0.35163972,1.2995851,1.909781,40
0.41,0.35867804,1.3104793,1.8507817,41
0.42,0.36557293,1.3104793,1.8507817,42
0.43,0.37232155,1.3208494,1.8507817,43
0.44,0.37892127,1.3208494,1.8507817,44
0.45,0.38536945,1.3306911,1.7842872,45
0.46,0.39166346,1.3306911,1.7842872,46
0.47,0.3978008,1.3400006,1.7842872,47
0.48,0.40377906,1.3400006,1.7842872,48
0.49,0.4095958,1.3487741,1.7111318,49
0.5,0.4152487,1.3487741,1.7111318,50
0.51,0.42073548,1.3570081,1.7111318,51
0.52,0.426054,1.3570081,1.7111318,52
0.53,0.4312021,1.3646994,1.6321981,53
0.54,0.43617773,1.3646994,1.6321981,54
0.55,0.4409789,1.3718446,1.6321981,55
0.56,0.44560367,1.3718446,1.6321981,56
0.57,0.45005023,1.3784413,1.5484085,57
0.58,0.45431674,1.3784413,1.5484085,58
0.59,0.45840156,1.3844866,1.5484085,59
0.6,0.462303,1.3844866,1.5484085,60
0.61,0.46601954,1.389978,1.4607153,61
0.62,0.4695497,1.389978,1.4607153,62
0.63,0.472892,1.3949137,1.4607153,63
0.64,0.47604516,1.3949137,1.4607153,64
0.65,0.47900793,1.3992912,1.3700917,65
0.66,0.4817791,1.3992912,1.3700917,66
0.67,0.48435754,1.4031091,1.3700917,67
0.68,0.48674226,1.4031091,1.3700917,68
0.69,0.4889323,1.4063658,1.2775213,69
0.7,0.49092677,1.4063658,1.2775213,70
0.71,0.49272487,1.4090599,1.2775213,71
0.72,0.49432588,1.4090599,1.2775213,72
0.73,0.49572918,1.4111904,1.1839883,73
0.74,0.49693418,1.4111904,1.1839883,74
0.75,0.49794042,1.4127564,1.1839883,75
0.76,0.4987475,1.4127564,1.1839883,76
0.77,0.49935508,1.4137574,1.0904679,77
0.78,0.49976292,1.4137574,1.0904679,78
0.79,0.49997085,1.4141929,1.0904679,79
0.8,0.4999788,1.4141929,1.0904679,80
0.81,0.4997868,1.4140629,0.997916,81
0.82,0.49939486,1.4140629,0.997916,82
0.83,0.4988032,1.413367,0.997916,83
0.84,0.498012,1.413367,0.997916,84
0.85,0.49702162,1.4121059,0.9072598,85
0.86,0.4958324,1.4121059,0.9072598,86
0.87,0.49444488,1.41028,0.9072598,87
0.88,0.4928596,1.41028,0.9072598,88
0.89,0.49107715,1.4078901,0.8193889,89
0.9,0.4890983,1.4078901,0.8193889,90
0.91,0.4869238,1.4049369,0.8193889,91
0.92,0.48455456,1.4049369,0.8193889,92
0.93,0.4819915,1.4014218,0.73514575,93
0.94,0.47923565,1.4014218,0.73514575,94
0.95,0.4762881,1.3973461,0.73514575,95
0.96,0.47315004,1.3973461,0.73514575,96
0.97,0.46982273,1.3927115,0.65531784,97
0.98,0.46630752,1.3927115,0.65531784,98
0.99,0.46260577,1.38752,0.65531784,99
1,0.458719,1.38752,0.65531784,100
1.01,0.4546487,1.3817732,0.58062965,101
1.02,0.4503966,1.3817732,0.58062965,102
1.03,0.44596434,1.375474,0.58062965,103
1.04,0.44135368,1.375474,0.58062965,104
1.05,0.4365665,1.3686244,0.51173574,105
1.06,0.43160468,1.3686244,0.51173574,106
1.07,0.42647025,1.3612275,0.51173574,107
1.08,0.42116523,1.3612275,0.51173574,108
1.09,0.41569173,1.3532861,0.44921404,109
1.1,0.41005197,1.3532861,0.44921404,110
1.11,0.4042482,1.3448035,0.44921404,111
1.12,0.39828274,1.3448035,0.44921404,112
1.13,0.39215797,1.3357829,0.39356056,113
1.14,0.38587633,1.3357829,0.39356056,114
1.15,0.37944037,1.326228,0.39356056,115
1.16,0.3728526,1.326228,0.39356056,116
1.17,0.36611572,1.3161427,0.34518448,117
1.18,0.3592324,1.3161427,0.34518448,118
1.19,0.3522054,1.3055308,0.34518448,119
1.2,0.3450375,1.3055308,0.34518448,120
1.21,0.3377316,1.2943969,0.30440435,121
1.22,0.3302906,1.2943969,0.30440435,122
1.23,0.3227175,1.2827451,0.30440435,123
1.24,0.31501532,1.2827451,0.30440435,124
1.25,0.30718714,1.2705803,0.27144513,125
1.26,0.29923606,1.2705803,0.27144513,126
1.27,0.29116532,1.2579073,0.27144513,127
1.28,0.28297812,1.2579073,0.27144513,128
1.29,0.27467772,1.2447311,0.2464363,129
1.3,0.26626745,1.2447311,0.2464363,130
1.31,0.2577507,1.231057,0.2464363,131
1.32,0.24913082,1.231057,0.2464363,132
1.33,0.24041131,1.2168906,0.22941078,133
1.34,0.23159564,1.2168906,0.22941078,134
1.35,0.22268732,1.2022374,0.22941078,135
1.36,0.21368994,1.2022374,0.22941078,136
1.37,0.20460708,1.1871033,0.22030507,137
1.38,0.1954424,1.1871033,0.22030507,138
1.39,0.18619952,1.1714944,0.22030507,139
1.4,0.17688218,1.1714944,0.22030507,140
1.41,0.16749407,1.1554168,0.21896018,141
1.42,0.15803899,1.1554168,0.21896018,142
1.43,0.14852068,1.1388773,0.21896018,143
1.44,0.13894296,1.1388773,0.21896018,144
1.45,0.12930967,1.1218821,0.22512364,145
1.46,0.11962467,1.1218821,0.22512364,146
1.47,0.10989181,1.1044382,0.22512364,147
1.48,0.100114994,1.1044382,0.22512364,148
1.49,0.09029813,1.0865525,0.23845243,149
1.5,0.080445156,1.0865525,0.23845243,150
1.51,0.07056,1.0682322,0.23845243,151
1.52,0.060646627,1.0682322,0.23845243,152
1.53,0.050708994,1.0494846,0.2585169,153
1.54,0.040751077,1.0494846,0.2585169,154
1.55,0.030776858,1.0303173,0.2585169,155
1.56,0.020790331,1.0303173,0.2585169,156
1.57,0.010795488,1.0107379,0.28480554,157
1.58,7.96E-04,1.0107379,0.28480554,158
1.59,-0.009203154,0.9907541,0.28480554,159
1.6,-0.019198952,0.9907541,0.28480554,160
1.61,-0.029187072,0.9703741,0.31673047,161
1.62,-0.039163515,0.9703741,0.31673047,162
1.63,-0.049124297,0.94960594,0.31673047,163
1.64,-0.059065428,0.94960594,0.31673047,164
1.65,-0.06898294,0.9284579,0.353634,165
1.66,-0.078872845,0.9284579,0.353634,166
1.67,-0.088731214,0.90693855,0.353634,167
1.68,-0.09855409,0.90693855,0.353634,168
1.69,-0.108337544,0.88505644,0.39479563,169
1.7,-0.11807766,0.88505644,0.39479563,170
1.71,-0.12777056,0.8628203,0.39479563,171
1.72,-0.13741234,0.8628203,0.39479563,172
1.73,-0.14699915,0.84023905,0.4394399,173
1.74,-0.15652718,0.84023905,0.4394399,174
1.75,-0.16599259,0.8173217,0.4394399,175
1.76,-0.17539161,0.8173217,0.4394399,176
1.77,-0.18472049,0.79407746,0.4867446,177
1.78,-0.19397546,0.79407746,0.4867446,178
1.79,-0.20315285,0.7705156,0.4867446,179
1.8,-0.21224898,0.7705156,0.4867446,180
1.81,-0.22126022,0.7466455,0.53584975,181
1.82,-0.23018296,0.7466455,0.53584975,182
1.83,-0.23901363,0.72247684,0.53584975,183
1.84,-0.24774869,0.72247684,0.53584975,184
1.85,-0.25638464,0.69801915,0.5858666,185
1.86,-0.26491806,0.69801915,0.5858666,186
1.87,-0.27334553,0.6732822,0.5858666,187
1.88,-0.28166366,0.6732822,0.5858666,188
1.89,-0.2898691,0.64827603,0.6358874,189
1.9,-0.2979586,0.64827603,0.6358874,190
1.91,-0.30592895,0.6230105,0.6358874,191
1.92,-0.3137769,0.6230105,0.6358874,192
1.93,-0.32149938,0.5974958,0.6849948,193
1.94,-0.32909325,0.5974958,0.6849948,194
1.95,-0.33655548,0.5717421,0.6849948,195
1.96,-0.34388307,0.5717421,0.6849948,196
1.97,-0.35107315,0.54575974,0.73227215,197
1.98,-0.3581228,0.54575974,0.73227215,198
1.99,-0.3650292,0.5195591,0.73227215,199
2,-0.37178957,0.5195591,0.73227215,200
2.01,-0.37840125,0.4931506,0.7768128,201
2.02,-0.38486156,0.4931506,0.7768128,202
2.03,-0.39116797,0.46654484,0.7768128,203
2.04,-0.3973179,0.46654484,0.7768128,204
2.05,-0.40330887,0.4397525,0.81773025,205
2.06,-0.40913856,0.4397525,0.81773025,206
2.07,-0.41480458,0.41278425,0.81773025,207
2.08,-0.42030472,0.41278425,0.81773025,208
2.09,-0.4256367,0.38565087,0.8541675,209
2.1,-0.43079844,0.38565087,0.8541675,210
2.11,-0.4357879,0.35836327,0.8541675,211
2.12,-0.44060302,0.35836327,0.8541675,212
2.13,-0.4452419,0.33093232,0.88530666,213
2.14,-0.4497027,0.33093232,0.88530666,214
2.15,-0.45398363,0.303369,0.88530666,215
2.16,-0.45808297,0.303369,0.88530666,216
2.17,-0.4619991,0.27568433,0.9103772,217
2.18,-0.4657304,0.27568433,0.9103772,218
2.19,-0.46927541,0.24788937,0.9103772,219
2.2,-0.47263277,0.24788937,0.9103772,220
2.21,-0.47580105,0.21999529,0.92866504,221
2.22,-0.47877902,0.21999529,0.92866504,222
2.23,-0.48156548,0.1920132,0.92866504,223
2.24,-0.48415932,0.1920132,0.92866504,224
2.25,-0.48655948,0.16395432,0.9395202,225
2.26,-0.48876506,0.16395432,0.9395202,226
2.27,-0.49077514,0.13582985,0.9395202,227
2.28,-0.49258888,0.13582985,0.9395202,228
2.29,-0.49420562,0.10765105,0.94236386,229
2.3,-0.4956247,0.10765105,0.94236386,230
2.31,-0.4968455,0.079429194,0.94236386,231
2.32,-0.49786758,0.079429194,0.94236386,232
2.33,-0.49869055,0.051175565,0.9366951,233
2.34,-0.499314,0.051175565,0.9366951,234
2.35,-0.49973777,0.022901466,0.9366951,235
2.36,-0.4999616,0.022901466,0.9366951,236
2.37,-0.49998552,-0.005381791,0.92209667,237
