"time","torque@expseu_","tempc@tpf_st_chamber","press@tpf_st_chamber","out2@division","tau@tpf_st_chamber","dm2@tpf_pump"
0,0,19.903956696350178,0.023369999999999998,0.2400000000000001,25.000000000000007,0.1303208228903153
0.1,0,20.206408778874277,0.023811507345833854,0.24084567958694522,25.084567958694524,0.13035480387850817
0.2,0.57600807033024881,21.075547796597505,0.025121038262105905,0.24172007444699997,25.172007444699986,0.13038867635197332
0.3,0.59364128758627721,21.940310025764404,0.026485927108184117,0.24259682210766692,25.259682210766695,0.13042243547627433
0.4,0.61149311363847136,22.800687885312982,0.027907654362501279,0.2434758759213009,25.34758759213009,0.13045608149664437
0.5,0.62944375408509357,23.651871173154348,0.029379212459658584,0.2443432654426724,25.434326544267243,0.12429641539802676
0.6,0.64715344799974817,24.480599197444008,0.030876460411263764,0.24515840366589681,25.515840366589682,0.11581670053532316
0.7,0.66460659937845856,25.287732621213877,0.032398144330008122,0.24592194012668875,25.592194012668877,0.10787148627765689
0.8,0.68181285184929574,26.074953444599714,0.033944762004382976,0.24663695346962317,25.663695346962317,0.1004290428368729
0.9,0.69877983820721401,26.843836847411012,0.035516973426353675,0.24730661182473418,25.730661182473419,0.093456670127349151
1,0.71552534153422254,27.595813237261041,0.037115491088895433,0.24793379645585908,25.793379645585908,0.086924630563307598
1.1,0.73205130329186463,28.332215516791337,0.038741148669509888,0.2485210012315876,25.852100123158749,0.080807203522944987
1.2,0.74837645664014285,29.054360894019112,0.040395062820211984,0.24907047551606101,25.907047551606098,0.075081196129543684
1.3,0.76449392649672188,29.763096118429814,0.042077547732760519,0.24958539814386169,25.958539814386171,0.06971367250507278
1.4,0.78041842326795163,30.459816595687755,0.043790474446551035,0.25006708611502149,26.006708611502155,0.064691133094456621
1.5,0.79615775466199334,31.145053879625948,0.045533865268245356,0.25051867635967889,26.051867635967874,0.059981026492642989
1.6,0.81172086543491773,31.819880758757506,0.047309290773485911,0.25094155078038716,26.094155078038717,0.055569130663801376
1.7,0.82711412912585225,32.485094325670786,0.0491178559460861,0.25133749754213069,26.133749754213071,0.051436956633961403
1.8,0.84234424850794243,33.14146268443136,0.050960796746326517,0.25170832056142178,26.170832056142167,0.047565830600756615
1.9,0.85741624463599753,33.789657065109679,0.052839274638285132,0.25205556738859219,26.205556738859233,0.043939744372730155
2,0.87233512013985914,34.430318488580497,0.054754543454433244,0.25238076904291318,26.238076904291326,0.040542845865640581
2.1,0.88710523975582689,35.064038302247411,0.056707884739357242,0.25268534931715575,26.268534931715575,0.037360389962948874
