"time","Capacitor1.v","IdealDiode3.off"
0.000000,282.842712,1.000000
0.000000,282.842712,1.000000
0.000030,282.347151,1.000000
0.000135,280.585357,1.000000
0.000136,280.573830,0.000000
0.000267,278.390548,0.000000
0.000370,276.684057,0.000000
0.000495,274.619265,0.000000
0.000609,272.766096,0.000000
0.000723,270.933615,0.000000
0.000880,268.443809,0.000000
0.001079,265.303711,0.000000
0.001299,261.827766,0.000000
0.001419,259.889665,0.000000
0.001493,258.661326,0.000000
0.001612,256.669325,1.000000
0.001753,254.323847,1.000000
0.001884,252.135314,1.000000
0.001886,252.100426,1.000000
0.001991,250.354479,1.000000
0.002100,248.579118,1.000000
0.002251,246.255755,1.000000
0.002444,243.622330,1.000000
0.002546,242.440382,1.000000
0.002648,241.429646,1.000000
0.002750,240.607684,1.000000
0.002852,239.989292,1.000000
0.002954,239.586414,1.000000
0.003056,239.408068,1.000000
0.003235,239.652696,1.000000
0.003443,240.836489,1.000000
0.003651,242.954790,1.000000
0.003859,245.924035,1.000000
0.004067,249.611865,1.000000
0.004274,253.840714,1.000000
0.004482,258.392761,1.000000
0.004690,263.015621,1.000000
0.004898,267.429051,1.000000
0.005106,271.332543,1.000000
0.005232,273.317608,1.000000
0.005233,273.336640,1.000000
0.005347,274.806963,1.000000
0.005460,275.953993,1.000000
0.005604,276.915397,1.000000
0.005748,277.279934,1.000000
0.005874,277.077820,1.000000
0.005949,276.713553,1.000000
0.006057,276.051750,1.000000
0.006174,275.325840,1.000000
0.006295,274.596093,1.000000
0.006433,273.795341,1.000000
0.006587,272.980278,1.000000
0.006741,272.262231,1.000000
0.006934,271.514299,1.000000
0.007054,271.129734,1.000000
0.007174,270.803058,1.000000
0.007295,270.524552,1.000000
0.007415,270.281231,1.000000
0.007535,270.056412,1.000000
0.007655,269.830403,1.000000
0.007806,269.511118,1.000000
0.007956,269.103174,1.000000
0.008107,268.549502,1.000000
0.008257,267.787803,1.000000
0.008407,266.751403,1.000000
0.008507,265.875671,1.000000
0.008508,265.866965,1.000000
0.008627,264.608751,1.000000
0.008760,262.910574,1.000000
0.008800,262.338317,1.000000
0.008905,260.821211,1.000000
0.009022,259.144492,1.000000
0.009141,257.515163,1.000000
0.009268,255.882569,1.000000
0.009387,254.492496,1.000000
0.009519,253.142272,1.000000
0.009685,251.788686,1.000000
0.009788,251.150997,1.000000
0.009891,250.683641,1.000000
0.009995,250.391829,1.000000
0.010098,250.277956,1.000000
0.010202,250.341593,1.000000
0.010305,250.579492,1.000000
0.010434,251.112452,1.000000
0.010596,252.120274,1.000000
0.010757,253.461135,1.000000
0.010919,255.070969,1.000000
0.011121,257.341420,1.000000
0.011323,259.729581,1.000000
0.011525,262.029672,1.000000
0.011726,264.015057,1.000000
0.011832,264.849263,1.000000
0.011834,264.860385,1.000000
0.011959,265.605687,1.000000
0.012079,266.053930,1.000000
0.012218,266.233118,1.000000
0.012358,266.018258,1.000000
0.012492,265.413349,1.000000
0.012513,265.284016,1.000000
0.012619,264.617308,1.000000
0.012735,263.954691,1.000000
0.012853,263.364438,1.000000
0.012990,262.819172,1.000000
0.013142,262.407552,1.000000
0.013294,262.218709,1.000000
0.013483,262.307144,1.000000
0.013602,262.542367,1.000000
0.013720,262.907768,1.000000
0.013839,263.391809,1.000000
0.013957,263.979006,1.000000
0.014076,264.650083,1.000000
0.014194,265.382159,1.000000
0.014343,266.342687,1.000000
0.014528,267.529938,1.000000
0.014713,268.581520,1.000000
0.014898,269.354887,1.000000
0.015083,269.696716,1.000000
0.015203,269.613288,1.000000
0.015204,269.611128,0.000000
0.015335,269.189324,0.000000
0.015485,268.273962,0.000000
0.015594,267.311665,0.000000
0.015668,266.515315,0.000000
0.015780,265.227047,0.000000
0.015892,263.965240,0.000000
0.016035,262.450109,0.000000
0.016152,261.312492,0.000000
0.016269,260.293286,0.000000
0.016433,259.095680,0.000000
