"time", "inertia1.phi", "inertia1.w", "integrator.y", "PI.I.y", "spring.phi_rel", "spring.w_rel"
0, 0, 0, 0, -0.1, 0.001, 0
0.00488281, 0, 0, 0, -0.1, 0.001, 0
0.02441406, 0, 0, 0, -0.1, 0.001, 0
0.12207031, 0, 0, 0, -0.1, 0.001, 0
0.5000000001, 0, 0, 0, -0.1, 0.001, 0
0.501174971753425, 3.28890824385556E-08, 6.29047721119387E-05, 0.00117497165342518, -0.0999934068267068, 0.000999967970898916, -6.12191138130886E-05
0.5026405116606, 2.95324896748966E-07, 0.000291898323309928, 0.00264051156059999, -0.0999680675598773, 0.000999716736014434, -0.000276600444155127
0.504106051567775, 9.93606966562529E-07, 0.000650560609243571, 0.00410605146777479, -0.0999256130482041, 0.000999065630052442, -0.000598407414035224
0.505329423383383, 2.02495523639225E-06, 0.00102605131931338, 0.00532942328338345, -0.0998782110269528, 0.000998132791292991, -0.000918596529050723
0.506552795198992, 3.54056813604108E-06, 0.00145528505220287, 0.0065527950989921, -0.0998206853366527, 0.000996799173034433, -0.00126561822639454
0.507776167014601, 5.60212783993062E-06, 0.00192558258106522, 0.00777616691460075, -0.0997536527215658, 0.000995037498392649, -0.00162292597583346
0.508999538830209, 8.25616007806767E-06, 0.00242745870536922, 0.0089995387302094, -0.0996775784286336, 0.000992841688811992, -0.00197803195075236
0.510222910645818, 1.153973015931E-05, 0.00295364532743248, 0.010222910545818, -0.0995928331184408, 0.000990217573921254, -0.00232133019441466
0.511446282461427, 1.54801657251622E-05, 0.00349909174499545, 0.0114462823614267, -0.0994996900740559, 0.00098718312013571, -0.00264608493923503
0.513843305223251, 2.51847803498056E-05, 0.00461182780194389, 0.0138433051232511, -0.0992936376327195, 0.000980148973371961, -0.00321294181477464
0.516240327985075, 3.76215097905606E-05, 0.00577149727482464, 0.0162403278850755, -0.0990574491597271, 0.000971873125281698, -0.0036729927388942
0.5186373507469, 5.28874171041225E-05, 0.00697534169603368, 0.0186373506468999, -0.098792095286214, 0.000962631067911041, -0.00402341465877185
