time,driveAngle,spring.w_rel,PI.I.y,inertia1.phi,spring.phi_rel,integrator.y,inertia1.w
0.0,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.01,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.02,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.03,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.04,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.05,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.06,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.07,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.08,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.09,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.1,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.11,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.12,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.13,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.14,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.15,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.16,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.17,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.18,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.19,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.2,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.21,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.22,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.23,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.24,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.25,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.26,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.27,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.28,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.29,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.3,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.31,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.32,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.33,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.34,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.35,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.36,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.37,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.38,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.39,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.4,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.41,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.42,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.43,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.44,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.45,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.46,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.47,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.48,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.49,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.5,1.57,0.0,-0.1,0.0,0.001,0.0,0.0
0.51,1.57,-0.00226145633626,-0.0996088712196,1.08872269973e-05,0.000990704588322,0.01,0.00285711691592
0.52,1.57,-0.00417078322976,-0.0986285766533,6.28577703623e-05,0.000957029019543,0.02,0.00767703571017
0.53,1.57,-0.00444132144001,-0.0971734163751,0.000167341742558,0.000912893937244,0.03,0.0133956680944
0.54,1.57,-0.00384818355518,-0.0953483324061,0.000334833345659,0.000871046024134,0.04,0.0203216795026
0.55,1.57,-0.00301292503894,-0.0932812739341,0.000578127498462,0.000836699550483,0.05,0.0285451763091
