Time,y_multiSwitch,y_triggeredAdd,y_product,y_sum
2.24,4.0,2.0,21.0,7.0
2.26,4.0,2.0,21.0,7.0
2.28,4.0,2.0,21.0,7.0
2.3,4.0,2.0,21.0,7.0
2.32,4.0,2.0,21.0,7.0
2.34,4.0,2.0,21.0,7.0
2.36,4.0,2.0,21.0,7.0
2.38,4.0,2.0,21.0,7.0
2.4,4.0,2.0,21.0,7.0
2.42,4.0,2.0,21.0,7.0
2.44,4.0,2.0,21.0,7.0
2.46,4.0,2.0,21.0,7.0
2.48,4.0,2.0,21.0,7.0
2.5,6.0,2.0,21.0,7.0
2.52,6.0,2.0,21.0,7.0
2.54,6.0,2.0,21.0,7.0
2.56,6.0,2.0,21.0,7.0
2.58,6.0,2.0,21.0,7.0
2.6,6.0,2.0,21.0,7.0
2.62,6.0,2.0,21.0,7.0
2.64,6.0,2.0,21.0,7.0
2.66,6.0,2.0,21.0,7.0
2.68,6.0,2.0,21.0,7.0
2.7,6.0,2.0,21.0,7.0
2.72,6.0,2.0,21.0,7.0
2.74,6.0,2.0,21.0,7.0
2.76,6.0,2.0,21.0,7.0
2.78,6.0,2.0,21.0,7.0
2.8,6.0,2.0,21.0,7.0
2.82,6.0,2.0,21.0,7.0
2.84,6.0,2.0,21.0,7.0
2.86,6.0,2.0,21.0,7.0
2.88,6.0,2.0,21.0,7.0
2.9,6.0,2.0,21.0,7.0
2.92,6.0,2.0,21.0,7.0
2.94,6.0,2.0,21.0,7.0
2.96,6.0,2.0,21.0,7.0
2.98,6.0,2.0,21.0,7.0
3.0,4.0,3.0,21.0,7.0
3.02,4.0,3.0,21.0,7.0
3.04,4.0,3.0,21.0,7.0
3.06,4.0,3.0,21.0,7.0
3.08,4.0,3.0,21.0,7.0
3.1,4.0,3.0,21.0,7.0
3.12,4.0,3.0,21.0,7.0
3.14,4.0,3.0,21.0,7.0
3.16,4.0,3.0,21.0,7.0
3.18,4.0,3.0,21.0,7.0
3.2,4.0,3.0,21.0,7.0
3.22,4.0,3.0,21.0,7.0
3.24,4.0,3.0,21.0,7.0
3.26,4.0,3.0,21.0,7.0
3.28,4.0,3.0,21.0,7.0
3.3,4.0,3.0,21.0,7.0
3.32,4.0,3.0,21.0,7.0
3.34,4.0,3.0,21.0,7.0
3.36,4.0,3.0,21.0,7.0
3.38,4.0,3.0,21.0,7.0
3.4,4.0,3.0,21.0,7.0
3.42,4.0,3.0,21.0,7.0
3.44,4.0,3.0,18.0,6.0
3.46,4.0,3.0,18.0,6.0
3.48,4.0,3.0,18.0,6.0
3.5,6.0,3.0,18.0,6.0
3.52,6.0,3.0,18.0,6.0
3.54,6.0,3.0,18.0,6.0
3.56,6.0,3.0,18.0,6.0
3.58,6.0,3.0,18.0,6.0
3.6,2.0,3.0,18.0,6.0
3.62,2.0,3.0,18.0,6.0
3.64,2.0,3.0,18.0,6.0
3.66,2.0,3.0,18.0,6.0
3.68,2.0,3.0,18.0,6.0
3.7,2.0,3.0,18.0,6.0
3.72,2.0,3.0,18.0,6.0
3.74,2.0,3.0,18.0,6.0
3.76,2.0,3.0,18.0,6.0
3.78,2.0,3.0,18.0,6.0
3.8,2.0,3.0,18.0,6.0
3.82,2.0,3.0,18.0,6.0
3.84,2.0,3.0,18.0,6.0
3.86,2.0,3.0,18.0,6.0
3.88,2.0,3.0,18.0,6.0
3.9,2.0,3.0,18.0,6.0
3.92,2.0,3.0,18.0,6.0
3.94,2.0,3.0,18.0,6.0
3.96,2.0,3.0,18.0,6.0
3.98,2.0,3.0,18.0,6.0
4.0,4.0,4.0,18.0,6.0
4.02,4.0,4.0,18.0,6.0
4.04,4.0,4.0,18.0,6.0
4.06,4.0,4.0,18.0,6.0
4.08,4.0,4.0,18.0,6.0
4.1,4.0,4.0,18.0,6.0
4.12,4.0,4.0,18.0,6.0
4.14,4.0,4.0,18.0,6.0
4.16,4.0,4.0,18.0,6.0
4.18,4.0,4.0,15.0,5.0
4.2,4.0,4.0,15.0,5.0
4.22,4.0,4.0,15.0,5.0
4.24,4.0,4.0,15.0,5.0
4.26,4.0,4.0,15.0,5.0
4.28,4.0,4.0,15.0,5.0
4.3,4.0,4.0,15.0,5.0
4.32,4.0,4.0,15.0,5.0
4.34,4.0,4.0,15.0,5.0
4.36,4.0,4.0,15.0,5.0
4.38,4.0,4.0,15.0,5.0
4.4,4.0,4.0,15.0,5.0
4.42,4.0,4.0,15.0,5.0
4.44,4.0,4.0,15.0,5.0
4.46,4.0,4.0,15.0,5.0
4.48,4.0,4.0,15.0,5.0
4.5,4.0,4.0,15.0,5.0
4.52,6.0,4.0,15.0,5.0
4.54,6.0,4.0,15.0,5.0
4.56,6.0,4.0,15.0,5.0
4.58,6.0,4.0,15.0,5.0
4.6,6.0,4.0,15.0,5.0
4.62,6.0,4.0,15.0,5.0
4.64,6.0,4.0,15.0,5.0
4.66,6.0,4.0,15.0,5.0
4.68,6.0,4.0,15.0,5.0
4.7,6.0,4.0,15.0,5.0
4.72,6.0,4.0,15.0,5.0
4.74,6.0,4.0,12.0,4.0
4.76,6.0,4.0,12.0,4.0
4.78,6.0,4.0,12.0,4.0
4.8,6.0,4.0,12.0,4.0
4.82,6.0,4.0,12.0,4.0
4.84,6.0,4.0,12.0,4.0
4.86,6.0,4.0,12.0,4.0
4.88,6.0,4.0,12.0,4.0
4.9,6.0,4.0,12.0,4.0
4.92,6.0,4.0,12.0,4.0
4.94,6.0,4.0,12.0,4.0
4.96,6.0,4.0,12.0,4.0
4.98,6.0,4.0,12.0,4.0
5.0,6.0,4.0,12.0,4.0
5.02,4.0,5.0,12.0,4.0
5.04,4.0,5.0,12.0,4.0
5.06,4.0,5.0,12.0,4.0
5.08,4.0,5.0,12.0,4.0
5.1,4.0,5.0,12.0,4.0
5.12,4.0,5.0,12.0,4.0
5.14,4.0,5.0,12.0,4.0
5.16,4.0,5.0,12.0,4.0
5.18,4.0,5.0,12.0,4.0
5.2,4.0,5.0,12.0,4.0
5.22,4.0,5.0,12.0,4.0
5.24,4.0,5.0,12.0,4.0
5.26,4.0,5.0,12.0,4.0
5.28,4.0,5.0,9.0,3.0
5.3,4.0,5.0,9.0,3.0
5.32,4.0,5.0,9.0,3.0
5.34,4.0,5.0,9.0,3.0
5.36,4.0,5.0,9.0,3.0
5.38,4.0,5.0,9.0,3.0
5.4,4.0,5.0,9.0,3.0
5.42,4.0,5.0,9.0,3.0
5.44,4.0,5.0,9.0,3.0
5.46,4.0,5.0,9.0,3.0
5.48,4.0,5.0,9.0,3.0
5.5,4.0,5.0,9.0,3.0
5.52,6.0,5.0,9.0,3.0
5.54,6.0,5.0,9.0,3.0
5.56,6.0,5.0,9.0,3.0
5.58,6.0,5.0,9.0,3.0
5.6,6.0,5.0,9.0,3.0
5.62,2.0,5.0,9.0,3.0
5.64,2.0,5.0,9.0,3.0
5.66,2.0,5.0,9.0,3.0
5.68,2.0,5.0,9.0,3.0
5.7,2.0,5.0,9.0,3.0
5.72,2.0,5.0,9.0,3.0
5.74,2.0,5.0,9.0,3.0
5.76,2.0,5.0,9.0,3.0
5.78,2.0,5.0,9.0,3.0
5.8,2.0,5.0,9.0,3.0
5.82,2.0,5.0,9.0,3.0
5.84,2.0,5.0,6.0,2.0
5.86,2.0,5.0,6.0,2.0
5.88,2.0,5.0,6.0,2.0
5.9,2.0,5.0,6.0,2.0
5.92,2.0,5.0,6.0,2.0
5.94,2.0,5.0,6.0,2.0
5.96,2.0,5.0,6.0,2.0
5.98,2.0,5.0,6.0,2.0
6.0,2.0,5.0,6.0,2.0
6.02,4.0,6.0,6.0,2.0
6.04,4.0,6.0,6.0,2.0
6.06,4.0,6.0,6.0,2.0
6.08,4.0,6.0,6.0,2.0
6.1,4.0,6.0,6.0,2.0
6.12,4.0,6.0,6.0,2.0
6.14,4.0,6.0,6.0,2.0
6.16,4.0,6.0,6.0,2.0
6.18,4.0,6.0,6.0,2.0
6.2,4.0,6.0,6.0,2.0
6.22,4.0,6.0,6.0,2.0
6.24,4.0,6.0,6.0,2.0
6.26,4.0,6.0,6.0,2.0
6.28,4.0,6.0,6.0,2.0
6.3,4.0,6.0,6.0,2.0
6.32,4.0,6.0,6.0,2.0
6.34,4.0,6.0,6.0,2.0
6.36,4.0,6.0,6.0,2.0
6.38,4.0,6.0,6.0,2.0
6.4,4.0,6.0,6.0,2.0
6.42,4.0,6.0,6.0,2.0
6.44,4.0,6.0,6.0,2.0
6.46,4.0,6.0,6.0,2.0
6.48,4.0,6.0,6.0,2.0
6.5,4.0,6.0,6.0,2.0
6.52,6.0,6.0,6.0,2.0
6.54,6.0,6.0,6.0,2.0
6.56,6.0,6.0,6.0,2.0
6.58,6.0,6.0,3.0,1.0
6.6,6.0,6.0,3.0,1.0
6.62,6.0,6.0,3.0,1.0
6.64,6.0,6.0,3.0,1.0
6.66,6.0,6.0,3.0,1.0
6.68,6.0,6.0,3.0,1.0
6.7,6.0,6.0,3.0,1.0
6.72,6.0,6.0,3.0,1.0
6.74,6.0,6.0,3.0,1.0
6.76,6.0,6.0,3.0,1.0
6.78,6.0,6.0,3.0,1.0
6.8,6.0,6.0,3.0,1.0
6.82,6.0,6.0,3.0,1.0
6.84,6.0,6.0,3.0,1.0
6.86,6.0,6.0,3.0,1.0
6.88,6.0,6.0,3.0,1.0
6.9,6.0,6.0,3.0,1.0
6.92,6.0,6.0,3.0,1.0
6.94,6.0,6.0,3.0,1.0
6.96,6.0,6.0,3.0,1.0
6.98,6.0,6.0,3.0,1.0
7.0,6.0,6.0,3.0,1.0
7.02,4.0,7.0,3.0,1.0
7.04,4.0,7.0,3.0,1.0
7.06,4.0,7.0,3.0,1.0
7.08,4.0,7.0,3.0,1.0
7.1,4.0,7.0,3.0,1.0
7.12,4.0,7.0,3.0,1.0
7.14,4.0,7.0,3.0,1.0
7.16,4.0,7.0,3.0,1.0
7.18,4.0,7.0,3.0,1.0
7.2,4.0,7.0,3.0,1.0
7.22,4.0,7.0,3.0,1.0
7.24,4.0,7.0,3.0,1.0
7.26,4.0,7.0,3.0,1.0
7.28,4.0,7.0,3.0,1.0
7.3,4.0,7.0,3.0,1.0
7.32,4.0,7.0,3.0,1.0
7.34,4.0,7.0,3.0,1.0
7.36,4.0,7.0,3.0,1.0
7.38,4.0,7.0,3.0,1.0
7.4,4.0,7.0,3.0,1.0
7.42,4.0,7.0,3.0,1.0
7.44,4.0,7.0,3.0,1.0
7.46,4.0,7.0,3.0,1.0
7.48,4.0,7.0,3.0,1.0
7.5,4.0,7.0,3.0,1.0
7.52,6.0,7.0,3.0,1.0
7.54,6.0,7.0,3.0,1.0
7.56,6.0,7.0,3.0,1.0
7.58,6.0,7.0,3.0,1.0
7.6,6.0,7.0,3.0,1.0
7.62,2.0,7.0,3.0,1.0
7.64,2.0,7.0,3.0,1.0
7.66,2.0,7.0,3.0,1.0
7.68,2.0,7.0,3.0,1.0
7.7,2.0,7.0,3.0,1.0
7.72,2.0,7.0,3.0,1.0
7.74,2.0,7.0,3.0,1.0
7.76,2.0,7.0,3.0,1.0
7.78,2.0,7.0,3.0,1.0
7.8,2.0,7.0,3.0,1.0
7.82,2.0,7.0,3.0,1.0
7.84,2.0,7.0,3.0,1.0
7.86,2.0,7.0,3.0,1.0
7.88,2.0,7.0,3.0,1.0
7.9,2.0,7.0,3.0,1.0
7.92,2.0,7.0,3.0,1.0
7.94,2.0,7.0,3.0,1.0
7.96,2.0,7.0,3.0,1.0
7.98,2.0,7.0,3.0,1.0
8.0,2.0,7.0,3.0,1.0
8.02,4.0,8.0,3.0,1.0
8.04,4.0,8.0,3.0,1.0
8.06,4.0,8.0,3.0,1.0
8.08,4.0,8.0,3.0,1.0
8.1,4.0,8.0,3.0,1.0
8.12,4.0,8.0,3.0,1.0
8.14,4.0,8.0,3.0,1.0
8.16,4.0,8.0,3.0,1.0
8.18,4.0,8.0,3.0,1.0
8.2,4.0,8.0,3.0,1.0
8.22,4.0,8.0,3.0,1.0
8.24,4.0,8.0,3.0,1.0
8.26,4.0,8.0,3.0,1.0
8.28,4.0,8.0,3.0,1.0
8.3,4.0,8.0,3.0,1.0
8.32,4.0,8.0,3.0,1.0
8.34,4.0,8.0,3.0,1.0
8.36,4.0,8.0,3.0,1.0
8.38,4.0,8.0,3.0,1.0
8.4,4.0,8.0,3.0,1.0
8.42,4.0,8.0,3.0,1.0
8.44,4.0,8.0,6.0,2.0
8.46,4.0,8.0,6.0,2.0
8.48,4.0,8.0,6.0,2.0
8.5,4.0,8.0,6.0,2.0
8.52,6.0,8.0,6.0,2.0
8.54,6.0,8.0,6.0,2.0
8.56,6.0,8.0,6.0,2.0
8.58,6.0,8.0,6.0,2.0
8.6,6.0,8.0,6.0,2.0
8.62,6.0,8.0,6.0,2.0
8.64,6.0,8.0,6.0,2.0
8.66,6.0,8.0,6.0,2.0
8.68,6.0,8.0,6.0,2.0
8.7,6.0,8.0,6.0,2.0
8.72,6.0,8.0,6.0,2.0
8.74,6.0,8.0,6.0,2.0
8.76,6.0,8.0,6.0,2.0
8.78,6.0,8.0,6.0,2.0
8.8,6.0,8.0,6.0,2.0
8.82,6.0,8.0,6.0,2.0
8.84,6.0,8.0,6.0,2.0
8.86,6.0,8.0,6.0,2.0
8.88,6.0,8.0,6.0,2.0
8.9,6.0,8.0,6.0,2.0
8.92,6.0,8.0,6.0,2.0
8.94,6.0,8.0,6.0,2.0
8.96,6.0,8.0,6.0,2.0
8.98,6.0,8.0,6.0,2.0
9.0,6.0,8.0,6.0,2.0
9.02,4.0,9.0,6.0,2.0
9.04,4.0,9.0,6.0,2.0
9.06,4.0,9.0,6.0,2.0
9.08,4.0,9.0,6.0,2.0
9.1,4.0,9.0,6.0,2.0
9.12,4.0,9.0,6.0,2.0
9.14,4.0,9.0,6.0,2.0
9.16,4.0,9.0,6.0,2.0
9.18,4.0,9.0,9.0,3.0
9.2,4.0,9.0,9.0,3.0
9.22,4.0,9.0,9.0,3.0
9.24,4.0,9.0,9.0,3.0
9.26,4.0,9.0,9.0,3.0
9.28,4.0,9.0,9.0,3.0
9.3,4.0,9.0,9.0,3.0
9.32,4.0,9.0,9.0,3.0
9.34,4.0,9.0,9.0,3.0
9.36,4.0,9.0,9.0,3.0
9.38,4.0,9.0,9.0,3.0
9.4,4.0,9.0,9.0,3.0
9.42,4.0,9.0,9.0,3.0
9.44,4.0,9.0,9.0,3.0
9.46,4.0,9.0,9.0,3.0
9.48,4.0,9.0,9.0,3.0
9.5,4.0,9.0,9.0,3.0
9.52,6.0,9.0,9.0,3.0
9.54,6.0,9.0,9.0,3.0
9.56,6.0,9.0,9.0,3.0
9.58,6.0,9.0,9.0,3.0
9.6,6.0,9.0,9.0,3.0
9.62,2.0,9.0,9.0,3.0
9.64,2.0,9.0,9.0,3.0
9.66,2.0,9.0,9.0,3.0
9.68,2.0,9.0,9.0,3.0
9.7,2.0,9.0,9.0,3.0
9.72,2.0,9.0,9.0,3.0
9.74,2.0,9.0,12.0,4.0
9.76,2.0,9.0,12.0,4.0
9.78,2.0,9.0,12.0,4.0
9.8,2.0,9.0,12.0,4.0
9.82,2.0,9.0,12.0,4.0
9.84,2.0,9.0,12.0,4.0
9.86,2.0,9.0,12.0,4.0
9.88,2.0,9.0,12.0,4.0
9.9,2.0,9.0,12.0,4.0
9.92,2.0,9.0,12.0,4.0
9.94,2.0,9.0,12.0,4.0
9.96,2.0,9.0,12.0,4.0
9.98,2.0,9.0,12.0,4.0
10.0,2.0,9.0,12.0,4.0
