"time","J1_w1","J2_w1","J3_w1","J4_w1"
0.0,10.0,0.0,0.0,0.0
0.01,9.91545432888,0.0999965208383,0.0,0.0
0.02,9.86031271032,0.199978251734,0.0,0.0
0.03,9.83020166997,0.299929404413,0.0,0.0
0.04,9.81830055449,0.399834195429,0.0,0.0
0.05,9.81601072708,0.499676848659,0.0,0.0
0.06,9.81379880376,0.599441597788,0.0,0.0
0.07,9.80213138827,0.699112688808,0.0,0.0
0.08,9.77240980692,0.798674382497,0.0,0.0
0.09,9.71781334484,0.89811095691,0.0,0.0
0.1,9.63396844161,0.997406709859,0.0,0.0
0.11,9.51937834036,1.09654596139,0.0,0.0
0.12,9.37557113314,1.19551305628,0.0,0.0
0.13,9.20695171063,1.29429236646,0.0,0.0
0.14,9.02037210801,1.39286829354,0.0,0.0
0.15,8.8244623045,1.49122527123,0.0,0.0
0.16,8.62878698208,1.58934776784,0.0,0.0
0.17,8.44291078571,1.68722028867,0.0,0.0
0.18,8.27546358352,1.78482737853,0.0,0.0
0.19,8.13329722559,1.88215362413,0.0,0.0
0.2,8.02081634348,1.97918365652,0.0,0.0
0.21,7.93954869619,2.07590215353,0.0,0.0
0.22,7.88799711986,2.17229384219,0.0,0.0
0.23,7.86178757324,2.26834350114,0.0,0.0
0.24,7.85409878689,2.36403596303,0.0,0.0
0.25,7.85633145884,2.45935611689,0.0,0.0
0.26,7.85895149096,2.55428891059,0.0,0.0
0.27,7.85242472396,2.64881935312,0.0,0.0
0.28,7.82815167237,2.74293251704,0.0,0.0
0.29,7.77931076096,2.83661354079,0.0,0.0
0.3,7.70152752043,2.92984763104,0.0,0.0
0.31,7.5933042367,3.02262006505,0.0,0.0
0.32,7.45616799643,3.11491619298,0.0,0.0
0.33,7.29452263688,3.20672144021,0.0,0.0
0.34,7.11521909194,3.29802130961,0.0,0.0
0.35,6.92688619185,3.38880138388,0.0,0.0
0.36,6.73908742212,3.4790473278,0.0,0.0
0.37,6.56138618391,3.56874489048,0.0,0.0
0.38,6.40241105441,3.65787990764,0.0,0.0
0.39,6.26901254589,3.74643830383,0.0,0.0
0.4,6.16559390536,3.83440609464,0.0,0.0
0.41,6.09368146076,3.82176938895,0.1,0.0
0.42,6.05177657097,3.80851439108,0.2,0.0
0.43,6.0355036714,3.79462740299,0.3,0.0
0.44,6.03803992349,3.78009482643,0.4,0.0
0.45,6.05078441063,3.76490316511,0.5,0.0
0.46,6.06420137475,3.7490390268,0.6,0.0
0.47,6.0687549516,3.73248912548,0.7,0.0
0.48,6.055843906,3.71524028342,0.8,0.0
0.49,6.01864486851,3.69727943324,0.9,0.0
0.5,5.95278153146,3.67859362001,1.0,0.0
0.51,5.85675429847,3.65917000328,1.1,0.0
0.52,5.73208833031,3.6389958591,1.2,0.0
0.53,5.58318549503,3.61805858205,1.3,0.0
0.54,5.41689471434,3.5963456872,1.4,0.0
0.55,5.24184276361,3.57384481212,1.5,0.0
0.56,5.06759103113,3.55054371879,1.6,0.0
0.57,4.90370077881,3.52643029557,1.7,0.0
0.58,4.75879840296,3.50149255909,1.8,0.0
0.59,4.63973219358,3.47571865614,1.9,0.0
0.6,4.55090313444,3.44909686556,2.0,0.0
0.61,4.49383524963,3.42161560009,2.1,0.0
0.62,4.46702755387,3.39326340818,2.2,0.0
0.63,4.46610209859,3.3640289758,2.3,0.0
0.64,4.48423362167,3.33390112825,2.4,0.0
0.65,4.51281874382,3.30286883192,2.5,0.0
0.66,4.54231920556,3.27092119599,2.6,0.0
