"time","Output"
2.3499999999999913E-002,9.4194476265754146E-006
2.3699999999999912E-002,9.4008400639873313E-006
2.3899999999999911E-002,9.3792567989965905E-006
2.4099999999999910E-002,9.3545807632604236E-006
2.4299999999999908E-002,9.3266986858257108E-006
2.4499999999999907E-002,9.2955183993336646E-006
2.4699999999999906E-002,9.2610005286136975E-006
2.4899999999999905E-002,9.2231352193602988E-006
2.5099999999999904E-002,9.1819230284101446E-006
2.5299999999999902E-002,9.1373677023068833E-006
2.5499999999999901E-002,9.0894735728397673E-006
2.5699999999999900E-002,9.0382447405583881E-006
2.5899999999999899E-002,8.9836849453494417E-006
2.6099999999999898E-002,8.9257976954272925E-006
2.6299999999999896E-002,8.8645864876514348E-006
2.6499999999999895E-002,8.8000550538853351E-006
2.6699999999999894E-002,8.7322076077678288E-006
2.6899999999999893E-002,8.6610490817515776E-006
2.7099999999999892E-002,8.5865853503427837E-006
2.7299999999999890E-002,8.5088234378971942E-006
2.7499999999999889E-002,8.4277717103237945E-006
2.7699999999999888E-002,8.3434400504877036E-006
2.7899999999999887E-002,8.2558400173253111E-006
2.8099999999999885E-002,8.1649849888184650E-006
2.8299999999999884E-002,8.0708902890709186E-006
2.8499999999999883E-002,7.9735732998089656E-006
2.8699999999999882E-002,7.8730535566963048E-006
2.8899999999999881E-002,7.7693528309134893E-006
2.9099999999999879E-002,7.6624951965058005E-006
2.9299999999999878E-002,7.5525070840502070E-006
2.9499999999999877E-002,7.4394173212325282E-006
2.9699999999999876E-002,7.3232571609599588E-006
2.9899999999999875E-002,7.2040602976618424E-006
3.0099999999999873E-002,7.0818628724532710E-006
3.0299999999999872E-002,6.9567034678517998E-006
3.0499999999999871E-002,6.8286230927476256E-006
3.0699999999999870E-002,6.6976651583322879E-006
3.0899999999999869E-002,6.5638754456906077E-006
3.1099999999999867E-002,6.4273020657554895E-006
3.1299999999999870E-002,6.2879954123159040E-006
3.1499999999999875E-002,6.1460081087550497E-006
3.1699999999999881E-002,6.0013949491788663E-006
3.1899999999999887E-002,5.8542128345751629E-006
3.2099999999999893E-002,5.7045207046209504E-006
3.2299999999999898E-002,5.5523794657305726E-006
3.2499999999999904E-002,5.3978519159103281E-006
3.2699999999999910E-002,5.2410026669567835E-006
3.2899999999999915E-002,5.0818980645062514E-006
3.3099999999999921E-002,4.9206061064123821E-006
3.3299999999999927E-002,4.7571963598976415E-006
3.3499999999999933E-002,4.5917398778930753E-006
3.3699999999999938E-002,4.4243091149493689E-006
3.3899999999999944E-002,4.2549778430710535E-006
3.4099999999999950E-002,4.0838210677950345E-006
3.4299999999999956E-002,3.9109149448046297E-006
3.4499999999999961E-002,3.7363366973410796E-006
3.4699999999999967E-002,3.5601645346463472E-006
3.4899999999999973E-002,3.3824775716438859E-006
3.5099999999999978E-002,3.2033557500382019E-006
3.5299999999999984E-002,3.0228797609894219E-006
3.5499999999999990E-002,2.8411309694958393E-006
3.5699999999999996E-002,2.6581913405955545E-006
3.5900000000000001E-002,2.4741433674779083E-006
3.6000000000000004E-002,2.3817296581303438E-006
3.6200000000000010E-002,2.1961748272106496E-006
3.6400000000000016E-002,2.0097197419625669E-006
3.6600000000000021E-002,1.8224482070350578E-006
3.6800000000000027E-002,1.6344442568902738E-006
3.7000000000000033E-002,1.4457920952624604E-006
3.7200000000000039E-002,1.2565760367161037E-006
3.7400000000000044E-002,1.0668804502853651E-006
3.7600000000000050E-002,8.7678970516785000E-007
3.7800000000000056E-002,6.8638811843789231E-007
3.8000000000000062E-002,4.9575990473773807E-007
3.8200000000000067E-002,3.0498912789920455E-007
3.8400000000000073E-002,1.1415965444353567E-007
3.8600000000000079E-002,-7.6644891096826809E-008
3.8800000000000084E-002,-2.6734116909402586E-007
3.9000000000000090E-002,-4.5784616604004544E-007
3.9200000000000096E-002,-6.4807723412513915E-007
3.9400000000000102E-002,-8.3795212924429082E-007
3.9600000000000107E-002,-1.0273890474971745E-006
3.9800000000000113E-002,-1.2163066602471904E-006
4.0000000000000119E-002,-1.4046241478048235E-006
4.0200000000000125E-002,-1.5922612317998410E-006
4.0400000000000130E-002,-1.7791382063057835E-006
4.0600000000000136E-002,-1.9651759677788320E-006
4.0800000000000142E-002,-2.1502960438715276E-006
4.1000000000000147E-002,-2.3344206211799621E-006
4.1200000000000153E-002,-2.5174725719810735E-006
4.1400000000000159E-002,-2.6993754800144969E-006
4.1600000000000165E-002,-2.8800536653611690E-006
4.1800000000000170E-002,-3.0594322084685128E-006
4.2000000000000176E-002,-3.2374369733696201E-006
4.2200000000000182E-002,-3.4139946301413898E-006
4.2400000000000188E-002,-3.5890326766441040E-006
4.2600000000000193E-002,-3.7624794595824602E-006
4.2800000000000199E-002,-3.9342641949256131E-006
4.3000000000000205E-002,-4.1043169877213516E-006
4.3200000000000210E-002,-4.2725688513371786E-006
4.3400000000000216E-002,-4.4389517261586939E-006
4.3600000000000222E-002,-4.6033984977734484E-006
4.3800000000000228E-002,-4.7658430146662199E-006
4.4000000000000233E-002,-4.9262201054495474E-006
4.4200000000000239E-002,-5.0844655956513124E-006
4.4400000000000245E-002,-5.2405163240792107E-006
4.4600000000000251E-002,-5.3943101587800614E-006
4.4800000000000256E-002,-5.5457860126101509E-006
4.5000000000000262E-002,-5.6948838584310805E-006
4.5200000000000268E-002,-5.8415447439440124E-006
4.5400000000000273E-002,-5.9857108061736737E-006
4.5600000000000279E-002,-6.1273252856120591E-006
4.5800000000000285E-002,-6.2663325400304419E-006
4.6000000000000291E-002,-6.4026780579670415E-006
4.6200000000000296E-002,-6.5363084718965305E-006
4.6400000000000302E-002,-6.6671715710864827E-006
4.6600000000000308E-002,-6.7952163141448505E-006
4.6800000000000314E-002,-6.9203928412616371E-006
4.7000000000000319E-002,-7.0426524861470739E-006
4.7200000000000325E-002,-7.1619477876678150E-006
4.7400000000000331E-002,-7.2782325011819699E-006
4.7600000000000336E-002,-7.3914616095731358E-006
4.7800000000000342E-002,-7.5015913339829920E-006
4.8000000000000348E-002,-7.6085791442414984E-006
4.8200000000000354E-002,-7.7123837689933075E-006
4.8400000000000359E-002,-7.8129652055184980E-006
4.8600000000000365E-002,-7.9102847292454747E-006
4.8800000000000371E-002,-8.0043049029534897E-006
4.9000000000000377E-002,-8.0949895856620014E-006
4.9200000000000382E-002,-8.1823039412038624E-006
4.9400000000000388E-002,-8.2662144464791223E-006
4.9600000000000394E-002,-8.3466888993861171E-006
4.9800000000000400E-002,-8.4236964264263836E-006
5.0000000000000405E-002,-8.4972074899798571E-006
5.0200000000000411E-002,-8.5671938952467867E-006
5.0400000000000417E-002,-8.6336287968527907E-006
5.0600000000000422E-002,-8.6964867051134652E-006
5.0800000000000428E-002,-8.7557434919550171E-006
5.1000000000000434E-002,-8.8113763964874772E-006
5.1200000000000440E-002,-8.8633640302271114E-006
5.1400000000000445E-002,-8.9117251476935231E-006
5.1600000000000451E-002,-8.9565998354180102E-006
5.1800000000000457E-002,-8.9981935003865725E-006
5.2000000000000463E-002,-9.0367268003216625E-006
5.2200000000000468E-002,-9.0724154426943066E-006
5.2400000000000474E-002,-9.1054616900736775E-006
5.2600000000000480E-002,-9.1360505187466502E-006
5.2800000000000485E-002,-9.1643476971262860E-006
5.3000000000000491E-002,-9.1904987286939529E-006
5.3200000000000497E-002,-9.2146282548285558E-006
5.3400000000000503E-002,-9.2368397636580689E-006
5.3600000000000508E-002,-9.2572155462833972E-006
5.3800000000000514E-002,-9.2758168764430889E-006
5.4000000000000520E-002,-9.2926844009438786E-006
5.4200000000000526E-002,-9.3078387304332342E-006
5.4400000000000531E-002,-9.3212812190045864E-006
5.4600000000000537E-002,-9.3329949189496195E-006
5.4800000000000543E-002,-9.3429456946115111E-006
5.5000000000000548E-002,-9.3510834771277548E-006
5.5200000000000554E-002,-9.3573436400465962E-006
5.5400000000000560E-002,-9.3616484744323694E-006
5.5600000000000566E-002,-9.3639087411731112E-006
5.5800000000000571E-002,-9.3640252777756854E-006
5.6000000000000577E-002,-9.3618906369689816E-006
5.6200000000000583E-002,-9.3573907349116167E-006
5.6400000000000589E-002,-9.3504064876831014E-006
5.6600000000000594E-002,-9.3408154159842549E-006
5.6800000000000600E-002,-9.3284931995347718E-006
5.7000000000000606E-002,-9.3133151644788893E-006
5.7200000000000611E-002,-9.2951576891373418E-006
5.7400000000000617E-002,-9.2738995156166530E-006
5.7600000000000623E-002,-9.2494229570476482E-006
5.7800000000000629E-002,-9.2216151356306705E-006
5.8000000000000634E-002,-9.1903946125353075E-006
5.8200000000000640E-002,-9.1557351957248198E-006
5.8400000000000646E-002,-9.1176343376427812E-006
5.8600000000000652E-002,-9.0760975906071424E-006
5.8800000000000657E-002,-9.0311327787951326E-006
5.9000000000000663E-002,-8.9827479413945011E-006
5.9200000000000669E-002,-8.9309507337434641E-006
5.9400000000000674E-002,-8.8757483862552487E-006
5.9600000000000680E-002,-8.8171478706149705E-006
5.9800000000000686E-002,-8.7551561366185422E-006
6.0000000000000692E-002,-8.6897803662785675E-006
6.0200000000000697E-002,-8.6210282242649164E-006
6.0400000000000703E-002,-8.5489080964245644E-006
6.0600000000000709E-002,-8.4734293131126799E-006
6.0800000000000715E-002,-8.3946023560619000E-006
6.1000000000000720E-002,-8.3124390483457813E-006
6.1200000000000726E-002,-8.2269527273657466E-006
6.1400000000000732E-002,-8.1381584009841313E-006
6.1600000000000737E-002,-8.0460728870462001E-006
6.1800000000000743E-002,-7.9507149366225192E-006
6.2000000000000749E-002,-7.8521053413756578E-006
6.2200000000000755E-002,-7.7502670255178779E-006
6.2400000000000760E-002,-7.6452251228814118E-006
6.2600000000000766E-002,-7.5370070396709355E-006
6.2800000000000772E-002,-7.4256425035092932E-006
6.3000000000000778E-002,-7.3111635994223096E-006
6.3200000000000783E-002,-7.1936047934371587E-006
6.3400000000000789E-002,-7.0730029444909398E-006
6.3600000000000795E-002,-6.9493973053624790E-006
6.3800000000000801E-002,-6.8228295133508003E-006
6.4000000000000806E-002,-6.6933435714287991E-006
6.4200000000000812E-002,-6.5609858206004330E-006
6.4400000000000818E-002,-6.4258049041848687E-006
6.4600000000000823E-002,-6.2878517247416131E-006
6.4800000000000829E-002,-6.1471793943372493E-006
6.5000000000000835E-002,-6.0038431788373943E-006
6.5200000000000841E-002,-5.8579004368871854E-006
6.5400000000000846E-002,-5.7094105542206037E-006
6.5600000000000852E-002,-5.5584348739134088E-006
6.5800000000000858E-002,-5.4050366231669895E-006
6.6000000000000864E-002,-5.2492808371813435E-006
6.6200000000000869E-002,-5.0912342806449227E-006
6.6400000000000875E-002,-4.9309653673378621E-006
6.6600000000000881E-002,-4.7685440783130856E-006
6.6800000000000886E-002,-4.6040418790876394E-006
6.7000000000000892E-002,-4.4375316362443007E-006
6.7200000000000898E-002,-4.2690875338115057E-006
6.7400000000000904E-002,-4.0987849897580878E-006
6.7600000000000909E-002,-3.9267005729083844E-006
6.7800000000000915E-002,-3.7529119205532151E-006
6.8000000000000921E-002,-3.5774976570031284E-006
6.8200000000000927E-002,-3.4005373133023679E-006
6.8400000000000932E-002,-3.2221112482952344E-006
6.8600000000000938E-002,-3.0423005712111045E-006
6.8800000000000944E-002,-2.8611870659102909E-006
6.9000000000000949E-002,-2.6788531169102937E-006
6.9200000000000955E-002,-2.4953816372908004E-006
6.9400000000000961E-002,-2.3108559985560772E-006
6.9600000000000967E-002,-2.1253599625151280E-006
6.9800000000000972E-002,-1.9389776152232078E-006
7.0000000000000978E-002,-1.7517933030128976E-006
7.0200000000000984E-002,-1.5638915706289816E-006
7.0400000000000990E-002,-1.3753571014687486E-006
7.0600000000000995E-002,-1.1862746599180281E-006
7.0800000000001001E-002,-9.9672903576322359E-007
7.1000000000001007E-002,-8.0680499065073618E-007
7.1200000000001012E-002,-6.1658720655744648E-007
7.1400000000001018E-002,-4.2616023622926710E-007
7.1600000000001024E-002,-2.3560845553910840E-007
7.1800000000001030E-002,-4.5016017710880679E-008
7.2000000000001035E-002,1.4553319064770212E-007
7.2200000000001041E-002,3.3595559176381815E-007
7.2400000000001047E-002,5.2616795723235306E-007
7.2600000000001053E-002,7.1608744692711420E-007
7.2800000000001058E-002,9.0563164635576970E-007
7.3000000000001064E-002,1.0947186025243386E-006
7.3200000000001070E-002,1.2832668583770659E-006
7.3400000000001075E-002,1.4711954858770942E-006
7.3600000000001081E-002,1.6584241177925243E-006
7.3800000000001087E-002,1.8448729782513210E-006
7.4000000000001093E-002,2.0304629121270749E-006
7.4200000000001098E-002,2.2151154133159493E-006
7.4400000000001104E-002,2.3987526519632477E-006
7.4600000000001110E-002,2.5812975006959790E-006
7.4800000000001116E-002,2.7626735599155809E-006
7.5000000000001121E-002,2.9428051822026640E-006
7.5200000000001127E-002,3.1216174958832444E-006
7.5400000000001133E-002,3.2990364278034728E-006
7.5600000000001139E-002,3.4749887253574151E-006
7.5800000000001144E-002,3.6494019778099190E-006
7.6000000000001150E-002,3.8222046369541308E-006
7.6200000000001156E-002,3.9933260371407505E-006
7.6400000000001161E-002,4.1626964147136963E-006
7.6600000000001167E-002,4.3302469268844344E-006
7.6800000000001173E-002,4.4959096700749329E-006
7.7000000000001179E-002,4.6596176977569107E-006
7.7200000000001184E-002,4.8213050378128546E-006
7.7400000000001190E-002,4.9809067094421975E-006
7.7600000000001196E-002,5.1383587396339535E-006
7.7800000000001202E-002,5.2935981792252251E-006
7.8000000000001207E-002,5.4465631185630803E-006
7.8200000000001213E-002,5.5971927027855599E-006
7.8400000000001219E-002,5.7454271467358769E-006
7.8600000000001224E-002,5.8912077495222963E-006
7.8800000000001230E-002,6.0344769087346479E-006
7.9000000000001236E-002,6.1751781343270617E-006
7.9200000000001242E-002,6.3132560621751557E-006
7.9400000000001247E-002,6.4486564673146816E-006
7.9600000000001253E-002,6.5813262768674786E-006
7.9800000000001259E-002,6.7112135826595258E-006
8.0000000000001265E-002,6.8382676535348764E-006
8.0200000000001270E-002,6.9624389473683530E-006
8.0400000000001276E-002,7.0836791227790347E-006
8.0600000000001282E-002,7.2019410505458205E-006
8.0800000000001287E-002,7.3171788247256212E-006
8.1000000000001293E-002,7.4293477734741162E-006
8.1200000000001299E-002,7.5384044695684393E-006
8.1400000000001305E-002,7.6443067406306424E-006
8.1600000000001310E-002,7.7470136790503280E-006
8.1800000000001316E-002,7.8464856516044274E-006
8.2000000000001322E-002,7.9426843087717957E-006
8.2200000000001328E-002,8.0355725937399076E-006
8.2400000000001333E-002,8.1251147511007937E-006
8.2600000000001339E-002,8.2112763352330246E-006
8.2800000000001345E-002,8.2940242183664655E-006
8.3000000000001350E-002,8.3733265983263534E-006
8.3200000000001356E-002,8.4491530059531459E-006
8.3400000000001362E-002,8.5214743121945335E-006
8.3600000000001368E-002,8.5902627348659788E-006
8.3800000000001373E-002,8.6554918450761478E-006
8.4000000000001379E-002,8.7171365733135881E-006
8.4200000000001385E-002,8.7751732151911205E-006
8.4400000000001391E-002,8.8295794368444305E-006
8.4600000000001396E-002,8.8803368544254989E-006
8.4800000000001402E-002,8.9275007690848018E-006
8.5000000000001408E-002,8.9712429562995534E-006
8.5200000000001413E-002,9.0117778120351547E-006
8.5400000000001419E-002,9.0493259046853520E-006
8.5600000000001425E-002,9.0840991005609989E-006
8.5800000000001431E-002,9.1162941731298732E-006
8.6000000000001436E-002,9.1460898155479757E-006
8.6200000000001442E-002,9.1736450896629482E-006
8.6400000000001448E-002,9.1990985537367635E-006
8.6600000000001454E-002,9.2225677792076973E-006
8.6800000000001459E-002,9.2441491465697299E-006
8.7000000000001465E-002,9.2639178780350487E-006
8.7200000000001471E-002,9.2819282886346608E-006
8.7400000000001477E-002,9.2982142445305854E-006
8.7600000000001482E-002,9.3127898180050298E-006
8.7800000000001488E-002,9.3256501269652407E-006
8.8000000000001494E-002,9.3367723444925164E-006
8.8200000000001499E-002,9.3461168616378745E-006
8.8400000000001505E-002,9.3536285846083806E-006
8.8600000000001511E-002,9.3592383458229160E-006
8.8800000000001517E-002,9.3628644071009103E-006
8.9000000000001522E-002,9.3644140325037658E-006
8.9200000000001528E-002,9.3637851080768579E-006
8.9400000000001534E-002,9.3608677859253309E-006
8.9600000000001540E-002,9.3555461306724449E-006
8.9800000000001545E-002,9.3476997473582495E-006
9.0000000000001551E-002,9.3372053711939200E-006
9.0200000000001557E-002,9.3239384012422748E-006
9.0400000000001562E-002,9.3077743619923996E-006
9.0600000000001568E-002,9.2885902788784511E-006
9.0800000000001574E-002,9.2662659560010345E-006
9.1000000000001580E-002,9.2406851465871933E-006
9.1200000000001585E-002,9.2117404298836352E-006
9.1400000000001591E-002,9.1793710885183171E-006
9.1600000000001597E-002,9.1435609100595022E-006
9.1800000000001603E-002,9.1043108381395393E-006
9.2000000000001608E-002,9.0616274662872925E-006
9.2200000000001614E-002,9.0155187780352913E-006
9.2400000000001620E-002,8.9659926971024151E-006
9.2600000000001625E-002,8.9130567215709157E-006
9.2800000000001631E-002,8.8567179702483458E-006
9.3000000000001637E-002,8.7969833795644583E-006
9.3200000000001643E-002,8.7338599489584960E-006
9.3400000000001648E-002,8.6673549948543202E-006
9.3600000000001654E-002,8.5974763975508781E-006
9.3800000000001660E-002,8.5242328348374140E-006
9.4000000000001666E-002,8.4476339998870819E-006
9.4200000000001671E-002,8.3676908024934296E-006
9.4400000000001677E-002,8.2844155533542366E-006
9.4600000000001683E-002,8.1978221314061350E-006
9.4800000000001688E-002,8.1079261343767967E-006
9.5000000000001694E-002,8.0147450128290300E-006
9.5200000000001700E-002,7.9182981880535298E-006
9.5400000000001706E-002,7.8186071542359642E-006
9.5600000000001711E-002,7.7156955653841612E-006
9.5800000000001717E-002,7.6095893075536701E-006
9.6000000000001723E-002,7.5003165569558152E-006
9.6200000000001729E-002,7.3879078245715741E-006
9.6400000000001734E-002,7.2723959879273130E-006
9.6600000000001740E-002,7.1538163107148713E-006
9.6800000000001746E-002,7.0322064509587342E-006
9.7000000000001751E-002,6.9076064584473639E-006
9.7200000000001757E-002,6.7800587621543656E-006
9.7400000000001763E-002,6.6496081483784630E-006
9.7600000000001769E-002,6.5163017303294703E-006
9.7800000000001774E-002,6.3801889098809480E-006
9.8000000000001780E-002,6.2413213321995175E-006
9.8200000000001786E-002,6.0997528339461145E-006
9.8400000000001792E-002,5.9555393857263181E-006
9.8600000000001797E-002,5.8087390294456723E-006
9.8800000000001803E-002,5.6594118112019760E-006
9.9000000000001809E-002,5.5076197103203455E-006
9.9200000000001815E-002,5.3534265651087810E-006
9.9400000000001820E-002,5.1968979958823819E-006
9.9600000000001826E-002,5.0381013257735881E-006
9.9800000000001832E-002,4.8771054998143265E-006
1.0000000000000001E-001,4.7139810027453225E-006
