"time","J1_w","J2_w","J3_w","J4_w"
0,10,0,0,0
0.1,9.63874,0.997418,-5.50096e-033,-0
0.2,8.02034,1.97921,-5.50093e-033,-0
0.3,7.70623,2.92988,-5.88331e-033,-0
0.4,6.16508,3.83446,-5.80186e-033,-0
0.4,6.16508,3.83446,-5.80186e-033,-0
0.5,5.95725,3.67865,1,0
0.6,4.55017,3.44917,2,0
0.7,4.50214,3.13384,3,0
0.709793,4.42518,3.09793,3.09793,0
0.709793,4.42518,3.09793,3.09793,0
0.709793,4.42518,3.09793,3.09793,0
0.791206,3.33715,3.33715,3.33715,0
0.791206,3.33715,3.33715,3.33715,0
0.791275,3.33709,3.33709,3.33709,0
0.8,3.33313,3.33313,3.33313,0
0.831167,3.37999,3.37999,3.37999,0
0.831167,3.37999,3.37999,3.37999,0
0.831167,3.37999,3.37999,3.37999,0
0.831167,3.37999,3.37999,3.37999,0
0.831167,3.37999,3.37999,3.37999,0
0.831167,3.37999,3.37999,3.37999,0
0.9,3.55577,3.54005,3.54005,0
0.9,3.55577,3.54005,3.54005,0
0.902331,3.54501,3.54501,3.54501,0
0.902331,3.54501,3.54501,3.54501,0
0.906553,3.52898,3.52898,3.52898,0.0422204
1,3.0077,3.0077,3.0077,0.976686
1.00033,3.00659,3.00659,3.00659,0.980019
1.00033,3.00659,3.00659,3.00659,0.980019
1.00033,3.00659,3.00659,3.00659,0.980019
1.00033,3.00659,3.00659,3.00659,0.980019
1.00033,3.00659,3.00659,3.00659,0.980019
1.00033,3.00659,3.00659,3.00659,0.980019
1.1,3.3948,2.63239,2.63239,1.97669
1.14401,3.06521,2.44775,2.44775,2.41678
1.14617,3.04102,2.43838,2.43838,2.43838
1.14617,3.04102,2.43838,2.43838,2.43838
1.2,2.63218,2.45584,2.45584,2.45584
1.25063,2.9408,2.4612,2.4612,2.4612
1.25063,2.9408,2.4612,2.4612,2.4612
1.25063,2.9408,2.4612,2.4612,2.4612
1.3,3.25283,2.4612,2.4612,2.4612
1.4,2.61606,2.4612,2.4612,2.4612
1.5,3.25261,2.4612,2.4612,2.4612
1.5,3.25261,2.4612,2.4612,2.4612
