"time","g","e","h","der(h)","v","der(v)"
2.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,6.55669000000000E-01,-2.55060000000000E+00,-2.55060000000000E+00,-9.81000000000000E+00
2.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,6.29182000000000E-01,-2.64870000000000E+00,-2.64870000000000E+00,-9.81000000000000E+00
2.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,6.01714000000000E-01,-2.74680000000000E+00,-2.74680000000000E+00,-9.81000000000000E+00
2.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,5.73265000000000E-01,-2.84490000000000E+00,-2.84490000000000E+00,-9.81000000000000E+00
3.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,5.43835000000000E-01,-2.94300000000000E+00,-2.94300000000000E+00,-9.81000000000000E+00
3.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,5.13424000000000E-01,-3.04110000000000E+00,-3.04110000000000E+00,-9.81000000000000E+00
3.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.82032000000000E-01,-3.13920000000000E+00,-3.13920000000000E+00,-9.81000000000000E+00
3.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.49659000000000E-01,-3.23730000000000E+00,-3.23730000000000E+00,-9.81000000000000E+00
3.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.16305000000000E-01,-3.33540000000000E+00,-3.33540000000000E+00,-9.81000000000000E+00
3.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.81970000000000E-01,-3.43350000000000E+00,-3.43350000000000E+00,-9.81000000000000E+00
3.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.46654000000000E-01,-3.53160000000000E+00,-3.53160000000000E+00,-9.81000000000000E+00
3.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.10357000000000E-01,-3.62970000000000E+00,-3.62970000000000E+00,-9.81000000000000E+00
3.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.73079000000000E-01,-3.72780000000000E+00,-3.72780000000000E+00,-9.81000000000000E+00
3.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.34820000000000E-01,-3.82590000000000E+00,-3.82590000000000E+00,-9.81000000000000E+00
4.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.95580000000000E-01,-3.92400000000000E+00,-3.92400000000000E+00,-9.81000000000000E+00
4.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.55359000000000E-01,-4.02210000000000E+00,-4.02210000000000E+00,-9.81000000000000E+00
4.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.14157000000000E-01,-4.12020000000000E+00,-4.12020000000000E+00,-9.81000000000000E+00
4.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,7.19740000000001E-02,-4.21830000000000E+00,-4.21830000000000E+00,-9.81000000000000E+00
4.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.88100000000001E-02,-4.31640000000000E+00,-4.31640000000000E+00,-9.81000000000000E+00
4.46526232430769E-01,9.81000000000000E+00,7.00000000000000E-01,-3.25330040684690E-14,-4.38042234014585E+00,-4.38042234014585E+00,-9.81000000000000E+00
4.46526232430769E-01,9.81000000000000E+00,7.00000000000000E-01,-3.25330040684690E-14,3.06629563810209E+00,3.06629563810209E+00,-9.81000000000000E+00
4.46526232430788E-01,9.81000000000000E+00,7.00000000000000E-01,2.51270460330504E-14,3.06629563810191E+00,3.06629563810191E+00,-9.81000000000000E+00
4.46526232430788E-01,9.81000000000000E+00,7.00000000000000E-01,2.51270460330504E-14,3.06629563810191E+00,3.06629563810191E+00,-9.81000000000000E+00
4.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.03110602344938E-02,3.03221797824794E+00,3.03221797824794E+00,-9.81000000000000E+00
4.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.96522400169732E-02,2.93411797824794E+00,2.93411797824794E+00,-9.81000000000000E+00
4.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,6.80124197994526E-02,2.83601797824794E+00,2.83601797824794E+00,-9.81000000000000E+00
4.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,9.53915995819319E-02,2.73791797824794E+00,2.73791797824794E+00,-9.81000000000000E+00
4.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.21789779364411E-01,2.63981797824794E+00,2.63981797824794E+00,-9.81000000000000E+00
5.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.47206959146891E-01,2.54171797824794E+00,2.54171797824794E+00,-9.81000000000000E+00
5.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.71643138929370E-01,2.44361797824794E+00,2.44361797824794E+00,-9.81000000000000E+00
5.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.95098318711849E-01,2.34551797824794E+00,2.34551797824794E+00,-9.81000000000000E+00
5.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.17572498494329E-01,2.24741797824794E+00,2.24741797824794E+00,-9.81000000000000E+00
5.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.39065678276808E-01,2.14931797824794E+00,2.14931797824794E+00,-9.81000000000000E+00
5.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.59577858059288E-01,2.05121797824794E+00,2.05121797824794E+00,-9.81000000000000E+00
5.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.79109037841767E-01,1.95311797824794E+00,1.95311797824794E+00,-9.81000000000000E+00
5.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.97659217624246E-01,1.85501797824794E+00,1.85501797824794E+00,-9.81000000000000E+00
5.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.15228397406726E-01,1.75691797824794E+00,1.75691797824794E+00,-9.81000000000000E+00
5.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.31816577189205E-01,1.65881797824794E+00,1.65881797824794E+00,-9.81000000000000E+00
6.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.47423756971684E-01,1.56071797824794E+00,1.56071797824794E+00,-9.81000000000000E+00
6.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.62049936754164E-01,1.46261797824794E+00,1.46261797824794E+00,-9.81000000000000E+00
6.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.75695116536643E-01,1.36451797824794E+00,1.36451797824794E+00,-9.81000000000000E+00
6.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.88359296319122E-01,1.26641797824794E+00,1.26641797824794E+00,-9.81000000000000E+00
6.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.00042476101602E-01,1.16831797824794E+00,1.16831797824794E+00,-9.81000000000000E+00
6.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.10744655884081E-01,1.07021797824794E+00,1.07021797824794E+00,-9.81000000000000E+00
6.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.20465835666560E-01,9.72117978247938E-01,9.72117978247938E-01,-9.81000000000000E+00
6.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.29206015449040E-01,8.74017978247938E-01,8.74017978247938E-01,-9.81000000000000E+00
6.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.36965195231519E-01,7.75917978247938E-01,7.75917978247938E-01,-9.81000000000000E+00
6.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.43743375013999E-01,6.77817978247938E-01,6.77817978247938E-01,-9.81000000000000E+00
7.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.49540554796478E-01,5.79717978247938E-01,5.79717978247938E-01,-9.81000000000000E+00
7.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.54356734578957E-01,4.81617978247939E-01,4.81617978247939E-01,-9.81000000000000E+00
7.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.58191914361437E-01,3.83517978247939E-01,3.83517978247939E-01,-9.81000000000000E+00
7.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.61046094143916E-01,2.85417978247939E-01,2.85417978247939E-01,-9.81000000000000E+00
7.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.62919273926395E-01,1.87317978247939E-01,1.87317978247939E-01,-9.81000000000000E+00
7.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.63811453708875E-01,8.92179782479391E-02,8.92179782479391E-02,-9.81000000000000E+00
7.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.63722633491354E-01,-8.88202175206089E-03,-8.88202175206089E-03,-9.81000000000000E+00
7.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.62652813273834E-01,-1.06982021752061E-01,-1.06982021752061E-01,-9.81000000000000E+00
7.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.60601993056313E-01,-2.05082021752061E-01,-2.05082021752061E-01,-9.81000000000000E+00
7.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.57570172838792E-01,-3.03182021752061E-01,-3.03182021752061E-01,-9.81000000000000E+00
8.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.53557352621272E-01,-4.01282021752061E-01,-4.01282021752061E-01,-9.81000000000000E+00
8.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.48563532403751E-01,-4.99382021752061E-01,-4.99382021752061E-01,-9.81000000000000E+00
8.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.42588712186231E-01,-5.97482021752061E-01,-5.97482021752061E-01,-9.81000000000000E+00
8.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.35632891968710E-01,-6.95582021752061E-01,-6.95582021752061E-01,-9.81000000000000E+00
8.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.27696071751189E-01,-7.93682021752060E-01,-7.93682021752060E-01,-9.81000000000000E+00
8.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.18778251533669E-01,-8.91782021752060E-01,-8.91782021752060E-01,-9.81000000000000E+00
8.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,4.08879431316148E-01,-9.89882021752060E-01,-9.89882021752060E-01,-9.81000000000000E+00
8.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.97999611098628E-01,-1.08798202175206E+00,-1.08798202175206E+00,-9.81000000000000E+00
8.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.86138790881107E-01,-1.18608202175206E+00,-1.18608202175206E+00,-9.81000000000000E+00
8.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.73296970663586E-01,-1.28418202175206E+00,-1.28418202175206E+00,-9.81000000000000E+00
9.00000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.59474150446066E-01,-1.38228202175206E+00,-1.38228202175206E+00,-9.81000000000000E+00
9.10000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.44670330228545E-01,-1.48038202175206E+00,-1.48038202175206E+00,-9.81000000000000E+00
9.20000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.28885510011024E-01,-1.57848202175206E+00,-1.57848202175206E+00,-9.81000000000000E+00
9.30000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,3.12119689793504E-01,-1.67658202175206E+00,-1.67658202175206E+00,-9.81000000000000E+00
9.40000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.94372869575983E-01,-1.77468202175206E+00,-1.77468202175206E+00,-9.81000000000000E+00
9.50000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.75645049358463E-01,-1.87278202175206E+00,-1.87278202175206E+00,-9.81000000000000E+00
9.60000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.55936229140942E-01,-1.97088202175206E+00,-1.97088202175206E+00,-9.81000000000000E+00
9.70000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.35246408923422E-01,-2.06898202175206E+00,-2.06898202175206E+00,-9.81000000000000E+00
9.80000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,2.13575588705901E-01,-2.16708202175206E+00,-2.16708202175206E+00,-9.81000000000000E+00
9.90000000000000E-01,9.81000000000000E+00,7.00000000000000E-01,1.90923768488380E-01,-2.26518202175206E+00,-2.26518202175206E+00,-9.81000000000000E+00
1.00000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.67290948270860E-01,-2.36328202175206E+00,-2.36328202175206E+00,-9.81000000000000E+00
1.01000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.42677128053339E-01,-2.46138202175206E+00,-2.46138202175206E+00,-9.81000000000000E+00
1.02000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.17082307835819E-01,-2.55948202175206E+00,-2.55948202175206E+00,-9.81000000000000E+00
1.03000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.05064876182980E-02,-2.65758202175206E+00,-2.65758202175206E+00,-9.81000000000000E+00
1.04000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,6.29496674007773E-02,-2.75568202175206E+00,-2.75568202175206E+00,-9.81000000000000E+00
1.05000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,3.44118471832568E-02,-2.85378202175206E+00,-2.85378202175206E+00,-9.81000000000000E+00
1.06000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,4.89302696573615E-03,-2.95188202175206E+00,-2.95188202175206E+00,-9.81000000000000E+00
1.06162238820989E+00,9.81000000000000E+00,7.00000000000000E-01,-1.00648656076174E-14,-2.96779765009109E+00,-2.96779765009109E+00,-9.81000000000000E+00
1.06162238820989E+00,9.81000000000000E+00,7.00000000000000E-01,-1.00648656076174E-14,2.07745835506376E+00,2.07745835506376E+00,-9.81000000000000E+00
1.06162238820990E+00,9.81000000000000E+00,7.00000000000000E-01,1.42734538381359E-14,2.07745835506365E+00,2.07745835506365E+00,-9.81000000000000E+00
1.06162238820990E+00,9.81000000000000E+00,7.00000000000000E-01,1.42734538381359E-14,2.07745835506365E+00,2.07745835506365E+00,-9.81000000000000E+00
1.07000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.65823752829174E-02,1.99527398340280E+00,1.99527398340280E+00,-9.81000000000000E+00
1.08000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,3.58724549991933E-02,1.89717398340280E+00,1.89717398340280E+00,-9.81000000000000E+00
1.09000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,5.42963081273039E-02,1.79907398340280E+00,1.79907398340280E+00,-9.81000000000000E+00
1.10000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,7.17774190593595E-02,1.70097398340280E+00,1.70097398340280E+00,-9.81000000000000E+00
1.11000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,8.82902825927299E-02,1.60287398340280E+00,1.60287398340280E+00,-9.81000000000000E+00
1.12000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.03826396993205E-01,1.50477398340280E+00,1.50477398340280E+00,-9.81000000000000E+00
1.13000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.18382928349383E-01,1.40667398340280E+00,1.40667398340280E+00,-9.81000000000000E+00
1.14000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.31958932024127E-01,1.30857398340280E+00,1.30857398340280E+00,-9.81000000000000E+00
1.15000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.44554093138394E-01,1.21047398340280E+00,1.21047398340280E+00,-9.81000000000000E+00
1.16000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.56168306732501E-01,1.11237398340280E+00,1.11237398340280E+00,-9.81000000000000E+00
1.17000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.66801537819889E-01,1.01427398340280E+00,1.01427398340280E+00,-9.81000000000000E+00
1.18000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.76453774738370E-01,9.16173983402799E-01,9.16173983402799E-01,-9.81000000000000E+00
1.19000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.85125013600549E-01,8.18073983402799E-01,8.18073983402799E-01,-9.81000000000000E+00
1.20000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.92815253110628E-01,7.19973983402799E-01,7.19973983402799E-01,-9.81000000000000E+00
1.21000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.99524492836672E-01,6.21873983402799E-01,6.21873983402799E-01,-9.81000000000000E+00
1.22000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.05252732634706E-01,5.23773983402799E-01,5.23773983402799E-01,-9.81000000000000E+00
1.23000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.09999972456736E-01,4.25673983402799E-01,4.25673983402799E-01,-9.81000000000000E+00
1.24000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.13766212286764E-01,3.27573983402799E-01,3.27573983402799E-01,-9.81000000000000E+00
1.25000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.16551452119459E-01,2.29473983402799E-01,2.29473983402799E-01,-9.81000000000000E+00
1.26000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.18355691953043E-01,1.31373983402799E-01,1.31373983402799E-01,-9.81000000000000E+00
1.27000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.19178931786923E-01,3.32739834027992E-02,3.32739834027992E-02,-9.81000000000000E+00
1.28000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.19021171620901E-01,-6.48260165972008E-02,-6.48260165972008E-02,-9.81000000000000E+00
1.29000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.17882411454913E-01,-1.62926016597201E-01,-1.62926016597201E-01,-9.81000000000000E+00
1.30000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.15762651288935E-01,-2.61026016597201E-01,-2.61026016597201E-01,-9.81000000000000E+00
1.31000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.12661891122962E-01,-3.59126016597201E-01,-3.59126016597201E-01,-9.81000000000000E+00
1.32000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.08580130956989E-01,-4.57226016597201E-01,-4.57226016597201E-01,-9.81000000000000E+00
1.33000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.03517370791017E-01,-5.55326016597201E-01,-5.55326016597201E-01,-9.81000000000000E+00
1.34000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.97473610625045E-01,-6.53426016597201E-01,-6.53426016597201E-01,-9.81000000000000E+00
1.35000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.90448850459073E-01,-7.51526016597201E-01,-7.51526016597201E-01,-9.81000000000000E+00
1.36000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.82443090293101E-01,-8.49626016597201E-01,-8.49626016597201E-01,-9.81000000000000E+00
1.37000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.73456330127129E-01,-9.47726016597201E-01,-9.47726016597201E-01,-9.81000000000000E+00
1.38000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.63488569961157E-01,-1.04582601659720E+00,-1.04582601659720E+00,-9.81000000000000E+00
1.39000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.52539809795185E-01,-1.14392601659720E+00,-1.14392601659720E+00,-9.81000000000000E+00
1.40000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.40610049629213E-01,-1.24202601659720E+00,-1.24202601659720E+00,-9.81000000000000E+00
1.41000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.27699289463241E-01,-1.34012601659720E+00,-1.34012601659720E+00,-9.81000000000000E+00
1.42000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.13807529297269E-01,-1.43822601659720E+00,-1.43822601659720E+00,-9.81000000000000E+00
1.43000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.89347691312970E-02,-1.53632601659720E+00,-1.53632601659720E+00,-9.81000000000000E+00
1.44000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,8.30810089653250E-02,-1.63442601659720E+00,-1.63442601659720E+00,-9.81000000000000E+00
1.45000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,6.62462487993530E-02,-1.73252601659720E+00,-1.73252601659720E+00,-9.81000000000000E+00
1.46000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,4.84304886333810E-02,-1.83062601659720E+00,-1.83062601659720E+00,-9.81000000000000E+00
1.47000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.96337284674091E-02,-1.92872601659720E+00,-1.92872601659720E+00,-9.81000000000000E+00
1.48000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.85596830143707E-03,-2.02682601659720E+00,-2.02682601659720E+00,-9.81000000000000E+00
1.48480684309572E+00,9.81000000000000E+00,7.00000000000000E-01,-4.43117764703516E-14,-2.07398114736618E+00,-2.07398114736618E+00,-9.81000000000000E+00
1.48480684309572E+00,9.81000000000000E+00,7.00000000000000E-01,-4.43117764703516E-14,1.45178680315633E+00,1.45178680315633E+00,-9.81000000000000E+00
1.48480684309577E+00,9.81000000000000E+00,7.00000000000000E-01,3.36527884010028E-14,1.45178680315580E+00,1.45178680315580E+00,-9.81000000000000E+00
1.48480684309577E+00,9.81000000000000E+00,7.00000000000000E-01,3.36527884010028E-14,1.45178680315580E+00,1.45178680315580E+00,-9.81000000000000E+00
1.49000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,7.03021571716854E-03,1.40084193392531E+00,1.40084193392531E+00,-9.81000000000000E+00
1.50000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,2.00576350564216E-02,1.30274193392531E+00,1.30274193392531E+00,-9.81000000000000E+00
1.51000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,3.21040543956747E-02,1.20464193392531E+00,1.20464193392531E+00,-9.81000000000000E+00
1.52000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,4.31694737349277E-02,1.10654193392531E+00,1.10654193392531E+00,-9.81000000000000E+00
1.53000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,5.32538930741808E-02,1.00844193392531E+00,1.00844193392531E+00,-9.81000000000000E+00
1.54000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,6.23573124134339E-02,9.10341933925306E-01,9.10341933925306E-01,-9.81000000000000E+00
1.55000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,7.04797317526869E-02,8.12241933925307E-01,8.12241933925307E-01,-9.81000000000000E+00
1.56000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,7.76211510919400E-02,7.14141933925307E-01,7.14141933925307E-01,-9.81000000000000E+00
1.57000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,8.37815704311931E-02,6.16041933925307E-01,6.16041933925307E-01,-9.81000000000000E+00
1.58000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,8.89609897704461E-02,5.17941933925307E-01,5.17941933925307E-01,-9.81000000000000E+00
1.59000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.31594091096992E-02,4.19841933925306E-01,4.19841933925306E-01,-9.81000000000000E+00
1.60000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.63768284489523E-02,3.21741933925306E-01,3.21741933925306E-01,-9.81000000000000E+00
1.61000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.86132477882053E-02,2.23641933925306E-01,2.23641933925306E-01,-9.81000000000000E+00
1.62000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,9.98686671274584E-02,1.25541933925306E-01,1.25541933925306E-01,-9.81000000000000E+00
1.63000000000000E+00,9.81000000000000E+00,7.00000000000000E-01,1.00143086466711E-01,2.74419339253065E-02,2.74419339253065E-02,-9.81000000000000E+00
