"time","Resistor_1.v"
0,0
0.0001,538.87544232948972
0.0002,538.60953864764303
0.0003,537.81208959686342
0.0004,536.48388216141052
0.0005,534.62622831504473
0.0006,532.24096002112617
0.0007,529.33043223255504
0.0008,525.89751589191178
0.0009,521.94560093139671
0.001,517.47858527304993
0.0011,512.50087782869218
0.0012,507.01739350002373
0.0013,501.03354017888529
0.0014,494.55522474713746
0.0015,487.58884207688072
0.0016,480.14126503065597
0.0017,472.21984446144376
0.0018,469.4774013111296
0.0019,477.55508975493728
0.002,485.16148662471801
0.0021,492.28908507061089
0.0022,498.93085223327489
0.0023,505.08023224382987
0.0024,510.73115622365509
0.0025,515.87804828426965
0.0026,520.51582852727347
0.0027,524.63992004420595
0.0028,528.24625391644679
0.0029,531.33126821523524
0.003,533.89192200139121
0.0031,535.92568532551468
0.0032,537.4305532277051
0.0033,538.40503873770263
0.0034,538.84818087472672
0.0035,538.75954264751806
0.0036,538.1392110543361
0.0037,536.9877990829209
0.0038,535.3064417105727
0.0039,533.09679990407176
0.004,530.36105361981845
0.0041,527.10190180383211
0.0042,523.322561391774
0.0043,519.02676330902455
0.0044,514.21874547082405
0.0045,508.90325378225231
0.0046,503.08553313841048
0.0047,496.77132542445895
0.0048,489.96686251575852
0.0049,482.67886027798977
0.005,474.91450856735332
0.0051,466.68479511140134
0.0052,474.91637952993358
0.0053,482.68062024278993
0.0054,489.96851048279871
0.0055,496.77286039375923
0.0056,503.08695211003067
0.0057,508.9045557562124
0.0058,514.21992844716385
0.0059,519.02782828772479
0.006,523.32350637287436
0.0061,527.10272378739239
0.0062,530.36175360581831
0.0063,533.09737789251164
0.0064,535.30689770145284
0.0065,536.98813007630088
0.0066,538.13941805019613
0.0067,538.75962464587803
0.0068,538.84813887556686
0.0069,538.40487274102247
0.007,537.43026223352513
0.0071,535.92527133379474
0.0072,533.89138401215121
0.0073,531.33060822843527
0.0074,528.24547093210663
0.0075,524.63901606228592
0.0076,520.51480454775367
0.0077,515.87690430714963
0.0078,510.72989424889494
0.0079,505.07885227142981
0.008,498.9293562631949
0.0081,492.28747510281073
0.0082,485.15976365917783
0.0083,477.55325579161718
0.0084,469.47545735000938
0.0085,472.22175142330406
0.0086,480.14306299469632
0.0087,487.5905280431611
0.0088,494.55679771567765
0.0089,501.03499714974555
0.009,507.0187334732239
0.0091,512.50210180421232
0.0092,517.4796892509703
0.0093,521.94658491171685
0.0094,525.89837987463204
0.0095,529.3311742177151
0.0096,532.24157900874616
0.0097,534.62672430512487
0.0098,536.48425515395058
0.0099,537.8123385918833
0.01,538.60966164518311
0.0101,538.87544232948972
0.0102,538.6094146501232
0.0103,537.8118406018433
0.0104,536.48351016885056
0.0105,534.62573132498483
0.0106,532.24034103350618
0.0107,529.32969024739509
0.0108,525.89665290917185
0.0109,521.94461495111659
0.011,517.47748029514992
0.0111,512.49965485315204
0.0112,507.01605152686369
0.0113,501.03208220804527
0.0114,494.55365277857732
0.0115,487.58715611060069
0.0116,480.13946806659584
0.0117,472.21793749958368
0.0118,469.47934427227
0.0119,477.55692371825768
0.012,485.16321059023829
0.0121,492.2906960383911
0.0122,498.93234820335545
0.0123,505.08161221623038
0.0124,510.73241919839546
0.0125,515.87919226139013
0.0126,520.51685350677383
0.0127,524.64082502610643
0.0128,528.24703590080719
0.0129,531.33192920201532
0.013,533.89245899065145
0.0131,535.92609931723484
0.0132,537.43084222192545
0.0133,538.40520373440279
0.0134,538.84822187390716
0.0135,538.75945964917821
0.0136,538.1390030584962
0.0137,536.98746708956094
0.0138,535.30598671967277
0.0139,533.09622191563176
0.014,530.36035163385827
0.0141,527.1010778203123
0.0142,523.32161741065454
0.0143,519.02569933030475
0.0144,514.21756149450403
0.0145,508.90195180829238
0.0146,503.08411516677057
0.0147,496.7697924551191
0.0148,489.96521454871856
0.0149,482.67709931320974
0.015,474.91263760477335
0.0151,466.68543115137027
0.0152,474.91825049251361
0.0153,482.68238020759014
0.0154,489.97015844983895
0.0155,496.77439336309942
0.0156,503.0883700816708
0.0157,508.90585673019257
0.0158,514.22111342346409
0.0159,519.02889226644493
0.016,523.32445035399451
0.0161,527.10354777091243
0.0162,530.36245459179838
0.0163,533.09795588095176
0.0164,535.30735169237266
0.0165,536.98846206966095
0.0166,538.13962504605593
0.0167,538.75970764421811
0.0168,538.84809787638687
0.0169,538.40470674434255
0.017,537.42997223932502
0.0171,535.92485734207457
0.0172,533.89084702289131
0.0173,531.32994824163495
0.0174,528.24468894774645
0.0175,524.6381130803461
0.0176,520.51377956825331
0.0177,515.87576033002961
0.0178,510.72863127415479
0.0179,505.07747229902975
0.018,498.92786029311469
0.0181,492.28586513501045
0.0182,485.15804069363764
0.0183,477.55142082831702
0.0184,469.47351438886915
0.0185,472.22365838516419
0.0186,480.14485995875634
0.0187,487.59221300946109
0.0188,494.55836968423779
0.0189,501.03645512058563
0.019,507.02007444640401
0.0191,512.50332477975235
0.0192,517.48079322889009
0.0193,521.94756889203666
0.0194,525.89924285737197
0.0195,529.33191520289529
