"time","Resistor_1.v"
0.0196,532.24219899634636
0.0197,534.62722029520489
0.0198,536.48462714651066
0.0199,537.81258558694344
0.02,538.60978664268316
0.0201,538.87544132950973
0.0202,538.60928965262303
0.0203,537.81159260680317
0.0204,536.48313717631049
0.0205,534.62523533490469
0.0206,532.23972104590609
0.0207,529.32894826223492
0.0208,525.8957879264716
0.0209,521.94363097079645
0.021,517.47637531724968
0.0211,512.49843187761178
0.0212,507.01471055368353
0.0213,501.03062523718506
0.0214,494.55208081001717
0.0215,487.58547014432042
0.0216,480.13767010255572
0.0217,472.21603053772344
0.0218,469.48128723341
0.0219,477.55875868155772
0.022,485.16493255579826
0.0221,492.29230600619115
0.0222,498.93384317345522
0.0223,505.08299218863021
0.0224,510.73368117315528
0.0225,515.88033623850981
0.0226,520.51787748629374
0.0227,524.64172800804624
0.0228,528.24781888514656
0.0229,531.33258918881518
0.023,533.89299597991146
0.0231,535.92651230897445
0.0232,537.43113221612521
0.0233,538.4053697310826
0.0234,538.84826387306668
0.0235,538.75937665083813
0.0236,538.13879706261605
0.0237,536.98713609618085
0.0238,535.30553172877262
0.0239,533.09564292721177
0.024,530.35965064787808
0.0241,527.10025483677202
0.0242,523.32067342953428
0.0243,519.02463335162452
0.0244,514.21637751818366
0.0245,508.90064883435201
0.0246,503.08269519517023
0.0247,496.76825748581876
0.0248,489.96356658167821
0.0249,482.67533934840935
0.025,474.91076664219287
0.0251,466.6874101117906
0.0252,474.92012045511382
0.0253,482.6841401723903
0.0254,489.97180741685901
0.0255,496.77592833239942
0.0256,503.08978905329104
0.0257,508.90715870415261
0.0258,514.22229639980424
0.0259,519.02995724514494
0.026,523.32539433511477
0.0261,527.10437075445248
0.0262,530.36315657775856
0.0263,533.09853486937186
0.0264,535.30780668327293
0.0265,536.98879206306083
0.0266,538.13983204191607
0.0267,538.75979064255807
0.0268,538.84805587722678
0.0269,538.40453974768252
0.027,537.42968224512515
0.0271,535.92444435033451
0.0272,533.89030903365096
0.0273,531.32928725485499
0.0274,528.24390596340641
0.0275,524.63720809844585
0.0276,520.5127545887533
0.0277,515.87461635290947
0.0278,510.72736829941476
0.0279,505.07609232662958
0.028,498.92636432303448
0.0281,492.28425516721035
0.0282,485.15631772809752
0.0283,477.5495868649968
0.0284,469.47157142772892
0.0285,472.22556534702437
0.0286,480.1466559228366
0.0287,487.59389797576137
0.0288,494.55994165279805
0.0289,501.03791209144595
0.029,507.02141541958417
0.0291,512.50454875527248
0.0292,517.48189820679033
0.0293,521.94855387233702
0.0294,525.90010684009212
0.0295,529.33265718805558
0.0296,532.24281798396635
0.0297,534.62771628528492
0.0298,536.48500013905073
0.0299,537.81283458196367
0.03,538.60991064020334
0.0301,538.87544132950961
0.0302,538.6091656551032
0.0303,537.81134361178329
0.0304,536.4827651837503
0.0305,534.62473934482466
0.0306,532.23910205828611
0.0307,529.32820627707508
0.0308,525.89492494373167
0.0309,521.94264699047642
0.031,517.47527133932977
0.0311,512.49720790209187
0.0312,507.01336958050342
0.0313,501.02916726634498
0.0314,494.55050784147699
0.0315,487.58378517802032
0.0316,480.13587313849558
0.0317,472.21412257588332
0.0318,469.48323119453028
0.0319,477.56059164489824
0.032,485.16665552133878
0.0321,492.29391597399149
0.0322,498.9353391435356
0.0323,505.08437216103061
0.0324,510.73494514787575
0.0325,515.88148121561039
0.0326,520.5189034657742
0.0327,524.6426319899665
0.0328,528.24860086950719
0.0329,531.33324917561549
0.033,533.89353396915169
0.0331,535.92692730067495
0.0332,537.43142221032542
0.0333,538.40553572776275
0.0334,538.84830487224701
0.0335,538.75929365249829
0.0336,538.13858906677626
0.0337,536.98680410282111
0.0338,535.3050767378727
0.0339,533.09506393879167
0.034,530.35894966189801
0.0341,527.09943285321219
0.0342,523.31972844843426
0.0343,519.02356837292461
0.0344,514.21519454184363
0.0345,508.89934786037219
0.0346,503.08127722353026
0.0347,496.76672351649876
0.0348,489.96191861463831
0.0349,482.67357938360942
0.035,474.90889667959289
0.0351,466.68938907221076
0.0352,474.92199141769402
0.0353,482.6859001371904
0.0354,489.97345538389925
0.0355,496.77746230171965
0.0356,503.09120802491111
0.0357,508.90846167809281
0.0358,514.22348037612437
0.0359,519.03102122386497
0.036,523.32633931621456
0.0361,527.10519273801253
0.0362,530.36385756373841
0.0363,533.09911285781186
0.0364,535.30826167417285
0.0365,536.98912305644103
0.0366,538.14004003775608
0.0367,538.75987364089815
0.0368,538.84801387806692
0.0369,538.40437475098247
0.037,537.42939325090515
0.0371,535.92402935863447
0.0372,533.88977204439107
0.0373,531.32862726805502
0.0374,528.24312297906636
0.0375,524.63630411652571
0.0376,520.51172960925317
0.0377,515.87347137580923
0.0378,510.72610532467456
0.0379,505.0747123542294
0.038,498.92486935293448
0.0381,492.28264519941024
0.0382,485.15459376257729
0.0383,477.54775290167669
0.0384,469.46962746660876
0.0385,472.2274733088646
0.0386,480.14845388687672
0.0387,487.59558394204151
0.0388,494.56151362135807
0.0389,501.03936906230592
0.039,507.02275639276422
0.0391,512.50577073083252
0.0392,517.48300218471036
0.0393,521.94953785265693
0.0394,525.90096982283217
0.0395,529.33339917321541
0.0396,532.24343697158645
0.0397,534.62821327534482
0.0398,536.48537213161057
0.0399,537.81308357698333
0.04,538.61003563770305
