    "time","PistonPosition","PressureExtend","PressureRetract","TemperatureExtend","TemperatureRetract","FlowExtend","FlowRetract"
         0,         0,      14.7,      14.7,        86,        86,         0,         0
      0.01,1.3010542e-005,  14.69995, 14.700062, 85.999486, 86.000639,1.0008909e-008,7.475091e-008
      0.02,2.5047992e-005, 14.699904, 14.700147, 85.999063, 86.001458,7.7537962e-009,1.5673557e-007
      0.03,3.4895371e-005, 14.699869, 14.700245, 85.998767, 86.002349,5.7103473e-009,2.2537088e-007
      0.04,4.2669163e-005, 14.699842, 14.700353, 85.998583, 86.003278,3.8817715e-009,2.8122991e-007
      0.05,4.863993e-005, 14.699822, 14.700465, 85.998483, 86.004184,2.2685521e-009,3.2570719e-007
      0.06,5.2843139e-005, 14.699809, 14.700581, 85.998464, 86.005067,8.5946142e-010,3.5903609e-007
      0.07,5.549419e-005, 14.699803, 14.700698,  85.99851, 86.005894,-3.5118462e-010,3.8240287e-007
      0.08,5.6792259e-005, 14.699801, 14.700814, 85.998603, 86.006641,-1.3772414e-009,3.9692442e-007
      0.09,5.6904701e-005, 14.699804, 14.700925, 85.998734, 86.007299,-2.2272961e-009,4.0358382e-007
       0.1,5.5999382e-005, 14.699811, 14.701032, 85.998891, 86.007859,-2.9027034e-009,4.033795e-007
      0.11,5.4236352e-005,  14.69982, 14.701133, 85.999067, 86.008317,-3.4383481e-009,3.9727338e-007
      0.12,5.1766599e-005, 14.699832, 14.701227, 85.999253, 86.008673,-3.8281173e-009,3.8619028e-007
      0.13,4.8732334e-005, 14.699845, 14.701313, 85.999444, 86.008927,-4.1006662e-009,3.7100309e-007
      0.14,4.5264536e-005,  14.69986, 14.701392, 85.999633, 86.009082,-4.263239e-009,3.5253097e-007
      0.15,4.1474417e-005, 14.699875, 14.701463, 85.999816, 86.009145,-4.3300726e-009,3.3148764e-007
      0.16,3.7486763e-005, 14.699891, 14.701525, 85.999988, 86.009119,-4.3145574e-009,3.0865302e-007
      0.17,3.3384333e-005, 14.699906,  14.70158, 86.000149, 86.009014,-4.2288837e-009,2.8458257e-007
      0.18,2.9253636e-005, 14.699922, 14.701627, 86.000294, 86.008837,-4.0855496e-009,2.5984431e-007
      0.19,2.5162473e-005, 14.699936, 14.701666, 86.000424, 86.008598,-3.8953271e-009,2.3489921e-007
       0.2,2.1171319e-005, 14.699951, 14.701698, 86.000537, 86.008306,-3.6683889e-009,2.1016176e-007
      0.21,1.7329261e-005, 14.699964, 14.701724, 86.000634, 86.007968,-3.4141884e-009,1.8597737e-007
      0.22,1.3676407e-005, 14.699976, 14.701744, 86.000713, 86.007594,-3.1410972e-009,1.6263572e-007
      0.23,1.0243677e-005, 14.699987, 14.701759, 86.000777, 86.007191,-2.8563516e-009,1.4036938e-007
      0.24,7.0544901e-006, 14.699998, 14.701768, 86.000824, 86.006768,-2.5666573e-009,1.1936288e-007
      0.25,4.1229419e-006, 14.700007, 14.701773, 86.000857, 86.006331,-2.2776198e-009,9.9743265e-008
      0.26,1.4594626e-006, 14.700015, 14.701775, 86.000877, 86.005886,-1.9938567e-009,8.1610233e-008
      0.27,-9.3360832e-007, 14.700022, 14.701773, 86.000884,  86.00544,-1.7193511e-009,6.5013374e-008
      0.28,-3.0564271e-006, 14.700027, 14.701768, 86.000879, 86.004998,-1.4575474e-009,4.9982258e-008
      0.29,-4.9153669e-006, 14.700032, 14.701761, 86.000865, 86.004564,-1.2105653e-009,3.6506521e-008
       0.3,-6.5185606e-006, 14.700036, 14.701752, 86.000843, 86.004142,-9.801394e-010,2.456202e-008
      0.31,-7.8781678e-006, 14.700039, 14.701741, 86.000813, 86.003736,-7.685557e-010,1.409711e-008
      0.32,-9.0078791e-006, 14.700041,  14.70173, 86.000777, 86.003347,-5.7504881e-010,5.0468443e-009
      0.33,-9.9231066e-006, 14.700043, 14.701717, 86.000736, 86.002979,-4.0132848e-010,-2.6651388e-009
      0.34,-1.0640227e-005, 14.700046, 14.701707, 86.000712, 86.002659,1.8423399e-008,9.2240799e-009
      0.35,-1.1176145e-005, 14.700049, 14.701698, 86.000698, 86.002378,9.5575063e-009,-4.9224679e-009
      0.36,-1.1548264e-005, 14.700052, 14.701689, 86.000674,  86.00211,8.5487181e-009,-1.0259645e-008
      0.37,-1.1774184e-005, 14.700056, 14.701682, 86.000665, 86.001887,3.3230959e-008,1.0622551e-008
      0.38,-1.1870958e-005,  14.70006, 14.701677, 86.000661, 86.001695,2.1689637e-008,-3.2080377e-009
      0.39,-1.1855149e-005, 14.700065, 14.701672, 86.000661, 86.001529,3.1552136e-008,4.7800825e-009
       0.4,-1.1742721e-005, 14.700069, 14.701668, 86.000656,  86.00138,1.9157119e-008,-8.4287204e-009
      0.41,-1.1548964e-005, 14.700073, 14.701665, 86.000649, 86.001246,3.5162016e-008,6.8747395e-009
      0.42,-1.1288157e-005, 14.700077, 14.701662,  86.00064, 86.001128,1.8026998e-008,-9.9053343e-009
      0.43,-1.0973419e-005,  14.70008,  14.70166, 86.000629, 86.001025,3.6965823e-008,9.2079441e-009
      0.44,-1.0616717e-005, 14.700083, 14.701659, 86.000616, 86.000934,1.3476117e-008,-1.3063931e-008
      0.45,-1.0228902e-005, 14.700086, 14.701657, 86.000601, 86.000853,3.8144733e-008,1.2303238e-008
      0.46,-9.8196926e-006, 14.700089, 14.701656, 86.000582, 86.000781,7.3126861e-009,-1.6716015e-008
      0.47,-9.3976706e-006, 14.700091, 14.701655, 86.000562, 86.000716,3.9643362e-008,1.6552619e-008
      0.48,-8.9702989e-006, 14.700093, 14.701655,  86.00054, 86.000659,-6.7130577e-010,-2.1551197e-008
