"time","percentOpening","percentOpening2","outputFlow","percentOpening3","outputFlow2","outputValue","value","outputFlow3","tankLevel","percentOpening4","outputFlow42","outputFlow4","outputFlow22","percentOpening22","outputFlow32","percentOpening32","percentOpening42","tankLevel2","value2","flow","outputValue2","speedVal","speedPercent","outputFlow5","percentOpening5","outputFlow23","percentOpening23","flow2","outputFlow33","tankLevel3","value3","outputValue3","FloMGT1_flourWeight","SyrMGT1_syrup1Weight","SyrMGT1_syrup2Weight","SyrMGT1_syrup3Weight","FloMGT1_weighedWeight","SyrMGT1_weighingWeight","KNEAD1_mixtureLevel","WKM1_live","MGT1_cycleEnd","FloMGT1_weighingRequest","SyrMGT1_weighingRequest","KNEAD1_kneadingRequest","generalFaultGenFLT1","KNEAD1_kneadingOK","FloMGT1_weighingOk","SyrMGT1_weighingOk","WKM1_endCycleRequest","KNEAD1_cycleInProgress","WKM1_autoMode","WKM1_manualMode","F3MiXExV1_acknowledgePB","WKM1_endCyclePB","WKM1_startCyclePB","WKM1_autoSwitch","WKM1_manualSwitch","WKM1_emergencyStop","F1ExtV1_generalFault","F1ExtV1_openedSensorFB","F1ExtV1_closedSensorFB","F1AExt1_generalFault","F1AExt1_openedSensorFB","F1AExt1_closedSensorFB","F1AArr1_generalFault","F1AArr1_openedSensorFB","F1AArr1_closedSensorFB","F2ArVSir1_openedSensorFB","F2ArVSir1_closedSensorFB","F2ArVSir1_generalFault","F2ArVSir1_autoOpenCmd","F2ArVSir1_autoCloseCmd","F2ArVSir2_autoOpenCmd","F2ArVSir2_autoCloseCmd","F2ArVSir3_autoOpenCmd","F2ArVSir3_autoCloseCmd","F2SirExV1_autoOpenCmd","F2SirExV1_autoCloseCmd","F2ArVSir2_openedSensorFB","F2ArVSir2_closedSensorFB","F2ArVSir2_generalFault","F2ArVSir3_openedSensorFB","F2ArVSir3_closedSensorFB","F2ArVSir3_generalFault","F2SirExV1_openedSensorFB","F2SirExV1_closedSensorFB","F2SirExV1_generalFault","F3CleanV1_openedSensorFB","F3CleanV1_closedSensorFB","F3CleanV1_generalFault","F3MiXExV1_openedSensorFB","F3MiXExV1_closedSensorFB","F3MiXExV1_generalFault"
52,100,100,0,0,0,60.625835418701172,60.625835418701172,0.27777779102325439,60.625835418701172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,39.444538116455078,39.444538116455078,39.444538116455078,200,150,100,50,60,0,39,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
53,100,100,0,0,0,57.848045349121094,57.848049163818359,0.27777779102325439,57.848049163818359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,42.222324371337891,42.222324371337891,42.222324371337891,200,150,100,50,57,0,42,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
54,100,100,0,0,0,55.070262908935547,55.070262908935547,0.27777779102325439,55.070262908935547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,45.000110626220703,45.000110626220703,45.000110626220703,200,150,100,50,55,0,45,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
55,100,100,0,0,0,52.292472839355469,52.292476654052734,0.27777779102325439,52.292476654052734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,47.777896881103516,47.777896881103516,47.777896881103516,200,150,100,50,52,0,47,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
56,100,100,0,0,0,49.514690399169922,49.514690399169922,0.27777779102325439,49.514690399169922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,50.555683135986328,50.555683135986328,50.555683135986328,200,150,100,50,49,0,50,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
57,100,100,0,0,0,46.736904144287109,46.736904144287109,0.27777779102325439,46.736904144287109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,53.333469390869141,53.333469390869141,53.333473205566406,200,150,100,50,46,0,53,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
58,100,100,0,0,0,43.959114074707031,43.959117889404297,0.27777779102325439,43.959117889404297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,56.111255645751953,56.111255645751953,56.111259460449219,200,150,100,50,43,0,56,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
59,100,100,0,0,0,41.181331634521484,41.181331634521484,0.27777779102325439,41.181331634521484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,58.889041900634766,58.889041900634766,58.889045715332031,200,150,100,50,41,0,58,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
60,100,100,0,0,0,38.403545379638672,38.403545379638672,0.27777779102325439,38.403545379638672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,61.666828155517578,61.666828155517578,61.666831970214844,200,150,100,50,38,0,61,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
61,100,100,0,0,0,35.625759124755859,35.625759124755859,0.27777779102325439,35.625759124755859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,64.444602966308594,64.444602966308594,64.444602966308594,200,150,100,50,35,0,64,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
62,100,100,0,0,0,32.847972869873047,32.847972869873047,0.27777779102325439,32.847972869873047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,67.222312927246094,67.222312927246094,67.222312927246094,200,150,100,50,32,0,67,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
63,100,100,0,0,0,30.070184707641602,30.070186614990234,0.27777779102325439,30.070186614990234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,70.000022888183594,70.000022888183594,70.000030517578125,200,150,100,50,30,0,70,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
64,100,100,0,0,0,27.292398452758789,27.292400360107422,0.27777779102325439,27.292400360107422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,72.777732849121094,72.777732849121094,72.777732849121094,200,150,100,50,27,0,72,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
65,100,100,0,0,0,24.514614105224609,24.514614105224609,0.27777779102325439,24.514614105224609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,75.555442810058594,75.555442810058594,75.555442810058594,200,150,100,50,24,0,75,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
66,100,100,0,0,0,21.736827850341797,21.736827850341797,0.27777779102325439,21.736827850341797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,78.333152770996094,78.333152770996094,78.333152770996094,200,150,100,50,21,0,78,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
67,100,100,0,0,0,18.959041595458984,18.959041595458984,0.27777779102325439,18.959041595458984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,81.110862731933594,81.110862731933594,81.110870361328125,200,150,100,50,18,0,81,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
68,100,100,0,0,0,16.181255340576172,16.181255340576172,0.27777779102325439,16.181255340576172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,83.888572692871094,83.888572692871094,83.888572692871094,200,150,100,50,16,0,83,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
69,100,100,0,0,0,13.403469085693359,13.403469085693359,0.27777779102325439,13.403469085693359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,86.666282653808594,86.666282653808594,86.666282653808594,200,150,100,50,13,0,86,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
70,100,100,0,0,0,10.62568187713623,10.625682830810547,0.27777779102325439,10.625682830810547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,89.443992614746094,89.443992614746094,89.443992614746094,200,150,100,50,10,0,89,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
71,100,100,0,0,0,7.8478970527648926,7.8478975296020508,0.27777779102325439,7.8478975296020508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,92.221702575683594,92.221702575683594,92.221710205078125,200,150,100,50,7,0,92,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
72,100,100,0,0,0,5.0701208114624023,5.0701208114624023,0.27777779102325439,5.0701208114624023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,94.999412536621094,94.999412536621094,94.999420166015625,200,150,100,50,5,0,94,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
73,100,100,0,0,0,2.2923440933227539,2.2923440933227539,0.27777779102325439,2.2923440933227539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,97.777122497558594,97.777122497558594,97.777122497558594,200,150,100,50,2,0,97,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
74,0,0,0,100,0.1388888955116272,2.3617885112762451,2.3617885112762451,0.27777779102325439,2.3617885112762451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,2,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
75,0,0,0,100,0.1388888955116272,5.1395654678344727,5.1395654678344727,0.27777779102325439,5.1395654678344727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,5,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
76,0,0,0,100,0.1388888955116272,7.9173417091369629,7.9173421859741211,0.27777779102325439,7.9173421859741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,7,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
77,0,0,0,100,0.1388888955116272,10.695127487182617,10.695128440856934,0.27777779102325439,10.695128440856934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,10,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
78,0,0,0,100,0.1388888955116272,13.472914695739746,13.472914695739746,0.27777779102325439,13.472914695739746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,13,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
79,0,0,0,100,0.1388888955116272,16.250699996948242,16.250699996948242,0.27777779102325439,16.250699996948242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,16,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
80,0,0,0,100,0.1388888955116272,19.028486251831055,19.028486251831055,0.27777779102325439,19.028486251831055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,19,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
81,0,0,0,100,0.1388888955116272,21.806270599365234,21.806272506713867,0.27777779102325439,21.806272506713867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,21,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
82,0,0,0,100,0.1388888955116272,24.584056854248047,24.58405876159668,0.27777779102325439,24.58405876159668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,24,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
83,0,0,0,100,0.1388888955116272,27.361845016479492,27.361845016479492,0.27777779102325439,27.361845016479492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,27,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
84,0,0,0,100,0.1388888955116272,30.139631271362305,30.139631271362305,0.27777779102325439,30.139631271362305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,30,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
85,0,0,0,100,0.1388888955116272,32.917415618896484,32.917415618896484,0.27777779102325439,32.917415618896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,32,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
86,0,0,0,100,0.1388888955116272,35.695201873779297,35.695201873779297,0.27777779102325439,35.695201873779297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,35,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
87,0,0,0,100,0.1388888955116272,38.472988128662109,38.472988128662109,0.27777779102325439,38.472988128662109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,38,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
88,0,0,0,100,0.1388888955116272,41.250774383544922,41.250774383544922,0.27777779102325439,41.250774383544922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,41,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
89,0,0,0,100,0.1388888955116272,44.028556823730469,44.028560638427734,0.27777779102325439,44.028560638427734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,44,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
90,0,0,0,100,0.1388888955116272,46.806346893310547,46.806346893310547,0.27777779102325439,46.806346893310547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,46,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
91,0,0,0,100,0.1388888955116272,49.584129333496094,49.584133148193359,0.27777779102325439,49.584133148193359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,49,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
92,0,0,0,100,0.1388888955116272,52.361919403076172,52.361919403076172,0.27777779102325439,52.361919403076172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,52,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
93,0,0,0,100,0.1388888955116272,55.139705657958984,55.139705657958984,0.27777779102325439,55.139705657958984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,55,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
94,0,0,0,100,0.1388888955116272,57.917488098144531,57.917491912841797,0.27777779102325439,57.917491912841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,57,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
95,0,0,0,100,0.1388888955116272,60.695278167724609,60.695278167724609,0.27777779102325439,60.695278167724609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,60,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
96,0,0,0,100,0.1388888955116272,63.473064422607422,63.473064422607422,0.27777779102325439,63.473064422607422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,63,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
97,0,0,0,100,0.1388888955116272,66.250785827636719,66.250785827636719,0.27777779102325439,66.250785827636719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,66,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
98,0,0,0,100,0.1388888955116272,69.028495788574219,69.028495788574219,0.27777779102325439,69.028495788574219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,69,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
99,0,0,0,100,0.1388888955116272,71.806205749511719,71.806205749511719,0.27777779102325439,71.806205749511719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,71,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
100,0,0,0,100,0.1388888955116272,74.583915710449219,74.583915710449219,0.27777779102325439,74.583915710449219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,74,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
101,0,0,0,100,0.1388888955116272,77.361625671386719,77.361625671386719,0.27777779102325439,77.361625671386719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,77,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
102,0,0,0,100,0.1388888955116272,80.139335632324219,80.139335632324219,0.27777779102325439,80.139335632324219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,80,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
103,0,0,0,100,0.1388888955116272,82.917037963867187,82.917045593261719,0.27777779102325439,82.917045593261719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55555558204650879,99.166007995605469,99.166007995605469,99.166007995605469,200,150,100,50,82,0,99,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
