"time","der_T","der_p"
0.444000,-4.045598,565.052286
0.446000,-4.050832,583.610151
0.448000,-4.054902,602.275989
0.450000,-4.057816,621.042001
0.452000,-4.059586,639.901229
0.454000,-4.060219,658.845877
0.456000,-4.059726,677.868429
0.458000,-4.058115,696.961366
0.460000,-4.055396,716.117173
0.462000,-4.051578,735.328330
0.464000,-4.046672,754.587036
0.466000,-4.040685,773.886346
0.468000,-4.033628,793.218456
0.470000,-4.025509,812.575851
0.472000,-4.016339,831.951013
0.474000,-4.006127,851.336425
0.476000,-3.994881,870.724572
0.478000,-3.982613,890.107646
0.480000,-3.969329,909.478710
0.482000,-3.955041,928.829959
0.484000,-3.939757,948.153874
0.486000,-3.923487,967.442941
0.488000,-3.906240,986.689642
0.490000,-3.888025,1005.886462
0.492000,-3.868853,1025.025883
0.494000,-3.848732,1044.100106
0.496000,-3.827671,1063.102184
0.498000,-3.805681,1082.024315
0.500000,-3.782770,1100.858983
0.502000,-3.758947,1119.598394
0.504000,-3.734222,1138.235867
0.506000,-3.708606,1156.762776
0.508000,-3.682105,1175.172708
0.510000,-3.654731,1193.457051
0.512000,-3.626492,1211.609378
0.514000,-3.597399,1229.621093
0.516000,-3.567459,1247.485221
0.518000,-3.536683,1265.194775
0.520000,-3.505080,1282.741181
0.522000,-3.472659,1300.117972
0.524000,-3.439430,1317.316595
0.526000,-3.405401,1334.330560
0.528000,-3.370583,1351.151338
0.530000,-3.334985,1367.771923
0.532000,-3.298615,1384.185286
0.534000,-3.261484,1400.382935
0.536000,-3.223600,1416.358318
0.538000,-3.184974,1432.102969
0.540000,-3.145613,1447.610312
0.542000,-3.105530,1462.871906
0.544000,-3.064730,1477.881146
0.546000,-3.023225,1492.629623
0.548000,-2.981024,1507.110273
0.550000,-2.938136,1521.316002
0.552000,-2.894570,1535.238446
0.554000,-2.850336,1548.870922
0.556000,-2.805443,1562.205103
0.558000,-2.759900,1575.234267
0.560000,-2.713718,1587.950124
0.562000,-2.666905,1600.345554
0.564000,-2.619468,1612.413395
0.566000,-2.571421,1624.145415
0.568000,-2.522770,1635.534798
0.570000,-2.473527,1646.573351
0.572000,-2.423698,1657.254217
0.574000,-2.373295,1667.569247
0.576000,-2.322327,1677.511249
0.578000,-2.270801,1687.072988
0.580000,-2.218729,1696.246382
0.582000,-2.166119,1705.024462
0.584000,-2.112981,1713.399191
0.586000,-2.059323,1721.363555
0.588000,-2.005158,1728.909564
0.590000,-1.950491,1736.029949
0.592000,-1.895332,1742.717389
0.594000,-1.839693,1748.963972
0.596000,-1.783580,1754.762556
0.598000,-1.727006,1760.105282
0.600000,-1.669976,1764.984954
0.602000,-1.612504,1769.393769
0.604000,-1.554596,1773.324365
0.606000,-1.496261,1776.769324
0.608000,-1.437511,1779.720929
0.610000,-1.378353,1782.171840
0.612000,-1.318798,1784.114399
0.614000,-1.258853,1785.541209
0.616000,-1.198530,1786.444671
0.618000,-1.137838,1786.817322
0.620000,-1.076783,1786.651636
0.622000,-1.015379,1785.940111
0.624000,-0.953631,1784.675190
0.626000,-0.891552,1782.849437
0.628000,-0.829148,1780.455229
0.630000,-0.766432,1777.485196
0.632000,-0.703409,1773.931649
0.634000,-0.640092,1769.787285
0.636000,-0.576490,1765.044497
0.638000,-0.512608,1759.695601
0.640000,-0.448462,1753.733406
0.642000,-0.384054,1747.150043
0.644000,-0.319400,1739.938391
0.646000,-0.254505,1732.090509
0.648000,-0.189381,1723.599351
0.650000,-0.124036,1714.457181
0.652000,-0.058477,1704.656185
0.654000,0.007282,1694.189435
0.656000,0.073237,1683.048795
0.658000,0.139373,1671.227417
0.660000,0.205686,1658.717083
0.662000,0.272162,1645.511028
0.664000,0.338794,1631.601376
0.666000,0.405575,1616.980171
0.668000,0.472491,1601.640771
0.670000,0.539537,1585.574750
0.672000,0.606700,1568.775554
0.674000,0.673974,1551.234669
0.676000,0.741347,1532.945630
0.678000,0.808811,1513.900413
0.680000,0.876358,1494.090905
0.682000,0.943976,1473.510776
0.684000,1.011659,1452.151286
0.686000,1.079394,1430.006198
0.688000,1.147175,1407.066680
0.690000,1.214989,1383.326587
0.692000,1.282830,1358.777738
0.694000,1.350689,1333.411852
0.696000,1.418553,1307.222931
0.698000,1.486418,1280.201902
0.700000,1.554269,1252.342864
0.702000,1.554215,1252.339417
0.704000,1.554160,1252.336138
0.706000,1.554105,1252.332859
0.708000,1.554050,1252.329580
0.710000,1.553995,1252.326302
0.712000,1.553940,1252.323024
0.714000,1.553886,1252.319746
0.716000,1.553831,1252.316468
0.718000,1.553776,1252.313190
0.720000,1.553721,1252.309913
0.722000,1.553666,1252.306636
0.724000,1.553611,1252.303359
0.726000,1.553556,1252.300082
0.728000,1.553502,1252.296805
0.730000,1.553447,1252.293528
0.732000,1.553392,1252.290252
0.734000,1.553337,1252.286976
0.736000,1.553282,1252.283700
0.738000,1.553227,1252.280424
0.740000,1.553173,1252.277149
0.742000,1.553118,1252.273874
0.744000,1.553063,1252.270598
0.746000,1.553008,1252.267323
0.748000,1.552953,1252.264048
0.750000,1.552899,1252.260774
0.752000,1.552844,1252.257500
0.754000,1.552789,1252.254225
0.756000,1.552734,1252.250951
0.758000,1.552679,1252.247677
0.760000,1.552625,1252.244404
0.762000,1.552570,1252.241130
0.764000,1.552515,1252.237857
0.766000,1.552460,1252.234584
0.768000,1.552405,1252.231311
0.770000,1.552351,1252.228038
0.772000,1.552296,1252.224766
0.774000,1.552241,1252.221493
0.776000,1.552186,1252.218221
0.778000,1.552132,1252.214949
0.780000,1.552077,1252.211678
0.782000,1.552022,1252.208406
0.784000,1.551967,1252.205135
0.786000,1.551913,1252.201863
0.788000,1.551858,1252.198592
0.790000,1.551803,1252.195322
0.792000,1.551748,1252.192051
0.794000,1.551694,1252.188780
0.796000,1.551639,1252.185510
0.798000,1.551584,1252.182240
0.800000,1.551529,1252.178970
0.802000,1.551475,1252.175701
0.804000,1.551420,1252.172431
0.806000,1.551365,1252.169162
0.808000,1.551311,1252.165893
0.810000,1.551256,1252.162624
0.812000,1.551201,1252.159355
0.814000,1.551146,1252.156086
0.816000,1.551092,1252.152818
0.818000,1.551037,1252.149550
0.820000,1.550982,1252.146282
0.822000,1.550928,1252.143014
0.824000,1.550873,1252.139747
0.826000,1.550818,1252.136479
0.828000,1.550763,1252.133212
0.830000,1.550709,1252.129945
0.832000,1.550654,1252.126678
0.834000,1.550599,1252.123411
0.836000,1.550545,1252.120145
0.838000,1.550490,1252.116879
0.840000,1.550435,1252.113613
0.842000,1.550381,1252.110347
0.844000,1.550326,1252.107081
0.846000,1.550271,1252.103815
0.848000,1.550217,1252.100550
0.850000,1.550162,1252.097285
0.852000,1.550107,1252.094020
0.854000,1.550053,1252.090755
0.856000,1.549998,1252.087490
0.858000,1.549943,1252.084226
0.860000,1.549889,1252.080962
0.862000,1.549834,1252.077698
0.864000,1.549780,1252.074434
0.866000,1.549725,1252.071170
0.868000,1.549670,1252.067907
0.870000,1.549616,1252.064644
0.872000,1.549561,1252.061381
0.874000,1.549506,1252.058118
0.876000,1.549452,1252.054855
0.878000,1.549397,1252.051593
0.880000,1.549343,1252.048330
0.882000,1.549288,1252.045068
0.884000,1.549233,1252.041806
0.886000,1.549179,1252.038544
0.888000,1.549124,1252.035283
0.890000,1.549070,1252.032022
0.892000,1.549015,1252.028760
0.894000,1.548960,1252.025499
0.896000,1.548906,1252.022238
0.898000,1.548851,1252.018978
0.900000,1.548797,1252.015718
0.902000,1.548742,1252.012457
0.904000,1.548687,1252.009197
0.906000,1.548633,1252.005937
0.908000,1.548578,1252.002678
0.910000,1.548524,1251.999418
0.912000,1.548469,1251.996159
0.914000,1.548415,1251.992900
0.916000,1.548360,1251.989641
0.918000,1.548305,1251.986382
0.920000,1.548251,1251.983124
0.922000,1.548196,1251.979865
0.924000,1.548142,1251.976607
0.926000,1.548087,1251.973349
0.928000,1.548033,1251.970091
0.930000,1.547978,1251.966834
0.932000,1.547924,1251.963576
0.934000,1.547869,1251.960319
0.936000,1.547815,1251.957062
0.938000,1.547760,1251.953805
0.940000,1.547706,1251.950549
0.942000,1.547651,1251.947292
0.944000,1.547596,1251.944036
0.946000,1.547542,1251.940780
0.948000,1.547487,1251.937524
0.950000,1.547433,1251.934268
0.952000,1.547378,1251.931013
0.954000,1.547324,1251.927757
0.956000,1.547269,1251.924502
0.958000,1.547215,1251.921247
0.960000,1.547160,1251.917992
0.962000,1.547106,1251.914738
0.964000,1.547051,1251.911483
0.966000,1.546997,1251.908229
0.968000,1.546942,1251.904974
0.970000,1.546888,1251.901720
0.972000,1.546834,1251.898466
0.974000,1.546779,1251.895212
0.976000,1.546725,1251.891958
0.978000,1.546670,1251.888705
0.980000,1.546616,1251.885451
0.982000,1.546561,1251.882198
0.984000,1.546507,1251.878945
0.986000,1.546452,1251.875692
0.988000,1.546398,1251.872440
0.990000,1.546343,1251.869187
0.992000,1.546289,1251.865935
0.994000,1.546234,1251.862683
0.996000,1.546180,1251.859431
0.998000,1.546126,1251.856179
1.000000,1.546071,1251.852928
