"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9"
0,0,0,0,0,0,0,-12,0,0,0
0.01,1.019999667,3.019999667,0,0.01699971667,0,0,-12,0.03999933334,0.1,0.1256430363
0.02,1.039997333,3.039997333,0,0.03399773338,0,0,-12,0.07999466677,0.1,0.2511620781
0.03,1.059991,3.059991,0,0.05099235034,0,0,-12,0.1199820008,0.1,0.3764332533
0.04,1.079978668,3.079978668,0,0.06798186812,0,0,-12,0.1599573367,0.1,0.5013329343
0.05,1.099958339,3.099958339,0,0.08496458776,0,0,-12,0.1999166771,0.1,0.6257378602
0.06,1.119928013,3.119928013,0,0.101938811,0,0,-12,0.2398560259,0.1,0.7495252583
0.07,1.139885695,3.139885695,0,0.1189028405,0,0.5,-12,0.2797713894,0.1,0.8725729656
0.08,1.159829388,3.159829388,0,0.1358549797,0,0.5,-12,0.3196587759,0.1,0.9947595487
0.09,1.179757098,3.179757098,0,0.1527935336,0,0.5,-12,0.3595141968,0.1,1.115964424
0.1,1.199666833,3.199666833,0,0.1697168083,0,0.5,-12,0.3993336666,0.1,1.236067977
0.11,1.219556602,3.219556602,0,0.1866231114,0,0.5,-12,0.4391132033,0.1,1.354951681
0.12,1.239424415,3.239424415,0,0.2035107524,0,0.5,-12,0.4788488292,0.1,1.472498211
0.13,1.259268285,3.259268285,0,0.2203780425,0,0.5,12,0.5,0.1,1.588591563
0.14,1.279086229,3.279086229,0,0.2372232949,0,0.5,12,0.5,0.1,1.703117166
0.15,1.298876265,3.298876265,0,0.2540448252,0,0.5,12,0.5,0.1,1.815961999
0.16,1.318636413,3.318636413,0,0.2708409512,0,0.5,12,0.5,0.1,1.927014696
0.17,1.338364698,3.338364698,0,0.2876099934,0,0.5,12,0.5,0.1,2.036165663
0.18,1.358059147,3.358059147,0,0.3043502748,0,0.5,12,0.5,0.1,2.14330718
0.19,1.37771779,3.37771779,0,0.3210601215,0,1,12,0.5,0.1,2.248333511
0.2,1.397338662,3.397338662,0,0.3377378624,0,1,12,0.5,0.1,2.351141009
0.21,1.4169198,3.4169198,0,0.3543818297,0,1,12,0.5,0.1,2.451628215
0.22,1.436459246,3.436459246,0,0.3709903592,0,1,12,0.5,0.1,2.549695959
0.23,1.455955047,3.455955047,0,0.38756179,0,1,12,0.5,0.1,2.645247461
0.24,1.475405253,3.475405253,0,0.4040944649,0,1,12,0.5,0.1,2.738188424
0.25,1.494807919,3.494807919,0,0.4205867307,0,1,12,0.5,0.1,2.828427125
0.26,1.514161104,3.514161104,0.01416110378,0.4370369382,0,1,12,0.5,0.1,2.91587451
0.27,1.533462873,3.533462873,0.03346287338,0.4534434424,0,1,12,0.5,0.1,0
0.28,1.552711297,3.552711297,0.05271129713,0.4698046026,0,1,12,0.5,0.1,0
