"Time","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]"
0.0377202,525.861,-718.72,-0.318349,719.039,-106.474,-424.823,531.297
0.0377302,526.006,-718.996,-0.321259,719.318,-105.092,-426.351,531.443
0.0377402,526.151,-719.212,-0.324165,719.536,-103.712,-427.877,531.589
0.0377502,526.297,-719.367,-0.327068,719.694,-102.333,-429.402,531.735
0.0377602,526.442,-719.46,-0.329968,719.789,-100.956,-430.924,531.88
0.0377702,526.588,-719.49,-0.332865,719.823,-99.5805,-432.446,532.026
0.0377802,526.733,-719.459,-0.335758,719.795,-98.2066,-433.965,532.172
0.0377902,526.879,-719.364,-0.338648,719.703,-96.8342,-435.483,532.317
0.0378002,527.024,-719.207,-0.341535,719.548,-95.4634,-436.999,532.462
0.0378102,527.17,-718.985,-0.344418,719.329,-94.0942,-438.513,532.607
0.0378202,527.315,-718.699,-0.347298,719.047,-92.7265,-440.025,532.752
0.0378302,527.46,-718.349,-0.350175,718.699,-91.3604,-441.535,532.896
0.0378402,527.605,-717.934,-0.353048,718.287,-89.9958,-443.044,533.04
0.0378502,527.749,-717.453,-0.355917,717.809,-88.6327,-444.55,533.183
0.0378602,527.893,-716.906,-0.358784,717.265,-87.2711,-446.055,533.326
0.0378702,528.037,-716.293,-0.361646,716.655,-85.911,-447.557,533.469
0.0378802,528.18,-715.614,-0.364505,715.978,-84.5525,-449.058,533.61
0.0378902,528.323,-714.868,-0.36736,715.235,-83.1955,-450.556,533.752
0.0379002,528.465,-714.055,-0.370212,714.425,-81.8399,-452.052,533.892
0.0379102,528.607,-713.174,-0.37306,713.547,-80.4858,-453.546,534.032
0.0379202,528.748,-712.225,-0.375905,712.601,-79.1332,-455.038,534.172
0.0379302,528.888,-711.208,-0.378745,711.587,-77.7821,-456.528,534.31
0.0379402,529.028,-710.122,-0.381582,710.504,-76.4324,-458.015,534.447
0.0379502,529.167,-708.967,-0.384416,709.352,-75.0841,-459.5,534.584
0.0379602,529.305,-707.743,-0.387245,708.13,-73.7373,-460.983,534.72
0.0379702,529.442,-706.449,-0.390071,706.839,-72.3919,-462.463,534.855
0.0379802,529.579,-705.084,-0.392892,705.477,-71.0479,-463.941,534.988
0.0379902,529.715,-703.649,-0.39571,704.045,-69.7053,-465.416,535.121
0.0380002,529.849,-702.143,-0.398524,702.542,-68.3641,-466.889,535.253
0.0380102,529.983,-700.566,-0.401334,700.967,-67.0243,-468.359,535.383
0.0380202,530.115,-698.917,-0.40414,699.321,-65.6858,-469.826,535.512
0.0380302,530.246,-697.197,-0.406942,697.604,-64.3487,-471.291,535.64
0.0380402,530.377,-695.404,-0.40974,695.814,-63.013,-472.754,535.767
0.0380502,530.505,-693.539,-0.412534,693.951,-61.6786,-474.213,535.892
0.0380602,530.633,-691.601,-0.415324,692.016,-60.3455,-475.67,536.016
0.0380702,530.759,-689.59,-0.41811,690.008,-59.0137,-477.124,536.138
0.0380802,530.884,-687.505,-0.420892,687.926,-57.6833,-478.575,536.259
0.0380902,531.008,-685.347,-0.423669,685.771,-56.3541,-480.024,536.378
0.0381002,531.13,-683.115,-0.426443,683.542,-55.0262,-481.469,536.496
0.0381102,531.251,-680.809,-0.429212,681.238,-53.6996,-482.912,536.612
0.0381202,531.37,-678.429,-0.431977,678.861,-52.3743,-484.352,536.726
0.0381302,531.487,-675.973,-0.434738,676.408,-51.0502,-485.788,536.838
0.0381402,531.603,-673.443,-0.437494,673.88,-49.7274,-487.222,536.949
0.0381502,531.717,-670.837,-0.440246,671.277,-48.4058,-488.652,537.058
0.0381602,531.829,-668.156,-0.442994,668.599,-47.0854,-490.08,537.165
0.0381702,531.94,-665.399,-0.445737,665.844,-45.7662,-491.504,537.27
0.0381802,532.048,-662.566,-0.448476,663.014,-44.4482,-492.925,537.373
0.0381902,532.155,-659.656,-0.45121,660.107,-43.1314,-494.342,537.474
0.0382002,532.26,-656.67,-0.453941,657.124,-41.8157,-495.757,537.572
0.0382102,532.362,-653.607,-0.456666,654.064,-40.5012,-497.168,537.669
0.0382202,532.463,-650.467,-0.459387,650.927,-39.1879,-498.576,537.763
0.0382302,532.562,-647.25,-0.462104,647.712,-37.8756,-499.98,537.856
0.0382402,532.658,-643.956,-0.464816,644.421,-36.5645,-501.381,537.945
0.0382502,532.752,-640.584,-0.467523,641.051,-35.2545,-502.778,538.033
0.0382602,532.844,-637.134,-0.470226,637.604,-33.9456,-504.172,538.118
0.0382702,532.933,-633.606,-0.472924,634.079,-32.6378,-505.562,538.2
0.0382802,533.021,-629.999,-0.475618,630.475,-31.331,-506.949,538.28
0.0382902,533.105,-626.315,-0.478306,626.793,-30.0253,-508.332,538.357
0.0383002,533.188,-622.551,-0.48099,623.032,-28.7206,-509.711,538.432
0.0383102,533.267,-618.709,-0.48367,619.192,-27.417,-511.087,538.504
0.0383202,533.344,-614.787,-0.486344,615.273,-26.1143,-512.459,538.573
0.0383302,533.419,-610.787,-0.489014,611.276,-24.8127,-513.827,538.64
0.0383402,533.491,-606.707,-0.491679,607.198,-23.5121,-515.191,538.703
0.0383502,533.56,-602.547,-0.494339,603.041,-22.2124,-516.552,538.764
0.0383602,533.626,-598.308,-0.496994,598.805,-20.9137,-517.908,538.822
0.0383702,533.689,-593.989,-0.499644,594.489,-19.6159,-519.261,538.877
0.0383802,533.75,-589.59,-0.50229,590.092,-18.3191,-520.609,538.928
0.0383902,533.807,-585.111,-0.50493,585.616,-17.0232,-521.954,538.977
0.0384002,533.862,-580.552,-0.507565,581.059,-15.7282,-523.294,539.022
0.0384102,533.913,-575.912,-0.510196,576.422,-14.434,-524.63,539.064
0.0384202,533.962,-571.192,-0.512821,571.705,-13.1408,-525.963,539.103
0.0384302,534.007,-566.392,-0.515442,566.907,-11.8484,-527.29,539.139
0.0384402,534.049,-561.51,-0.518057,562.028,-10.5569,-528.614,539.171
0.0384502,534.087,-556.548,-0.520667,557.069,-9.26622,-529.934,539.2
0.0384602,534.123,-551.505,-0.523272,552.028,-7.97635,-531.249,539.225
0.0384702,534.154,-546.381,-0.525872,546.907,-6.68728,-532.559,539.247
0.0384802,534.183,-541.175,-0.528466,541.704,-5.39901,-533.866,539.265
0.0384902,534.208,-535.889,-0.531056,536.42,-4.11152,-535.168,539.279
0.0385002,534.229,-530.521,-0.53364,531.054,-2.82479,-536.465,539.29
0.0385102,534.247,-525.071,-0.536219,525.607,-1.53882,-537.758,539.297
0.0385202,534.261,-519.539,-0.541883,520.081,-0.518996,-538.781,539.3
0.0385302,534.272,-513.876,-0.644989,514.521,-0.513231,-538.786,539.299
0.0385402,534.279,-508.061,-0.890107,508.951,-0.507171,-538.787,539.294
0.0385502,534.282,-502.094,-1.27712,503.371,-0.500816,-538.785,539.286
0.0385602,534.281,-495.973,-1.80593,497.779,-0.494167,-538.779,539.274
0.0385702,534.276,-489.7,-2.47638,492.177,-0.487224,-538.77,539.257
0.0385802,534.268,-483.275,-3.2884,486.563,-0.479986,-538.757,539.237
0.0385902,534.256,-476.697,-4.24184,480.939,-0.472454,-538.74,539.213
0.0386002,534.241,-469.966,-5.33662,475.302,-0.464629,-538.72,539.185
0.0386102,534.221,-463.082,-6.57261,469.655,-0.456509,-538.696,539.153
0.0386202,534.198,-456.046,-7.94968,463.996,-0.448096,-538.669,539.117
0.0386302,534.171,-448.858,-9.4677,458.325,-0.43939,-538.638,539.077
0.0386402,534.14,-441.516,-11.1266,452.643,-0.430389,-538.603,539.033
0.0386502,534.106,-434.023,-12.9261,446.949,-0.421096,-538.565,538.986
0.0386602,534.068,-426.376,-14.8663,441.242,-0.411509,-538.523,538.934
0.0386702,534.025,-418.577,-16.9469,435.524,-0.40163,-538.477,538.878
0.0386802,533.979,-410.626,-19.1678,429.793,-0.391457,-538.427,538.819
0.0386902,533.93,-402.522,-21.5289,424.05,-0.380992,-538.374,538.755
0.0387002,533.876,-394.265,-24.03,418.295,-0.370235,-538.317,538.687
0.0387102,533.819,-385.856,-26.6711,412.527,-0.359185,-538.257,538.616
0.0387202,533.757,-377.295,-29.452,406.747,-0.347843,-538.192,538.54
0.0387302,533.692,-368.581,-32.3725,400.954,-0.336208,-538.124,538.46
0.0387402,533.623,-359.715,-35.4326,395.148,-0.324282,-538.052,538.377
0.0387502,533.55,-350.697,-38.6321,389.329,-0.312064,-537.977,538.289
0.0387602,533.473,-341.526,-41.9709,383.497,-0.299555,-537.898,538.197
0.0387702,533.393,-332.203,-45.4488,377.652,-0.286754,-537.815,538.101
0.0387802,533.308,-322.727,-49.0658,371.793,-0.273661,-537.728,538.001
0.0387902,533.219,-313.1,-52.8215,365.922,-0.260278,-537.637,537.897
0.0388002,533.127,-303.321,-56.7159,360.037,-0.246604,-537.543,537.789
0.0388102,533.031,-293.389,-60.749,354.138,-0.23264,-537.444,537.677
0.0388202,532.93,-283.305,-64.9205,348.226,-0.218385,-537.342,537.561
0.0388302,532.826,-273.069,-69.2303,342.3,-0.203839,-537.237,537.44
0.0388402,532.718,-262.682,-73.6784,336.36,-0.189003,-537.127,537.316
0.0388502,532.606,-252.142,-78.2645,330.406,-0.173877,-537.013,537.187
0.0388602,532.49,-241.45,-82.9885,324.439,-0.158462,-536.896,537.055
0.0388702,532.37,-230.607,-87.8501,318.457,-0.142757,-536.775,536.918
0.0388802,532.245,-219.612,-92.8493,312.461,-0.126763,-536.65,536.776
0.0388902,532.117,-208.465,-97.986,306.452,-0.110479,-536.521,536.631
0.0389002,531.985,-197.167,-103.26,300.427,-0.093907,-536.388,536.482
0.0389102,531.849,-185.717,-108.671,294.389,-0.077046,-536.251,536.328
0.0389202,531.709,-174.116,-114.22,288.335,-0.0598963,-536.11,536.17
0.0389302,531.565,-162.363,-119.905,282.268,-0.0424582,-535.966,536.008
0.0389402,531.416,-150.459,-125.727,276.185,-0.024732,-535.817,535.842
0.0389502,531.264,-138.403,-131.685,270.088,-0.00671829,-535.665,535.672
0.0389602,531.108,-126.197,-137.78,263.977,0.011583,-535.508,535.497
0.0389702,530.947,-113.839,-144.011,257.85,0.0301717,-535.348,535.318
0.0389802,530.783,-101.331,-150.378,251.709,0.0490476,-535.184,535.135
0.0389902,530.614,-88.6708,-156.881,245.552,0.0682105,-535.015,534.947
0.0390002,530.441,-75.8602,-163.52,239.381,0.0876601,-534.843,534.756
0.0390102,530.264,-62.8988,-170.295,233.194,0.107396,-534.667,534.559
0.0390202,530.083,-49.7865,-177.206,226.992,0.127419,-534.487,534.359
0.0390302,529.898,-36.5241,-184.251,220.775,0.147727,-534.302,534.155
0.0390402,529.709,-23.1113,-191.432,214.543,0.16832,-534.114,533.946
0.0390502,529.516,-9.5482,-198.747,208.296,0.189199,-533.922,533.732
0.0390602,529.318,-0.285469,-203.973,204.258,124.128,-533.725,409.598
0.0390702,529.12,-0.282197,-204.628,204.91,125.666,-533.529,407.863
0.0390802,528.923,-0.279257,-205.341,205.621,127.038,-533.333,406.295
0.0390902,528.726,-0.276308,-206.113,206.389,128.415,-533.137,404.723
0.0391002,528.529,-0.273349,-206.943,207.216,129.796,-532.943,403.146
0.0391102,528.334,-0.270391,-207.83,208.1,131.179,-532.748,401.57
0.0391202,528.138,-0.267431,-208.774,209.042,132.562,-532.555,399.993
0.0391302,527.944,-0.264468,-209.775,210.039,133.947,-532.363,398.416
0.0391402,527.75,-0.261503,-210.832,211.093,135.334,-532.171,396.837
0.0391502,527.557,-0.258536,-211.944,212.202,136.722,-531.98,395.258
0.0391602,527.364,-0.255565,-213.111,213.366,138.112,-531.79,393.678
0.0391702,527.173,-0.252592,-214.332,214.584,139.504,-531.601,392.097
0.0391802,526.982,-0.249617,-215.607,215.856,140.898,-531.412,390.515
0.0391902,526.792,-0.246639,-216.935,217.182,142.293,-531.225,388.932
0.0392002,526.603,-0.243659,-218.317,218.56,143.69,-531.039,387.349
0.0392102,526.415,-0.240677,-219.75,219.991,145.088,-530.854,385.765
0.0392202,526.228,-0.237692,-221.236,221.474,146.489,-530.67,384.181
0.0392302,526.042,-0.234704,-222.773,223.008,147.891,-530.487,382.596
0.0392402,525.857,-0.231715,-224.361,224.592,149.295,-530.305,381.01
0.0392502,525.673,-0.228723,-225.999,226.227,150.701,-530.124,379.423
0.0392602,525.49,-0.225728,-227.686,227.912,152.108,-529.944,377.837
0.0392702,525.308,-0.222732,-229.423,229.646,153.517,-529.766,376.249
0.0392802,525.128,-0.219733,-231.208,231.428,154.928,-529.589,374.661
0.0392902,524.948,-0.216733,-233.041,233.258,156.34,-529.413,373.073
0.0393002,524.77,-0.21373,-234.922,235.136,157.755,-529.239,371.484
0.0393102,524.593,-0.210725,-236.849,237.06,159.171,-529.066,369.895
0.0393202,524.417,-0.207717,-238.823,239.03,160.588,-528.894,368.306
0.0393302,524.243,-0.204708,-240.842,241.047,162.008,-528.724,366.716
0.0393402,524.07,-0.201697,-242.906,243.108,163.429,-528.555,365.126
0.0393502,523.899,-0.198684,-245.015,245.214,164.852,-528.388,363.536
0.0393602,523.729,-0.195669,-247.167,247.363,166.277,-528.222,361.946
0.0393702,523.56,-0.192652,-249.363,249.556,167.703,-528.058,360.355
0.0393802,523.393,-0.189633,-251.602,251.792,169.131,-527.895,358.764
0.0393902,523.227,-0.186612,-253.883,254.069,170.561,-527.734,357.173
0.0394002,523.063,-0.183589,-256.205,256.389,171.993,-527.575,355.582
0.0394102,522.9,-0.180565,-258.568,258.749,173.426,-527.417,353.991
0.0394202,522.739,-0.177538,-260.972,261.149,174.861,-527.261,352.4
0.0394302,522.58,-0.17451,-263.415,263.59,176.298,-527.106,350.808
0.0394402,522.422,-0.171481,-265.898,266.069,177.736,-526.953,349.217
0.0394502,522.266,-0.168449,-268.419,268.587,179.176,-526.802,347.626
0.0394602,522.112,-0.165416,-270.978,271.143,180.618,-526.653,346.035
0.0394702,521.959,-0.162381,-273.574,273.737,182.062,-526.505,344.443
0.0394802,521.808,-0.159345,-276.208,276.367,183.507,-526.36,342.852
0.0394902,521.659,-0.156307,-278.877,279.033,184.954,-526.216,341.262
0.0395002,521.512,-0.153268,-281.582,281.735,186.403,-526.074,339.671
0.0395102,521.366,-0.150227,-284.321,284.472,187.854,-525.934,338.08
0.0395202,521.222,-0.147184,-287.095,287.243,189.306,-525.796,336.49
0.0395302,521.081,-0.14414,-289.903,290.047,190.76,-525.659,334.9
0.0395402,520.941,-0.141095,-292.744,292.885,192.215,-525.525,333.31
0.0395502,520.803,-0.138048,-295.617,295.755,193.672,-525.393,331.721
0.0395602,520.666,-0.135,-298.522,298.657,195.131,-525.263,330.131
0.0395702,520.532,-0.131951,-301.458,301.59,196.592,-525.134,328.543
0.0395802,520.4,-0.1289,-304.425,304.554,198.054,-525.008,326.954
0.0395902,520.27,-0.125848,-307.422,307.547,199.518,-524.884,325.366
0.0396002,520.141,-0.122795,-310.448,310.57,200.983,-524.761,323.778
0.0396102,520.015,-0.11974,-313.502,313.622,202.45,-524.641,322.191
0.0396202,519.891,-0.116685,-316.585,316.702,203.919,-524.523,320.604
0.0396302,519.769,-0.113628,-319.695,319.808,205.39,-524.407,319.018
0.0396402,519.649,-0.11057,-322.831,322.942,206.862,-524.294,317.432
0.0396502,519.531,-0.107511,-325.994,326.102,208.335,-524.182,315.847
0.0396602,519.415,-0.104451,-329.182,329.287,209.811,-524.073,314.262
0.0396702,519.302,-0.10139,-332.396,332.497,211.288,-523.965,312.678
0.0396802,519.19,-0.0983278,-335.633,335.731,212.766,-523.86,311.094
0.0396902,519.081,-0.0952647,-338.894,338.989,214.246,-523.758,309.511
0.0397002,518.973,-0.0922007,-342.177,342.269,215.728,-523.657,307.929
0.0397102,518.868,-0.0891358,-345.483,345.572,217.211,-523.558,306.347
0.0397202,518.766,-0.08607,-348.81,348.896,218.696,-523.462,304.766
0.0397302,518.665,-0.0830034,-352.159,352.242,220.182,-523.368,303.186
0.0397402,518.567,-0.0799359,-355.527,355.607,221.67,-523.277,301.606
0.0397502,518.471,-0.0768677,-358.915,358.992,223.16,-523.188,300.028
0.0397602,518.377,-0.0737987,-362.322,362.396,224.651,-523.101,298.45
0.0397702,518.285,-0.070729,-365.748,365.819,226.143,-523.016,296.872
0.0397802,518.196,-0.0676585,-369.191,369.259,227.637,-522.934,295.296
0.0397902,518.109,-0.0645874,-372.651,372.716,229.133,-522.853,293.72
0.0398002,518.025,-0.0615157,-376.128,376.189,230.63,-522.776,292.146
0.0398102,517.942,-0.0584433,-379.62,379.678,232.129,-522.7,290.572
0.0398202,517.862,-0.0553704,-383.127,383.182,233.628,-522.627,288.999
0.0398302,517.785,-0.052297,-386.648,386.7,235.13,-522.557,287.427
0.0398402,517.709,-0.049223,-390.183,390.233,236.633,-522.489,285.856
0.0398502,517.636,-0.0461485,-393.731,393.778,238.137,-522.423,284.286
0.0398602,517.566,-0.0430736,-397.292,397.335,239.643,-522.359,282.716
0.0398702,517.498,-0.0399982,-400.864,400.904,241.15,-522.298,281.148
0.0398802,517.432,-0.0369225,-404.448,404.484,242.659,-522.24,279.581
0.0398902,517.368,-0.0338464,-408.041,408.075,244.169,-522.183,278.015
0.0399002,517.307,-0.0307699,-411.645,411.675,245.68,-522.13,276.45
0.0399102,517.249,-0.0276932,-415.257,415.285,247.193,-522.078,274.886
0.0399202,517.193,-0.0246162,-418.878,418.902,248.707,-522.029,273.323
0.0399302,517.139,-0.0215389,-422.506,422.528,250.222,-521.983,271.761
0.0399402,517.088,-0.0184614,-426.142,426.16,251.739,-521.939,270.2
0.0399502,517.039,-0.0153838,-429.784,429.799,253.257,-521.897,268.64
0.0399602,516.992,-0.012306,-433.431,433.443,254.776,-521.858,267.082
0.0399702,516.948,-0.00922806,-437.084,437.093,256.297,-521.821,265.525
0.0399802,516.907,-0.00615004,-440.741,440.747,257.818,-521.787,263.968
0.0399902,516.867,-0.00307196,-444.401,444.404,259.342,-521.755,262.414
0.0400002,516.831,6.15638e-06,-448.065,448.065,260.866,-521.726,260.86
0.0400102,516.796,0.00308427,-451.731,451.728,262.392,-521.699,259.307
0.0400202,516.765,0.00616235,-455.399,455.392,263.918,-521.674,257.756
0.0400302,516.735,0.00924037,-459.067,459.058,265.446,-521.652,256.206
0.0400402,516.708,0.0123183,-462.736,462.724,266.975,-521.633,254.657
0.0400502,516.684,0.0153961,-466.405,466.39,268.506,-521.615,253.11
0.0400602,516.662,0.0184738,-470.073,470.054,270.037,-521.601,251.563
0.0400702,516.642,0.0215512,-473.739,473.717,271.57,-521.588,250.019
0.0400802,516.625,0.0246285,-477.402,477.378,273.104,-521.579,248.475
0.0400902,516.61,0.0277055,-481.063,481.035,274.638,-521.571,246.933
0.0401002,516.598,0.0307823,-484.72,484.689,276.174,-521.566,245.392
0.0401102,516.588,0.0338587,-488.372,488.338,277.711,-521.564,243.853
0.0401202,516.581,0.0369348,-492.02,491.983,279.249,-521.564,242.314
0.0401302,516.576,0.0400105,-495.662,495.622,280.788,-521.566,240.778
0.0401402,516.573,0.0430859,-499.297,499.254,282.328,-521.571,239.242
0.0401502,516.573,0.0461608,-502.926,502.88,283.869,-521.578,237.708
0.0401602,516.575,0.0492353,-506.547,506.498,285.411,-521.587,236.176
0.0401702,516.58,0.0523093,-510.16,510.107,286.954,-521.599,234.645
0.0401802,516.587,0.0553827,-513.763,513.708,288.498,-521.613,233.115
0.0401902,516.597,0.0584556,-517.357,517.298,290.043,-521.63,231.587
0.0402002,516.608,0.061528,-520.94,520.879,291.589,-521.649,230.061
0.0402102,516.623,0.0645997,-524.513,524.448,293.135,-521.671,228.535
0.0402202,516.639,0.0676708,-528.074,528.006,294.683,-521.694,227.012
0.0402302,516.658,0.0707412,-531.622,531.551,296.231,-521.721,225.49
0.0402402,516.68,0.073811,-535.158,535.084,297.78,-521.749,223.969
0.0402502,516.703,0.07688,-538.68,538.603,299.33,-521.78,222.45
0.0402602,516.73,0.0799482,-542.187,542.107,300.881,-521.813,220.932
0.0402702,516.758,0.0830157,-545.68,545.597,302.432,-521.848,219.416
0.0402802,516.789,0.0860823,-549.157,549.071,303.984,-521.886,217.902
0.0402902,516.822,0.0891481,-552.618,552.529,305.537,-521.926,216.389
0.0403002,516.857,0.092213,-556.062,555.97,307.091,-521.968,214.877
0.0403102,516.895,0.095277,-559.488,559.393,308.645,-522.013,213.368
0.0403202,516.935,0.09834,-562.896,562.798,310.2,-522.059,211.86
0.0403302,516.977,0.101402,-566.286,566.184,311.755,-522.108,210.353
0.0403402,517.021,0.104463,-569.656,569.551,313.311,-522.159,208.848
0.0403502,517.068,0.107523,-573.005,572.898,314.868,-522.213,207.345
0.0403602,517.117,0.110582,-576.334,576.224,316.425,-522.268,205.843
0.0403702,517.168,0.11364,-579.641,579.528,317.983,-522.326,204.343
0.0403802,517.221,0.116697,-582.927,582.81,319.541,-522.386,202.844
0.0403902,517.277,0.119753,-586.189,586.07,321.1,-522.448,201.348
0.0404002,517.334,0.122807,-589.429,589.306,322.659,-522.512,199.852
0.0404102,517.394,0.12586,-592.644,592.518,324.219,-522.578,198.359
0.0404202,517.456,0.128912,-595.834,595.705,325.779,-522.646,196.867
0.0404302,517.52,0.131963,-599,598.868,327.34,-522.717,195.377
0.0404402,517.586,0.135012,-602.139,602.004,328.901,-522.789,193.888
0.0404502,517.654,0.13806,-605.252,605.114,330.462,-522.864,192.402
0.0404602,517.725,0.141107,-608.338,608.197,332.024,-522.94,190.916
0.0404702,517.797,0.144152,-611.396,611.252,333.586,-523.018,189.433
0.0404802,517.871,0.147196,-614.426,614.279,335.148,-523.099,187.951
0.0404902,517.948,0.150239,-617.426,617.276,336.71,-523.181,186.471
0.0405002,518.026,0.15328,-620.397,620.244,338.273,-523.266,184.993
0.0405102,518.106,0.156319,-623.338,623.182,339.836,-523.352,183.516
0.0405202,518.189,0.159357,-626.248,626.088,341.399,-523.44,182.041
0.0405302,518.273,0.162393,-629.126,628.964,342.962,-523.53,180.568
0.0405402,518.359,0.165428,-631.972,631.807,344.525,-523.622,179.097
0.0405502,518.447,0.168461,-634.785,634.617,346.088,-523.715,177.627
0.0405602,518.537,0.171493,-637.565,637.394,347.652,-523.811,176.159
0.0405702,518.628,0.174523,-640.311,640.137,349.215,-523.908,174.693
0.0405802,518.722,0.177551,-643.023,642.845,350.779,-524.007,173.228
0.0405902,518.817,0.180577,-645.699,645.519,352.342,-524.108,171.765
0.0406002,518.914,0.183601,-648.34,648.156,353.906,-524.21,170.304
0.0406102,519.013,0.186624,-650.944,650.758,355.469,-524.314,168.845
0.0406202,519.114,0.189645,-653.512,653.322,357.032,-524.42,167.387
0.0406302,519.216,0.192664,-656.042,655.849,358.595,-524.527,165.931
0.0406402,519.32,0.195681,-658.533,658.338,360.158,-524.636,164.477
0.0406502,519.426,0.198696,-660.986,660.788,361.721,-524.746,163.025
0.0406602,519.533,0.201709,-663.4,663.198,363.284,-524.858,161.575
0.0406702,519.642,0.20472,-665.774,665.569,364.846,-524.972,160.126
0.0406802,519.752,0.20773,-668.107,667.899,366.408,-525.087,158.679
0.0406902,519.864,0.210737,-670.399,670.189,367.97,-525.203,157.233
0.0407002,519.977,0.213742,-672.65,672.436,369.532,-525.321,155.79
0.0407102,520.092,0.216745,-674.858,674.641,371.093,-525.441,154.348
0.0407202,520.209,0.219745,-677.024,676.804,372.653,-525.561,152.908
0.0407302,520.326,0.222744,-679.146,678.923,374.214,-525.683,151.47
0.0407402,520.446,0.22574,-681.224,680.998,375.774,-525.807,150.033
0.0407502,520.566,0.228735,-683.258,683.029,377.333,-525.931,148.598
0.0407602,520.688,0.231726,-685.247,685.015,378.892,-526.057,147.165
0.0407702,520.811,0.234716,-687.19,686.955,380.45,-526.184,145.734
0.0407802,520.936,0.237703,-689.087,688.85,382.008,-526.313,144.304
0.0407902,521.061,0.240688,-690.938,690.697,383.565,-526.442,142.877
0.0408002,521.188,0.243671,-692.741,692.497,385.122,-526.573,141.451
0.0408102,521.317,0.246651,-694.497,694.25,386.678,-526.704,140.026
0.0408202,521.446,0.249629,-696.204,695.954,388.233,-526.837,138.604
0.0408302,521.576,0.252604,-697.862,697.609,389.788,-526.971,137.183
0.0408402,521.708,0.255577,-699.471,699.215,391.341,-527.105,135.764
0.0408502,521.84,0.258547,-701.03,700.771,392.894,-527.241,134.347
0.0408602,521.974,0.261515,-702.538,702.277,394.447,-527.378,132.931
0.0408702,522.108,0.26448,-703.996,703.731,395.998,-527.515,131.517
0.0408802,522.244,0.267443,-705.402,705.134,397.548,-527.653,130.105
0.0408902,522.38,0.270403,-706.756,706.485,399.098,-527.793,128.695
0.0409002,522.518,0.27336,-708.057,707.784,400.646,-527.932,127.286
0.0409102,522.656,0.276315,-709.306,709.029,402.194,-528.073,125.879
0.0409202,522.795,0.279266,-710.501,710.221,403.741,-528.215,124.474
0.0409302,522.935,0.282215,-711.642,711.359,405.286,-528.357,123.07
0.0409402,523.075,0.285162,-712.728,712.443,406.831,-528.499,121.669
0.0409502,523.216,0.288105,-713.759,713.471,408.374,-528.642,120.269
0.0409602,523.358,0.291046,-714.735,714.444,409.916,-528.786,118.87
0.0409702,523.501,0.293983,-715.655,715.361,411.457,-528.931,117.473
0.0409802,523.644,0.296918,-716.518,716.221,412.997,-529.075,116.078
0.0409902,523.787,0.29985,-717.324,717.025,414.536,-529.221,114.685
0.0410002,523.932,0.302779,-718.073,717.771,416.073,-529.366,113.293
0.0410102,524.076,0.305705,-718.764,718.458,417.609,-529.512,111.903
0.0410202,524.221,0.308628,-719.397,719.088,419.144,-529.659,110.515
0.0410302,524.367,0.311548,-719.97,719.659,420.677,-529.805,109.129
0.0410402,524.513,0.314465,-720.485,720.17,422.209,-529.952,107.744
0.0410502,524.659,0.317378,-720.939,720.622,423.739,-530.099,106.36
0.0410602,524.805,0.320289,-721.333,721.013,425.268,-530.247,104.979
0.0410702,524.952,0.323196,-721.667,721.344,426.795,-530.394,103.599
0.0410802,525.099,0.326101,-721.939,721.613,428.321,-530.541,102.22
0.0410902,525.246,0.329002,-722.15,721.821,429.845,-530.689,100.843
0.0411002,525.393,0.331899,-722.299,721.967,431.368,-530.836,99.4682
0.0411102,525.54,0.334794,-722.385,722.05,432.889,-530.984,98.0947
0.0411202,525.688,0.337685,-722.408,722.07,434.408,-531.131,96.7227
0.0411302,525.835,0.340573,-722.368,722.028,435.926,-531.278,95.3524
0.0411402,525.982,0.343458,-722.264,721.921,437.442,-531.425,93.9837
0.0411502,526.129,0.346339,-722.096,721.75,438.955,-531.572,92.6165
0.0411602,526.276,0.349216,-721.864,721.515,440.468,-531.719,91.2509
0.0411702,526.423,0.352091,-721.567,721.214,441.978,-531.865,89.8869
0.0411802,526.57,0.354961,-721.204,720.849,443.486,-532.011,88.5245
0.0411902,526.716,0.357829,-720.775,720.417,444.992,-532.156,87.1636
0.0412002,526.862,0.360692,-720.28,719.92,446.497,-532.301,85.8042
0.0412102,527.008,0.363552,-719.719,719.355,447.999,-532.446,84.4464
0.0412202,527.153,0.366409,-719.09,718.724,449.5,-532.59,83.0901
0.0412302,527.298,0.369262,-718.395,718.025,450.998,-532.733,81.7354
0.0412402,527.442,0.372111,-717.631,717.259,452.494,-532.876,80.3821
0.0412502,527.586,0.374957,-716.799,716.424,453.988,-533.018,79.0304
0.0412602,527.729,0.377799,-715.899,715.521,455.479,-533.159,77.6801
0.0412702,527.872,0.380637,-714.93,714.549,456.969,-533.3,76.3313
0.0412802,528.014,0.383472,-713.892,713.508,458.456,-533.44,74.984
0.0412902,528.155,0.386302,-712.784,712.398,459.941,-533.579,73.6382
0.0413002,528.295,0.389129,-711.606,711.217,461.423,-533.717,72.2938
0.0413102,528.435,0.391952,-710.358,709.966,462.903,-533.854,70.9509
0.0413202,528.574,0.394771,-709.039,708.644,464.381,-533.99,69.6093
0.0413302,528.712,0.397587,-707.65,707.252,465.856,-534.126,68.2693
