Time,Piston_frame_0a_r_00_1_,Piston_frame_0a_r_00_2_,Piston_frame_0a_r_00_3_
0.464,0.15,0.352413,0
0.465,0.15,0.352413,0
0.465,0.15,0.320035,0
0.466,0.15,0.320035,0
0.466,0.15,0.286923,0
0.467,0.15,0.286923,0
0.467,0.15,0.255924,0
0.468,0.15,0.255924,0
0.468,0.15,0.23,0
0.469,0.15,0.23,0
0.469,0.15,0.211657,0
0.47,0.15,0.211657,0
0.47,0.15,0.201868,0
0.471,0.15,0.201868,0
0.471,0.15,0.200432,0
0.472,0.15,0.200432,0
0.472,0.15,0.207255,0
0.473,0.15,0.207255,0
0.473,0.15,0.222639,0
0.474,0.15,0.222639,0
0.474,0.15,0.246204,0
0.475,0.15,0.246204,0
0.475,0.15,0.275987,0
0.476,0.15,0.275987,0
0.476,0.15,0.309122,0
0.477,0.15,0.309122,0
0.477,0.15,0.342698,0
0.478,0.15,0.342698,0
0.478,0.15,0.373326,0
0.479,0.15,0.373326,0
0.479,0.15,0.395164,0
0.48,0.15,0.395164,0
0.48,0.15,0.398589,0
0.481,0.15,0.398589,0
0.481,0.15,0.381235,0
0.482,0.15,0.381235,0
0.482,0.15,0.352213,0
0.483,0.15,0.352213,0
0.483,0.15,0.318628,0
0.484,0.15,0.318628,0
0.484,0.15,0.28441,0
0.485,0.15,0.28441,0
0.485,0.15,0.252716,0
0.486,0.15,0.252716,0
0.486,0.15,0.226805,0
0.487,0.15,0.226805,0
0.487,0.15,0.209262,0
0.488,0.15,0.209262,0
0.488,0.15,0.20087,0
0.489,0.15,0.20087,0
0.489,0.15,0.201343,0
0.49,0.15,0.201343,0
0.49,0.15,0.210712,0
0.491,0.15,0.210712,0
0.491,0.15,0.229249,0
0.492,0.15,0.229249,0
0.492,0.15,0.256042,0
0.493,0.15,0.256042,0
0.493,0.15,0.288455,0
0.494,0.15,0.288455,0
0.494,0.15,0.323259,0
0.495,0.15,0.323259,0
0.495,0.15,0.357164,0
0.496,0.15,0.357164,0
0.496,0.15,0.385592,0
0.497,0.15,0.385592,0
0.497,0.15,0.399799,0
0.498,0.15,0.399799,0
0.498,0.15,0.39097,0
0.499,0.15,0.39097,0
0.499,0.15,0.364924,0
0.5,0.15,0.364924,0
0.5,0.15,0.331464,0
