"time","level","level2","level3"
0,0,0,0
0.15,0.025,0.025,0
0.3,0.0875,0.0875,0
0.45,0.1875,0.1875,0
0.6,0.325,0.325,0
0.75,0.5,0.5,0
0.9,0.7125,0.7125,0
1.05,0.9625,0.9625,0
1.2,1.25,1.25,0
1.35,1.575,1.575,0
1.5,1.9375,1.9375,0
1.65,2.3375,2.3375,0
1.8,2.775,2.775,0
1.95,3.25,3.25,0
2.1,3.75,3.75,0
2.25,4.25,4.25,0
2.4,4.75,4.75,0
2.55,5.25,5.25,0
2.7,5.75,5.75,0
2.85,6.25,6.25,0
3,6.75,6.75,0
3.15,7.25,7.25,0
3.3,7.75,7.75,0
3.45,8.25,8.25,0
3.6,8.75,8.75,0
3.75,9.25,9.25,0
3.9,9.75,9.75,0
4.05,10.25,10.25,0
4.2,10.75,10.75,0
4.35,11.25,11.25,0
4.5,11.75,11.75,0
4.65,12.25,12.25,0
4.8,12.75,12.75,0
4.95,13.25,13.25,0
5.1,13.75,13.75,0
5.25,14.25,14.25,0
5.4,14.75,14.75,0
5.55,15.25,15.25,0
5.7,15.75,15.75,0
5.85,16.25,16.25,0
6,16.75,16.75,0
6.15,17.25,17.25,0
6.3,17.75,17.75,0
6.45,18.25,18.25,0
6.6,18.75,18.75,0
6.75,19.25,19.25,0
6.9,19.75,19.75,0
7.05,20.25,20.25,0
7.2,20.75,20.75,0
7.35,21.25,21.25,0
7.5,21.75,21.75,0
7.65,22.25,22.25,0
7.8,22.75,22.75,0
7.95,23.25,23.25,0
8.1,23.75,23.75,0
8.25,24.25,24.25,0
8.4,24.75,24.75,0
8.55,25.25,25.25,0
8.7,25.75,25.75,0
8.85,26.25,26.25,0
9,26.75,26.75,0
9.15,27.25,27.25,0
9.3,27.75,27.75,0
9.45,28.25,28.25,0
9.6,28.75,28.75,0
9.75,29.25,29.25,0
9.9,29.75,29.75,0
10.05,30.25,30.25,0
10.2,30.75,30.75,0
10.35,31.25,31.25,0
10.5,31.75,31.75,0
10.65,32.25,32.25,0
10.8,32.75,32.75,0
10.95,33.25,33.25,0
11.1,33.75,33.75,0
11.25,34.25,34.25,0
11.4,34.75,34.75,0
11.55,35.25,35.25,0
11.7,35.75,35.75,0
11.85,36.25,36.25,0
12,36.75,36.75,0
12.15,37.25,37.25,0
12.3,37.75,37.75,0
12.45,38.25,38.25,0
12.6,38.75,38.75,0
12.75,39.2499,39.2499,0
12.9,39.7499,39.7499,0
13.05,40.2499,40.2499,0
13.2,40.7499,40.7499,0
13.35,41.2499,41.2499,0
13.5,41.7499,41.7499,0
13.65,42.2499,42.2499,0
13.8,42.7499,42.7499,0
13.95,43.2499,43.2499,0
14.1,43.7499,43.7499,0
14.25,44.2499,44.2499,0
14.4,44.7499,44.7499,0
14.55,45.2499,45.2499,0
14.7,45.7499,45.7499,0
14.85,46.2499,46.2499,0
15,46.7499,46.7499,0
