"Time","y_sum - Integer output signal","y_product - Integer output signal","y_triggeredAdd - Integer output signal","y_multiSwitch - Output depending on expression"
3.468,6,18,3,4
3.471,6,18,3,4
3.474,6,18,3,4
3.477,6,18,3,4
3.48,6,18,3,4
3.483,6,18,3,4
3.486,6,18,3,4
3.489,6,18,3,4
3.492,6,18,3,4
3.495,6,18,3,4
3.498,6,18,3,4
3.501,6,18,3,6
3.504,6,18,3,6
3.507,6,18,3,6
3.51,6,18,3,6
3.513,6,18,3,6
3.516,6,18,3,6
3.519,6,18,3,6
3.522,6,18,3,6
3.525,6,18,3,6
3.528,6,18,3,6
3.531,6,18,3,6
3.534,6,18,3,6
3.537,6,18,3,6
3.54,6,18,3,6
3.543,6,18,3,6
3.546,6,18,3,6
3.549,6,18,3,6
3.552,6,18,3,6
3.555,6,18,3,6
3.558,6,18,3,6
3.561,6,18,3,6
3.564,6,18,3,6
3.567,6,18,3,6
3.57,6,18,3,6
3.573,6,18,3,6
3.576,6,18,3,6
3.579,6,18,3,6
3.582,6,18,3,6
3.585,6,18,3,6
3.588,6,18,3,6
3.591,6,18,3,6
3.594,6,18,3,6
3.597,6,18,3,6
3.6,6,18,3,2
3.603,6,18,3,2
3.606,6,18,3,2
3.609,6,18,3,2
3.612,6,18,3,2
3.615,6,18,3,2
3.618,6,18,3,2
3.621,6,18,3,2
3.624,6,18,3,2
3.627,6,18,3,2
3.63,6,18,3,2
3.633,6,18,3,2
3.636,6,18,3,2
3.639,6,18,3,2
3.642,6,18,3,2
3.645,6,18,3,2
3.648,6,18,3,2
3.651,6,18,3,2
3.654,6,18,3,2
3.657,6,18,3,2
3.66,6,18,3,2
3.663,6,18,3,2
3.666,6,18,3,2
3.669,6,18,3,2
3.672,6,18,3,2
3.675,6,18,3,2
3.678,6,18,3,2
3.681,6,18,3,2
3.684,6,18,3,2
3.687,6,18,3,2
3.69,6,18,3,2
3.693,6,18,3,2
3.696,6,18,3,2
3.699,6,18,3,2
3.702,6,18,3,2
3.705,6,18,3,2
3.708,6,18,3,2
3.711,6,18,3,2
3.714,6,18,3,2
3.717,6,18,3,2
3.72,6,18,3,2
3.723,6,18,3,2
3.726,6,18,3,2
3.729,6,18,3,2
3.732,6,18,3,2
3.735,6,18,3,2
3.738,6,18,3,2
3.741,6,18,3,2
3.744,6,18,3,2
3.747,6,18,3,2
3.75,6,18,3,2
3.753,6,18,3,2
3.756,6,18,3,2
3.759,6,18,3,2
3.762,6,18,3,2
3.765,6,18,3,2
3.768,6,18,3,2
3.771,6,18,3,2
3.774,6,18,3,2
3.777,6,18,3,2
3.78,6,18,3,2
3.783,6,18,3,2
3.786,6,18,3,2
3.789,6,18,3,2
3.792,6,18,3,2
3.795,6,18,3,2
3.798,6,18,3,2
3.801,6,18,3,2
3.804,6,18,3,2
3.807,6,18,3,2
3.81,6,18,3,2
3.813,6,18,3,2
3.816,6,18,3,2
3.819,6,18,3,2
3.822,6,18,3,2
3.825,6,18,3,2
3.828,6,18,3,2
3.831,6,18,3,2
3.834,6,18,3,2
3.837,6,18,3,2
3.84,6,18,3,2
3.843,6,18,3,2
3.846,6,18,3,2
3.849,6,18,3,2
3.852,6,18,3,2
3.855,6,18,3,2
3.858,6,18,3,2
3.861,6,18,3,2
3.864,6,18,3,2
3.867,6,18,3,2
3.87,6,18,3,2
3.873,6,18,3,2
3.876,6,18,3,2
3.879,6,18,3,2
3.882,6,18,3,2
3.885,6,18,3,2
3.888,6,18,3,2
3.891,6,18,3,2
3.894,6,18,3,2
3.897,6,18,3,2
3.9,6,18,3,2
3.903,6,18,3,2
3.906,6,18,3,2
3.909,6,18,3,2
3.912,6,18,3,2
3.915,6,18,3,2
3.918,6,18,3,2
3.921,6,18,3,2
3.924,6,18,3,2
3.927,6,18,3,2
3.93,6,18,3,2
3.933,6,18,3,2
3.936,6,18,3,2
3.939,6,18,3,2
3.942,6,18,3,2
3.945,6,18,3,2
3.948,6,18,3,2
3.951,6,18,3,2
3.954,6,18,3,2
3.957,6,18,3,2
3.96,6,18,3,2
3.963,6,18,3,2
3.966,6,18,3,2
3.969,6,18,3,2
3.972,6,18,3,2
3.975,6,18,3,2
3.978,6,18,3,2
3.981,6,18,3,2
3.984,6,18,3,2
3.987,6,18,3,2
3.99,6,18,3,2
3.993,6,18,3,2
3.996,6,18,3,2
3.999,6,18,3,2
4.002,6,18,4,4
4.005,6,18,4,4
4.008,6,18,4,4
4.011,6,18,4,4
4.014,6,18,4,4
4.017,6,18,4,4
4.02,6,18,4,4
4.023,6,18,4,4
4.026,6,18,4,4
4.029,6,18,4,4
4.032,6,18,4,4
4.035,6,18,4,4
4.038,6,18,4,4
4.041,6,18,4,4
4.044,6,18,4,4
4.047,6,18,4,4
4.05,6,18,4,4
4.053,6,18,4,4
4.056,6,18,4,4
4.059,6,18,4,4
4.062,6,18,4,4
4.065,6,18,4,4
4.068,6,18,4,4
4.071,6,18,4,4
4.074,6,18,4,4
4.077,6,18,4,4
4.08,6,18,4,4
4.083,6,18,4,4
4.086,6,18,4,4
4.089,6,18,4,4
4.092,6,18,4,4
4.095,6,18,4,4
4.098,6,18,4,4
4.101,6,18,4,4
4.104,6,18,4,4
4.107,6,18,4,4
4.11,6,18,4,4
4.113,6,18,4,4
4.116,6,18,4,4
4.119,6,18,4,4
4.122,6,18,4,4
4.125,6,18,4,4
4.128,6,18,4,4
4.131,6,18,4,4
4.134,6,18,4,4
4.137,6,18,4,4
4.14,6,18,4,4
4.143,6,18,4,4
4.146,6,18,4,4
4.149,6,18,4,4
4.152,6,18,4,4
4.155,6,18,4,4
4.158,6,18,4,4
4.161,6,18,4,4
4.164,6,18,4,4
4.167,5,15,4,4
4.17,5,15,4,4
4.173,5,15,4,4
4.176,5,15,4,4
4.179,5,15,4,4
4.182,5,15,4,4
4.185,5,15,4,4
4.188,5,15,4,4
4.191,5,15,4,4
4.194,5,15,4,4
4.197,5,15,4,4
4.2,5,15,4,4
4.203,5,15,4,4
4.206,5,15,4,4
4.209,5,15,4,4
4.212,5,15,4,4
4.215,5,15,4,4
4.218,5,15,4,4
4.221,5,15,4,4
4.224,5,15,4,4
4.227,5,15,4,4
4.23,5,15,4,4
4.233,5,15,4,4
4.236,5,15,4,4
4.239,5,15,4,4
4.242,5,15,4,4
4.245,5,15,4,4
4.248,5,15,4,4
4.251,5,15,4,4
4.254,5,15,4,4
4.257,5,15,4,4
4.26,5,15,4,4
4.263,5,15,4,4
4.266,5,15,4,4
4.269,5,15,4,4
4.272,5,15,4,4
4.275,5,15,4,4
4.278,5,15,4,4
4.281,5,15,4,4
4.284,5,15,4,4
4.287,5,15,4,4
4.29,5,15,4,4
4.293,5,15,4,4
4.296,5,15,4,4
4.299,5,15,4,4
4.302,5,15,4,4
4.305,5,15,4,4
4.308,5,15,4,4
4.311,5,15,4,4
4.314,5,15,4,4
4.317,5,15,4,4
4.32,5,15,4,4
4.323,5,15,4,4
4.326,5,15,4,4
4.329,5,15,4,4
4.332,5,15,4,4
4.335,5,15,4,4
4.338,5,15,4,4
4.341,5,15,4,4
4.344,5,15,4,4
4.347,5,15,4,4
4.35,5,15,4,4
4.353,5,15,4,4
4.356,5,15,4,4
4.359,5,15,4,4
4.362,5,15,4,4
4.365,5,15,4,4
4.368,5,15,4,4
4.371,5,15,4,4
4.374,5,15,4,4
4.377,5,15,4,4
4.38,5,15,4,4
4.383,5,15,4,4
4.386,5,15,4,4
4.389,5,15,4,4
4.392,5,15,4,4
4.395,5,15,4,4
4.398,5,15,4,4
4.401,5,15,4,4
4.404,5,15,4,4
4.407,5,15,4,4
4.41,5,15,4,4
4.413,5,15,4,4
4.416,5,15,4,4
4.419,5,15,4,4
4.422,5,15,4,4
4.425,5,15,4,4
4.428,5,15,4,4
4.431,5,15,4,4
4.434,5,15,4,4
4.437,5,15,4,4
4.44,5,15,4,4
4.443,5,15,4,4
4.446,5,15,4,4
4.449,5,15,4,4
4.452,5,15,4,4
4.455,5,15,4,4
4.458,5,15,4,4
4.461,5,15,4,4
4.464,5,15,4,4
4.467,5,15,4,4
4.47,5,15,4,4
4.473,5,15,4,4
4.476,5,15,4,4
4.479,5,15,4,4
4.482,5,15,4,4
4.485,5,15,4,4
4.488,5,15,4,4
4.491,5,15,4,4
4.494,5,15,4,4
4.497,5,15,4,4
4.5,5,15,4,6
4.503,5,15,4,6
4.506,5,15,4,6
4.509,5,15,4,6
4.512,5,15,4,6
4.515,5,15,4,6
4.518,5,15,4,6
4.521,5,15,4,6
4.524,5,15,4,6
4.527,5,15,4,6
4.53,5,15,4,6
4.533,5,15,4,6
4.536,5,15,4,6
4.539,5,15,4,6
4.542,5,15,4,6
4.545,5,15,4,6
4.548,5,15,4,6
4.551,5,15,4,6
4.554,5,15,4,6
4.557,5,15,4,6
4.56,5,15,4,6
4.563,5,15,4,6
4.566,5,15,4,6
4.569,5,15,4,6
4.572,5,15,4,6
4.575,5,15,4,6
4.578,5,15,4,6
4.581,5,15,4,6
4.584,5,15,4,6
4.587,5,15,4,6
4.59,5,15,4,6
4.593,5,15,4,6
4.596,5,15,4,6
4.599,5,15,4,6
4.602,5,15,4,6
4.605,5,15,4,6
4.608,5,15,4,6
4.611,5,15,4,6
4.614,5,15,4,6
4.617,5,15,4,6
4.62,5,15,4,6
4.623,5,15,4,6
4.626,5,15,4,6
4.629,5,15,4,6
4.632,5,15,4,6
4.635,5,15,4,6
4.638,5,15,4,6
4.641,5,15,4,6
4.644,5,15,4,6
4.647,5,15,4,6
4.65,5,15,4,6
4.653,5,15,4,6
4.656,5,15,4,6
4.659,5,15,4,6
4.662,5,15,4,6
4.665,5,15,4,6
4.668,5,15,4,6
4.671,5,15,4,6
4.674,5,15,4,6
4.677,5,15,4,6
4.68,5,15,4,6
4.683,5,15,4,6
4.686,5,15,4,6
4.689,5,15,4,6
4.692,5,15,4,6
4.695,5,15,4,6
4.698,5,15,4,6
4.701,5,15,4,6
4.704,5,15,4,6
4.707,5,15,4,6
4.71,5,15,4,6
4.713,5,15,4,6
4.716,5,15,4,6
4.719,5,15,4,6
4.722,5,15,4,6
4.725,5,15,4,6
4.728,5,15,4,6
4.731,5,15,4,6
4.734,4,12,4,6
4.737,4,12,4,6
4.74,4,12,4,6
4.743,4,12,4,6
4.746,4,12,4,6
4.749,4,12,4,6
4.752,4,12,4,6
4.755,4,12,4,6
4.758,4,12,4,6
4.761,4,12,4,6
4.764,4,12,4,6
4.767,4,12,4,6
4.77,4,12,4,6
4.773,4,12,4,6
4.776,4,12,4,6
4.779,4,12,4,6
4.782,4,12,4,6
4.785,4,12,4,6
4.788,4,12,4,6
4.791,4,12,4,6
4.794,4,12,4,6
4.797,4,12,4,6
4.8,4,12,4,6
4.803,4,12,4,6
4.806,4,12,4,6
4.809,4,12,4,6
4.812,4,12,4,6
4.815,4,12,4,6
4.818,4,12,4,6
4.821,4,12,4,6
4.824,4,12,4,6
4.827,4,12,4,6
4.83,4,12,4,6
4.833,4,12,4,6
4.836,4,12,4,6
4.839,4,12,4,6
4.842,4,12,4,6
4.845,4,12,4,6
4.848,4,12,4,6
4.851,4,12,4,6
4.854,4,12,4,6
4.857,4,12,4,6
4.86,4,12,4,6
4.863,4,12,4,6
4.866,4,12,4,6
4.869,4,12,4,6
4.872,4,12,4,6
4.875,4,12,4,6
4.878,4,12,4,6
4.881,4,12,4,6
4.884,4,12,4,6
4.887,4,12,4,6
4.89,4,12,4,6
4.893,4,12,4,6
4.896,4,12,4,6
4.899,4,12,4,6
4.902,4,12,4,6
4.905,4,12,4,6
4.908,4,12,4,6
4.911,4,12,4,6
4.914,4,12,4,6
4.917,4,12,4,6
4.92,4,12,4,6
4.923,4,12,4,6
4.926,4,12,4,6
4.929,4,12,4,6
4.932,4,12,4,6
4.935,4,12,4,6
4.938,4,12,4,6
4.941,4,12,4,6
4.944,4,12,4,6
4.947,4,12,4,6
4.95,4,12,4,6
4.953,4,12,4,6
4.956,4,12,4,6
4.959,4,12,4,6
4.962,4,12,4,6
4.965,4,12,4,6
4.968,4,12,4,6
4.971,4,12,4,6
4.974,4,12,4,6
4.977,4,12,4,6
4.98,4,12,4,6
4.983,4,12,4,6
4.986,4,12,4,6
4.989,4,12,4,6
4.992,4,12,4,6
4.995,4,12,4,6
4.998,4,12,4,6
5.001,4,12,5,4
5.004,4,12,5,4
5.007,4,12,5,4
5.01,4,12,5,4
5.013,4,12,5,4
5.016,4,12,5,4
5.019,4,12,5,4
5.022,4,12,5,4
5.025,4,12,5,4
5.028,4,12,5,4
5.031,4,12,5,4
5.034,4,12,5,4
5.037,4,12,5,4
5.04,4,12,5,4
5.043,4,12,5,4
5.046,4,12,5,4
5.049,4,12,5,4
5.052,4,12,5,4
5.055,4,12,5,4
5.058,4,12,5,4
5.061,4,12,5,4
5.064,4,12,5,4
5.067,4,12,5,4
5.07,4,12,5,4
5.073,4,12,5,4
5.076,4,12,5,4
5.079,4,12,5,4
5.082,4,12,5,4
5.085,4,12,5,4
5.088,4,12,5,4
5.091,4,12,5,4
5.094,4,12,5,4
5.097,4,12,5,4
5.1,4,12,5,4
5.103,4,12,5,4
5.106,4,12,5,4
5.109,4,12,5,4
5.112,4,12,5,4
5.115,4,12,5,4
5.118,4,12,5,4
5.121,4,12,5,4
5.124,4,12,5,4
5.127,4,12,5,4
5.13,4,12,5,4
5.133,4,12,5,4
5.136,4,12,5,4
5.139,4,12,5,4
5.142,4,12,5,4
5.145,4,12,5,4
5.148,4,12,5,4
5.151,4,12,5,4
5.154,4,12,5,4
5.157,4,12,5,4
5.16,4,12,5,4
5.163,4,12,5,4
5.166,4,12,5,4
5.169,4,12,5,4
5.172,4,12,5,4
5.175,4,12,5,4
5.178,4,12,5,4
5.181,4,12,5,4
5.184,4,12,5,4
5.187,4,12,5,4
5.19,4,12,5,4
5.193,4,12,5,4
5.196,4,12,5,4
5.199,4,12,5,4
5.202,4,12,5,4
5.205,4,12,5,4
5.208,4,12,5,4
5.211,4,12,5,4
5.214,4,12,5,4
5.217,4,12,5,4
5.22,4,12,5,4
5.223,4,12,5,4
5.226,4,12,5,4
5.229,4,12,5,4
5.232,4,12,5,4
5.235,4,12,5,4
5.238,4,12,5,4
5.241,4,12,5,4
5.244,4,12,5,4
5.247,4,12,5,4
5.25,4,12,5,4
5.253,4,12,5,4
5.256,4,12,5,4
5.259,4,12,5,4
5.262,4,12,5,4
5.265,4,12,5,4
5.268,3,9,5,4
5.271,3,9,5,4
5.274,3,9,5,4
5.277,3,9,5,4
5.28,3,9,5,4
5.283,3,9,5,4
5.286,3,9,5,4
5.289,3,9,5,4
5.292,3,9,5,4
5.295,3,9,5,4
5.298,3,9,5,4
5.301,3,9,5,4
5.304,3,9,5,4
5.307,3,9,5,4
5.31,3,9,5,4
5.313,3,9,5,4
5.316,3,9,5,4
5.319,3,9,5,4
5.322,3,9,5,4
5.325,3,9,5,4
5.328,3,9,5,4
5.331,3,9,5,4
5.334,3,9,5,4
5.337,3,9,5,4
5.34,3,9,5,4
5.343,3,9,5,4
5.346,3,9,5,4
5.349,3,9,5,4
5.352,3,9,5,4
5.355,3,9,5,4
5.358,3,9,5,4
5.361,3,9,5,4
5.364,3,9,5,4
5.367,3,9,5,4
5.37,3,9,5,4
5.373,3,9,5,4
5.376,3,9,5,4
5.379,3,9,5,4
5.382,3,9,5,4
5.385,3,9,5,4
5.388,3,9,5,4
5.391,3,9,5,4
5.394,3,9,5,4
5.397,3,9,5,4
5.4,3,9,5,4
5.403,3,9,5,4
5.406,3,9,5,4
5.409,3,9,5,4
5.412,3,9,5,4
5.415,3,9,5,4
5.418,3,9,5,4
5.421,3,9,5,4
5.424,3,9,5,4
5.427,3,9,5,4
5.43,3,9,5,4
5.433,3,9,5,4
5.436,3,9,5,4
5.439,3,9,5,4
5.442,3,9,5,4
5.445,3,9,5,4
5.448,3,9,5,4
5.451,3,9,5,4
5.454,3,9,5,4
5.457,3,9,5,4
5.46,3,9,5,4
5.463,3,9,5,4
5.466,3,9,5,4
5.469,3,9,5,4
5.472,3,9,5,4
5.475,3,9,5,4
5.478,3,9,5,4
5.481,3,9,5,4
5.484,3,9,5,4
5.487,3,9,5,4
5.49,3,9,5,4
5.493,3,9,5,4
5.496,3,9,5,4
5.499,3,9,5,4
5.502,3,9,5,6
5.505,3,9,5,6
5.508,3,9,5,6
5.511,3,9,5,6
5.514,3,9,5,6
5.517,3,9,5,6
5.52,3,9,5,6
5.523,3,9,5,6
5.526,3,9,5,6
5.529,3,9,5,6
5.532,3,9,5,6
5.535,3,9,5,6
5.538,3,9,5,6
5.541,3,9,5,6
5.544,3,9,5,6
5.547,3,9,5,6
5.55,3,9,5,6
5.553,3,9,5,6
5.556,3,9,5,6
5.559,3,9,5,6
5.562,3,9,5,6
5.565,3,9,5,6
5.568,3,9,5,6
5.571,3,9,5,6
5.574,3,9,5,6
5.577,3,9,5,6
5.58,3,9,5,6
5.583,3,9,5,6
5.586,3,9,5,6
5.589,3,9,5,6
5.592,3,9,5,6
5.595,3,9,5,6
5.598,3,9,5,6
5.601,3,9,5,2
5.604,3,9,5,2
5.607,3,9,5,2
5.61,3,9,5,2
5.613,3,9,5,2
5.616,3,9,5,2
5.619,3,9,5,2
5.622,3,9,5,2
5.625,3,9,5,2
5.628,3,9,5,2
5.631,3,9,5,2
5.634,3,9,5,2
5.637,3,9,5,2
5.64,3,9,5,2
5.643,3,9,5,2
5.646,3,9,5,2
5.649,3,9,5,2
5.652,3,9,5,2
5.655,3,9,5,2
5.658,3,9,5,2
5.661,3,9,5,2
5.664,3,9,5,2
5.667,3,9,5,2
5.67,3,9,5,2
5.673,3,9,5,2
5.676,3,9,5,2
5.679,3,9,5,2
5.682,3,9,5,2
5.685,3,9,5,2
5.688,3,9,5,2
5.691,3,9,5,2
5.694,3,9,5,2
5.697,3,9,5,2
5.7,3,9,5,2
5.703,3,9,5,2
5.706,3,9,5,2
5.709,3,9,5,2
5.712,3,9,5,2
5.715,3,9,5,2
5.718,3,9,5,2
5.721,3,9,5,2
5.724,3,9,5,2
5.727,3,9,5,2
5.73,3,9,5,2
5.733,3,9,5,2
5.736,3,9,5,2
5.739,3,9,5,2
5.742,3,9,5,2
5.745,3,9,5,2
5.748,3,9,5,2
5.751,3,9,5,2
5.754,3,9,5,2
5.757,3,9,5,2
5.76,3,9,5,2
5.763,3,9,5,2
5.766,3,9,5,2
5.769,3,9,5,2
5.772,3,9,5,2
5.775,3,9,5,2
5.778,3,9,5,2
5.781,3,9,5,2
5.784,3,9,5,2
5.787,3,9,5,2
5.79,3,9,5,2
5.793,3,9,5,2
5.796,3,9,5,2
5.799,3,9,5,2
5.802,3,9,5,2
5.805,3,9,5,2
5.808,3,9,5,2
5.811,3,9,5,2
5.814,3,9,5,2
5.817,3,9,5,2
5.82,3,9,5,2
5.823,3,9,5,2
5.826,3,9,5,2
5.829,3,9,5,2
5.832,3,9,5,2
5.835,2,6,5,2
5.838,2,6,5,2
5.841,2,6,5,2
5.844,2,6,5,2
5.847,2,6,5,2
5.85,2,6,5,2
5.853,2,6,5,2
5.856,2,6,5,2
5.859,2,6,5,2
5.862,2,6,5,2
5.865,2,6,5,2
5.868,2,6,5,2
5.871,2,6,5,2
5.874,2,6,5,2
5.877,2,6,5,2
5.88,2,6,5,2
5.883,2,6,5,2
5.886,2,6,5,2
5.889,2,6,5,2
5.892,2,6,5,2
5.895,2,6,5,2
5.898,2,6,5,2
5.901,2,6,5,2
5.904,2,6,5,2
5.907,2,6,5,2
5.91,2,6,5,2
5.913,2,6,5,2
5.916,2,6,5,2
5.919,2,6,5,2
5.922,2,6,5,2
5.925,2,6,5,2
5.928,2,6,5,2
5.931,2,6,5,2
5.934,2,6,5,2
5.937,2,6,5,2
5.94,2,6,5,2
5.943,2,6,5,2
5.946,2,6,5,2
5.949,2,6,5,2
5.952,2,6,5,2
5.955,2,6,5,2
5.958,2,6,5,2
5.961,2,6,5,2
5.964,2,6,5,2
5.967,2,6,5,2
5.97,2,6,5,2
5.973,2,6,5,2
5.976,2,6,5,2
5.979,2,6,5,2
5.982,2,6,5,2
5.985,2,6,5,2
5.988,2,6,5,2
5.991,2,6,5,2
5.994,2,6,5,2
5.997,2,6,5,2
6,2,6,6,4
6.003,2,6,6,4
6.006,2,6,6,4
6.009,2,6,6,4
6.012,2,6,6,4
6.015,2,6,6,4
6.018,2,6,6,4
6.021,2,6,6,4
6.024,2,6,6,4
6.027,2,6,6,4
6.03,2,6,6,4
6.033,2,6,6,4
6.036,2,6,6,4
6.039,2,6,6,4
6.042,2,6,6,4
6.045,2,6,6,4
6.048,2,6,6,4
6.051,2,6,6,4
6.054,2,6,6,4
6.057,2,6,6,4
6.06,2,6,6,4
6.063,2,6,6,4
6.066,2,6,6,4
6.069,2,6,6,4
6.072,2,6,6,4
6.075,2,6,6,4
6.078,2,6,6,4
6.081,2,6,6,4
6.084,2,6,6,4
6.087,2,6,6,4
6.09,2,6,6,4
6.093,2,6,6,4
6.096,2,6,6,4
6.099,2,6,6,4
6.102,2,6,6,4
6.105,2,6,6,4
6.108,2,6,6,4
6.111,2,6,6,4
6.114,2,6,6,4
6.117,2,6,6,4
6.12,2,6,6,4
6.123,2,6,6,4
6.126,2,6,6,4
6.129,2,6,6,4
6.132,2,6,6,4
6.135,2,6,6,4
6.138,2,6,6,4
6.141,2,6,6,4
6.144,2,6,6,4
6.147,2,6,6,4
6.15,2,6,6,4
6.153,2,6,6,4
6.156,2,6,6,4
6.159,2,6,6,4
6.162,2,6,6,4
6.165,2,6,6,4
6.168,2,6,6,4
6.171,2,6,6,4
6.174,2,6,6,4
6.177,2,6,6,4
6.18,2,6,6,4
6.183,2,6,6,4
6.186,2,6,6,4
6.189,2,6,6,4
6.192,2,6,6,4
6.195,2,6,6,4
6.198,2,6,6,4
6.201,2,6,6,4
6.204,2,6,6,4
6.207,2,6,6,4
6.21,2,6,6,4
6.213,2,6,6,4
6.216,2,6,6,4
6.219,2,6,6,4
6.222,2,6,6,4
6.225,2,6,6,4
6.228,2,6,6,4
6.231,2,6,6,4
6.234,2,6,6,4
6.237,2,6,6,4
6.24,2,6,6,4
6.243,2,6,6,4
6.246,2,6,6,4
6.249,2,6,6,4
6.252,2,6,6,4
6.255,2,6,6,4
6.258,2,6,6,4
6.261,2,6,6,4
6.264,2,6,6,4
6.267,2,6,6,4
6.27,2,6,6,4
6.273,2,6,6,4
6.276,2,6,6,4
6.279,2,6,6,4
6.282,2,6,6,4
6.285,2,6,6,4
6.288,2,6,6,4
6.291,2,6,6,4
6.294,2,6,6,4
6.297,2,6,6,4
6.3,2,6,6,4
6.303,2,6,6,4
6.306,2,6,6,4
6.309,2,6,6,4
6.312,2,6,6,4
6.315,2,6,6,4
6.318,2,6,6,4
6.321,2,6,6,4
6.324,2,6,6,4
6.327,2,6,6,4
6.33,2,6,6,4
6.333,2,6,6,4
6.336,2,6,6,4
6.339,2,6,6,4
6.342,2,6,6,4
6.345,2,6,6,4
6.348,2,6,6,4
6.351,2,6,6,4
6.354,2,6,6,4
6.357,2,6,6,4
6.36,2,6,6,4
6.363,2,6,6,4
6.366,2,6,6,4
6.369,2,6,6,4
6.372,2,6,6,4
6.375,2,6,6,4
6.378,2,6,6,4
6.381,2,6,6,4
6.384,2,6,6,4
6.387,2,6,6,4
6.39,2,6,6,4
6.393,2,6,6,4
6.396,2,6,6,4
6.399,2,6,6,4
6.402,2,6,6,4
6.405,2,6,6,4
6.408,2,6,6,4
6.411,2,6,6,4
6.414,2,6,6,4
6.417,2,6,6,4
6.42,2,6,6,4
6.423,2,6,6,4
6.426,2,6,6,4
6.429,2,6,6,4
6.432,2,6,6,4
6.435,2,6,6,4
6.438,2,6,6,4
6.441,2,6,6,4
6.444,2,6,6,4
6.447,2,6,6,4
6.45,2,6,6,4
6.453,2,6,6,4
6.456,2,6,6,4
6.459,2,6,6,4
6.462,2,6,6,4
6.465,2,6,6,4
6.468,2,6,6,4
6.471,2,6,6,4
6.474,2,6,6,4
6.477,2,6,6,4
6.48,2,6,6,4
6.483,2,6,6,4
6.486,2,6,6,4
6.489,2,6,6,4
6.492,2,6,6,4
6.495,2,6,6,4
6.498,2,6,6,4
6.501,2,6,6,6
6.504,2,6,6,6
6.507,2,6,6,6
6.51,2,6,6,6
6.513,2,6,6,6
6.516,2,6,6,6
6.519,2,6,6,6
6.522,2,6,6,6
6.525,2,6,6,6
6.528,2,6,6,6
6.531,2,6,6,6
6.534,2,6,6,6
6.537,2,6,6,6
6.54,2,6,6,6
6.543,2,6,6,6
6.546,2,6,6,6
6.549,2,6,6,6
6.552,2,6,6,6
6.555,2,6,6,6
6.558,2,6,6,6
6.561,2,6,6,6
6.564,2,6,6,6
6.567,2,6,6,6
6.57,1,3,6,6
6.573,1,3,6,6
6.576,1,3,6,6
6.579,1,3,6,6
6.582,1,3,6,6
6.585,1,3,6,6
6.588,1,3,6,6
6.591,1,3,6,6
6.594,1,3,6,6
6.597,1,3,6,6
6.6,1,3,6,6
6.603,1,3,6,6
6.606,1,3,6,6
6.609,1,3,6,6
6.612,1,3,6,6
6.615,1,3,6,6
6.618,1,3,6,6
6.621,1,3,6,6
6.624,1,3,6,6
6.627,1,3,6,6
6.63,1,3,6,6
6.633,1,3,6,6
6.636,1,3,6,6
6.639,1,3,6,6
6.642,1,3,6,6
6.645,1,3,6,6
6.648,1,3,6,6
6.651,1,3,6,6
6.654,1,3,6,6
6.657,1,3,6,6
6.66,1,3,6,6
6.663,1,3,6,6
6.666,1,3,6,6
6.669,1,3,6,6
6.672,1,3,6,6
6.675,1,3,6,6
6.678,1,3,6,6
6.681,1,3,6,6
6.684,1,3,6,6
6.687,1,3,6,6
6.69,1,3,6,6
6.693,1,3,6,6
6.696,1,3,6,6
6.699,1,3,6,6
6.702,1,3,6,6
6.705,1,3,6,6
6.708,1,3,6,6
6.711,1,3,6,6
6.714,1,3,6,6
6.717,1,3,6,6
6.72,1,3,6,6
6.723,1,3,6,6
6.726,1,3,6,6
6.729,1,3,6,6
6.732,1,3,6,6
6.735,1,3,6,6
6.738,1,3,6,6
6.741,1,3,6,6
6.744,1,3,6,6
6.747,1,3,6,6
6.75,1,3,6,6
6.753,1,3,6,6
6.756,1,3,6,6
6.759,1,3,6,6
6.762,1,3,6,6
6.765,1,3,6,6
6.768,1,3,6,6
6.771,1,3,6,6
6.774,1,3,6,6
6.777,1,3,6,6
6.78,1,3,6,6
6.783,1,3,6,6
6.786,1,3,6,6
6.789,1,3,6,6
6.792,1,3,6,6
6.795,1,3,6,6
6.798,1,3,6,6
6.801,1,3,6,6
6.804,1,3,6,6
6.807,1,3,6,6
6.81,1,3,6,6
6.813,1,3,6,6
6.816,1,3,6,6
6.819,1,3,6,6
6.822,1,3,6,6
6.825,1,3,6,6
6.828,1,3,6,6
6.831,1,3,6,6
6.834,1,3,6,6
6.837,1,3,6,6
6.84,1,3,6,6
6.843,1,3,6,6
6.846,1,3,6,6
6.849,1,3,6,6
6.852,1,3,6,6
6.855,1,3,6,6
6.858,1,3,6,6
6.861,1,3,6,6
6.864,1,3,6,6
6.867,1,3,6,6
6.87,1,3,6,6
6.873,1,3,6,6
6.876,1,3,6,6
6.879,1,3,6,6
6.882,1,3,6,6
6.885,1,3,6,6
6.888,1,3,6,6
6.891,1,3,6,6
6.894,1,3,6,6
6.897,1,3,6,6
6.9,1,3,6,6
6.903,1,3,6,6
6.906,1,3,6,6
6.909,1,3,6,6
6.912,1,3,6,6
6.915,1,3,6,6
6.918,1,3,6,6
6.921,1,3,6,6
6.924,1,3,6,6
6.927,1,3,6,6
6.93,1,3,6,6
6.933,1,3,6,6
6.936,1,3,6,6
6.939,1,3,6,6
6.942,1,3,6,6
6.945,1,3,6,6
6.948,1,3,6,6
