"time","clutch3.f_normalized"
0.000000E+000,0.000000E+000
0.000000E+000,0.000000E+000
0.000000E+000,0.000000E+000
0.000000E+000,0.000000E+000
0.000000E+000,0.000000E+000
1.000000E-003,0.000000E+000
2.000000E-003,0.000000E+000
3.404500E-003,0.000000E+000
4.809100E-003,0.000000E+000
6.213700E-003,0.000000E+000
8.514500E-003,0.000000E+000
1.289610E-002,0.000000E+000
1.727770E-002,0.000000E+000
2.165930E-002,0.000000E+000
2.604100E-002,0.000000E+000
3.042260E-002,0.000000E+000
3.480420E-002,0.000000E+000
3.918580E-002,0.000000E+000
4.356740E-002,0.000000E+000
4.794910E-002,0.000000E+000
5.233070E-002,0.000000E+000
5.671230E-002,0.000000E+000
6.144970E-002,0.000000E+000
6.618710E-002,0.000000E+000
7.092460E-002,0.000000E+000
7.922420E-002,0.000000E+000
8.752390E-002,0.000000E+000
9.582350E-002,0.000000E+000
1.041232E-001,0.000000E+000
1.124228E-001,0.000000E+000
1.207225E-001,0.000000E+000
1.290221E-001,0.000000E+000
1.373218E-001,0.000000E+000
1.456214E-001,0.000000E+000
1.539211E-001,0.000000E+000
1.622207E-001,0.000000E+000
1.705204E-001,0.000000E+000
1.788200E-001,0.000000E+000
1.871197E-001,0.000000E+000
1.954193E-001,0.000000E+000
2.037190E-001,0.000000E+000
2.120186E-001,0.000000E+000
2.203183E-001,0.000000E+000
2.254747E-001,0.000000E+000
2.306312E-001,0.000000E+000
2.391155E-001,0.000000E+000
2.475997E-001,0.000000E+000
2.560840E-001,0.000000E+000
2.645683E-001,0.000000E+000
2.730526E-001,0.000000E+000
2.815369E-001,0.000000E+000
2.900212E-001,0.000000E+000
2.985055E-001,0.000000E+000
3.033430E-001,0.000000E+000
3.081806E-001,0.000000E+000
3.130182E-001,0.000000E+000
3.178558E-001,0.000000E+000
3.226934E-001,0.000000E+000
3.328092E-001,0.000000E+000
3.429251E-001,0.000000E+000
3.530410E-001,0.000000E+000
3.631569E-001,0.000000E+000
3.700601E-001,0.000000E+000
3.769634E-001,0.000000E+000
3.838666E-001,0.000000E+000
3.946112E-001,0.000000E+000
4.000000E-001,0.000000E+000
4.000000E-001,0.000000E+000
4.000000E-001,0.000000E+000
4.017321E-001,0.000000E+000
4.033419E-001,0.000000E+000
4.046757E-001,0.000000E+000
4.069981E-001,0.000000E+000
4.129420E-001,0.000000E+000
4.159310E-001,0.000000E+000
4.189199E-001,0.000000E+000
4.219089E-001,0.000000E+000
4.248979E-001,0.000000E+000
4.278868E-001,0.000000E+000
4.308758E-001,0.000000E+000
4.338648E-001,0.000000E+000
4.368537E-001,0.000000E+000
4.398427E-001,0.000000E+000
4.444478E-001,0.000000E+000
4.490530E-001,0.000000E+000
4.536581E-001,0.000000E+000
4.582632E-001,0.000000E+000
4.653059E-001,0.000000E+000
4.723486E-001,0.000000E+000
4.829265E-001,0.000000E+000
4.893065E-001,0.000000E+000
4.956866E-001,0.000000E+000
5.020667E-001,0.000000E+000
5.084468E-001,0.000000E+000
5.148268E-001,0.000000E+000
5.212069E-001,0.000000E+000
5.338789E-001,0.000000E+000
5.417627E-001,0.000000E+000
5.496465E-001,0.000000E+000
5.575304E-001,0.000000E+000
5.654142E-001,0.000000E+000
5.732980E-001,0.000000E+000
5.811819E-001,0.000000E+000
5.890657E-001,0.000000E+000
5.969495E-001,0.000000E+000
6.048334E-001,0.000000E+000
6.127172E-001,0.000000E+000
6.206010E-001,0.000000E+000
6.332640E-001,0.000000E+000
6.408172E-001,0.000000E+000
6.483704E-001,0.000000E+000
6.559236E-001,0.000000E+000
6.675496E-001,0.000000E+000
6.758824E-001,0.000000E+000
6.842151E-001,0.000000E+000
6.925479E-001,0.000000E+000
7.008807E-001,0.000000E+000
7.092135E-001,0.000000E+000
7.097925E-001,0.000000E+000
7.097925E-001,0.000000E+000
7.113538E-001,0.000000E+000
7.128070E-001,0.000000E+000
7.140488E-001,0.000000E+000
7.165743E-001,0.000000E+000
7.190998E-001,0.000000E+000
7.216253E-001,0.000000E+000
7.241508E-001,0.000000E+000
7.266762E-001,0.000000E+000
7.292017E-001,0.000000E+000
7.317272E-001,0.000000E+000
7.342527E-001,0.000000E+000
7.367782E-001,0.000000E+000
7.407158E-001,0.000000E+000
7.446534E-001,0.000000E+000
7.485910E-001,0.000000E+000
7.525286E-001,0.000000E+000
7.611529E-001,0.000000E+000
7.697772E-001,0.000000E+000
7.741017E-001,0.000000E+000
7.784261E-001,0.000000E+000
7.827505E-001,0.000000E+000
7.870750E-001,0.000000E+000
7.911397E-001,0.000000E+000
7.911397E-001,0.000000E+000
7.911397E-001,0.000000E+000
7.921397E-001,0.000000E+000
7.931397E-001,0.000000E+000
7.946066E-001,0.000000E+000
7.960735E-001,0.000000E+000
7.975404E-001,0.000000E+000
7.998068E-001,0.000000E+000
8.034178E-001,0.000000E+000
8.093615E-001,0.000000E+000
8.153051E-001,0.000000E+000
8.212488E-001,0.000000E+000
8.271924E-001,0.000000E+000
8.304127E-001,0.000000E+000
8.311672E-001,0.000000E+000
8.311672E-001,0.000000E+000
8.311672E-001,0.000000E+000
8.311672E-001,0.000000E+000
8.324310E-001,0.000000E+000
8.336128E-001,0.000000E+000
8.347241E-001,0.000000E+000
8.370334E-001,0.000000E+000
8.393427E-001,0.000000E+000
8.416520E-001,0.000000E+000
8.439613E-001,0.000000E+000
8.462706E-001,0.000000E+000
