"time","J1_0w","J2_0w","J3_0w","J4_0w"
0,10,0,0,0
0.0015,10,0,0,0
0.0015,9.98536,0.015,7.21645e-016,7.21668e-016
0.003,9.98536,0.015,7.21645e-016,7.21668e-016
0.003,9.97143,0.0299999,-1.73125e-015,-1.73118e-015
0.0045,9.97143,0.0299999,-1.73125e-015,-1.73118e-015
0.0045,9.95819,0.0449998,-1.08941e-015,-1.08925e-015
0.006,9.95819,0.0449998,-1.08941e-015,-1.08925e-015
0.006,9.94565,0.0599994,-2.77556e-016,-2.77296e-016
0.0075,9.94565,0.0599994,-2.77556e-016,-2.77296e-016
0.0075,9.9338,0.0749989,-1.60982e-015,-1.60949e-015
0.009,9.9338,0.0749989,-1.60982e-015,-1.60949e-015
0.009,9.92263,0.0899981,4.71845e-016,4.72214e-016
0.0105,9.92263,0.0899981,4.71845e-016,4.72214e-016
0.0105,9.91215,0.104997,-8.88178e-016,-8.87793e-016
0.012,9.91215,0.104997,-8.88178e-016,-8.87793e-016
0.012,9.90232,0.119996,-1.38778e-015,-1.38737e-015
0.0135,9.90232,0.119996,-1.38778e-015,-1.38737e-015
0.0135,9.89316,0.134994,-6.66134e-016,-6.65692e-016
0.015,9.89316,0.134994,-6.66134e-016,-6.65692e-016
0.015,9.88463,0.149992,-9.99201e-016,-9.98695e-016
0.0165,9.88463,0.149992,-9.99201e-016,-9.98695e-016
0.0165,9.87674,0.164989,-2.16493e-015,-2.16435e-015
0.018,9.87674,0.164989,-2.16493e-015,-2.16435e-015
0.018,9.86944,0.179985,-3.4972e-015,-3.49653e-015
0.0195,9.86944,0.179985,-3.4972e-015,-3.49653e-015
0.0195,9.86276,0.194981,-3.21965e-015,-3.21888e-015
0.021,9.86276,0.194981,-3.21965e-015,-3.21888e-015
0.021,9.85664,0.209977,-2.2482e-015,-2.24735e-015
0.0225,9.85664,0.209977,-2.2482e-015,-2.24735e-015
0.0225,9.85109,0.224971,-1.30451e-015,-1.30361e-015
0.024,9.85109,0.224971,-1.30451e-015,-1.30361e-015
0.024,9.84607,0.239965,-2.58127e-015,-2.58031e-015
0.0255,9.84607,0.239965,-2.58127e-015,-2.58031e-015
0.0255,9.84156,0.254958,-3.10862e-015,-3.10761e-015
0.027,9.84156,0.254958,-3.10862e-015,-3.10761e-015
0.027,9.83755,0.26995,-3.55271e-015,-3.55165e-015
0.0285,9.83755,0.26995,-3.55271e-015,-3.55165e-015
0.0285,9.83399,0.284942,-2.38698e-015,-2.38588e-015
0.03,9.83399,0.284942,-2.38698e-015,-2.38588e-015
0.03,9.83089,0.299932,-3.21965e-015,-3.21852e-015
0.0315,9.83089,0.299932,-3.21965e-015,-3.21852e-015
0.0315,9.82822,0.314921,-2.22045e-015,-2.2193e-015
0.033,9.82822,0.314921,-2.22045e-015,-2.2193e-015
0.033,9.82593,0.329909,-1.05471e-015,-1.05354e-015
0.0345,9.82593,0.329909,-1.05471e-015,-1.05354e-015
0.0345,9.82402,0.344896,-1.88738e-015,-1.88617e-015
0.036,9.82402,0.344896,-1.88738e-015,-1.88617e-015
0.036,9.82245,0.359882,-1.16573e-015,-1.16448e-015
0.0375,9.82245,0.359882,-1.16573e-015,-1.16448e-015
0.0375,9.82119,0.374867,6.10623e-016,6.11928e-016
0.039,9.82119,0.374867,6.10623e-016,6.11928e-016
0.039,9.8202,0.38985,-3.88578e-016,-3.87213e-016
0.0405,9.8202,0.38985,-3.88578e-016,-3.87213e-016
0.0405,9.81945,0.404832,1.66533e-016,1.6797e-016
0.042,9.81945,0.404832,1.66533e-016,1.6797e-016
0.042,9.81892,0.419812,-7.21645e-016,-7.2013e-016
0.0435,9.81892,0.419812,-7.21645e-016,-7.2013e-016
0.0435,9.81855,0.434791,-6.10623e-016,-6.09035e-016
0.045,9.81855,0.434791,-6.10623e-016,-6.09035e-016
0.045,9.81834,0.449769,-5.55112e-017,-5.38507e-017
0.0465,9.81834,0.449769,-5.55112e-017,-5.38507e-017
0.0465,9.81823,0.464745,-1.05471e-015,-1.05298e-015
0.048,9.81823,0.464745,-1.05471e-015,-1.05298e-015
0.048,9.81821,0.479719,-8.88178e-016,-8.86393e-016
0.0495,9.81821,0.479719,-8.88178e-016,-8.86393e-016
0.0495,9.81822,0.494691,-8.32667e-016,-8.3084e-016
0.051,9.81822,0.494691,-8.32667e-016,-8.3084e-016
0.051,9.81825,0.509662,-1.66533e-015,-1.66348e-015
0.0525,9.81825,0.509662,-1.66533e-015,-1.66348e-015
0.0525,9.81826,0.524631,1.33227e-015,1.33413e-015
0.054,9.81826,0.524631,1.33227e-015,1.33413e-015
0.054,9.81821,0.539599,3.33067e-016,3.34925e-016
0.0555,9.81821,0.539599,3.33067e-016,3.34925e-016
0.0555,9.81808,0.554564,-1.11022e-016,-1.09185e-016
0.057,9.81808,0.554564,-1.11022e-016,-1.09185e-016
0.057,9.81783,0.569527,2.22045e-016,2.23849e-016
0.0585,9.81783,0.569527,2.22045e-016,2.23849e-016
0.0585,9.81743,0.584489,0,1.76669e-018
0.06,9.81743,0.584489,0,1.76669e-018
0.06,9.81684,0.599448,1.11022e-016,1.12744e-016
0.0615,9.81684,0.599448,1.11022e-016,1.12744e-016
0.0615,9.81604,0.614405,-3.33067e-016,-3.31395e-016
0.063,9.81604,0.614405,-3.33067e-016,-3.31395e-016
0.063,9.81499,0.62936,1.44329e-015,1.44491e-015
0.0645,9.81499,0.62936,1.44329e-015,1.44491e-015
0.0645,9.81366,0.644313,-1.77636e-015,-1.7748e-015
0.066,9.81366,0.644313,-1.77636e-015,-1.7748e-015
0.066,9.81203,0.659264,-8.88178e-016,-8.86668e-016
0.0675,9.81203,0.659264,-8.88178e-016,-8.86668e-016
0.0675,9.81006,0.674212,-7.77156e-016,-7.75691e-016
0.069,9.81006,0.674212,-7.77156e-016,-7.75691e-016
0.069,9.80773,0.689158,-1.33227e-015,-1.33084e-015
0.0705,9.80773,0.689158,-1.33227e-015,-1.33084e-015
0.0705,9.805,0.704101,-8.88178e-016,-8.86779e-016
0.072,9.805,0.704101,-8.88178e-016,-8.86779e-016
0.072,9.80184,0.719042,-2.22045e-016,-2.20658e-016
0.0735,9.80184,0.719042,-2.22045e-016,-2.20658e-016
0.0735,9.79824,0.733981,-2.22045e-015,-2.21909e-015
0.075,9.79824,0.733981,-2.22045e-015,-2.21909e-015
0.075,9.79418,0.748917,-1.77636e-015,-1.77506e-015
0.0765,9.79418,0.748917,-1.77636e-015,-1.77506e-015
0.0765,9.78961,0.76385,-2.22045e-016,-2.20833e-016
0.078,9.78961,0.76385,-2.22045e-016,-2.20833e-016
0.078,9.78453,0.77878,-8.88178e-016,-8.87078e-016
0.0795,9.78453,0.77878,-8.88178e-016,-8.87078e-016
0.0795,9.77889,0.793708,-1.44329e-015,-1.44234e-015
0.081,9.77889,0.793708,-1.44329e-015,-1.44234e-015
0.081,9.77269,0.808633,-1.11022e-016,-1.10236e-016
0.0825,9.77269,0.808633,-1.11022e-016,-1.10236e-016
0.0825,9.76592,0.823555,-2.22045e-016,-2.21358e-016
0.084,9.76592,0.823555,-2.22045e-016,-2.21358e-016
0.084,9.75855,0.838474,-1.88738e-015,-1.88677e-015
0.0855,9.75855,0.838474,-1.88738e-015,-1.88677e-015
0.0855,9.75056,0.853391,-1.33227e-015,-1.3317e-015
0.087,9.75056,0.853391,-1.33227e-015,-1.3317e-015
0.087,9.74194,0.868304,2.22045e-016,2.22623e-016
0.0885,9.74194,0.868304,2.22045e-016,2.22623e-016
0.0885,9.73266,0.883214,4.44089e-016,4.4474e-016
0.09,9.73266,0.883214,4.44089e-016,4.4474e-016
0.09,9.72274,0.898121,1.66533e-015,1.66596e-015
0.0915,9.72274,0.898121,1.66533e-015,1.66596e-015
0.0915,9.71214,0.913025,9.99201e-016,9.99748e-016
0.093,9.71214,0.913025,9.99201e-016,9.99748e-016
0.093,9.70086,0.927926,1.11022e-016,1.11445e-016
0.0945,9.70086,0.927926,1.11022e-016,1.11445e-016
0.0945,9.6889,0.942823,1.33227e-015,1.3325e-015
0.096,9.6889,0.942823,1.33227e-015,1.3325e-015
0.096,9.67624,0.957717,2.22045e-016,2.21987e-016
0.0975,9.67624,0.957717,2.22045e-016,2.21987e-016
0.0975,9.66288,0.972608,2.22045e-016,2.21664e-016
0.099,9.66288,0.972608,2.22045e-016,2.21664e-016
0.099,9.64883,0.987495,-6.66134e-016,-6.66822e-016
0.1005,9.64883,0.987495,-6.66134e-016,-6.66822e-016
0.1005,9.63407,1.00238,8.88178e-016,8.87147e-016
0.102,9.63407,1.00238,8.88178e-016,8.87147e-016
0.102,9.6186,1.01726,-8.88178e-016,-8.89588e-016
0.1035,9.6186,1.01726,-8.88178e-016,-8.89588e-016
0.1035,9.60243,1.03214,-2.22045e-016,-2.23863e-016
0.105,9.60243,1.03214,-2.22045e-016,-2.23863e-016
0.105,9.58557,1.04701,-6.66134e-016,-6.68385e-016
0.1065,9.58557,1.04701,-6.66134e-016,-6.68385e-016
0.1065,9.568,1.06188,4.44089e-016,4.41389e-016
0.108,9.568,1.06188,4.44089e-016,4.41389e-016
0.108,9.54975,1.07674,-2.22045e-016,-2.25205e-016
0.1095,9.54975,1.07674,-2.22045e-016,-2.25205e-016
0.1095,9.53082,1.09161,1.55431e-015,1.55069e-015
0.111,9.53082,1.09161,1.55431e-015,1.55069e-015
0.111,9.51122,1.10646,-2.22045e-016,-2.2612e-016
0.1125,9.51122,1.10646,-2.22045e-016,-2.2612e-016
0.1125,9.49095,1.12132,4.44089e-016,4.39579e-016
0.114,9.49095,1.12132,4.44089e-016,4.39579e-016
0.114,9.47004,1.13617,6.66134e-016,6.61187e-016
0.1155,9.47004,1.13617,6.66134e-016,6.61187e-016
0.1155,9.44849,1.15101,8.88178e-016,8.828e-016
0.117,9.44849,1.15101,8.88178e-016,8.828e-016
0.117,9.42631,1.16586,6.66134e-016,6.60344e-016
0.1185,9.42631,1.16586,6.66134e-016,6.60344e-016
0.1185,9.40354,1.18069,8.88178e-016,8.82002e-016
0.12,9.40354,1.18069,8.88178e-016,8.82002e-016
0.12,9.38017,1.19553,0,-6.53028e-018
0.1215,9.38017,1.19553,0,-6.53028e-018
