    "time",       "i",   "speed",    "Rarm"
         0,        35,         0,         4
     0.001, 35.472146, 0.4042755,   3.99856
     0.002, 35.490194,0.95758049,   3.99712
     0.003, 35.479934, 1.5182238,   3.99568
     0.004, 35.467943, 2.0790811,   3.99424
     0.005, 35.455837, 2.6397077,    3.9928
     0.006, 35.443753, 3.2000095,   3.99136
     0.007, 35.431653,  3.760055,   3.98992
     0.008, 35.419559, 4.3197923,   3.98848
     0.009, 35.407459, 4.8792784,   3.98704
      0.01, 35.395377,  5.438466,    3.9856
     0.011, 35.383289, 5.9973813,   3.98416
     0.012, 35.371214, 6.5560042,   3.98272
     0.013, 35.359139, 7.1143447,   3.98128
     0.014, 35.347068, 7.6724008,   3.97984
     0.015,    35.335, 8.2301726,    3.9784
     0.016, 35.322937, 8.7876602,   3.97696
     0.017, 35.310878, 9.3448637,   3.97552
     0.018, 35.298823, 9.9017832,   3.97408
     0.019, 35.286771, 10.458419,   3.97264
      0.02, 35.274723, 11.014771,    3.9712
     0.021, 35.262679, 11.570839,   3.96976
     0.022, 35.250639, 12.126624,   3.96832
     0.023, 35.238603, 12.682125,   3.96688
     0.024,  35.22657, 13.237343,   3.96544
     0.025, 35.214542, 13.792278,     3.964
     0.026, 35.202517,  14.34693,   3.96256
     0.027, 35.190496, 14.901299,   3.96112
     0.028, 35.178479, 15.455385,   3.95968
     0.029, 35.166465, 16.009188,   3.95824
      0.03, 35.154456, 16.562708,    3.9568
     0.031,  35.14245, 17.115946,   3.95536
     0.032, 35.130449, 17.668902,   3.95392
     0.033, 35.118451, 18.221575,   3.95248
     0.034, 35.106456, 18.773966,   3.95104
     0.035, 35.094466, 19.326074,    3.9496
     0.036,  35.08248, 19.877901,   3.94816
     0.037, 35.070497, 20.429446,   3.94672
     0.038, 35.058518, 20.980709,   3.94528
     0.039, 35.046543,  21.53169,   3.94384
      0.04, 35.034572,  22.08239,    3.9424
     0.041, 35.022604, 22.632808,   3.94096
     0.042, 35.010641, 23.182945,   3.93952
     0.043, 34.998681,   23.7328,   3.93808
     0.044, 34.986725, 24.282374,   3.93664
     0.045, 34.974773, 24.831668,    3.9352
     0.046, 34.962825,  25.38068,   3.93376
     0.047,  34.95088, 25.929412,   3.93232
     0.048,  34.93894, 26.477862,   3.93088
     0.049, 34.927003, 27.026032,   3.92944
      0.05,  34.91507, 27.573922,     3.928
     0.051, 34.903141, 28.121531,   3.92656
     0.052, 34.891215,  28.66886,   3.92512
     0.053, 34.879294, 29.215909,   3.92368
     0.054, 34.867376, 29.762677,   3.92224
     0.055, 34.855462, 30.309166,    3.9208
     0.056, 34.843552, 30.855375,   3.91936
     0.057, 34.831646, 31.401304,   3.91792
     0.058, 34.819743, 31.946953,   3.91648
     0.059, 34.807845, 32.492322,   3.91504
      0.06,  34.79595, 33.037413,    3.9136
     0.061, 34.784059, 33.582224,   3.91216
     0.062, 34.772171, 34.126755,   3.91072
     0.063, 34.760288, 34.671008,   3.90928
     0.064, 34.748408, 35.214981,   3.90784
     0.065, 34.736533, 35.758676,    3.9064
     0.066, 34.724661, 36.302091,   3.90496
     0.067, 34.712792, 36.845228,   3.90352
     0.068, 34.700928, 37.388087,   3.90208
     0.069, 34.689068, 37.930667,   3.90064
      0.07, 34.677211, 38.472968,    3.8992
     0.071, 34.665358, 39.014991,   3.89776
     0.072, 34.653509, 39.556736,   3.89632
     0.073, 34.641663, 40.098203,   3.89488
     0.074, 34.629822, 40.639392,   3.89344
     0.075, 34.617984, 41.180304,     3.892
     0.076,  34.60615, 41.720937,   3.89056
     0.077,  34.59432, 42.261293,   3.88912
     0.078, 34.582494, 42.801371,   3.88768
     0.079, 34.570671, 43.341172,   3.88624
      0.08, 34.558852, 43.880695,    3.8848
     0.081, 34.547037, 44.419941,   3.88336
     0.082, 34.535226,  44.95891,   3.88192
     0.083, 34.523419, 45.497602,   3.88048
     0.084, 34.511615, 46.036017,   3.87904
     0.085, 34.499816, 46.574156,    3.8776
     0.086,  34.48802, 47.112017,   3.87616
     0.087, 34.476228, 47.649602,   3.87472
     0.088, 34.464439, 48.186911,   3.87328
     0.089, 34.452655, 48.723943,   3.87184
      0.09, 34.440874, 49.260699,    3.8704
     0.091, 34.429097, 49.797179,   3.86896
     0.092, 34.417324, 50.333382,   3.86752
     0.093, 34.405554,  50.86931,   3.86608
     0.094, 34.393789, 51.404962,   3.86464
     0.095, 34.382027, 51.940338,    3.8632
     0.096, 34.370269, 52.475439,   3.86176
     0.097, 34.358515, 53.010264,   3.86032
     0.098, 34.346764, 53.544813,   3.85888
     0.099, 34.335018, 54.079087,   3.85744
       0.1, 34.323275, 54.613086,     3.856
     0.101, 34.311536,  55.14681,   3.85456
     0.102, 34.299801, 55.680259,   3.85312
     0.103, 34.288069, 56.213433,   3.85168
     0.104, 34.276342, 56.746332,   3.85024
     0.105, 34.264618, 57.278957,    3.8488
     0.106, 34.252898, 57.811307,   3.84736
     0.107, 34.241181, 58.343382,   3.84592
     0.108, 34.229469, 58.875183,   3.84448
     0.109,  34.21776,  59.40671,   3.84304
      0.11, 34.206055, 59.937963,    3.8416
     0.111, 34.194354, 60.468941,   3.84016
     0.112, 34.182656, 60.999646,   3.83872
     0.113, 34.170963, 61.530076,   3.83728
     0.114, 34.159273, 62.060233,   3.83584
     0.115, 34.147587, 62.590117,    3.8344
     0.116, 34.135904, 63.119727,   3.83296
     0.117, 34.124226, 63.649063,   3.83152
     0.118, 34.112551, 64.178126,   3.83008
     0.119,  34.10088, 64.706916,   3.82864
      0.12, 34.089213, 65.235433,    3.8272
     0.121,  34.07755, 65.763677,   3.82576
     0.122,  34.06589, 66.291647,   3.82432
     0.123, 34.054234, 66.819346,   3.82288
     0.124, 34.042582, 67.346771,   3.82144
     0.125, 34.030934, 67.873924,      3.82
     0.126, 34.019289, 68.400804,   3.81856
     0.127, 34.007649, 68.927412,   3.81712
     0.128, 33.996012, 69.453748,   3.81568
     0.129, 33.984378, 69.979811,   3.81424
      0.13, 33.972749, 70.505602,    3.8128
     0.131, 33.961123, 71.031122,   3.81136
