"time","C1_v","C3_v","C5_v","L1_i","L2_i"
48.7,0.501684,0.49817,0.501685,0.498276,0.502619
48.8,0.501646,0.498008,0.501646,0.498557,0.502192
48.9,0.501594,0.497868,0.501594,0.498844,0.501756
49,0.501526,0.497751,0.501526,0.499141,0.501305
49.1,0.501444,0.497657,0.501445,0.499441,0.500849
49.2,0.501351,0.497586,0.501352,0.499741,0.500394
49.3,0.501247,0.497538,0.501248,0.500037,0.499943
49.4,0.501135,0.497514,0.501135,0.500327,0.499503
49.5,0.501015,0.497512,0.501015,0.500607,0.499078
49.6,0.500889,0.497532,0.50089,0.500874,0.498672
49.7,0.500757,0.497575,0.500758,0.501129,0.498285
49.8,0.500618,0.497642,0.500618,0.501371,0.497917
49.9,0.500476,0.49773,0.500476,0.501596,0.497576
50,0.500332,0.497837,0.500332,0.501801,0.497264
50.1,0.500188,0.497961,0.500189,0.501986,0.496983
50.2,0.500047,0.4981,0.500047,0.502149,0.496735
50.3,0.499908,0.498252,0.499908,0.502289,0.496523
50.4,0.499775,0.498415,0.499775,0.502405,0.496346
50.5,0.499643,0.498595,0.499643,0.502496,0.496209
50.6,0.499517,0.498785,0.499517,0.502562,0.496109
50.7,0.499398,0.498982,0.499398,0.502602,0.496047
50.8,0.499287,0.499184,0.499287,0.502618,0.496022
50.9,0.499185,0.499389,0.499185,0.502611,0.496034
51,0.499093,0.499594,0.499093,0.502581,0.496079
51.1,0.499011,0.499796,0.499011,0.50253,0.496156
51.2,0.49894,0.499999,0.49894,0.502454,0.496272
51.3,0.498881,0.500199,0.49888,0.502354,0.496424
51.4,0.498833,0.500393,0.498832,0.502235,0.496605
51.5,0.498796,0.50058,0.498796,0.502098,0.496813
51.6,0.498771,0.500757,0.498771,0.501945,0.497046
51.7,0.498758,0.500923,0.498757,0.501779,0.497298
51.8,0.498755,0.501077,0.498755,0.501602,0.497566
51.9,0.498764,0.501217,0.498763,0.501415,0.497851
52,0.498786,0.501344,0.498785,0.501213,0.498157
52.1,0.498818,0.501456,0.498818,0.501005,0.498474
52.2,0.498861,0.501553,0.498861,0.500791,0.498798
52.3,0.498913,0.501633,0.498913,0.500575,0.499126
52.4,0.498973,0.501697,0.498973,0.500359,0.499454
52.5,0.499041,0.501745,0.49904,0.500146,0.499778
52.6,0.499114,0.501778,0.499114,0.499939,0.500093
52.7,0.499197,0.50179,0.499197,0.499731,0.500408
52.8,0.499286,0.501786,0.499286,0.499531,0.500713
52.9,0.49938,0.501765,0.49938,0.499339,0.501005
53,0.499477,0.501729,0.499477,0.499157,0.501281
53.1,0.499577,0.501678,0.499576,0.498987,0.50154
53.2,0.499677,0.501614,0.499677,0.498829,0.501779
53.3,0.499778,0.501539,0.499778,0.498686,0.501996
53.4,0.499879,0.501449,0.499879,0.498558,0.502191
53.5,0.49998,0.501346,0.49998,0.498446,0.502361
53.6,0.50008,0.501233,0.50008,0.49835,0.502506
53.7,0.500176,0.501111,0.500176,0.498272,0.502626
53.8,0.500269,0.500982,0.500269,0.49821,0.502719
53.9,0.500358,0.500847,0.500358,0.498165,0.502787
54,0.500441,0.500709,0.500441,0.498137,0.502829
54.1,0.500518,0.500568,0.500518,0.498127,0.502846
54.2,0.500589,0.500422,0.500589,0.498136,0.502832
54.3,0.500653,0.500275,0.500653,0.498162,0.502792
54.4,0.50071,0.500128,0.50071,0.498204,0.502728
54.5,0.50076,0.499983,0.50076,0.498262,0.502641
54.6,0.500801,0.499842,0.500802,0.498333,0.502533
54.7,0.500835,0.499706,0.500836,0.498416,0.502406
54.8,0.500861,0.499576,0.500862,0.49851,0.502263
54.9,0.500878,0.499451,0.500878,0.49862,0.502096
55,0.500886,0.499334,0.500886,0.498741,0.501913
55.1,0.500886,0.499225,0.500886,0.49887,0.501716
55.2,0.500878,0.499125,0.500878,0.499007,0.501508
55.3,0.500862,0.499036,0.500863,0.49915,0.501291
55.4,0.50084,0.498956,0.50084,0.499297,0.501068
55.5,0.500811,0.498888,0.500811,0.499445,0.500843
55.6,0.500774,0.498831,0.500775,0.499596,0.500613
55.7,0.500731,0.498787,0.500731,0.49975,0.50038
55.8,0.500681,0.498755,0.500681,0.499903,0.500147
55.9,0.500626,0.498734,0.500627,0.500054,0.499918
56,0.500567,0.498726,0.500568,0.500201,0.499695
56.1,0.500505,0.498728,0.500505,0.500343,0.499479
56.2,0.50044,0.498741,0.50044,0.500478,0.499274
56.3,0.500372,0.498765,0.500372,0.500606,0.49908
56.4,0.500301,0.498802,0.500301,0.500726,0.498896
56.5,0.500229,0.498849,0.500229,0.500838,0.498727
56.6,0.500156,0.498905,0.500156,0.50094,0.498572
56.7,0.500083,0.498971,0.500083,0.501031,0.498433
56.8,0.500011,0.499043,0.500011,0.501112,0.498311
56.9,0.49994,0.499122,0.499941,0.50118,0.498207
57,0.499873,0.499207,0.499873,0.501237,0.49812
57.1,0.499807,0.499298,0.499807,0.501281,0.498054
57.2,0.499744,0.499395,0.499744,0.501312,0.498007
57.3,0.499684,0.499496,0.499684,0.501331,0.497979
57.4,0.499629,0.499599,0.499629,0.501337,0.49797
57.5,0.499578,0.499703,0.499578,0.501331,0.497979
57.6,0.499532,0.499807,0.499531,0.501313,0.498005
57.7,0.499491,0.499911,0.49949,0.501285,0.498048
57.8,0.499455,0.500013,0.499455,0.501246,0.498107
57.9,0.499426,0.500114,0.499425,0.501194,0.498186
58,0.499402,0.500212,0.499402,0.501133,0.498279
58.1,0.499384,0.500306,0.499384,0.501062,0.498387
58.2,0.499372,0.500396,0.499372,0.500983,0.498506
58.3,0.499366,0.50048,0.499366,0.500898,0.498636
58.4,0.499365,0.500558,0.499365,0.500807,0.498774
58.5,0.49937,0.500629,0.499369,0.500712,0.498918
58.6,0.499381,0.500693,0.499381,0.500609,0.499074
58.7,0.499398,0.500749,0.499398,0.500503,0.499236
58.8,0.49942,0.500798,0.49942,0.500395,0.499401
58.9,0.499447,0.500838,0.499447,0.500284,0.499568
59,0.499478,0.50087,0.499478,0.500174,0.499735
59.1,0.499513,0.500894,0.499513,0.500066,0.499901
59.2,0.499551,0.500909,0.499551,0.499959,0.500062
59.3,0.499593,0.500916,0.499593,0.499854,0.500221
59.4,0.499638,0.500913,0.499638,0.499752,0.500376
59.5,0.499686,0.500902,0.499686,0.499655,0.500525
59.6,0.499736,0.500883,0.499736,0.499562,0.500665
59.7,0.499787,0.500857,0.499787,0.499475,0.500797
59.8,0.499839,0.500824,0.499838,0.499395,0.500919
59.9,0.49989,0.500785,0.49989,0.499322,0.50103
60,0.499941,0.50074,0.499941,0.499257,0.501129
60,0.499941,0.50074,0.499941,0.499257,0.501129
