"time", "y_multiSwitch", "y_product", "y_sum", "y_triggeredAdd"
0, 4, 0, 1, 0
0.000195310053051648, 4, 0, 1, 0
0.000976560053051648, 4, 0, 1, 0
0.00488281005305165, 4, 0, 1, 0
0.0244140600530516, 4, 0, 1, 0
0.122070310053052, 4, 0, 1, 0
0.266501895244373, 4, 0, 1, 0
0.266697205244373, 4, 0, 2, 0
0.267478455244373, 4, 0, 2, 0
0.271384705244373, 4, 0, 2, 0
0.290915955244373, 4, 0, 2, 0
0.388572205244373, 4, 0, 2, 0
0.5, 4, 0, 2, 0
0.50019531, 6, 0, 2, 0
0.50097656, 6, 0, 2, 0
0.50488281, 6, 0, 2, 0
0.52441406, 6, 0, 2, 0
0.62207031, 6, 0, 2, 0
0.833333333394594, 6, 0, 2, 0
0.833528643394594, 6, 0, 3, 0
0.834309893394594, 6, 0, 3, 0
0.838216143394594, 6, 0, 3, 0
0.857747393394594, 6, 0, 3, 0
0.955403643394594, 6, 0, 3, 0
1, 6, 0, 3, 0
1.00019531, 4, 0, 3, 1
1.00097656, 4, 0, 3, 1
1.00488281, 4, 0, 3, 1
1.02441406, 4, 0, 3, 1
1.12207031, 4, 0, 3, 1
1.5, 4, 0, 3, 1
1.50019531, 6, 0, 3, 1
1.50097656, 6, 0, 3, 1
1.50488281, 6, 0, 3, 1
1.52441406, 6, 0, 3, 1
1.56785250670929, 6, 0, 3, 1
1.56804781670929, 6, 0, 4, 1
1.56882906670929, 6, 0, 4, 1
1.57273531670929, 6, 0, 4, 1
1.59226656670929, 6, 0, 4, 1
1.6, 6, 0, 4, 1
1.60019531, 2, 0, 4, 1
1.60097656, 2, 0, 4, 1
1.60488281, 2, 0, 4, 1
1.62441406, 2, 0, 4, 1
1.72207031, 2, 0, 4, 1
2, 2, 0, 4, 1
2.00019531, 4, 21, 7, 2
2.00097656, 4, 21, 7, 2
2.00488281, 4, 21, 7, 2
2.02441406, 4, 21, 7, 2
2.12207031, 4, 21, 7, 2
2.50000000000001, 4, 21, 7, 2
2.50019531000001, 6, 21, 7, 2
2.50097656000001, 6, 21, 7, 2
2.50488281000001, 6, 21, 7, 2
2.52441406000001, 6, 21, 7, 2
2.62207031000001, 6, 21, 7, 2
3, 6, 21, 7, 2
3.00019531, 4, 21, 7, 3
3.00097656, 4, 21, 7, 3
3.00488281, 4, 21, 7, 3
3.02441406, 4, 21, 7, 3
