"time","outputs[1]","outputs[2]","outputs[3]","outputs[4]"
0,10,0,0,0
0.01,9.9,0.1,0,0
0.02,9.8309,0.19999,0,0
0.03,9.7897,0.29996,0,0
0.04,9.7707,0.3999,0,0
0.05,9.7659,0.49977,0,0
0.06,9.7661,0.59958,0,0
0.07,9.7615,0.6993,0,0
0.08,9.7428,0.79892,0,0
0.09,9.702,0.89843,0,0
0.1,9.6336,0.9978,0,0
0.11,9.5344,1.097,0,0
0.12,9.4044,1.1961,0,0
0.13,9.2467,1.295,0,0
0.14,9.0672,1.3936,0,0
0.15,8.8736,1.4921,0,0
0.16,8.6753,1.5903,0,0
0.17,8.4822,1.6883,0,0
0.18,8.3036,1.7861,0,0
0.19,8.1473,1.8836,0,0
0.2,8.0193,1.9807,0,0
0.21,7.9224,2.0776,0,0
0.22,7.8567,2.1742,0,0
0.23,7.8193,2.2704,0,0
0.24,7.8043,2.3663,0,0
0.25,7.8039,2.4618,0,0
0.26,7.8088,2.5569,0,0
0.27,7.8091,2.6517,0,0
0.28,7.7957,2.746,0,0
0.29,7.7606,2.8399,0,0
0.3,7.698,2.9333,0,0
0.31,7.605,3.0264,0,0
0.32,7.4816,3.1189,0,0
0.33,7.3308,3.2109,0,0
0.34,7.1583,3.3025,0,0
0.35,6.9721,3.3935,0,0
0.36,6.7816,3.4841,0,0
0.37,6.5965,3.574,0,0
0.38,6.4262,3.6635,0,0
0.39,6.2786,3.7523,0,0
0.4,6.1594,3.8406,0,0
0.41,6.0718,3.9282,0,0
0.42,6.0156,3.9153,0.1,0
0.43,5.9879,3.9017,0.2,0
0.44,5.9831,3.8875,0.3,0
0.45,5.993,3.8727,0.4,0
0.46,6.0085,3.8571,0.5,0
0.47,6.0199,3.8409,0.6,0
0.48,6.0177,3.824,0.7,0
0.49,5.994,3.8064,0.8,0
0.5,5.9433,3.7881,0.9,0
0.51,5.8623,3.7691,1,0
0.52,5.7512,3.7493,1.1,0
0.53,5.613,3.7287,1.2,0
0.54,5.4534,3.7074,1.3,0
0.55,5.2804,3.6853,1.4,0
0.56,5.1033,3.6624,1.5,0
0.57,4.9319,3.6387,1.6,0
0.58,4.7755,3.6142,1.7,0
0.59,4.6421,3.5888,1.8,0
0.6,4.5374,3.5626,1.9,0
0.61,4.4644,3.5356,2,0
0.62,4.4232,3.5077,2.1,0
0.63,4.4108,3.4789,2.2,0
0.64,4.4214,3.4492,2.3,0
0.65,4.4471,3.4186,2.4,0
0.66,4.4786,3.3871,2.5,0
0.67,4.5061,3.3547,2.6,0
0.68,4.5203,3.3214,2.7,0
0.69,4.5134,3.2871,2.8,0
0.7,4.4795,3.2519,2.9,0
0.71,4.4157,3.2157,3,0
0.72,4.322,3.1785,3.1,0
0.73,4.2013,3.1403,3.2,0
0.74,4.0596,3.1708,3.2304,0
0.75,3.9046,3.2007,3.2604,0
0.76,3.7458,3.2301,3.2898,0
0.77,3.5929,3.259,3.3187,0
0.78,3.4552,3.2874,3.3471,0
0.79,3.3406,3.3153,3.375,0
0.8,3.255,3.3427,3.4023,0
0.81,3.255,3.3427,3.4023,0
0.82,3.2653,3.353,3.4126,0
0.83,3.2849,3.3726,3.4322,0
0.84,3.3119,3.3995,3.4592,0
0.85,3.3577,3.4242,3.4838,0
0.86,3.4094,3.4483,3.508,0
0.87,3.4574,3.4719,3.5315,0
0.88,3.4922,3.4949,3.5546,0
0.89,3.5061,3.5174,3.577,0
0.9,3.4932,3.5392,3.5989,0
0.91,3.4506,3.5106,3.5702,0.1
0.92,3.3782,3.4813,3.541,0.2
0.93,3.279,3.4515,3.5112,0.3
0.94,3.1589,3.4211,3.4808,0.4
0.95,3.0258,3.3901,3.4498,0.5
0.96,2.8889,3.3586,3.4182,0.6
0.97,2.758,3.3264,3.3861,0.7
0.98,2.6426,3.2937,3.3534,0.8
0.99,2.5505,3.2604,3.32,0.9
