    "time","heatCapacitor_T","switch_Controll"
         0,    293.15,         0
      0.02, 293.34972,         0
      0.04, 293.54889,         0
      0.06,  293.7475,         0
      0.08, 293.94556,         0
       0.1, 294.14307,         0
      0.12, 294.34004,         0
      0.14, 294.53646,         0
      0.16, 294.73233,         0
      0.18, 294.92766,         0
       0.2, 295.12245,         0
      0.22,  295.3167,         0
      0.24, 295.51041,         0
      0.26, 295.70359,         0
      0.28, 295.89623,         0
       0.3, 296.08834,         0
      0.32, 296.27992,         0
      0.34, 296.47097,         0
      0.36, 296.66149,         0
      0.38, 296.85149,         0
       0.4, 297.04097,         0
      0.42, 297.22992,         0
      0.44, 297.41835,         0
      0.46, 297.60626,         0
      0.48, 297.79365,         0
       0.5, 297.98053,         0
      0.52, 298.16689,         0
      0.54, 298.35274,         0
      0.56, 298.53808,         0
      0.58, 298.72291,         0
       0.6, 298.90724,         0
      0.62, 299.09105,         0
      0.64, 299.14186,         1
      0.66, 299.12989,         1
      0.68, 299.11794,         1
       0.7, 299.10602,         1
      0.72, 299.09412,         1
      0.74, 299.08224,         1
      0.76, 299.07039,         1
      0.78, 299.05856,         1
       0.8, 299.04675,         1
      0.82, 299.03497,         1
      0.84, 299.02321,         1
      0.86, 299.01148,         1
      0.88, 298.99977,         1
       0.9, 298.98808,         1
      0.92, 298.97642,         1
      0.94, 298.96477,         1
      0.96, 298.95316,         1
      0.98, 298.94156,         1
         1, 298.92999,         1
      1.02, 298.91844,         1
      1.04, 298.90692,         1
      1.06, 298.89541,         1
      1.08, 298.88393,         1
       1.1, 298.87248,         1
      1.12, 298.86104,         1
      1.14, 298.84963,         1
      1.16, 298.83825,         1
      1.18, 298.82688,         1
       1.2, 298.81554,         1
      1.22, 298.80422,         1
      1.24, 298.79292,         1
      1.26, 298.78165,         1
      1.28,  298.7704,         1
       1.3, 298.75917,         1
      1.32, 298.74796,         1
      1.34, 298.73677,         1
      1.36, 298.72561,         1
      1.38, 298.71447,         1
       1.4, 298.70335,         1
      1.42, 298.69226,         1
      1.44, 298.68118,         1
      1.46, 298.67013,         1
      1.48,  298.6591,         1
       1.5,  298.6481,         1
      1.52, 298.63711,         1
      1.54, 298.62615,         1
      1.56, 298.61521,         1
      1.58, 298.60429,         1
       1.6, 298.59339,         1
      1.62, 298.58251,         1
      1.64, 298.57166,         1
      1.66, 298.56083,         1
      1.68, 298.55002,         1
       1.7, 298.53923,         1
      1.72, 298.52846,         1
      1.74, 298.51771,         1
      1.76, 298.50699,         1
      1.78, 298.49629,         1
       1.8,  298.4856,         1
      1.82, 298.47494,         1
      1.84,  298.4643,         1
      1.86, 298.45369,         1
      1.88, 298.44309,         1
       1.9, 298.43251,         1
      1.92, 298.42196,         1
      1.94, 298.41143,         1
      1.96, 298.40091,         1
      1.98, 298.39042,         1
         2, 298.37995,         1
      2.02,  298.3695,         1
      2.04, 298.35907,         1
      2.06, 298.34867,         1
      2.08, 298.33828,         1
       2.1, 298.32791,         1
      2.12, 298.31757,         1
      2.14, 298.30724,         1
      2.16, 298.29694,         1
      2.18, 298.28666,         1
       2.2, 298.27639,         1
      2.22, 298.26615,         1
      2.24, 298.25593,         1
      2.26, 298.24573,         1
      2.28, 298.40544,         0
       2.3, 298.59064,         0
      2.32, 298.77532,         0
      2.34,  298.9595,         0
      2.36, 299.14317,         0
      2.38, 299.32634,         0
       2.4, 299.50901,         0
      2.42, 299.69117,         0
      2.44, 299.87284,         0
      2.46, 300.05401,         0
      2.48, 300.23468,         0
       2.5, 300.41486,         0
      2.52, 300.59454,         0
      2.54, 300.77373,         0
      2.56, 300.95243,         0
      2.58, 301.13065,         0
       2.6, 301.30837,         0
      2.62, 301.48561,         0
      2.64, 301.66237,         0
      2.66, 301.83864,         0
      2.68, 301.94932,         1
       2.7, 301.93174,         1
      2.72,  301.9142,         1
      2.74, 301.89669,         1
      2.76, 301.87921,         1
      2.78, 301.86177,         1
       2.8, 301.84437,         1
      2.82,   301.827,         1
      2.84, 301.80966,         1
      2.86, 301.79236,         1
      2.88, 301.77509,         1
       2.9, 301.75786,         1
      2.92, 301.74066,         1
      2.94,  301.7235,         1
      2.96, 301.70637,         1
      2.98, 301.68927,         1
         3, 301.67221,         1
      3.02, 301.65518,         1
      3.04, 301.63819,         1
      3.06, 301.62123,         1
      3.08, 301.69248,         0
       3.1, 301.86867,         0
      3.12, 302.04438,         0
      3.14, 302.21961,         0
      3.16, 302.39436,         0
      3.18, 302.56864,         0
       3.2, 302.74244,         0
      3.22, 302.91577,         0
      3.24, 303.08862,         0
      3.26, 303.26101,         0
      3.28, 303.43292,         0
       3.3, 303.60437,         0
      3.32, 303.77535,         0
      3.34, 303.94587,         0
      3.36, 304.11592,         0
