"time","T2","freqHz","clutch3.phi_rel","J1.phi","clutch2.w_rel","clutch1.phi_rel","clutch2.phi_rel","clutch1.w_rel","clutch3.w_rel","J1.w"
0.00000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E+01,0.00000000000000E+00,1.00000000000000E+01
1.00000031705963E-09,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.00000030843455E-08,-1.00000000000000E-08,-1.00000029980946E-08,-8.62508716425402E-17,-9.99999998000000E+00,0.00000000000000E+00,9.99999999000000E+00
1.00000031705963E-09,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.00000030843455E-08,-1.00000000000000E-08,-1.00000029980946E-08,-8.62508716425402E-17,-9.99999998000000E+00,0.00000000000000E+00,9.99999999000000E+00
3.00000000000000E-03,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.99567988294706E-02,-2.99999449928140E-02,-2.99117987732224E-02,-4.50000562481595E-05,-9.94141205628907E+00,0.00000000000000E+00,9.97141200128188E+00
6.00000000000000E-03,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.98331494058342E-02,-5.99994979370588E-02,-5.96531502715688E-02,-1.79999134265378E-04,-9.88563287006605E+00,0.00000000000000E+00,9.94563236800311E+00
9.00000000000000E-03,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,8.96399155639872E-02,-8.99981002071385E-02,-8.92349213570038E-02,-4.04994206983433E-04,-9.83260216311857E+00,0.00000000000000E+00,9.92260026332571E+00
1.20000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.19379721780617E-01,-1.19995612295873E-01,-1.18659737897308E-01,-7.19983883309103E-04,-9.78229297844207E+00,0.00000000000000E+00,9.90228859073794E+00
1.50000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.49063011615787E-01,-1.49991475204003E-01,-1.47938048948820E-01,-1.12496266696689E-03,-9.73459291898645E+00,0.00000000000000E+00,9.88458439419045E+00
1.80000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.78694803781593E-01,-1.79985408898852E-01,-1.77074876873114E-01,-1.61992690847921E-03,-9.68942958805338E+00,0.00000000000000E+00,9.86941499695224E+00
2.10000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.08284103511105E-01,-2.09976895547060E-01,-2.06079234625550E-01,-2.20486888555451E-03,-9.64664948316647E+00,0.00000000000000E+00,9.85662637871353E+00
2.40000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.37837486872147E-01,-2.39965532962145E-01,-2.34957705463021E-01,-2.87978140912569E-03,-9.60611587387101E+00,0.00000000000000E+00,9.84608140683316E+00
2.70000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.67362098182427E-01,-2.69950862924957E-01,-2.63717443069810E-01,-3.64465511261720E-03,-9.56765227701594E+00,0.00000000000000E+00,9.83760313994090E+00
3.00000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.96861303982371E-01,-2.99932466461978E-01,-2.92361829808412E-01,-4.49947417395814E-03,-9.53099691343390E+00,0.00000000000000E+00,9.83092937989588E+00
3.30000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.26341568868324E-01,-3.29909906126120E-01,-3.20897339796701E-01,-5.44422907162310E-03,-9.49597573007653E+00,0.00000000000000E+00,9.82588563620265E+00
3.60000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.55809899717241E-01,-3.59882742692288E-01,-3.49330988223452E-01,-6.47891149378916E-03,-9.46243191668408E+00,0.00000000000000E+00,9.82231465937637E+00
3.90000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.85268921794576E-01,-3.89850552044907E-01,-3.77665417258842E-01,-7.60350453573456E-03,-9.43010738032428E+00,0.00000000000000E+00,9.81995793236919E+00
4.20000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,4.14718003736347E-01,-4.19812921356681E-01,-4.05900018737847E-01,-8.81798499849968E-03,-9.39867172561276E+00,0.00000000000000E+00,9.81848464696944E+00
4.50000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,4.44165170861328E-01,-4.49769407794109E-01,-4.34042824447033E-01,-1.01223464142948E-02,-9.36798674955383E+00,0.00000000000000E+00,9.81775615734794E+00
4.80000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,4.73614980657486E-01,-4.79719580508235E-01,-4.62098405041885E-01,-1.15165756156008E-02,-9.33783742728121E+00,0.00000000000000E+00,9.81755700778944E+00
5.10000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.03057354789861E-01,-5.09663032542160E-01,-4.90056721613765E-01,-1.30006331760961E-02,-9.30781088348250E+00,0.00000000000000E+00,9.81747391602466E+00
5.40000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.32500312800994E-01,-5.39599327395341E-01,-5.17925800661301E-01,-1.45745121396928E-02,-9.27773889414751E+00,0.00000000000000E+00,9.81733822154285E+00
5.70000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.61945892255912E-01,-5.69528038332437E-01,-5.45707697438150E-01,-1.62381948177620E-02,-9.24737236950767E+00,0.00000000000000E+00,9.81690040784011E+00
6.00000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,5.91388371145640E-01,-5.99448743125306E-01,-5.73396720772404E-01,-1.79916503732359E-02,-9.21643580318709E+00,0.00000000000000E+00,9.81588454631239E+00
6.30000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,6.20823112612327E-01,-6.29361018915491E-01,-6.00988262804514E-01,-1.98348498078127E-02,-9.18465738308627E+00,0.00000000000000E+00,9.81401840200176E+00
6.60000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,6.50253091037373E-01,-6.59264438423493E-01,-6.28485314017093E-01,-2.17677770202800E-02,-9.15179120872388E+00,0.00000000000000E+00,9.81105564714738E+00
6.90000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,6.79675914128188E-01,-6.89158576801511E-01,-6.55885507352755E-01,-2.37904067754337E-02,-9.11759186865025E+00,0.00000000000000E+00,9.80675044545176E+00
7.20000000000000E-02,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,7.09077726173469E-01,-7.19043011321463E-01,-6.83175032026554E-01,-2.59026941469148E-02,-9.08189912263639E+00,0.00000000000000E+00,9.80094213395786E+00
