    "time","temperatureSensor.T"
         0,        20
      0.01, 20.099861
      0.02, 20.199583
      0.03, 20.299212
      0.04, 20.398719
      0.05, 20.498092
      0.06, 20.597329
      0.07, 20.696429
      0.08, 20.795391
      0.09, 20.894216
       0.1, 20.992904
      0.11, 21.091454
      0.12, 21.189868
      0.13, 21.288145
      0.14, 21.386286
      0.15, 21.484291
      0.16,  21.58216
      0.17, 21.679893
      0.18, 21.777491
      0.19, 21.874953
       0.2, 21.972281
      0.21, 22.069474
      0.22, 22.166532
      0.23, 22.263455
      0.24, 22.360245
      0.25,   22.4569
      0.26, 22.553422
      0.27,  22.64981
      0.28, 22.746065
      0.29, 22.842187
       0.3, 22.938176
      0.31, 23.034032
      0.32, 23.129756
      0.33, 23.225347
      0.34, 23.320807
      0.35, 23.416134
      0.36,  23.51133
      0.37, 23.606395
      0.38, 23.701328
      0.39,  23.79613
       0.4, 23.890802
      0.41, 23.985343
      0.42, 24.079753
      0.43, 24.174033
      0.44, 24.268184
      0.45, 24.362204
      0.46, 24.456095
      0.47, 24.549857
      0.48, 24.643489
      0.49, 24.736993
       0.5, 24.830367
      0.51, 24.923613
      0.52, 25.016731
      0.53, 25.109721
      0.54, 25.202583
      0.55, 25.295317
      0.56, 25.387923
      0.57, 25.480402
      0.58, 25.572754
      0.59, 25.664979
       0.6, 25.757077
      0.61, 25.849049
      0.62, 25.940894
      0.63, 25.997866
      0.64, 25.991874
      0.65, 25.985889
      0.66, 25.979909
      0.67, 25.973935
      0.68, 25.967967
      0.69, 25.962005
       0.7, 25.956049
      0.71, 25.950097
      0.72,  25.94415
      0.73, 25.938209
      0.74, 25.932274
      0.75, 25.926344
      0.76, 25.920421
      0.77, 25.914503
      0.78, 25.908592
      0.79, 25.902686
       0.8, 25.896787
      0.81, 25.890893
      0.82, 25.885005
      0.83, 25.879123
      0.84, 25.873246
      0.85, 25.867376
      0.86, 25.861512
      0.87, 25.855653
      0.88,   25.8498
      0.89, 25.843954
       0.9, 25.838113
      0.91, 25.832277
      0.92, 25.826448
      0.93, 25.820624
      0.94, 25.814807
      0.95, 25.808995
      0.96, 25.803189
      0.97, 25.797388
      0.98, 25.791594
      0.99, 25.785805
         1, 25.780022
      1.01, 25.774245
      1.02, 25.768474
      1.03, 25.762708
      1.04, 25.756948
      1.05, 25.751194
      1.06, 25.745446
      1.07, 25.739703
      1.08, 25.733967
      1.09, 25.728236
       1.1,  25.72251
      1.11, 25.716791
      1.12, 25.711077
      1.13, 25.705368
      1.14, 25.699666
      1.15, 25.693969
      1.16, 25.688278
      1.17, 25.682592
      1.18, 25.676913
      1.19, 25.671239
       1.2,  25.66557
      1.21, 25.659908
      1.22,  25.65425
      1.23, 25.648599
      1.24, 25.642953
      1.25, 25.637313
      1.26, 25.631679
      1.27,  25.62605
      1.28, 25.620427
      1.29, 25.614809
       1.3, 25.609197
      1.31, 25.603591
      1.32,  25.59799
      1.33, 25.592395
      1.34, 25.586805
      1.35, 25.581221
      1.36, 25.575642
      1.37,  25.57007
      1.38, 25.564502
      1.39, 25.558941
       1.4, 25.553384
      1.41, 25.547834
      1.42, 25.542289
      1.43, 25.536749
      1.44, 25.531215
      1.45, 25.525687
      1.46, 25.520164
      1.47, 25.514647
      1.48, 25.509135
      1.49, 25.503628
       1.5, 25.498127
      1.51, 25.492632
      1.52, 25.487142
      1.53, 25.481658
      1.54, 25.476179
      1.55, 25.470705
      1.56, 25.465237
      1.57, 25.459775
      1.58, 25.454318
      1.59, 25.448866
       1.6,  25.44342
      1.61, 25.437979
      1.62, 25.432544
      1.63, 25.427114
      1.64,  25.42169
      1.65, 25.416271
      1.66, 25.410857
      1.67, 25.405449
      1.68, 25.400046
      1.69, 25.394649
       1.7, 25.389257
      1.71, 25.383871
      1.72, 25.378489
      1.73, 25.373114
      1.74, 25.367743
      1.75, 25.362378
      1.76, 25.357018
      1.77, 25.351664
      1.78, 25.346315
      1.79, 25.340971
       1.8, 25.335633
      1.81,   25.3303
      1.82, 25.324973
      1.83,  25.31965
      1.84, 25.314333
      1.85, 25.309022
      1.86, 25.303715
      1.87, 25.298414
      1.88, 25.293118
      1.89, 25.287828
       1.9, 25.282543
      1.91, 25.277263
      1.92, 25.271988
      1.93, 25.266719
      1.94, 25.261455
      1.95, 25.256196
      1.96, 25.250942
      1.97, 25.245694
      1.98, 25.240451
      1.99, 25.235213
         2, 25.229981
      2.01, 25.224753
      2.02, 25.219531
      2.03, 25.214314
      2.04, 25.209102
      2.05, 25.203896
      2.06, 25.198695
      2.07, 25.193499
      2.08, 25.188308
      2.09, 25.183122
       2.1, 25.177941
      2.11, 25.172766
      2.12, 25.167596
      2.13, 25.162431
      2.14, 25.157271
      2.15, 25.152116
      2.16, 25.146967
      2.17, 25.141822
      2.18, 25.136683
      2.19, 25.131549
       2.2,  25.12642
      2.21, 25.121296
      2.22, 25.116177
      2.23, 25.111064
      2.24, 25.105955
      2.25, 25.100852
      2.26, 25.095754
      2.27,  25.09066
      2.28, 25.183485
      2.29, 25.276181
       2.3, 25.368792
      2.31, 25.461291
      2.32, 25.553667
      2.33, 25.645917
