"time","y5","y","y1","y2","y3","y4"
0.01,0.0188494,4,0,0,1,0
0.04,0.0753903,4,0,0,1,0
0.06,0.113071,4,0,0,1,0
0.09,0.169556,4,0,0,1,0
0.12,0.22598,4,0,0,1,0
0.14,0.263554,4,0,0,1,0
0.16,0.301085,4,0,0,1,0
0.18,0.338569,4,0,0,1,0
0.2,0.376,4,0,0,1,0
0.22,0.413371,4,0,0,1,0
0.24,0.450677,4,0,0,1,0
0.27,0.5065,4,0,1,2,0
0.29,0.543617,4,0,1,2,0
0.31,0.580648,4,0,1,2,0
0.33,0.617588,4,0,1,2,0
0.35,0.65443,4,0,1,2,0
0.37,0.691168,4,0,1,2,0
0.39,0.727798,4,0,1,2,0
0.41,0.764312,4,0,1,2,0
0.43,0.800706,4,0,1,2,0
0.45,0.836973,4,0,1,2,0
0.47,0.873109,4,0,1,2,0
0.49,0.909106,4,0,1,2,0
0.52,0.962831,6,0,1,2,0
0.54,0.998459,6,0,1,2,0
0.56,1.03393,6,0,1,2,0
0.58,1.06924,6,0,1,2,0
0.6,1.10437,6,0,1,2,0
0.62,1.13934,6,0,1,2,0
0.64,1.17412,6,0,1,2,0
0.66,1.20872,6,0,1,2,0
0.68,1.24313,6,0,1,2,0
0.7,1.27734,6,0,1,2,0
0.72,1.31135,6,0,1,2,0
0.74,1.34515,6,0,1,2,0
0.76,1.37874,6,0,1,2,0
0.78,1.41211,6,0,1,2,0
0.8,1.44526,6,0,1,2,0
0.82,1.47818,6,0,1,2,0
0.84,1.51087,6,0,2,3,0
0.86,1.54332,6,0,2,3,0
0.88,1.57552,6,0,2,3,0
0.9,1.60748,6,0,2,3,0
0.92,1.63918,6,0,2,3,0
0.94,1.67063,6,0,2,3,0
0.96,1.70181,6,0,2,3,0
0.98,1.73272,6,0,2,3,0
1.01,1.77857,4,0,2,3,1
1.03,1.80879,4,0,2,3,1
1.05,1.83872,4,0,2,3,1
1.07,1.86836,4,0,2,3,1
1.09,1.89771,4,0,2,3,1
1.11,1.92676,4,0,2,3,1
1.13,1.9555,4,0,2,3,1
1.15,1.98394,4,0,2,3,1
1.17,2.01206,4,0,2,3,1
1.19,2.03986,4,0,2,3,1
1.21,2.06734,4,0,2,3,1
1.23,2.0945,4,0,2,3,1
1.25,2.12132,4,0,2,3,1
1.27,2.14781,4,0,2,3,1
1.29,2.17396,4,0,2,3,1
1.31,2.19977,4,0,2,3,1
1.33,2.22523,4,0,2,3,1
1.35,2.25033,4,0,2,3,1
1.37,2.27509,4,0,2,3,1
1.39,2.29948,4,0,2,3,1
1.41,2.32351,4,0,2,3,1
1.43,2.34717,4,0,2,3,1
1.45,2.37047,4,0,2,3,1
1.47,2.39338,4,0,2,3,1
1.49,2.41592,4,0,2,3,1
1.51,2.43808,6,0,2,3,1
1.53,2.45986,6,0,2,3,1
1.55,2.48124,6,0,2,3,1
1.57,2.50224,6,0,3,4,1
1.59,2.52283,6,0,3,4,1
1.61,2.54303,2,0,3,4,1
1.63,2.56283,2,0,3,4,1
1.65,2.58223,2,0,3,4,1
1.67,2.60121,2,0,3,4,1
1.69,2.61979,2,0,3,4,1
1.71,2.63795,2,0,3,4,1
1.73,2.65569,2,0,3,4,1
1.75,2.67302,2,0,3,4,1
1.77,2.68992,2,0,3,4,1
1.79,2.7064,2,0,3,4,1
1.81,2.72245,2,0,3,4,1
1.83,2.73807,2,0,3,4,1
1.85,2.75326,2,0,3,4,1
1.87,2.76802,2,0,3,4,1
1.89,2.78234,2,0,3,4,1
1.91,2.79621,2,0,3,4,1
1.93,2.80965,2,0,3,4,1
1.95,2.82264,2,21,3,7,1
1.97,2.83519,2,21,3,7,1
1.99,2.84729,2,21,3,7,1
2.02,2.86459,4,21,3,7,2
2.05,2.88088,4,21,3,7,2
2.08,2.89614,4,21,3,7,2
2.11,2.91038,4,21,3,7,2
2.14,2.92358,4,21,3,7,2
2.17,2.93574,4,21,3,7,2
2.2,2.94686,4,21,3,7,2
2.23,2.95693,4,21,3,7,2
2.26,2.96596,4,21,3,7,2
2.29,2.97392,4,21,3,7,2
2.32,2.98083,4,21,3,7,2
2.35,2.98669,4,21,3,7,2
2.38,2.99148,4,21,3,7,2
2.41,2.9952,4,21,3,7,2
2.44,2.99787,4,21,3,7,2
2.47,2.99947,4,21,3,7,2
2.5,3,4,21,3,7,2
2.53,2.99947,6,21,3,7,2
