"time","freqHz","T2","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","J1.phi","J1.w"
0.000000,0.200000,0.400000,0.000000,-10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000
0.000010,0.200000,0.400000,-0.000091,-9.999818,-0.000000,-0.000091,0.000000,0.000000,0.000091,9.999909
0.000020,0.200000,0.400000,-0.000208,-9.999584,-0.000000,-0.000208,0.000000,0.000000,0.000208,9.999792
0.000040,0.200000,0.400000,-0.000420,-9.999160,-0.000000,-0.000420,0.000000,0.000000,0.000420,9.999580
0.000080,0.200000,0.400000,-0.000795,-9.998412,-0.000000,-0.000795,0.000000,0.000000,0.000795,9.999206
0.000140,0.200000,0.400000,-0.001449,-9.997105,-0.000000,-0.001449,0.000000,0.000000,0.001449,9.998554
0.000260,0.200000,0.400000,-0.002594,-9.994821,-0.000000,-0.002595,0.000000,0.000000,0.002594,9.997416
0.000460,0.200000,0.400000,-0.004630,-9.990770,-0.000001,-0.004632,0.000000,0.000000,0.004631,9.995402
0.000840,0.200000,0.400000,-0.008416,-9.983266,-0.000004,-0.008423,0.000000,0.000000,0.008419,9.991689
0.001620,0.200000,0.400000,-0.016161,-9.968038,-0.000013,-0.016187,0.000000,0.000000,0.016174,9.984225
0.003360,0.200000,0.400000,-0.033481,-9.934588,-0.000056,-0.033591,0.000000,0.000000,0.033537,9.968179
0.005990,0.200000,0.400000,-0.059503,-9.885910,-0.000179,-0.059850,0.000000,0.000000,0.059682,9.945760
0.011360,0.200000,0.400000,-0.112392,-9.792854,-0.000645,-0.113603,0.000000,0.000000,0.113037,9.906456
0.016740,0.200000,0.400000,-0.164803,-9.708293,-0.001400,-0.167350,0.000000,0.000000,0.166203,9.875643
0.022110,0.200000,0.400000,-0.216781,-9.631580,-0.002444,-0.221091,0.000000,0.000000,0.219225,9.852670
