    "time","resistorv"
         0,         0
    1e-007,0.00014303714
    2e-007,0.001071893
    3e-007,0.0035155492
    4e-007,0.0081830765
    5e-007,0.015752228
    6e-007,0.02683435
    7e-007,0.041975052
    8e-007,0.061650179
    9e-007,0.086258565
    1e-006, 0.1161149
  1.1e-006,0.15145114
  1.2e-006,0.19240866
  1.3e-006, 0.2390389
  1.4e-006,0.29130099
  1.5e-006,0.34906393
  1.6e-006,0.41210262
  1.7e-006,0.48011201
  1.8e-006,0.55269101
  1.9e-006,0.62937695
    2e-006,0.70960839
  2.1e-006,0.79277263
  2.2e-006,0.87819924
  2.3e-006,0.96516438
  2.4e-006, 1.0528944
  2.5e-006, 1.1405732
  2.6e-006, 1.2273578
  2.7e-006, 1.3123893
  2.8e-006, 1.3948028
  2.9e-006, 1.4737354
    3e-006,  1.548335
  3.1e-006, 1.6177698
  3.2e-006, 1.6812393
  3.3e-006, 1.7379827
  3.4e-006, 1.7872875
  3.5e-006, 1.8284964
  3.6e-006, 1.8610156
  3.7e-006, 1.8843212
  3.8e-006, 1.8979656
  3.9e-006, 1.9015827
    4e-006, 1.8948922
  4.1e-006, 1.8777029
  4.2e-006,  1.849915
  4.3e-006, 1.8115214
  4.4e-006, 1.7626091
  4.5e-006, 1.7033579
  4.6e-006, 1.6340396
  4.7e-006, 1.5550151
  4.8e-006, 1.4667315
  4.9e-006, 1.3697179
    5e-006, 1.2645804
  5.1e-006, 1.0146998
  5.2e-006,0.76475486
  5.3e-006,0.51712135
  5.4e-006,0.27268836
  5.5e-006,0.032449205
  5.6e-006,-0.20259322
  5.7e-006,-0.43149223
  5.8e-006,-0.65336561
  5.9e-006,-0.86739021
    6e-006,-1.0727983
  6.1e-006,-1.2688736
  6.2e-006,-1.4549574
  6.3e-006,-1.6304541
  6.4e-006,-1.7948284
  6.5e-006,-1.9476054
  6.6e-006,-2.0883709
  6.7e-006,-2.2167722
  6.8e-006,-2.3325194
  6.9e-006,-2.4353847
    7e-006,-2.5252024
  7.1e-006,-2.6018683
  7.2e-006,-2.6653382
  7.3e-006,-2.7156273
  7.4e-006,-2.7528084
  7.5e-006,-2.7770106
  7.6e-006,-2.7884171
  7.7e-006,-2.7872638
  7.8e-006,-2.7738364
  7.9e-006,-2.7484687
    8e-006,-2.7115394
  8.1e-006,-2.6634697
  8.2e-006,-2.6047208
  8.3e-006,-2.5357905
  8.4e-006,-2.4572103
  8.5e-006,-2.3695427
  8.6e-006,-2.2733772
  8.7e-006,-2.1693281
  8.8e-006,-2.0580305
  8.9e-006,-1.9401372
    9e-006,-1.8163156
  9.1e-006,-1.6872444
  9.2e-006,-1.5536102
  9.3e-006,-1.4161043
  9.4e-006,-1.2754198
  9.5e-006,-1.1322481
  9.6e-006,-0.98727637
  9.7e-006,-0.84118412
  9.8e-006,-0.69464075
  9.9e-006,-0.54830266
    1e-005,-0.40281066
 1.01e-005,-0.23931975
 1.02e-005,-0.039511364
 1.03e-005,0.19481835
 1.04e-005,0.46140126
 1.05e-005, 0.7575688
 1.06e-005, 1.0801801
 1.07e-005, 1.4257951
 1.08e-005, 1.7905854
 1.09e-005, 2.1705259
  1.1e-005, 2.5612834
 1.11e-005, 2.9583982
 1.12e-005, 3.3572872
 1.13e-005, 3.7532794
 1.14e-005, 4.1416777
 1.15e-005, 4.5178045
 1.16e-005, 4.8770638
 1.17e-005, 5.2150009
 1.18e-005, 5.5273541
 1.19e-005, 5.8100994
  1.2e-005, 6.0594916
 1.21e-005, 6.2721026
 1.22e-005, 6.4448597
 1.23e-005, 6.5750865
 1.24e-005, 6.6605282
 1.25e-005, 6.6993747
 1.26e-005, 6.6902767
 1.27e-005,  6.632362
 1.28e-005,  6.525245
 1.29e-005, 6.3690322
  1.3e-005, 6.1643208
 1.31e-005,   5.91219
 1.32e-005, 5.6141891
 1.33e-005, 5.2723221
 1.34e-005, 4.8890264
 1.35e-005, 4.4671465
 1.36e-005, 4.0099041
 1.37e-005, 3.5208639
 1.38e-005, 3.0038969
 1.39e-005, 2.4631401
  1.4e-005, 1.9029541
 1.41e-005, 1.3278779
 1.42e-005, 0.7425832
 1.43e-005, 0.1518269
 1.44e-005,-0.4395967
 1.45e-005,-1.0269037
 1.46e-005,-1.6053678
 1.47e-005, -2.170367
 1.48e-005,-2.7174281
 1.49e-005,-3.2422698
  1.5e-005,-3.7408437
 1.51e-005,-4.1832786
 1.52e-005,-4.5970444
 1.53e-005,-4.9812636
 1.54e-005,-5.3349569
 1.55e-005,-5.6572957
 1.56e-005,-5.9474939
 1.57e-005,-6.2049838
 1.58e-005,-6.4293452
 1.59e-005,-6.6203151
  1.6e-005,-6.7777913
 1.61e-005,-6.9018364
 1.62e-005,-6.9926589
 1.63e-005,-7.0506051
 1.64e-005,-7.0761546
 1.65e-005, -7.069918
 1.66e-005,-7.0326326
 1.67e-005,-6.9651574
 1.68e-005,-6.8684651
 1.69e-005,-6.7436355
  1.7e-005,-6.5918477
 1.71e-005,-6.4143736
 1.72e-005,  -6.21257
 1.73e-005,-5.9878709
 1.74e-005,-5.7417792
 1.75e-005,-5.4758586
 1.76e-005,-5.1917249
 1.77e-005,-4.8910385
 1.78e-005,-4.5754955
 1.79e-005,-4.2468197
  1.8e-005,-3.9067542
 1.81e-005,-3.5570534
 1.82e-005,-3.1994751
 1.83e-005,-2.8357723
 1.84e-005, -2.467686
 1.85e-005,-2.0969377
 1.86e-005,-1.7252219
 1.87e-005,-1.3541997
 1.88e-005,-0.98549195
 1.89e-005,-0.62067297
  1.9e-005,-0.26126485
 1.91e-005,0.091268253
 1.92e-005,0.43552522
 1.93e-005,0.77017278
 1.94e-005, 1.0939498
 1.95e-005, 1.4056714
 1.96e-005, 1.7042321
 1.97e-005, 1.9886095
 1.98e-005, 2.2578663
 1.99e-005, 2.5111532
    2e-005, 2.7477099
 2.01e-005, 2.9799042
 2.02e-005, 3.2198172
 2.03e-005, 3.4661448
 2.04e-005, 3.7174174
 2.05e-005, 3.9719328
 2.06e-005, 4.2278649
 2.07e-005, 4.4832554
 2.08e-005, 4.7360188
 2.09e-005, 4.9839757
  2.1e-005, 5.2248684
 2.11e-005, 5.4563853
 2.12e-005, 5.6761982
 2.13e-005, 5.8819922
 2.14e-005, 6.0714915
 2.15e-005, 6.2424832
 2.16e-005, 6.3928416
 2.17e-005, 6.5205531
 2.18e-005, 6.6237403
 2.19e-005, 6.7006846
  2.2e-005, 6.7498462
 2.21e-005, 6.7698835
 2.22e-005, 6.7596731
 2.23e-005, 6.7183221
 2.24e-005, 6.6451798
 2.25e-005, 6.5398464
 2.26e-005, 6.4021797
 2.27e-005, 6.2323015
 2.28e-005, 6.0305989
 2.29e-005, 5.7977239
  2.3e-005, 5.5345882
 2.31e-005,  5.242358
 2.32e-005, 4.9224443
 2.33e-005, 4.5764925
 2.34e-005, 4.2063667
 2.35e-005, 3.8141367
 2.36e-005,  3.402059
 2.37e-005, 2.9725567
 2.38e-005, 2.5281975
 2.39e-005, 2.0716721
  2.4e-005, 1.6057703
 2.41e-005, 1.1333571
 2.42e-005,0.65734574
 2.43e-005,0.18067163
 2.44e-005,-0.29373219
 2.45e-005,-0.76296001
 2.46e-005,-1.2241589
 2.47e-005,-1.6745538
 2.48e-005,-2.1114707
 2.49e-005,-2.5323594
  2.5e-005,-2.9348139
 2.51e-005,-3.4370173
 2.52e-005,-3.9139109
 2.53e-005,  -4.36288
 2.54e-005,-4.7825662
 2.55e-005,-5.1717689
 2.56e-005,-5.5294555
 2.57e-005, -5.854754
 2.58e-005,-6.1469502
 2.59e-005,   -6.4055
  2.6e-005,  -6.63001
 2.61e-005, -6.820256
 2.62e-005,-6.9761601
 2.63e-005,-7.0978066
 2.64e-005, -7.185421
 2.65e-005, -7.239381
 2.66e-005,-7.2601978
 2.67e-005,-7.2485232
 2.68e-005,-7.2051326
 2.69e-005,-7.1309283
  2.7e-005,-7.0269247
 2.71e-005, -6.894248
 2.72e-005,-6.7341227
 2.73e-005,-6.5478703
 2.74e-005,-6.3368971
 2.75e-005,-6.1026814
 2.76e-005, -5.846782
 2.77e-005,-5.5708064
 2.78e-005,-5.2764245
 2.79e-005, -4.965344
  2.8e-005,-4.6393115
 2.81e-005,-4.3000982
 2.82e-005,-3.9494954
 2.83e-005,-3.5893038
 2.84e-005,-3.2213263
 2.85e-005,-2.8473598
 2.86e-005,-2.4691877
 2.87e-005,-2.0885718
 2.88e-005,-1.7072453
 2.89e-005,-1.3269061
  2.9e-005,-0.94920938
 2.91e-005,-0.57576204
 2.92e-005,-0.20811593
 2.93e-005,0.15223687
 2.94e-005,0.50387041
 2.95e-005, 0.8454285
 2.96e-005, 1.1756301
 2.97e-005, 1.4932725
 2.98e-005,  1.797236
 2.99e-005, 2.0864851
    3e-005, 2.3600737
 3.01e-005, 2.6297455
 3.02e-005, 2.9069209
 3.03e-005,   3.19007
 3.04e-005, 3.4774723
 3.05e-005, 3.7672602
 3.06e-005,  4.057398
 3.07e-005, 4.3457436
 3.08e-005, 4.6300715
 3.09e-005, 4.9080748
  3.1e-005,  5.177397
 3.11e-005, 5.4356519
 3.12e-005,  5.680452
 3.13e-005, 5.9094423
 3.14e-005, 6.1203288
 3.15e-005, 6.3109026
 3.16e-005, 6.4790632
 3.17e-005, 6.6228396
 3.18e-005, 6.7404138
 3.19e-005, 6.8301453
  3.2e-005, 6.8905887
 3.21e-005, 6.9205102
 3.22e-005, 6.9189006
 3.23e-005, 6.8849895
 3.24e-005, 6.8182547
 3.25e-005, 6.7184321
 3.26e-005, 6.5855199
 3.27e-005, 6.4197802
 3.28e-005, 6.2217391
 3.29e-005, 5.9921837
  3.3e-005, 5.7321572
 3.31e-005, 5.4429504
 3.32e-005, 5.1260911
 3.33e-005, 4.7833313
 3.34e-005,  4.416632
 3.35e-005, 4.0281464
 3.36e-005, 3.6202006
 3.37e-005, 3.1952737
 3.38e-005, 2.7559751
 3.39e-005, 2.3050217
  3.4e-005, 1.8452141
 3.41e-005, 1.3794116
 3.42e-005,0.91050704
 3.43e-005, 0.4414015
 3.44e-005,-0.025020724
 3.45e-005,-0.4859172
 3.46e-005,-0.9385115
 3.47e-005,-1.3801167
 3.48e-005,-1.8081578
 3.49e-005,-2.2201924
  3.5e-005,-2.6139311
 3.51e-005,-3.1184649
 3.52e-005,-3.5990177
 3.53e-005,-4.0530777
 3.54e-005,-4.4791379
 3.55e-005,-4.8759261
 3.56e-005,-5.2423317
 3.57e-005,-5.5774165
 3.58e-005,-5.8804044
 3.59e-005,-6.1506677
  3.6e-005,-6.3877389
 3.61e-005,-6.5913203
 3.62e-005,-6.7612697
 3.63e-005,-6.8975938
 3.64e-005,-7.0004436
 3.65e-005,-7.0701133
 3.66e-005,-7.1070365
 3.67e-005,-7.1117828
 3.68e-005,-7.0850508
 3.69e-005,-7.0276622
  3.7e-005,-6.9405551
 3.71e-005, -6.824778
 3.72e-005,-6.6814823
 3.73e-005,-6.5119151
 3.74e-005,-6.3174117
 3.75e-005,-6.0993873
 3.76e-005,-5.8593292
 3.77e-005,-5.5987888
 3.78e-005,-5.3193728
 3.79e-005,-5.0227357
  3.8e-005,-4.7105707
 3.81e-005,-4.3846016
 3.82e-005,-4.0465747
 3.83e-005,-3.6982502
 3.84e-005,-3.3413947
 3.85e-005,-2.9777727
 3.86e-005,-2.6091391
 3.87e-005,-2.2372319
 3.88e-005,-1.8637643
 3.89e-005,-1.4904185
  3.9e-005,-1.1188383
 3.91e-005,-0.75062293
 3.92e-005,-0.38732126
 3.93e-005,-0.030425687
 3.94e-005,0.31863295
 3.95e-005,0.65849036
 3.96e-005,0.98785335
 3.97e-005, 1.3055039
 3.98e-005, 1.6103029
 3.99e-005, 1.9011933
    4e-005, 2.1772032
 4.01e-005, 2.4513219
 4.02e-005, 2.7361799
 4.03e-005,  3.030048
 4.04e-005, 3.3310547
 4.05e-005, 3.6370991
 4.06e-005, 3.9458947
 4.07e-005, 4.2550502
 4.08e-005, 4.5620147
 4.09e-005, 4.8641749
  4.1e-005, 5.1588231
 4.11e-005, 5.4432508
 4.12e-005, 5.7147136
 4.13e-005, 5.9705258
 4.14e-005,   6.20803
 4.15e-005, 6.4246819
 4.16e-005, 6.6180322
 4.17e-005, 6.7857903
 4.18e-005, 6.9258276
 4.19e-005, 7.0362132
  4.2e-005,   7.11523
 4.21e-005, 7.1613968
 4.22e-005, 7.1734866
 4.23e-005, 7.1505415
 4.24e-005, 7.0918854
 4.25e-005, 6.9971336
 4.26e-005, 6.8661976
 4.27e-005, 6.6992881
 4.28e-005, 6.4969148
 4.29e-005, 6.2598841
  4.3e-005, 5.9892934
 4.31e-005, 5.6865219
 4.32e-005, 5.3532191
 4.33e-005, 4.9912887
 4.34e-005, 4.6028743
 4.35e-005, 4.1903397
 4.36e-005,  3.756247
 4.37e-005, 3.3033332
 4.38e-005, 2.8344852
 4.39e-005, 2.3527137
  4.4e-005, 1.8611275
 4.41e-005, 1.3629037
 4.42e-005,0.86125753
 4.43e-005,0.35941449
 4.44e-005,-0.13941724
 4.45e-005,-0.63207446
 4.46e-005,-1.1154672
 4.47e-005,-1.5866059
 4.48e-005,-2.0426272
 4.49e-005,-2.4808173
  4.5e-005,-2.8986346
 4.51e-005,-3.4094382
 4.52e-005,-3.8947625
 4.53e-005,-4.3520061
 4.54e-005,-4.7798459
 4.55e-005,-5.1771577
 4.56e-005,-5.5427721
 4.57e-005,-5.8757775
 4.58e-005,-6.1754175
 4.59e-005,-6.4411021
  4.6e-005,-6.6724125
 4.61e-005,-6.8691057
 4.62e-005,-7.0310964
 4.63e-005,-7.1584504
 4.64e-005,-7.2513806
 4.65e-005,-7.3102456
 4.66e-005,-7.3355463
 4.67e-005,-7.3279214
 4.68e-005,-7.2881409
 4.69e-005,-7.2171002
  4.7e-005,-7.1158112
 4.71e-005,-6.9853966
 4.72e-005,-6.8270822
 4.73e-005,-6.6421898
 4.74e-005, -6.432129
 4.75e-005,-6.1983891
 4.76e-005,-5.9425303
 4.77e-005,-5.6661755
 4.78e-005,-5.3710015
 4.79e-005,-5.0587308
  4.8e-005,-4.7311229
 4.81e-005,-4.3899656
 4.82e-005,-4.0370662
 4.83e-005,-3.6742438
 4.84e-005,-3.3033202
 4.85e-005,-2.9261126
 4.86e-005,-2.5444249
 4.87e-005,-2.1600408
 4.88e-005,-1.7747157
 4.89e-005,-1.3901701
  4.9e-005,-1.0080826
 4.91e-005,-0.63008342
 4.92e-005,-0.25774819
 4.93e-005,0.10740753
 4.94e-005,0.46393378
 4.95e-005,0.81045105
 4.96e-005, 1.1456548
 4.97e-005, 1.4683196
 4.98e-005, 1.7773027
 4.99e-005, 2.0715471
    5e-005, 2.3500847
 5.01e-005, 2.6256213
 5.02e-005, 2.9104965
 5.03e-005,  3.203082
 5.04e-005, 3.5014979
 5.05e-005, 3.8037022
 5.06e-005, 4.1075254
 5.07e-005, 4.4106147
 5.08e-005, 4.7105258
 5.09e-005, 5.0047423
  5.1e-005, 5.2906831
 5.11e-005, 5.5657362
 5.12e-005, 5.8272826
 5.13e-005, 6.0727296
 5.14e-005, 6.2995459
 5.15e-005, 6.5052916
 5.16e-005, 6.6876444
 5.17e-005, 6.8444237
 5.18e-005, 6.9736138
 5.19e-005, 7.0733871
  5.2e-005, 7.1421302
 5.21e-005, 7.1784604
 5.22e-005, 7.1812419
 5.23e-005, 7.1495979
 5.24e-005, 7.0829231
 5.25e-005, 6.9808924
 5.26e-005, 6.8434679
 5.27e-005, 6.6709015
 5.28e-005, 6.4637335
 5.29e-005,   6.22279
  5.3e-005, 5.9491768
 5.31e-005, 5.6442711
 5.32e-005,   5.30971
 5.33e-005,  4.947376
 5.34e-005, 4.5593795
 5.35e-005, 4.1480425
 5.36e-005, 3.7158775
 5.37e-005, 3.2655638
 5.38e-005, 2.7999231
 5.39e-005, 2.3218961
  5.4e-005, 1.8345142
 5.41e-005, 1.3408719
 5.42e-005, 0.8441006
 5.43e-005,0.34734086
 5.44e-005,-0.14628514
 5.45e-005,-0.63370143
 5.46e-005, -1.111905
 5.47e-005,-1.5779911
 5.48e-005,-2.0291779
 5.49e-005,-2.4628296
  5.5e-005,-2.8764778
 5.51e-005,-3.3900976
 5.52e-005,-3.8783095
 5.53e-005,-4.3384331
 5.54e-005,-4.7691559
 5.55e-005, -5.169283
 5.56e-005,-5.5377334
 5.57e-005,-5.8735335
 5.58e-005,-6.1759265
 5.59e-005,-6.4443107
  5.6e-005,-6.6782466
 5.61e-005,-6.8774764
 5.62e-005,-7.0419061
 5.63e-005,-7.1715954
 5.64e-005,-7.2667508
 5.65e-005,-7.3277241
 5.66e-005,-7.3550092
 5.67e-005,-7.3492386
 5.68e-005,-7.3111769
 5.69e-005,-7.2417147
  5.7e-005,-7.1418604
 5.71e-005,-7.0127336
 5.72e-005,-6.8555577
 5.73e-005,-6.6716527
 5.74e-005,-6.4624273
 5.75e-005,-6.2293705
 5.76e-005,-5.9740419
 5.77e-005,-5.6980656
 5.78e-005,-5.4031209
 5.79e-005,-5.0909327
  5.8e-005,-4.7632635
 5.81e-005,-4.4219044
 5.82e-005, -4.068667
 5.83e-005, -3.705375
 5.84e-005,-3.3338558
 5.85e-005,-2.9559318
 5.86e-005,-2.5734124
 5.87e-005,-2.1880871
 5.88e-005,-1.8017182
 5.89e-005, -1.416033
  5.9e-005,-1.0327174
 5.91e-005,-0.65340889
 5.92e-005,-0.27969076
 5.93e-005,0.086913748
 5.94e-005,0.44494678
 5.95e-005,0.79302088
 5.96e-005, 1.1298235
 5.97e-005, 1.4541213
 5.98e-005, 1.7647635
 5.99e-005, 2.0606853
    6e-005, 2.3409107
 6.01e-005, 2.6180625
 6.02e-005, 2.9043637
 6.03e-005, 3.1981664
 6.04e-005, 3.4976316
 6.05e-005, 3.8007251
 6.06e-005, 4.1052376
 6.07e-005, 4.4088436
 6.08e-005, 4.7091215
 6.09e-005, 5.0035636
  6.1e-005, 5.2895948
 6.11e-005,  5.564603
 6.12e-005, 5.8259799
 6.13e-005, 6.0711537
 6.14e-005, 6.2976164
 6.15e-005, 6.5029497
 6.16e-005, 6.6848502
 6.17e-005, 6.8411555
 6.18e-005, 6.9698696
 6.19e-005,  7.069186
  6.2e-005, 7.1375084
 6.21e-005, 7.1734704
 6.22e-005, 7.1759501
 6.23e-005,  7.144085
 6.24e-005, 7.0772857
 6.25e-005, 6.9752424
 6.26e-005, 6.8379303
 6.27e-005, 6.6656102
 6.28e-005, 6.4588296
 6.29e-005, 6.2184197
  6.3e-005, 5.9454905
 6.31e-005, 5.6414212
 6.32e-005, 5.3078481
 6.33e-005, 4.9466509
 6.34e-005, 4.5599363
 6.35e-005, 4.1500197
 6.36e-005,  3.719404
 6.37e-005, 3.2707574
 6.38e-005, 2.8068894
 6.39e-005, 2.3307258
  6.4e-005, 1.8452822
 6.41e-005, 1.3536372
 6.42e-005,0.85890488
 6.43e-005,0.36420736
 6.44e-005,-0.12735274
 6.45e-005,-0.61271933
 6.46e-005,-1.0889093
 6.47e-005,-1.5530379
 6.48e-005,-2.0023431
 6.49e-005,-2.4342085
  6.5e-005,-2.8461846
 6.51e-005,-3.3595996
 6.52e-005,-3.8477022
 6.53e-005,-4.3080096
 6.54e-005,-4.7390769
 6.55e-005,-5.1395795
 6.56e-005,-5.5084718
 6.57e-005,-5.8448359
 6.58e-005,-6.1479026
 6.59e-005,-6.4170741
  6.6e-005,-6.6519088
