"time","valves_mv1","valves_mv2","valves_mv3","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","egsCarSpeed","egsState","egsGear","egsTargetGear","tShiftStart"
3.65,1,0,0,0,0,0,0,0,0,52.6931,1,2,2,2.45
3.72,1,0,0,0,0,0,0,0,0,53.7081,1,2,2,2.45
3.79,1,0,0,0,0,0,0,0,0,54.7138,1,2,2,2.45
3.86,1,0,0,0,0,0,0,0,0,55.7102,1,2,2,2.45
3.93,1,0,0,0,0,0,0,0,0,56.6974,1,2,2,2.45
4,1,0,0,0,0,0,0,0,0,57.6754,1,2,2,2.45
4.07,1,0,0,0,0,0,0,0,0,58.6442,1,2,2,2.45
4.14,1,0,0,0,0,0,0,0,0,59.6039,1,2,2,2.45
4.21,1,0,0,0,0,0,0,0,0,60.5546,1,2,2,2.45
4.28,1,0,0,0,0,0,0,0,0,61.4962,1,2,2,2.45
4.35,1,0,0,0,0,0,0,0,0,62.4289,1,2,2,2.45
4.42,1,0,0,0,0,0,0,0,0,63.3527,1,2,2,2.45
4.49,1,0,0,0,0,0,0,0,0,64.2676,1,2,2,2.45
4.56,1,0,0,0,0,0,0,0,0,65.1737,1,2,2,2.45
4.63,1,0,0,0,0,0,0,0,0,66.0711,1,2,2,2.45
4.7,1,0,0,0,0,0,0,0,0,66.9597,1,2,2,2.45
4.77,1,0,0,0,0,0,0,0,0,67.8397,1,2,2,2.45
4.84,1,0,0,0,0,0,0,0,0,68.7111,1,2,2,2.45
4.91,1,0,0,0,0,0,0,0,0,69.5742,1,2,2,2.45
4.98,1,0,0,0,0,0,0,0,0,70.4292,1,2,2,2.45
5.05,1,0,0,0,0,0,0,0,0,71.2758,1,2,2,2.45
5.12,1,0,0,0,0,0,0,0,0,72.1142,1,2,2,2.45
5.19,1,0,0,0,0,0,0,0,0,72.9444,1,2,2,2.45
5.26,1,0,0,0,0,0,0,0,0,73.7598,1,2,2,2.45
5.33,1,0,0,0,0,0,0,0,0,74.5648,1,2,2,2.45
5.4,1,0,0,0,0,0,0,0,0,75.3556,1,2,2,2.45
5.47,1,0,0,0,0,0,0,0,0,76.1322,1,2,2,2.45
5.54,1,0,0,0,0,0,0,0,0,76.895,1,2,2,2.45
5.61,1,0,0,0,0,0,0,0,0,77.6441,1,2,2,2.45
5.68,1,0,0,0,0,0,0,0,0,78.3798,1,2,2,2.45
5.75,1,0,0,0,0,0,0,0,0,79.1022,1,2,2,2.45
5.82,1,0,0,0,0,0,0,0,0,79.8115,1,2,2,2.45
5.89,0,0,0,0,0,0,0,0,0,80.1412,2,2,3,5.84
5.96,0,0,0,0,0,0,0,0,0,81.7211,2,2,3,5.84
6.03,0,0,0,0,0,0,0,0,0,82.3647,2,2,3,5.84
6.1,0,0,0,0,0,0,0,0,0,83.0066,2,2,3,5.84
6.17,0,0,0,0,0,0,0,0,0,83.6456,2,2,3,5.84
6.24,0,0,0,0,0,0,0,0,0,84.2819,2,2,3,5.84
6.31,0,0,0,0,0,0,0,0,0,84.9154,2,2,3,5.84
6.38,0,0,0,0,0,0,0,0,0,85.5462,2,2,3,5.84
6.45,0,0,0,0,0,0,0,0,0,86.1742,2,2,3,5.84
6.52,0,0,0,0,0,0,0,0,0,86.7994,2,2,3,5.84
6.59,0,0,0,0,0,0,0,0,0,87.4219,2,2,3,5.84
6.66,0,0,0,0,0,0,0,0,0,88.0417,2,2,3,5.84
6.73,0,0,0,0,0,0,0,0,0,88.6588,2,2,3,5.84
6.8,0,0,0,0,0,0,0,0,0,89.2731,2,2,3,5.84
6.87,0,0,0,0,0,0,0,0,0,89.8846,1,3,3,5.84
6.94,0,0,0,0,0,0,0,0,0,90.4935,1,3,3,5.84
7.01,0,0,0,0,0,0,0,0,0,91.0997,1,3,3,5.84
7.08,0,0,0,0,0,0,0,0,0,91.7031,1,3,3,5.84
7.15,0,0,0,0,0,0,0,0,0,92.3039,1,3,3,5.84
7.22,0,0,0,0,0,0,0,0,0,92.9019,1,3,3,5.84
7.29,0,0,0,0,0,0,0,0,0,93.4973,1,3,3,5.84
7.36,0,0,0,0,0,0,0,0,0,94.09,1,3,3,5.84
7.43,0,0,0,0,0,0,0,0,0,94.68,1,3,3,5.84
7.5,0,0,0,0,0,0,0,0,0,95.2673,1,3,3,5.84
7.57,0,0,0,0,0,0,0,0,0,95.852,1,3,3,5.84
7.64,0,0,0,0,0,0,0,0,0,96.434,1,3,3,5.84
7.71,0,0,0,0,0,0,0,0,0,97.0134,1,3,3,5.84
7.78,0,0,0,0,0,0,0,0,0,97.5901,1,3,3,5.84
7.85,0,0,0,0,0,0,0,0,0,98.1642,1,3,3,5.84
7.92,0,0,0,0,0,0,0,0,0,98.7357,1,3,3,5.84
7.99,0,0,0,0,0,0,0,0,0,99.3045,1,3,3,5.84
8.06,0,0,0,0,0,0,0,0,0,99.8707,1,3,3,5.84
8.13,0,0,0,0,0,0,0,0,0,100.434,1,3,3,5.84
8.2,0,0,0,0,0,0,0,0,0,100.995,1,3,3,5.84
8.27,0,0,0,0,0,0,0,0,0,101.554,1,3,3,5.84
8.34,0,0,0,0,0,0,0,0,0,102.11,1,3,3,5.84
8.41,0,0,0,0,0,0,0,0,0,102.663,1,3,3,5.84
8.48,0,0,0,0,0,0,0,0,0,103.214,1,3,3,5.84
8.55,0,0,0,0,0,0,0,0,0,103.762,1,3,3,5.84
8.62,0,0,0,0,0,0,0,0,0,104.307,1,3,3,5.84
8.69,0,0,0,0,0,0,0,0,0,104.85,1,3,3,5.84
8.76,0,0,0,0,0,0,0,0,0,105.391,1,3,3,5.84
8.83,0,0,0,0,0,0,0,0,0,105.929,1,3,3,5.84
8.9,0,0,0,0,0,0,0,0,0,106.464,1,3,3,5.84
8.97,0,0,0,0,0,0,0,0,0,106.997,1,3,3,5.84
9.04,0,0,0,0,0,0,0,0,0,107.528,1,3,3,5.84
9.11,0,0,0,0,0,0,0,0,0,108.056,1,3,3,5.84
9.18,0,0,0,0,0,0,0,0,0,108.581,1,3,3,5.84
9.25,0,0,0,0,0,0,0,0,0,109.104,1,3,3,5.84
9.32,0,0,0,0,0,0,0,0,0,109.625,1,3,3,5.84
9.39,0,0,0,0,0,0,0,0,0,110.143,1,3,3,5.84
9.46,0,0,0,0,0,0,0,0,0,110.659,1,3,3,5.84
9.53,0,0,0,0,0,0,0,0,0,111.173,1,3,3,5.84
9.6,0,0,0,0,0,0,0,0,0,111.684,1,3,3,5.84
9.67,0,0,0,0,0,0,0,0,0,112.192,1,3,3,5.84
9.74,0,0,0,0,0,0,0,0,0,112.697,1,3,3,5.84
9.81,0,0,0,0,0,0,0,0,0,113.198,1,3,3,5.84
9.88,0,0,0,0,0,0,0,0,0,113.695,1,3,3,5.84
9.95,0,0,0,0,0,0,0,0,0,114.188,1,3,3,5.84
10.02,0,0,0,0,0,0,0,0,0,114.677,1,3,3,5.84
10.09,0,0,0,0,0,0,0,0,0,115.161,1,3,3,5.84
10.16,0,0,0,0,0,0,0,0,0,115.642,1,3,3,5.84
10.23,0,0,0,0,0,0,0,0,0,116.119,1,3,3,5.84
10.3,0,0,0,0,0,0,0,0,0,116.592,1,3,3,5.84
10.37,0,0,0,0,0,0,0,0,0,117.062,1,3,3,5.84
10.44,0,0,0,0,0,0,0,0,0,117.527,1,3,3,5.84
10.51,0,0,0,0,0,0,0,0,0,117.988,1,3,3,5.84
10.58,0,0,0,0,0,0,0,0,0,118.446,1,3,3,5.84
10.65,0,0,0,0,0,0,0,0,0,118.9,1,3,3,5.84
10.72,0,0,0,0,0,0,0,0,0,119.35,1,3,3,5.84
10.79,0,0,0,0,0,0,0,0,0,119.796,1,3,3,5.84
10.86,0,1,0,0,0,0,0.06,0,0.06,120.11,2,3,4,10.83
10.93,0,1,0,0,0,0,0.2,0,0.2,120.246,2,3,4,10.83
11,0,1,0,0,0,0,0.34,0,0.34,120.096,2,3,4,10.83
11.07,0,1,0,0,0,0,0.48,0,0.48,119.588,2,3,4,10.83
11.14,0,1,0,0,0,0,0.62,0,0.62,118.753,2,3,4,10.83
11.21,0,1,0,0,0,0,0.76,0,0.76,118.45,2,3,4,10.83
11.28,0,1,0,0,0,0,0.9,0,0.9,118.508,2,3,4,10.83
11.35,0,1,0,0,0,0,1,0,1,118.758,2,3,4,10.83
11.42,0,1,0,0,0,0,1,0,1,118.977,2,3,4,10.83
11.49,0,1,0,0,0,0,1,0,1,119.406,2,3,4,10.83
11.56,0,1,0,0,0,0,1,0,1,119.833,2,3,4,10.83
11.63,0,1,0,0,0,0,1,0,1,120.259,2,3,4,10.83
11.7,0,1,0,0,0,0,1,0,1,120.683,2,3,4,10.83
11.77,0,1,0,0,0,0,1,0,1,121.107,2,3,4,10.83
11.84,0,1,0,0,0,0,1,0,1,121.529,1,4,4,10.83
11.91,0,1,0,0,0,0,1,0,1,121.95,1,4,4,10.83
11.98,0,1,0,0,0,0,1,0,1,122.369,1,4,4,10.83
12.05,0,1,0,0,0,0,1,0,1,122.788,1,4,4,10.83
12.12,0,1,0,0,0,0,1,0,1,123.205,1,4,4,10.83
12.19,0,1,0,0,0,0,1,0,1,123.621,1,4,4,10.83
12.26,0,1,0,0,0,0,1,0,1,124.035,1,4,4,10.83
12.33,0,1,0,0,0,0,1,0,1,124.449,1,4,4,10.83
12.4,0,1,0,0,0,0,1,0,1,124.861,1,4,4,10.83
12.47,0,1,0,0,0,0,1,0,1,125.272,1,4,4,10.83
12.54,0,1,0,0,0,0,1,0,1,125.682,1,4,4,10.83
12.61,0,1,0,0,0,0,1,0,1,126.09,1,4,4,10.83
12.68,0,1,0,0,0,0,1,0,1,126.497,1,4,4,10.83
12.75,0,1,0,0,0,0,1,0,1,126.903,1,4,4,10.83
12.82,0,1,0,0,0,0,1,0,1,127.308,1,4,4,10.83
12.89,0,1,0,0,0,0,1,0,1,127.711,1,4,4,10.83
12.96,0,1,0,0,0,0,1,0,1,128.114,1,4,4,10.83
13.03,0,1,0,0,0,0,1,0,1,128.515,1,4,4,10.83
13.1,0,1,0,0,0,0,1,0,1,128.914,1,4,4,10.83
13.17,0,1,0,0,0,0,1,0,1,129.313,1,4,4,10.83
13.24,0,1,0,0,0,0,1,0,1,129.71,1,4,4,10.83
13.31,0,1,0,0,0,0,1,0,1,130.107,1,4,4,10.83
13.38,0,1,0,0,0,0,1,0,1,130.502,1,4,4,10.83
13.45,0,1,0,0,0,0,1,0,1,130.895,1,4,4,10.83
13.52,0,1,0,0,0,0,1,0,1,131.288,1,4,4,10.83
13.59,0,1,0,0,0,0,1,0,1,131.679,1,4,4,10.83
13.66,0,1,0,0,0,0,1,0,1,132.069,1,4,4,10.83
13.73,0,1,0,0,0,0,1,0,1,132.458,1,4,4,10.83
13.8,0,1,0,0,0,0,1,0,1,132.846,1,4,4,10.83
13.87,0,1,0,0,0,0,1,0,1,133.232,1,4,4,10.83
13.94,0,1,0,0,0,0,1,0,1,133.618,1,4,4,10.83
14.01,0,1,0,0,0,0,1,0,1,134.002,1,4,4,10.83
14.08,0,1,0,0,0,0,1,0,1,134.385,1,4,4,10.83
14.15,0,1,0,0,0,0,1,0,1,134.766,1,4,4,10.83
14.22,0,1,0,0,0,0,1,0,1,135.147,1,4,4,10.83
14.29,0,1,0,0,0,0,1,0,1,135.526,1,4,4,10.83
14.36,0,1,0,0,0,0,1,0,1,135.904,1,4,4,10.83
14.43,0,1,0,0,0,0,1,0,1,136.281,1,4,4,10.83
14.5,0,1,0,0,0,0,1,0,1,136.657,1,4,4,10.83
14.57,0,1,0,0,0,0,1,0,1,137.032,1,4,4,10.83
14.64,0,1,0,0,0,0,1,0,1,137.405,1,4,4,10.83
14.71,0,1,0,0,0,0,1,0,1,137.777,1,4,4,10.83
14.78,0,1,0,0,0,0,1,0,1,138.149,1,4,4,10.83
14.85,0,1,0,0,0,0,1,0,1,138.518,1,4,4,10.83
14.92,0,1,0,0,0,0,1,0,1,138.887,1,4,4,10.83
14.99,0,1,0,0,0,0,1,0,1,139.255,1,4,4,10.83
15.06,0,1,0,0,0,0,1,0,1,139.621,1,4,4,10.83
15.13,0,1,0,0,0,0,1,0,1,139.987,1,4,4,10.83
15.2,0,1,0,0,0,0,1,0,1,140.351,1,4,4,10.83
15.27,0,1,0,0,0,0,1,0,1,140.714,1,4,4,10.83
15.34,0,1,0,0,0,0,1,0,1,141.075,1,4,4,10.83
15.41,0,1,0,0,0,0,1,0,1,141.436,1,4,4,10.83
15.48,0,1,0,0,0,0,1,0,1,141.796,1,4,4,10.83
15.55,0,1,0,0,0,0,1,0,1,142.154,1,4,4,10.83
15.62,0,1,0,0,0,0,1,0,1,142.511,1,4,4,10.83
15.69,0,1,0,0,0,0,1,0,1,142.867,1,4,4,10.83
15.76,0,1,0,0,0,0,1,0,1,143.223,1,4,4,10.83
15.83,0,1,0,0,0,0,1,0,1,143.576,1,4,4,10.83
15.9,0,1,0,0,0,0,1,0,1,143.929,1,4,4,10.83
15.97,0,1,0,0,0,0,1,0,1,144.281,1,4,4,10.83
16.04,0,1,0,0,0,0,1,0,1,144.632,1,4,4,10.83
16.11,0,1,0,0,0,0,1,0,1,144.981,1,4,4,10.83
16.18,0,1,0,0,0,0,1,0,1,145.329,1,4,4,10.83
16.25,0,1,0,0,0,0,1,0,1,145.677,1,4,4,10.83
16.32,0,1,0,0,0,0,1,0,1,146.023,1,4,4,10.83
16.39,0,1,0,0,0,0,1,0,1,146.368,1,4,4,10.83
16.46,0,1,0,0,0,0,1,0,1,146.712,1,4,4,10.83
16.53,0,1,0,0,0,0,1,0,1,147.055,1,4,4,10.83
16.6,0,1,0,0,0,0,1,0,1,147.397,1,4,4,10.83
16.67,0,1,0,0,0,0,1,0,1,147.737,1,4,4,10.83
16.74,0,1,0,0,0,0,1,0,1,148.077,1,4,4,10.83
16.81,0,1,0,0,0,0,1,0,1,148.415,1,4,4,10.83
16.88,0,1,0,0,0,0,1,0,1,148.753,1,4,4,10.83
16.95,0,1,0,0,0,0,1,0,1,149.089,1,4,4,10.83
17.02,0,1,0,0,0,0,1,0,1,149.424,1,4,4,10.83
17.09,0,1,0,0,0,0,1,0,1,149.757,1,4,4,10.83
17.16,0,1,0,0,0,0,1,0,1,150.089,1,4,4,10.83
17.23,0,1,0,0,0,0,1,0,1,150.419,1,4,4,10.83
17.3,0,1,0,0,0,0,1,0,1,150.747,1,4,4,10.83
17.37,0,1,0,0,0,0,1,0,1,151.074,1,4,4,10.83
17.44,0,1,0,0,0,0,1,0,1,151.398,1,4,4,10.83
17.51,0,1,0,0,0,0,1,0,1,151.722,1,4,4,10.83
17.58,0,1,0,0,0,0,1,0,1,152.043,1,4,4,10.83
17.65,0,1,0,0,0,0,1,0,1,152.363,1,4,4,10.83
17.72,0,1,0,0,0,0,1,0,1,152.681,1,4,4,10.83
17.79,0,1,0,0,0,0,1,0,1,152.998,1,4,4,10.83
17.86,0,1,0,0,0,0,1,0,1,153.312,1,4,4,10.83
17.93,0,1,0,0,0,0,1,0,1,153.626,1,4,4,10.83
18,0,1,0,0,0,0,1,0,1,153.937,1,4,4,10.83
18.07,0,1,0,0,0,0,1,0,1,154.247,1,4,4,10.83
18.14,0,1,0,0,0,0,1,0,1,154.555,1,4,4,10.83
18.21,0,1,0,0,0,0,1,0,1,154.862,1,4,4,10.83
18.28,0,1,0,0,0,0,1,0,1,155.167,1,4,4,10.83
18.35,0,1,0,0,0,0,1,0,1,155.471,1,4,4,10.83
18.42,0,1,0,0,0,0,1,0,1,155.773,1,4,4,10.83
18.49,0,1,0,0,0,0,1,0,1,156.073,1,4,4,10.83
18.56,0,1,0,0,0,0,1,0,1,156.372,1,4,4,10.83
18.63,0,1,0,0,0,0,1,0,1,156.669,1,4,4,10.83
18.7,0,1,0,0,0,0,1,0,1,156.965,1,4,4,10.83
18.77,0,1,0,0,0,0,1,0,1,157.259,1,4,4,10.83
18.84,0,1,0,0,0,0,1,0,1,157.551,1,4,4,10.83
18.91,0,1,0,0,0,0,1,0,1,157.842,1,4,4,10.83
18.98,0,1,0,0,0,0,1,0,1,158.132,1,4,4,10.83
19.05,0,1,0,0,0,0,1,0,1,158.42,1,4,4,10.83
19.12,0,1,0,0,0,0,1,0,1,158.706,1,4,4,10.83
19.19,0,1,0,0,0,0,1,0,1,158.991,1,4,4,10.83
19.26,0,1,0,0,0,0,1,0,1,159.274,1,4,4,10.83
19.33,0,1,0,0,0,0,1,0,1,159.556,1,4,4,10.83
19.4,0,1,0,0,0,0,1,0,1,159.837,1,4,4,10.83
19.47,0,1,0,0,0,0.04,0.96,0,1,160.116,2,4,5,19.45
19.54,0,1,0,0,0,0.18,0.82,0,1,159.894,2,4,5,19.45
19.61,0,1,0,0,0,0.32,0.68,0,1,159.421,2,4,5,19.45
19.68,0,1,0,0,0,0.46,0.54,0,1,158.488,2,4,5,19.45
19.75,0,1,0,0,0,0.6,0.4,0,1,157.481,2,4,5,19.45
19.82,0,1,0,0,0,0.74,0.26,0,1,157.086,2,4,5,19.45
19.89,0,1,0,0,0,0.88,0.12,0,1,156.739,2,4,5,19.45
19.96,0,1,0,0,0,1,0,0,1,156.779,2,4,5,19.45
20.03,0,1,0,0,0,1,0,0,1,156.87,2,4,5,19.45
20.1,0,1,0,0,0,1,0,0,1,157.145,2,4,5,19.45
20.17,0,1,0,0,0,1,0,0,1,157.419,2,4,5,19.45
20.24,0,1,0,0,0,1,0,0,1,157.693,2,4,5,19.45
20.31,0,1,0,0,0,1,0,0,1,157.966,2,4,5,19.45
20.38,0,1,0,0,0,1,0,0,1,158.238,2,4,5,19.45
20.45,0,1,0,0,0,1,0,0,1,158.51,1,5,5,19.45
20.52,0,1,0,0,0,1,0,0,1,158.781,1,5,5,19.45
20.59,0,1,0,0,0,1,0,0,1,159.051,1,5,5,19.45
20.66,0,1,0,0,0,1,0,0,1,159.321,1,5,5,19.45
20.73,0,1,0,0,0,1,0,0,1,159.59,1,5,5,19.45
20.8,0,1,0,0,0,1,0,0,1,159.859,1,5,5,19.45
20.87,0,1,0,0,0,1,0,0,1,160.127,1,5,5,19.45
20.94,0,1,0,0,0,1,0,0,1,160.394,1,5,5,19.45
21.01,0,1,0,0,0,1,0,0,1,160.661,1,5,5,19.45
21.08,0,1,0,0,0,1,0,0,1,160.927,1,5,5,19.45
21.15,0,1,0,0,0,1,0,0,1,161.193,1,5,5,19.45
21.22,0,1,0,0,0,1,0,0,1,161.458,1,5,5,19.45
21.29,0,1,0,0,0,1,0,0,1,161.722,1,5,5,19.45
21.36,0,1,0,0,0,1,0,0,1,161.986,1,5,5,19.45
21.43,0,1,0,0,0,1,0,0,1,162.249,1,5,5,19.45
21.5,0,1,0,0,0,1,0,0,1,162.512,1,5,5,19.45
21.57,0,1,0,0,0,1,0,0,1,162.774,1,5,5,19.45
21.64,0,1,0,0,0,1,0,0,1,163.035,1,5,5,19.45
21.71,0,1,0,0,0,1,0,0,1,163.296,1,5,5,19.45
21.78,0,1,0,0,0,1,0,0,1,163.556,1,5,5,19.45
21.85,0,1,0,0,0,1,0,0,1,163.815,1,5,5,19.45
21.92,0,1,0,0,0,1,0,0,1,164.074,1,5,5,19.45
21.99,0,1,0,0,0,1,0,0,1,164.332,1,5,5,19.45
22.06,0,1,0,0,0,1,0,0,1,164.59,1,5,5,19.45
22.13,0,1,0,0,0,1,0,0,1,164.847,1,5,5,19.45
22.2,0,1,0,0,0,1,0,0,1,165.104,1,5,5,19.45
22.27,0,1,0,0,0,1,0,0,1,165.36,1,5,5,19.45
22.34,0,1,0,0,0,1,0,0,1,165.615,1,5,5,19.45
22.41,0,1,0,0,0,1,0,0,1,165.87,1,5,5,19.45
22.48,0,1,0,0,0,1,0,0,1,166.124,1,5,5,19.45
22.55,0,1,0,0,0,1,0,0,1,166.377,1,5,5,19.45
22.62,0,1,0,0,0,1,0,0,1,166.63,1,5,5,19.45
22.69,0,1,0,0,0,1,0,0,1,166.883,1,5,5,19.45
22.76,0,1,0,0,0,1,0,0,1,167.134,1,5,5,19.45
22.83,0,1,0,0,0,1,0,0,1,167.385,1,5,5,19.45
22.9,0,1,0,0,0,1,0,0,1,167.636,1,5,5,19.45
22.97,0,1,0,0,0,1,0,0,1,167.886,1,5,5,19.45
23.04,0,1,0,0,0,1,0,0,1,168.135,1,5,5,19.45
23.11,0,1,0,0,0,1,0,0,1,168.384,1,5,5,19.45
23.18,0,1,0,0,0,1,0,0,1,168.632,1,5,5,19.45
23.25,0,1,0,0,0,1,0,0,1,168.88,1,5,5,19.45
23.32,0,1,0,0,0,1,0,0,1,169.127,1,5,5,19.45
23.39,0,1,0,0,0,1,0,0,1,169.374,1,5,5,19.45
23.46,0,1,0,0,0,1,0,0,1,169.619,1,5,5,19.45
23.53,0,1,0,0,0,1,0,0,1,169.865,1,5,5,19.45
23.6,0,1,0,0,0,1,0,0,1,170.109,1,5,5,19.45
23.67,0,1,0,0,0,1,0,0,1,170.354,1,5,5,19.45
23.74,0,1,0,0,0,1,0,0,1,170.597,1,5,5,19.45
23.81,0,1,0,0,0,1,0,0,1,170.84,1,5,5,19.45
23.88,0,1,0,0,0,1,0,0,1,171.083,1,5,5,19.45
23.95,0,1,0,0,0,1,0,0,1,171.324,1,5,5,19.45
24.02,0,1,0,0,0,1,0,0,1,171.566,1,5,5,19.45
24.09,0,1,0,0,0,1,0,0,1,171.806,1,5,5,19.45
24.16,0,1,0,0,0,1,0,0,1,172.046,1,5,5,19.45
24.23,0,1,0,0,0,1,0,0,1,172.286,1,5,5,19.45
24.3,0,1,0,0,0,1,0,0,1,172.525,1,5,5,19.45
24.37,0,1,0,0,0,1,0,0,1,172.763,1,5,5,19.45
24.44,0,1,0,0,0,1,0,0,1,173.001,1,5,5,19.45
24.51,0,1,0,0,0,1,0,0,1,173.238,1,5,5,19.45
24.58,0,1,0,0,0,1,0,0,1,173.475,1,5,5,19.45
24.65,0,1,0,0,0,1,0,0,1,173.711,1,5,5,19.45
24.72,0,1,0,0,0,1,0,0,1,173.947,1,5,5,19.45
24.79,0,1,0,0,0,1,0,0,1,174.174,1,5,5,19.45
24.86,1,1,0,0,0,1,0,0,1,173.57,2,5,6,24.83
24.93,1,1,0,0,0,1,0,0,1,174.324,2,5,6,24.83
25,1,1,0,0,0,1,0,0,1,174.257,2,5,6,24.83
25.07,1,1,0,0,0,1,0,0,1,174.121,2,5,6,24.83
25.14,1,1,0,0,0,1,0,0,1,173.98,2,5,6,24.83
25.21,1,1,0,0,0,1,0,0,1,173.84,2,5,6,24.83
25.28,1,1,0,0,0,1,0,0,1,173.699,2,5,6,24.83
25.35,1,1,0,0,0,1,0,0,1,173.558,2,5,6,24.83
25.42,1,1,0,0,0,1,0,0,1,173.417,2,5,6,24.83
25.49,1,1,0,0,0,1,0,0,1,173.277,2,5,6,24.83
25.56,1,1,0,0,0,1,0,0,1,173.137,2,5,6,24.83
25.63,1,1,0,0,0,1,0,0,1,172.997,2,5,6,24.83
25.7,1,1,0,0,0,1,0,0,1,172.857,2,5,6,24.83
25.77,1,1,0,0,0,1,0,0,1,172.717,2,5,6,24.83
25.84,1,1,0,0,0,1,0,0,1,172.577,1,6,6,24.83
25.91,1,1,0,0,0,1,0,0,1,172.438,1,6,6,24.83
25.98,1,1,0,0,0,1,0,0,1,172.299,1,6,6,24.83
26.05,1,1,0,0,0,1,0,0,1,172.16,1,6,6,24.83
26.12,1,1,0,0,0,1,0,0,1,172.021,1,6,6,24.83
26.19,1,1,0,0,0,1,0,0,1,171.882,1,6,6,24.83
