"time","x","der(x)","k"
0,1,-1,1
0.10000000149011612,1,-1,1
0.10000000149011612,0.90438205003738403,-0.90438205003738403,1
0.20000000298023224,0.90438205003738403,-0.90438205003738403,1
0.20000000298023224,0.81790691614151001,-0.81790691614151001,1
0.30000001192092896,0.81790691614151001,-0.81790691614151001,1
0.30000001192092896,0.73970037698745728,-0.73970037698745728,1
0.40000000596046448,0.73970037698745728,-0.73970037698745728,1
0.40000000596046448,0.66897177696228027,-0.66897177696228027,1
0.5,0.66897177696228027,-0.66897177696228027,1
0.5,0.60500603914260864,-0.60500603914260864,1
0.60000002384185791,0.60500603914260864,-0.60500603914260864,1
0.60000002384185791,0.54715663194656372,-0.54715663194656372,1
0.69999998807907104,0.54715663194656372,-0.54715663194656372,1
0.69999998807907104,0.4948386549949646,-0.4948386549949646,1
0.80000001192092896,0.4948386549949646,-0.4948386549949646,1
0.80000001192092896,0.44752320647239685,-0.44752320647239685,1
0.89999997615814209,0.44752320647239685,-0.44752320647239685,1
0.89999997615814209,0.40473195910453796,-0.40473195910453796,1
1,0.40473195910453796,-0.40473195910453796,1
1,0.36603233218193054,-0.36603233218193054,1
1.1000000238418579,0.36603233218193054,-0.36603233218193054,1
1.1000000238418579,0.33103308081626892,-0.33103308081626892,1
