"time",	"Noise",	"Noise_Filt",	"Noise_Filt_Sat",	"Sine",	"Sine_Filt",	"Sine_Filt_Quantized"
6.074,	-0.159044,	0.633797,	0.5,	-0.415326,	-1.272112,	-1.3
6.075,	-0.159044,	0.633797,	0.5,	-0.413369,	-1.270579,	-1.3
6.076,	-0.159044,	0.633797,	0.5,	-0.411412,	-1.269044,	-1.3
6.077,	-0.159044,	0.633797,	0.5,	-0.409455,	-1.267507,	-1.3
6.078,	-0.159044,	0.633797,	0.5,	-0.407497,	-1.26597,	-1.3
6.079,	-0.159044,	0.633797,	0.5,	-0.405539,	-1.264431,	-1.3
6.08,	-0.159044,	0.633797,	0.5,	-0.40358,	-1.262891,	-1.3
6.081,	-0.159044,	0.633797,	0.5,	-0.401621,	-1.26135,	-1.3
6.082,	-0.159044,	0.633797,	0.5,	-0.399662,	-1.259807,	-1.3
6.083,	-0.159044,	0.633797,	0.5,	-0.397702,	-1.258263,	-1.3
6.084,	-0.159044,	0.633797,	0.5,	-0.395742,	-1.256718,	-1.3
6.085,	-0.159044,	0.633797,	0.5,	-0.393781,	-1.255172,	-1.3
6.086,	-0.159044,	0.633797,	0.5,	-0.39182,	-1.253624,	-1.3
6.087,	-0.159044,	0.633797,	0.5,	-0.389858,	-1.252075,	-1.3
6.088,	-0.159044,	0.633797,	0.5,	-0.387897,	-1.250525,	-1.3
6.089,	-0.159044,	0.633797,	0.5,	-0.385934,	-1.248974,	-1.3
6.09,	-0.159044,	0.633797,	0.5,	-0.383972,	-1.247421,	-1.3
6.091,	-0.159044,	0.633797,	0.5,	-0.382009,	-1.245867,	-1.3
6.092,	-0.159044,	0.633797,	0.5,	-0.380045,	-1.244312,	-1.3
6.093,	-0.159044,	0.633797,	0.5,	-0.378082,	-1.242756,	-1.3
6.094,	-0.159044,	0.633797,	0.5,	-0.376118,	-1.241198,	-1.3
6.095,	-0.159044,	0.633797,	0.5,	-0.374153,	-1.239639,	-1.3
6.096,	-0.159044,	0.633797,	0.5,	-0.372188,	-1.238079,	-1.3
6.097,	-0.159044,	0.633797,	0.5,	-0.370223,	-1.236518,	-1.3
6.098,	-0.159044,	0.633797,	0.5,	-0.368257,	-1.234955,	-1.3
6.099,	-0.159044,	0.633797,	0.5,	-0.366291,	-1.233392,	-1.3
6.1,	-0.159044,	0.633797,	0.5,	-0.364325,	-1.231827,	-1.3
6.101,	-1.135813,	0.46013,	0.46013,	-0.362358,	-1.23026,	-1.2
6.102,	-1.135813,	0.46013,	0.46013,	-0.360391,	-1.228693,	-1.2
6.103,	-1.135813,	0.46013,	0.46013,	-0.358424,	-1.227124,	-1.2
6.104,	-1.135813,	0.46013,	0.46013,	-0.356456,	-1.225554,	-1.2
6.105,	-1.135813,	0.46013,	0.46013,	-0.354488,	-1.223983,	-1.2
6.106,	-1.135813,	0.46013,	0.46013,	-0.352519,	-1.222411,	-1.2
6.107,	-1.135813,	0.46013,	0.46013,	-0.35055,	-1.220837,	-1.2
6.108,	-1.135813,	0.46013,	0.46013,	-0.348581,	-1.219262,	-1.2
6.109,	-1.135813,	0.46013,	0.46013,	-0.346612,	-1.217686,	-1.2
6.11,	-1.135813,	0.46013,	0.46013,	-0.344642,	-1.216109,	-1.2
6.111,	-1.135813,	0.46013,	0.46013,	-0.342671,	-1.21453,	-1.2
6.112,	-1.135813,	0.46013,	0.46013,	-0.340701,	-1.212951,	-1.2
6.113,	-1.135813,	0.46013,	0.46013,	-0.33873,	-1.21137,	-1.2
6.114,	-1.135813,	0.46013,	0.46013,	-0.336759,	-1.209788,	-1.2
6.115,	-1.135813,	0.46013,	0.46013,	-0.334787,	-1.208204,	-1.2
6.116,	-1.135813,	0.46013,	0.46013,	-0.332815,	-1.20662,	-1.2
6.117,	-1.135813,	0.46013,	0.46013,	-0.330843,	-1.205034,	-1.2
6.118,	-1.135813,	0.46013,	0.46013,	-0.32887,	-1.203447,	-1.2
6.119,	-1.135813,	0.46013,	0.46013,	-0.326897,	-1.201859,	-1.2
6.12,	-1.135813,	0.46013,	0.46013,	-0.324924,	-1.20027,	-1.2
6.121,	-1.135813,	0.46013,	0.46013,	-0.32295,	-1.198679,	-1.2
6.122,	-1.135813,	0.46013,	0.46013,	-0.320977,	-1.197087,	-1.2
6.123,	-1.135813,	0.46013,	0.46013,	-0.319002,	-1.195494,	-1.2
6.124,	-1.135813,	0.46013,	0.46013,	-0.317028,	-1.1939,	-1.2
6.125,	-1.135813,	0.46013,	0.46013,	-0.315053,	-1.192305,	-1.2
6.126,	-1.135813,	0.46013,	0.46013,	-0.313078,	-1.190708,	-1.2
6.127,	-1.135813,	0.46013,	0.46013,	-0.311102,	-1.189111,	-1.2
6.128,	-1.135813,	0.46013,	0.46013,	-0.309126,	-1.187512,	-1.2
6.129,	-1.135813,	0.46013,	0.46013,	-0.30715,	-1.185912,	-1.2
6.13,	-1.135813,	0.46013,	0.46013,	-0.305174,	-1.18431,	-1.2
6.131,	-1.135813,	0.46013,	0.46013,	-0.303197,	-1.182708,	-1.2
6.132,	-1.135813,	0.46013,	0.46013,	-0.30122,	-1.181104,	-1.2
6.133,	-1.135813,	0.46013,	0.46013,	-0.299243,	-1.179499,	-1.2
6.134,	-1.135813,	0.46013,	0.46013,	-0.297265,	-1.177893,	-1.2
6.135,	-1.135813,	0.46013,	0.46013,	-0.295287,	-1.176286,	-1.2
6.136,	-1.135813,	0.46013,	0.46013,	-0.293309,	-1.174678,	-1.2
6.137,	-1.135813,	0.46013,	0.46013,	-0.29133,	-1.173068,	-1.2
6.138,	-1.135813,	0.46013,	0.46013,	-0.289352,	-1.171457,	-1.2
6.139,	-1.135813,	0.46013,	0.46013,	-0.287372,	-1.169846,	-1.2
6.14,	-1.135813,	0.46013,	0.46013,	-0.285393,	-1.168233,	-1.2
6.141,	-1.135813,	0.46013,	0.46013,	-0.283413,	-1.166618,	-1.2
6.142,	-1.135813,	0.46013,	0.46013,	-0.281433,	-1.165003,	-1.2
6.143,	-1.135813,	0.46013,	0.46013,	-0.279453,	-1.163386,	-1.2
6.144,	-1.135813,	0.46013,	0.46013,	-0.277473,	-1.161769,	-1.2
6.145,	-1.135813,	0.46013,	0.46013,	-0.275492,	-1.16015,	-1.2
6.146,	-1.135813,	0.46013,	0.46013,	-0.273511,	-1.15853,	-1.2
6.147,	-1.135813,	0.46013,	0.46013,	-0.271529,	-1.156908,	-1.2
6.148,	-1.135813,	0.46013,	0.46013,	-0.269548,	-1.155286,	-1.2
6.149,	-1.135813,	0.46013,	0.46013,	-0.267566,	-1.153663,	-1.2
6.15,	-1.135813,	0.46013,	0.46013,	-0.265584,	-1.152038,	-1.2
6.151,	1.986687,	0.68546,	0.5,	-0.263601,	-1.150412,	-1.2
6.152,	1.986687,	0.68546,	0.5,	-0.261619,	-1.148785,	-1.2
6.153,	1.986687,	0.68546,	0.5,	-0.259636,	-1.147157,	-1.2
6.154,	1.986687,	0.68546,	0.5,	-0.257653,	-1.145528,	-1.2
6.155,	1.986687,	0.68546,	0.5,	-0.255669,	-1.143897,	-1.2
6.156,	1.986687,	0.68546,	0.5,	-0.253685,	-1.142266,	-1.2
6.157,	1.986687,	0.68546,	0.5,	-0.251701,	-1.140633,	-1.2
6.158,	1.986687,	0.68546,	0.5,	-0.249717,	-1.138999,	-1.2
6.159,	1.986687,	0.68546,	0.5,	-0.247733,	-1.137364,	-1.2
6.16,	1.986687,	0.68546,	0.5,	-0.245748,	-1.135728,	-1.2
6.161,	1.986687,	0.68546,	0.5,	-0.243763,	-1.134091,	-1.1
6.162,	1.986687,	0.68546,	0.5,	-0.241778,	-1.132452,	-1.1
6.163,	1.986687,	0.68546,	0.5,	-0.239792,	-1.130813,	-1.1
6.164,	1.986687,	0.68546,	0.5,	-0.237807,	-1.129172,	-1.1
6.165,	1.986687,	0.68546,	0.5,	-0.235821,	-1.127531,	-1.1
6.166,	1.986687,	0.68546,	0.5,	-0.233835,	-1.125888,	-1.1
6.167,	1.986687,	0.68546,	0.5,	-0.231848,	-1.124244,	-1.1
6.168,	1.986687,	0.68546,	0.5,	-0.229862,	-1.122598,	-1.1
6.169,	1.986687,	0.68546,	0.5,	-0.227875,	-1.120952,	-1.1
6.17,	1.986687,	0.68546,	0.5,	-0.225888,	-1.119305,	-1.1
6.171,	1.986687,	0.68546,	0.5,	-0.2239,	-1.117656,	-1.1
6.172,	1.986687,	0.68546,	0.5,	-0.221913,	-1.116007,	-1.1
6.173,	1.986687,	0.68546,	0.5,	-0.219925,	-1.114356,	-1.1
6.174,	1.986687,	0.68546,	0.5,	-0.217937,	-1.112704,	-1.1
6.175,	1.986687,	0.68546,	0.5,	-0.215949,	-1.111051,	-1.1
6.176,	1.986687,	0.68546,	0.5,	-0.21396,	-1.109397,	-1.1
6.177,	1.986687,	0.68546,	0.5,	-0.211972,	-1.107742,	-1.1
6.178,	1.986687,	0.68546,	0.5,	-0.209983,	-1.106085,	-1.1
6.179,	1.986687,	0.68546,	0.5,	-0.207994,	-1.104428,	-1.1
6.18,	1.986687,	0.68546,	0.5,	-0.206005,	-1.102769,	-1.1
6.181,	1.986687,	0.68546,	0.5,	-0.204015,	-1.10111,	-1.1
6.182,	1.986687,	0.68546,	0.5,	-0.202025,	-1.099449,	-1.1
6.183,	1.986687,	0.68546,	0.5,	-0.200036,	-1.097787,	-1.1
6.184,	1.986687,	0.68546,	0.5,	-0.198046,	-1.096124,	-1.1
6.185,	1.986687,	0.68546,	0.5,	-0.196055,	-1.09446,	-1.1
6.186,	1.986687,	0.68546,	0.5,	-0.194065,	-1.092795,	-1.1
6.187,	1.986687,	0.68546,	0.5,	-0.192074,	-1.091129,	-1.1
6.188,	1.986687,	0.68546,	0.5,	-0.190083,	-1.089462,	-1.1
6.189,	1.986687,	0.68546,	0.5,	-0.188092,	-1.087793,	-1.1
6.19,	1.986687,	0.68546,	0.5,	-0.186101,	-1.086124,	-1.1
6.191,	1.986687,	0.68546,	0.5,	-0.18411,	-1.084453,	-1.1
6.192,	1.986687,	0.68546,	0.5,	-0.182118,	-1.082782,	-1.1
6.193,	1.986687,	0.68546,	0.5,	-0.180126,	-1.081109,	-1.1
6.194,	1.986687,	0.68546,	0.5,	-0.178134,	-1.079435,	-1.1
6.195,	1.986687,	0.68546,	0.5,	-0.176142,	-1.07776,	-1.1
6.196,	1.986687,	0.68546,	0.5,	-0.17415,	-1.076084,	-1.1
6.197,	1.986687,	0.68546,	0.5,	-0.172157,	-1.074407,	-1.1
6.198,	1.986687,	0.68546,	0.5,	-0.170165,	-1.072729,	-1.1
6.199,	1.986687,	0.68546,	0.5,	-0.168172,	-1.07105,	-1.1
6.2,	1.986687,	0.68546,	0.5,	-0.166179,	-1.06937,	-1.1
6.201,	-1.117766,	0.511466,	0.5,	-0.164186,	-1.067688,	-1.1
6.202,	-1.117766,	0.511466,	0.5,	-0.162192,	-1.066006,	-1.1
6.203,	-1.117766,	0.511466,	0.5,	-0.160199,	-1.064323,	-1.1
6.204,	-1.117766,	0.511466,	0.5,	-0.158205,	-1.062638,	-1.1
6.205,	-1.117766,	0.511466,	0.5,	-0.156211,	-1.060952,	-1.1
6.206,	-1.117766,	0.511466,	0.5,	-0.154217,	-1.059266,	-1.1
6.207,	-1.117766,	0.511466,	0.5,	-0.152223,	-1.057578,	-1.1
6.208,	-1.117766,	0.511466,	0.5,	-0.150229,	-1.055889,	-1.1
6.209,	-1.117766,	0.511466,	0.5,	-0.148235,	-1.054199,	-1.1
6.21,	-1.117766,	0.511466,	0.5,	-0.14624,	-1.052509,	-1.1
6.211,	-1.117766,	0.511466,	0.5,	-0.144245,	-1.050817,	-1.1
6.212,	-1.117766,	0.511466,	0.5,	-0.14225,	-1.049124,	-1.1
6.213,	-1.117766,	0.511466,	0.5,	-0.140255,	-1.04743,	-1.1
6.214,	-1.117766,	0.511466,	0.5,	-0.13826,	-1.045735,	-1.1
6.215,	-1.117766,	0.511466,	0.5,	-0.136265,	-1.044038,	-1.1
6.216,	-1.117766,	0.511466,	0.5,	-0.13427,	-1.042341,	-1.1
6.217,	-1.117766,	0.511466,	0.5,	-0.132274,	-1.040643,	-1.1
6.218,	-1.117766,	0.511466,	0.5,	-0.130278,	-1.038944,	-1.1
6.219,	-1.117766,	0.511466,	0.5,	-0.128282,	-1.037244,	-1.1
6.22,	-1.117766,	0.511466,	0.5,	-0.126287,	-1.035542,	-1.1
6.221,	-1.117766,	0.511466,	0.5,	-0.12429,	-1.03384,	-1
6.222,	-1.117766,	0.511466,	0.5,	-0.122294,	-1.032136,	-1
6.223,	-1.117766,	0.511466,	0.5,	-0.120298,	-1.030432,	-1
6.224,	-1.117766,	0.511466,	0.5,	-0.118302,	-1.028727,	-1
6.225,	-1.117766,	0.511466,	0.5,	-0.116305,	-1.02702,	-1
6.226,	-1.117766,	0.511466,	0.5,	-0.114308,	-1.025313,	-1
6.227,	-1.117766,	0.511466,	0.5,	-0.112312,	-1.023604,	-1
6.228,	-1.117766,	0.511466,	0.5,	-0.110315,	-1.021894,	-1
6.229,	-1.117766,	0.511466,	0.5,	-0.108318,	-1.020184,	-1
6.23,	-1.117766,	0.511466,	0.5,	-0.10632,	-1.018472,	-1
6.231,	-1.117766,	0.511466,	0.5,	-0.104323,	-1.01676,	-1
6.232,	-1.117766,	0.511466,	0.5,	-0.102326,	-1.015046,	-1
6.233,	-1.117766,	0.511466,	0.5,	-0.100328,	-1.013331,	-1
6.234,	-1.117766,	0.511466,	0.5,	-0.098331,	-1.011616,	-1
6.235,	-1.117766,	0.511466,	0.5,	-0.096333,	-1.009899,	-1
6.236,	-1.117766,	0.511466,	0.5,	-0.094336,	-1.008181,	-1
6.237,	-1.117766,	0.511466,	0.5,	-0.092338,	-1.006463,	-1
6.238,	-1.117766,	0.511466,	0.5,	-0.09034,	-1.004743,	-1
6.239,	-1.117766,	0.511466,	0.5,	-0.088342,	-1.003022,	-1
6.24,	-1.117766,	0.511466,	0.5,	-0.086344,	-1.001301,	-1
6.241,	-1.117766,	0.511466,	0.5,	-0.084346,	-0.999578,	-1
6.242,	-1.117766,	0.511466,	0.5,	-0.082347,	-0.997854,	-1
6.243,	-1.117766,	0.511466,	0.5,	-0.080349,	-0.996129,	-1
6.244,	-1.117766,	0.511466,	0.5,	-0.078351,	-0.994404,	-1
6.245,	-1.117766,	0.511466,	0.5,	-0.076352,	-0.992677,	-1
6.246,	-1.117766,	0.511466,	0.5,	-0.074353,	-0.990949,	-1
6.247,	-1.117766,	0.511466,	0.5,	-0.072355,	-0.989221,	-1
6.248,	-1.117766,	0.511466,	0.5,	-0.070356,	-0.987491,	-1
6.249,	-1.117766,	0.511466,	0.5,	-0.068357,	-0.98576,	-1
6.25,	-1.117766,	0.511466,	0.5,	-0.066358,	-0.984029,	-1
6.251,	-0.864798,	0.377793,	0.377793,	-0.06436,	-0.982296,	-1
6.252,	-0.864798,	0.377793,	0.377793,	-0.062361,	-0.980562,	-1
6.253,	-0.864798,	0.377793,	0.377793,	-0.060361,	-0.978828,	-1
6.254,	-0.864798,	0.377793,	0.377793,	-0.058362,	-0.977092,	-1
6.255,	-0.864798,	0.377793,	0.377793,	-0.056363,	-0.975356,	-1
6.256,	-0.864798,	0.377793,	0.377793,	-0.054364,	-0.973618,	-1
6.257,	-0.864798,	0.377793,	0.377793,	-0.052365,	-0.97188,	-1
6.258,	-0.864798,	0.377793,	0.377793,	-0.050365,	-0.97014,	-1
6.259,	-0.864798,	0.377793,	0.377793,	-0.048366,	-0.9684,	-1
6.26,	-0.864798,	0.377793,	0.377793,	-0.046366,	-0.966658,	-1
6.261,	-0.864798,	0.377793,	0.377793,	-0.044367,	-0.964916,	-1
6.262,	-0.864798,	0.377793,	0.377793,	-0.042367,	-0.963173,	-1
6.263,	-0.864798,	0.377793,	0.377793,	-0.040368,	-0.961428,	-1
6.264,	-0.864798,	0.377793,	0.377793,	-0.038368,	-0.959683,	-1
6.265,	-0.864798,	0.377793,	0.377793,	-0.036369,	-0.957937,	-1
6.266,	-0.864798,	0.377793,	0.377793,	-0.034369,	-0.95619,	-1
6.267,	-0.864798,	0.377793,	0.377793,	-0.032369,	-0.954441,	-1
6.268,	-0.864798,	0.377793,	0.377793,	-0.030369,	-0.952692,	-1
6.269,	-0.864798,	0.377793,	0.377793,	-0.02837,	-0.950942,	-1
6.27,	-0.864798,	0.377793,	0.377793,	-0.02637,	-0.949191,	-1
6.271,	-0.864798,	0.377793,	0.377793,	-0.02437,	-0.947439,	-1
6.272,	-0.864798,	0.377793,	0.377793,	-0.02237,	-0.945686,	-1
6.273,	-0.864798,	0.377793,	0.377793,	-0.02037,	-0.943933,	-1
6.274,	-0.864798,	0.377793,	0.377793,	-0.01837,	-0.942178,	-1
6.275,	-0.864798,	0.377793,	0.377793,	-0.01637,	-0.940422,	-1
6.276,	-0.864798,	0.377793,	0.377793,	-0.01437,	-0.938665,	-1
6.277,	-0.864798,	0.377793,	0.377793,	-0.012371,	-0.936908,	-1
6.278,	-0.864798,	0.377793,	0.377793,	-0.010371,	-0.935149,	-1
6.279,	-0.864798,	0.377793,	0.377793,	-0.008371,	-0.93339,	-1
6.28,	-0.864798,	0.377793,	0.377793,	-0.006371,	-0.931629,	-1
6.281,	-0.864798,	0.377793,	0.377793,	-0.004371,	-0.929868,	-0.9
6.282,	-0.864798,	0.377793,	0.377793,	-0.002371,	-0.928106,	-0.9
6.283,	-0.864798,	0.377793,	0.377793,	-0.000371,	-0.926343,	-0.9
6.284,	-0.864798,	0.377793,	0.377793,	0.001629,	-0.924578,	-0.9
6.285,	-0.864798,	0.377793,	0.377793,	0.003629,	-0.922813,	-0.9
6.286,	-0.864798,	0.377793,	0.377793,	0.005629,	-0.921047,	-0.9
6.287,	-0.864798,	0.377793,	0.377793,	0.007629,	-0.919281,	-0.9
6.288,	-0.864798,	0.377793,	0.377793,	0.009629,	-0.917513,	-0.9
6.289,	-0.864798,	0.377793,	0.377793,	0.011629,	-0.915744,	-0.9
6.29,	-0.864798,	0.377793,	0.377793,	0.013629,	-0.913974,	-0.9
6.291,	-0.864798,	0.377793,	0.377793,	0.015629,	-0.912204,	-0.9
6.292,	-0.864798,	0.377793,	0.377793,	0.017629,	-0.910432,	-0.9
6.293,	-0.864798,	0.377793,	0.377793,	0.019629,	-0.90866,	-0.9
6.294,	-0.864798,	0.377793,	0.377793,	0.021629,	-0.906887,	-0.9
6.295,	-0.864798,	0.377793,	0.377793,	0.023629,	-0.905112,	-0.9
6.296,	-0.864798,	0.377793,	0.377793,	0.025629,	-0.903337,	-0.9
6.297,	-0.864798,	0.377793,	0.377793,	0.027629,	-0.901561,	-0.9
6.298,	-0.864798,	0.377793,	0.377793,	0.029628,	-0.899784,	-0.9
6.299,	-0.864798,	0.377793,	0.377793,	0.031628,	-0.898007,	-0.9
6.3,	-0.864798,	0.377793,	0.377793,	0.033628,	-0.896228,	-0.9
6.301,	1.437838,	0.538633,	0.5,	0.035628,	-0.894448,	-0.9
6.302,	1.437838,	0.538633,	0.5,	0.037627,	-0.892668,	-0.9
6.303,	1.437838,	0.538633,	0.5,	0.039627,	-0.890886,	-0.9
6.304,	1.437838,	0.538633,	0.5,	0.041626,	-0.889104,	-0.9
6.305,	1.437838,	0.538633,	0.5,	0.043626,	-0.887321,	-0.9
6.306,	1.437838,	0.538633,	0.5,	0.045625,	-0.885537,	-0.9
6.307,	1.437838,	0.538633,	0.5,	0.047625,	-0.883752,	-0.9
6.308,	1.437838,	0.538633,	0.5,	0.049624,	-0.881966,	-0.9
6.309,	1.437838,	0.538633,	0.5,	0.051624,	-0.880179,	-0.9
6.31,	1.437838,	0.538633,	0.5,	0.053623,	-0.878392,	-0.9
6.311,	1.437838,	0.538633,	0.5,	0.055622,	-0.876603,	-0.9
6.312,	1.437838,	0.538633,	0.5,	0.057621,	-0.874814,	-0.9
6.313,	1.437838,	0.538633,	0.5,	0.059621,	-0.873024,	-0.9
6.314,	1.437838,	0.538633,	0.5,	0.06162,	-0.871233,	-0.9
6.315,	1.437838,	0.538633,	0.5,	0.063619,	-0.869441,	-0.9
6.316,	1.437838,	0.538633,	0.5,	0.065618,	-0.867648,	-0.9
6.317,	1.437838,	0.538633,	0.5,	0.067616,	-0.865854,	-0.9
6.318,	1.437838,	0.538633,	0.5,	0.069615,	-0.86406,	-0.9
6.319,	1.437838,	0.538633,	0.5,	0.071614,	-0.862264,	-0.9
6.32,	1.437838,	0.538633,	0.5,	0.073613,	-0.860468,	-0.9
6.321,	1.437838,	0.538633,	0.5,	0.075611,	-0.858671,	-0.9
6.322,	1.437838,	0.538633,	0.5,	0.07761,	-0.856873,	-0.9
6.323,	1.437838,	0.538633,	0.5,	0.079608,	-0.855074,	-0.9
6.324,	1.437838,	0.538633,	0.5,	0.081607,	-0.853274,	-0.9
6.325,	1.437838,	0.538633,	0.5,	0.083605,	-0.851474,	-0.9
6.326,	1.437838,	0.538633,	0.5,	0.085603,	-0.849672,	-0.9
6.327,	1.437838,	0.538633,	0.5,	0.087601,	-0.84787,	-0.9
6.328,	1.437838,	0.538633,	0.5,	0.089599,	-0.846067,	-0.9
6.329,	1.437838,	0.538633,	0.5,	0.091597,	-0.844263,	-0.9
6.33,	1.437838,	0.538633,	0.5,	0.093595,	-0.842458,	-0.9
6.331,	1.437838,	0.538633,	0.5,	0.095593,	-0.840652,	-0.9
6.332,	1.437838,	0.538633,	0.5,	0.097591,	-0.838846,	-0.9
6.333,	1.437838,	0.538633,	0.5,	0.099588,	-0.837038,	-0.9
6.334,	1.437838,	0.538633,	0.5,	0.101586,	-0.83523,	-0.9
6.335,	1.437838,	0.538633,	0.5,	0.103583,	-0.833421,	-0.9
6.336,	1.437838,	0.538633,	0.5,	0.10558,	-0.831611,	-0.9
6.337,	1.437838,	0.538633,	0.5,	0.107577,	-0.829801,	-0.9
6.338,	1.437838,	0.538633,	0.5,	0.109574,	-0.827989,	-0.9
6.339,	1.437838,	0.538633,	0.5,	0.111571,	-0.826177,	-0.9
6.34,	1.437838,	0.538633,	0.5,	0.113568,	-0.824364,	-0.9
6.341,	1.437838,	0.538633,	0.5,	0.115565,	-0.82255,	-0.8
6.342,	1.437838,	0.538633,	0.5,	0.117562,	-0.820735,	-0.8
6.343,	1.437838,	0.538633,	0.5,	0.119558,	-0.818919,	-0.8
6.344,	1.437838,	0.538633,	0.5,	0.121554,	-0.817103,	-0.8
6.345,	1.437838,	0.538633,	0.5,	0.123551,	-0.815286,	-0.8
6.346,	1.437838,	0.538633,	0.5,	0.125547,	-0.813467,	-0.8
6.347,	1.437838,	0.538633,	0.5,	0.127543,	-0.811649,	-0.8
6.348,	1.437838,	0.538633,	0.5,	0.129539,	-0.809829,	-0.8
6.349,	1.437838,	0.538633,	0.5,	0.131534,	-0.808008,	-0.8
6.35,	1.437838,	0.538633,	0.5,	0.13353,	-0.806187,	-0.8
6.351,	0.576288,	0.583737,	0.5,	0.135525,	-0.804365,	-0.8
6.352,	0.576288,	0.583737,	0.5,	0.137521,	-0.802542,	-0.8
6.353,	0.576288,	0.583737,	0.5,	0.139516,	-0.800718,	-0.8
6.354,	0.576288,	0.583737,	0.5,	0.141511,	-0.798894,	-0.8
6.355,	0.576288,	0.583737,	0.5,	0.143506,	-0.797068,	-0.8
6.356,	0.576288,	0.583737,	0.5,	0.145501,	-0.795242,	-0.8
6.357,	0.576288,	0.583737,	0.5,	0.147495,	-0.793415,	-0.8
6.358,	0.576288,	0.583737,	0.5,	0.14949,	-0.791588,	-0.8
6.359,	0.576288,	0.583737,	0.5,	0.151484,	-0.789759,	-0.8
6.36,	0.576288,	0.583737,	0.5,	0.153478,	-0.78793,	-0.8
6.361,	0.576288,	0.583737,	0.5,	0.155472,	-0.7861,	-0.8
6.362,	0.576288,	0.583737,	0.5,	0.157466,	-0.784269,	-0.8
6.363,	0.576288,	0.583737,	0.5,	0.15946,	-0.782437,	-0.8
6.364,	0.576288,	0.583737,	0.5,	0.161454,	-0.780605,	-0.8
6.365,	0.576288,	0.583737,	0.5,	0.163447,	-0.778771,	-0.8
6.366,	0.576288,	0.583737,	0.5,	0.16544,	-0.776937,	-0.8
6.367,	0.576288,	0.583737,	0.5,	0.167433,	-0.775103,	-0.8
6.368,	0.576288,	0.583737,	0.5,	0.169426,	-0.773267,	-0.8
6.369,	0.576288,	0.583737,	0.5,	0.171419,	-0.771431,	-0.8
6.37,	0.576288,	0.583737,	0.5,	0.173411,	-0.769594,	-0.8
6.371,	0.576288,	0.583737,	0.5,	0.175404,	-0.767756,	-0.8
6.372,	0.576288,	0.583737,	0.5,	0.177396,	-0.765917,	-0.8
6.373,	0.576288,	0.583737,	0.5,	0.179388,	-0.764078,	-0.8
6.374,	0.576288,	0.583737,	0.5,	0.18138,	-0.762238,	-0.8
6.375,	0.576288,	0.583737,	0.5,	0.183371,	-0.760397,	-0.8
6.376,	0.576288,	0.583737,	0.5,	0.185363,	-0.758555,	-0.8
6.377,	0.576288,	0.583737,	0.5,	0.187354,	-0.756713,	-0.8
6.378,	0.576288,	0.583737,	0.5,	0.189345,	-0.754869,	-0.8
6.379,	0.576288,	0.583737,	0.5,	0.191336,	-0.753025,	-0.8
6.38,	0.576288,	0.583737,	0.5,	0.193327,	-0.751181,	-0.8
6.381,	0.576288,	0.583737,	0.5,	0.195318,	-0.749335,	-0.8
6.382,	0.576288,	0.583737,	0.5,	0.197308,	-0.747489,	-0.8
6.383,	0.576288,	0.583737,	0.5,	0.199298,	-0.745642,	-0.8
6.384,	0.576288,	0.583737,	0.5,	0.201288,	-0.743794,	-0.8
6.385,	0.576288,	0.583737,	0.5,	0.203278,	-0.741946,	-0.8
6.386,	0.576288,	0.583737,	0.5,	0.205267,	-0.740097,	-0.8
6.387,	0.576288,	0.583737,	0.5,	0.207257,	-0.738247,	-0.8
6.388,	0.576288,	0.583737,	0.5,	0.209246,	-0.736396,	-0.8
6.389,	0.576288,	0.583737,	0.5,	0.211235,	-0.734545,	-0.8
6.39,	0.576288,	0.583737,	0.5,	0.213223,	-0.732693,	-0.8
6.391,	0.576288,	0.583737,	0.5,	0.215212,	-0.73084,	-0.8
6.392,	0.576288,	0.583737,	0.5,	0.2172,	-0.728986,	-0.8
6.393,	0.576288,	0.583737,	0.5,	0.219188,	-0.727132,	-0.8
6.394,	0.576288,	0.583737,	0.5,	0.221176,	-0.725277,	-0.8
6.395,	0.576288,	0.583737,	0.5,	0.223164,	-0.723421,	-0.8
6.396,	0.576288,	0.583737,	0.5,	0.225151,	-0.721564,	-0.8
6.397,	0.576288,	0.583737,	0.5,	0.227138,	-0.719707,	-0.8
6.398,	0.576288,	0.583737,	0.5,	0.229125,	-0.717849,	-0.8
6.399,	0.576288,	0.583737,	0.5,	0.231112,	-0.715991,	-0.8
6.4,	0.576288,	0.583737,	0.5,	0.233098,	-0.714131,	-0.8
6.401,	-2.211844,	0.27807,	0.27807,	0.235085,	-0.712271,	-0.7
6.402,	-2.211844,	0.27807,	0.27807,	0.237071,	-0.71041,	-0.7
6.403,	-2.211844,	0.27807,	0.27807,	0.239056,	-0.708549,	-0.7
6.404,	-2.211844,	0.27807,	0.27807,	0.241042,	-0.706686,	-0.7
6.405,	-2.211844,	0.27807,	0.27807,	0.243027,	-0.704824,	-0.7
6.406,	-2.211844,	0.27807,	0.27807,	0.245012,	-0.70296,	-0.7
6.407,	-2.211844,	0.27807,	0.27807,	0.246997,	-0.701096,	-0.7
6.408,	-2.211844,	0.27807,	0.27807,	0.248982,	-0.69923,	-0.7
6.409,	-2.211844,	0.27807,	0.27807,	0.250966,	-0.697365,	-0.7
6.41,	-2.211844,	0.27807,	0.27807,	0.25295,	-0.695498,	-0.7
6.411,	-2.211844,	0.27807,	0.27807,	0.254934,	-0.693631,	-0.7
