"time","headlight","light_switch","light_intensity"
2.30000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,5.55555555555555E-01
2.40000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,6.66666666666667E-01
2.50000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,7.77777777777778E-01
2.60000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,8.88888888888889E-01
2.70000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.00000000000000E+00
2.80000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.11111111111111E+00
2.90000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.22222222222222E+00
3.00000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.33333333333333E+00
3.10000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.44444444444444E+00
3.20000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.55555555555556E+00
3.30000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.66666666666667E+00
3.40000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.77777777777778E+00
3.50000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.88888888888889E+00
3.60000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,2.00000000000005E+00
3.70000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.10000000000001E+01
3.80000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,2.30000000000000E+01
3.90000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,4.10000000000000E+01
4.00000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,5.90000000000000E+01
4.10000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,7.20000000000000E+01
4.20000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,8.30000000000001E+01
4.30000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.50000000000000E+01
4.40000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,1.00000000000000E+02
4.50000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99968553459120E+01
4.60000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99937106918239E+01
4.70000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99905660377358E+01
4.80000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99874213836478E+01
4.90000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99842767295598E+01
5.00000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99811320754717E+01
5.10000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99779874213836E+01
5.20000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99748427672956E+01
5.30000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99716981132076E+01
5.40000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99685534591195E+01
5.50000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99654088050314E+01
5.60000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99622641509434E+01
5.70000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99591194968554E+01
5.80000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99559748427673E+01
5.90000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99528301886792E+01
6.00000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99496855345912E+01
6.10000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99465408805032E+01
6.20000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99433962264151E+01
6.30000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99402515723270E+01
6.40000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99371069182390E+01
6.50000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99339622641509E+01
6.60000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99308176100629E+01
6.70000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99276729559748E+01
6.80000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99245283018868E+01
6.90000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99213836477987E+01
7.00000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99182389937107E+01
7.10000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99150943396226E+01
7.20000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99119496855346E+01
7.30000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99088050314465E+01
7.40000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99056603773585E+01
7.50000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.99025157232704E+01
7.60000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98993710691824E+01
7.70000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98962264150943E+01
7.80000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98930817610063E+01
7.90000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98899371069182E+01
8.00000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98867924528302E+01
8.10000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98836477987421E+01
8.20000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98805031446541E+01
8.30000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98773584905660E+01
8.40000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98742138364780E+01
8.50000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98710691823899E+01
8.60000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98679245283019E+01
8.70000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98647798742138E+01
8.80000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98616352201258E+01
8.90000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98584905660377E+01
9.00000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98553459119497E+01
9.10000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98522012578616E+01
9.20000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98490566037736E+01
9.30000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98459119496855E+01
9.40000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98427672955975E+01
9.50000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98396226415094E+01
9.60000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98364779874214E+01
9.70000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98333333333333E+01
9.80000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98301886792453E+01
9.90000000000000E-01,1.00000000000000E+00,2.00000000000000E+00,9.98270440251572E+01
1.00000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.98238993710692E+01
1.01000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.98207547169811E+01
1.02000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.98176100628931E+01
1.03000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.98144654088050E+01
1.04000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.98113207547170E+01
1.05000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.98081761006289E+01
1.06000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.98050314465409E+01
1.07000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.98018867924528E+01
1.08000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97987421383648E+01
1.09000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97955974842767E+01
1.10000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97924528301887E+01
1.11000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97893081761006E+01
1.12000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97861635220126E+01
1.13000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97830188679245E+01
1.14000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97798742138365E+01
1.15000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97767295597484E+01
1.16000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97735849056604E+01
1.17000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97704402515723E+01
1.18000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97672955974843E+01
1.19000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97641509433962E+01
1.20000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97610062893082E+01
1.21000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97578616352201E+01
1.22000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97547169811321E+01
1.23000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97515723270440E+01
1.24000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97484276729560E+01
1.25000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97452830188679E+01
1.26000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97421383647799E+01
1.27000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97389937106918E+01
1.28000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97358490566038E+01
1.29000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97327044025157E+01
1.30000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97295597484277E+01
1.31000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97264150943396E+01
1.32000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97232704402516E+01
1.33000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97201257861635E+01
1.34000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97169811320755E+01
1.35000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97138364779874E+01
1.36000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97106918238994E+01
1.37000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97075471698113E+01
1.38000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97044025157233E+01
1.39000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.97012578616352E+01
1.40000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96981132075472E+01
1.41000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96949685534591E+01
1.42000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96918238993711E+01
1.43000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96886792452830E+01
1.44000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96855345911950E+01
1.45000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96823899371069E+01
1.46000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96792452830189E+01
1.47000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96761006289308E+01
1.48000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96729559748428E+01
1.49000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96698113207547E+01
1.50000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96666666666667E+01
1.51000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96635220125786E+01
1.52000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96603773584906E+01
1.53000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96572327044025E+01
1.54000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96540880503145E+01
1.55000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96509433962264E+01
1.56000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96477987421384E+01
1.57000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96446540880503E+01
1.58000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96415094339623E+01
1.59000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96383647798742E+01
1.60000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96352201257862E+01
1.61000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96320754716981E+01
1.62000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96289308176101E+01
1.63000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96257861635220E+01
1.64000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96226415094340E+01
1.65000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96194968553459E+01
1.66000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96163522012579E+01
1.67000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96132075471698E+01
1.68000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96100628930818E+01
1.69000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96069182389937E+01
1.70000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96037735849057E+01
1.71000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.96006289308176E+01
1.72000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95974842767296E+01
1.73000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95943396226415E+01
1.74000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95911949685535E+01
1.75000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95880503144654E+01
1.76000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95849056603774E+01
1.77000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95817610062893E+01
1.78000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95786163522013E+01
1.79000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95754716981132E+01
1.80000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95723270440252E+01
1.81000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95691823899371E+01
1.82000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95660377358491E+01
1.83000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95628930817610E+01
1.84000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95597484276730E+01
1.85000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95566037735849E+01
1.86000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95534591194968E+01
1.87000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95503144654088E+01
1.88000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95471698113208E+01
1.89000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95440251572327E+01
1.90000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95408805031446E+01
1.91000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95377358490566E+01
1.92000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95345911949686E+01
1.93000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95314465408805E+01
1.94000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95283018867924E+01
1.95000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95251572327044E+01
1.96000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95220125786164E+01
1.97000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95188679245283E+01
1.98000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95157232704402E+01
1.99000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95125786163522E+01
2.00000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95094339622642E+01
2.01000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95062893081761E+01
2.02000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95031446540880E+01
2.03000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.95000000000000E+01
2.04000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94968553459120E+01
2.05000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94937106918239E+01
2.06000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94905660377358E+01
2.07000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94874213836478E+01
2.08000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94842767295598E+01
2.09000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94811320754717E+01
2.10000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94779874213836E+01
2.11000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94748427672956E+01
2.12000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94716981132076E+01
2.13000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94685534591195E+01
2.14000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94654088050314E+01
2.15000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94622641509434E+01
2.16000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94591194968554E+01
2.17000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94559748427673E+01
2.18000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94528301886792E+01
2.19000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94496855345912E+01
2.20000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94465408805032E+01
2.21000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94433962264151E+01
2.22000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94402515723270E+01
2.23000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94371069182390E+01
2.24000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94339622641509E+01
2.25000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94308176100629E+01
2.26000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94276729559748E+01
2.27000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94245283018868E+01
2.28000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94213836477987E+01
2.29000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94182389937107E+01
2.30000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94150943396226E+01
2.31000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94119496855346E+01
2.32000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94088050314465E+01
2.33000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94056603773585E+01
2.34000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.94025157232704E+01
2.35000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93993710691824E+01
2.36000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93962264150943E+01
2.37000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93930817610063E+01
2.38000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93899371069182E+01
2.39000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93867924528302E+01
2.40000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93836477987421E+01
2.41000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93805031446541E+01
2.42000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93773584905660E+01
2.43000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93742138364780E+01
2.44000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93710691823899E+01
2.45000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93679245283019E+01
2.46000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93647798742138E+01
2.47000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93616352201258E+01
2.48000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93584905660377E+01
2.49000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93553459119497E+01
2.50000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93522012578616E+01
2.51000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93490566037736E+01
2.52000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93459119496855E+01
2.53000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93427672955975E+01
2.54000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93396226415094E+01
2.55000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93364779874214E+01
2.56000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93333333333333E+01
2.57000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93301886792453E+01
2.58000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93270440251572E+01
2.59000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93238993710692E+01
2.60000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93207547169811E+01
2.61000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93176100628931E+01
2.62000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93144654088050E+01
2.63000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93113207547170E+01
2.64000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93081761006289E+01
2.65000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93050314465409E+01
2.66000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.93018867924528E+01
2.67000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92987421383648E+01
2.68000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92955974842767E+01
2.69000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92924528301887E+01
2.70000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92893081761006E+01
2.71000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92861635220126E+01
2.72000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92830188679245E+01
2.73000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92798742138365E+01
2.74000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92767295597484E+01
2.75000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92735849056604E+01
2.76000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92704402515723E+01
2.77000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92672955974843E+01
2.78000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92641509433962E+01
2.79000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92610062893082E+01
2.80000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92578616352201E+01
2.81000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92547169811321E+01
2.82000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92515723270440E+01
2.83000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92484276729560E+01
2.84000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92452830188679E+01
2.85000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92421383647799E+01
2.86000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92389937106918E+01
2.87000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92358490566038E+01
2.88000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92327044025157E+01
2.89000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92295597484277E+01
2.90000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92264150943396E+01
2.91000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92232704402516E+01
2.92000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92201257861635E+01
2.93000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92169811320755E+01
2.94000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92138364779874E+01
2.95000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92106918238994E+01
2.96000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92075471698113E+01
2.97000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92044025157233E+01
2.98000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.92012578616352E+01
2.99000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91981132075472E+01
3.00000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91949685534591E+01
3.01000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91918238993711E+01
3.02000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91886792452830E+01
3.03000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91855345911950E+01
3.04000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91823899371069E+01
3.05000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91792452830189E+01
3.06000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91761006289308E+01
3.07000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91729559748428E+01
3.08000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91698113207547E+01
3.09000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91666666666667E+01
3.10000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91635220125786E+01
3.11000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91603773584906E+01
3.12000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91572327044025E+01
3.13000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91540880503145E+01
3.14000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91509433962264E+01
3.15000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91477987421384E+01
3.16000000000000E+00,1.00000000000000E+00,2.00000000000000E+00,9.91446540880503E+01
