time,x,der(x),k
0.0,1.0,-1.0,1.0
0.1,0.9043820750088,-0.9043820750088,1.0
0.2,0.81790693759723,-0.81790693759723,1.0
0.3,0.73970037338828,-0.73970037338828,1.0
0.4,0.66897175856968,-0.66897175856968,1.0
0.5,0.60500606713754,-0.60500606713754,1.0
0.6,0.54715664239076,-0.54715664239076,1.0
0.7,0.49483865960021,-0.49483865960021,1.0
0.8,0.44752321376381,-0.44752321376381,1.0
0.9,0.40473197267832,-0.40473197267832,1.0
1.0,0.36603234127323,-0.36603234127323,1.0
