"time","Out1"
0,0
0.02,0.0199987
0.04,0.0399893
0.06,0.059964
0.09,0.0898785
0.12,0.119712
0.14,0.139543
0.16,0.159318
0.18,0.17903
0.2,0.198669
0.22,0.21823
0.24,0.237703
0.27,0.266731
0.29,0.285952
0.31,0.305059
0.33,0.324043
0.35,0.342898
0.37,0.361615
0.39,0.380188
0.41,0.398609
0.43,0.416871
0.45,0.434966
0.47,0.452886
0.49,0.470626
0.52,0.49688
0.54,0.514136
0.56,0.531186
0.58,0.548024
0.6,0.564642
0.62,0.581035
0.64,0.597195
0.66,0.613117
0.68,0.628793
0.7,0.644218
0.72,0.659385
0.74,0.674288
0.76,0.688921
0.78,0.703279
0.8,0.717356
0.82,0.731146
0.84,0.744643
0.86,0.757843
0.88,0.770739
0.9,0.783327
0.92,0.795602
0.94,0.807558
0.96,0.819192
0.98,0.830497
1,0.841471
1.02,0.852108
1.04,0.862404
1.06,0.872355
1.08,0.881958
1.1,0.891207
1.12,0.9001
1.14,0.908633
1.16,0.916803
1.18,0.924606
1.2,0.932039
1.22,0.939099
1.24,0.945784
1.26,0.95209
1.28,0.958016
1.3,0.963558
1.32,0.968715
1.34,0.973485
1.36,0.977865
1.38,0.981854
1.4,0.98545
1.42,0.988652
1.44,0.991458
1.46,0.993868
1.48,0.995881
1.5,0.997495
1.52,0.99871
1.54,0.999526
1.56,0.999942
1.58,0.999958
1.6,0.999574
1.62,0.99879
1.64,0.997606
1.66,0.996024
1.68,0.994043
1.7,0.991665
1.72,0.98889
1.74,0.985719
1.76,0.982154
1.78,0.978197
1.8,0.973848
1.82,0.969109
1.84,0.963983
1.86,0.958471
1.88,0.952576
1.9,0.9463
1.92,0.939645
1.94,0.932615
1.96,0.925212
1.98,0.917438
2.01,0.905091
2.04,0.891929
2.07,0.877964
2.1,0.863209
2.13,0.847678
2.16,0.831383
2.19,0.814341
2.22,0.796565
2.25,0.778073
2.28,0.758881
2.31,0.739005
2.34,0.718465
2.37,0.697278
2.4,0.675463
2.43,0.653041
2.46,0.630031
2.49,0.606454
2.52,0.582331
2.55,0.557684
2.58,0.532535
2.61,0.506907
2.64,0.480823
2.67,0.454306
2.7,0.42738
2.73,0.400069
2.76,0.372399
2.79,0.344393
2.82,0.316078
2.85,0.287478
2.88,0.258619
2.91,0.229528
2.94,0.20023
2.97,0.170752
3,0.14112
3.03,0.111361
3.06,0.0815022
3.09,0.0515698
3.12,0.021591
3.15,-0.00840725
3.18,-0.0383979
3.21,-0.068354
3.24,-0.0982486
3.27,-0.128055
3.3,-0.157746
3.33,-0.187295
3.36,-0.216675
3.39,-0.245861
3.42,-0.274825
3.45,-0.303542
3.48,-0.331985
3.51,-0.36013
3.54,-0.387951
3.57,-0.415423
3.6,-0.44252
3.63,-0.46922
3.66,-0.495497
3.69,-0.521329
3.72,-0.546691
3.75,-0.571561
3.78,-0.595917
3.81,-0.619737
3.84,-0.642999
3.87,-0.665682
3.9,-0.687766
3.93,-0.709231
3.96,-0.730058
3.99,-0.750228
4.01,-0.763301
4.04,-0.782336
4.07,-0.800667
4.1,-0.818277
4.13,-0.835151
4.16,-0.851273
4.19,-0.86663
4.22,-0.881206
4.25,-0.894989
4.28,-0.907967
4.31,-0.920128
4.34,-0.931461
4.37,-0.941955
4.4,-0.951602
4.43,-0.960392
4.46,-0.968319
4.49,-0.975373
4.52,-0.98155
4.55,-0.986844
4.58,-0.991249
4.61,-0.994763
4.64,-0.997381
4.67,-0.999102
4.7,-0.999923
4.73,-0.999845
4.76,-0.998867
4.79,-0.99699
4.82,-0.994216
4.85,-0.990547
4.88,-0.985986
4.91,-0.980538
4.94,-0.974208
4.97,-0.967001
5,-0.958924
5.03,-0.949984
5.06,-0.940189
5.09,-0.929548
5.12,-0.91807
5.15,-0.905767
5.18,-0.892648
5.21,-0.878725
5.24,-0.864012
5.27,-0.848522
5.3,-0.832267
5.33,-0.815264
5.36,-0.797527
5.39,-0.779073
5.42,-0.759917
5.45,-0.740077
5.48,-0.719572
5.51,-0.698418
5.54,-0.676637
5.57,-0.654246
5.6,-0.631267
5.63,-0.607719
5.66,-0.583625
5.69,-0.559005
5.72,-0.533882
5.75,-0.508279
5.78,-0.482218
5.81,-0.455724
5.84,-0.428819
5.87,-0.401529
5.9,-0.373877
5.93,-0.345888
5.96,-0.317589
5.99,-0.289003
6.02,-0.260157
6.05,-0.231078
6.08,-0.20179
6.11,-0.172321
6.14,-0.142697
6.17,-0.112944
6.2,-0.0830894
6.23,-0.0531602
6.26,-0.0231832
6.29,0.00681464
6.32,0.0368064
6.35,0.066765
6.38,0.0966635
6.41,0.126475
6.44,0.156173
6.47,0.18573
6.5,0.21512
6.53,0.244316
6.56,0.273293
6.59,0.302024
6.62,0.330482
6.65,0.358644
6.68,0.386483
6.71,0.413973
6.74,0.441092
6.77,0.467813
6.8,0.494113
6.83,0.519969
6.86,0.545357
6.89,0.570254
6.92,0.594637
6.95,0.618486
6.98,0.641778
7.01,0.664493
7.04,0.686609
7.07,0.708108
7.1,0.728969
7.13,0.749174
7.16,0.768705
7.19,0.787545
7.22,0.805675
7.25,0.823081
7.28,0.839746
7.31,0.855655
7.34,0.870794
7.37,0.885149
7.4,0.898708
7.43,0.911458
7.46,0.923388
7.49,0.934487
7.52,0.944745
7.55,0.954152
7.58,0.962701
7.61,0.970384
7.64,0.977193
7.67,0.983123
7.7,0.988168
7.73,0.992324
7.76,0.995587
7.79,0.997954
7.82,0.999423
7.85,0.999992
7.88,0.999662
7.91,0.998431
7.94,0.996303
7.97,0.993277
8,0.989358
8.03,0.984549
8.06,0.978853
8.09,0.972277
8.12,0.964825
8.15,0.956506
8.18,0.947325
8.21,0.937292
8.24,0.926415
8.27,0.914705
8.3,0.902172
8.33,0.888827
8.36,0.874681
8.39,0.859749
8.42,0.844043
8.45,0.827577
8.48,0.810367
8.51,0.792427
8.54,0.773774
8.57,0.754425
8.6,0.734397
8.63,0.713708
8.66,0.692377
8.69,0.670422
8.72,0.647865
8.75,0.624724
8.78,0.601021
8.81,0.576777
8.84,0.552014
8.87,0.526755
8.9,0.501021
8.93,0.474836
8.96,0.448224
8.99,0.421209
9.02,0.393815
9.05,0.366066
9.08,0.337988
9.11,0.309605
9.14,0.280944
9.17,0.252031
9.2,0.22289
9.23,0.193549
