"Time","iAC","iAC_0","iAC_1","Losses","uAC","uAC_0","uAC_1","uDC"
23.34298097,423.9690718,-423.9661584,-0.002913392,2.73436324,525.1984394,-261.1425224,-264.055917,520.3515537
23.35145896,426.8316775,-426.8261529,-0.005524626,2.750576408,525.1612593,-259.8183139,-265.3429454,520.3086509
23.36706425,432.1055189,-432.0951925,-0.010326424,2.780561041,525.0970624,-257.3853142,-267.7117482,520.233911
23.39592311,441.8666441,-441.8474341,-0.019209955,2.836450348,524.9928165,-252.8914214,-272.1013951,520.1101515
23.44912588,459.8406669,-459.8050886,-0.035578345,2.940694684,524.8497567,-244.6356882,-280.2140684,519.9311597
23.54833125,492.968121,-492.902047,-0.066073984,3.13735985,524.7511312,-229.3385405,-295.4125907,519.7663095
23.72599623,549.2069524,-549.0864482,-0.120504187,3.485046278,525.0973152,-202.2965041,-322.8008111,520.0000709
24.00753364,622.5707137,-622.3647887,-0.205925004,3.968215885,526.8299494,-160.4523696,-366.3775798,521.5860664
24.29646514,666.5869735,-666.2950669,-0.291906566,4.286086389,529.6750999,-118.8841211,-410.7909788,524.3432759
24.53752742,670.2711034,-669.9092676,-0.361835772,4.340358003,532.3653525,-85.26460929,-447.1007433,527.0262356
24.75112201,642.9744649,-642.5523914,-0.422073565,4.188750642,534.5192794,-56.22264637,-478.296633,529.2348203
24.94600018,589.972719,-589.497334,-0.475385012,3.873807493,535.9062339,-30.26037335,-505.6458606,530.7278345
25.12477226,516.0928788,-515.5701528,-0.522725937,3.440040069,536.371621,-6.822580643,-529.5490403,531.3410297
25.15193745,502.6893919,-502.1596114,-0.529780552,3.362858678,536.3589231,-3.28892079,-533.0700023,531.3551458
25.16099252,498.0916665,-497.5595448,-0.532121759,3.336504175,536.3489959,-2.113352139,-534.2356437,531.3544164
25.16724187,494.8805864,-494.3468493,-0.533737141,3.318136665,536.3404416,-1.301383567,-535.0390581,531.3522859
25.17349122,491.6384818,-491.1031336,-0.535348199,3.299622072,536.3304807,-0.490873294,-535.8396074,531.3488108
25.17349123,491.6384766,-491.1031284,-0.535348201,3.299622042,536.3304807,-0.490871983,-535.8396087,531.3488108
25.17349124,491.6384714,-491.1031232,-0.535348204,3.299622013,536.3304807,-0.490870671,-535.83961,531.3488108
25.17349125,491.6384662,-491.103118,-0.535348207,3.299621983,536.3304807,-0.49086936,-535.8396113,531.3488108
25.17349126,491.638461,-491.1031128,-0.535348209,3.299621953,536.3304807,-0.490868048,-535.8396126,531.3488108
25.17349127,491.6384558,-491.1031076,-0.535348212,3.299621923,536.3304806,-0.490866737,-535.8396139,531.3488108
25.17349128,491.6384506,-491.1031024,-0.535348214,3.299621894,536.3304806,-0.490865425,-535.8396152,531.3488108
25.17349148,491.6383463,-491.102998,-0.535348267,3.299621299,536.3304803,-0.490839196,-535.8396411,531.3488106
25.17349348,491.6373038,-491.101955,-0.535348788,3.299615354,536.3304769,-0.490576914,-535.8399,531.3488093
25.17349355,491.6372659,-491.1019171,-0.535348807,3.299615138,536.3304767,-0.490567378,-535.8399094,531.3488092
25.17349356,491.6372606,-491.1019118,-0.535348809,3.299615108,536.3304767,-0.490566072,-535.8399107,531.3488092
25.17349373,491.6371694,-491.1018206,-0.535348855,3.299614563,536.3304764,-0.490565981,-535.8399104,531.3488091
25.17349548,491.6362572,-491.1009079,-0.535349314,3.299609117,536.3304734,-0.490565068,-535.8399084,531.348808
25.17351298,491.6271349,-491.0917807,-0.535354142,3.299554656,536.3304436,-0.490555936,-535.8398876,531.3487963
25.17360048,491.5815229,-491.046138,-0.535384877,3.299282349,536.330294,-0.490510263,-535.8397837,531.348738
25.17403798,491.3534541,-490.8177506,-0.535703454,3.297920711,536.329542,-0.490281557,-535.8392604,531.3484424
25.17622548,490.2128882,-489.6714699,-0.541418338,3.291109968,536.3256775,-0.489129562,-535.836548,531.3468648
25.18011299,488.1850209,-487.6164965,-0.568524397,3.278995922,536.3183805,-0.487047485,-535.831333,531.3436506
25.18409697,486.1056038,-485.4867994,-0.618804381,3.266567698,536.310332,-0.48486751,-535.8254645,531.3398112
25.1882538,483.9346342,-483.2390961,-0.695538181,3.25358593,536.3013184,-0.482543075,-535.8187753,531.3352163
25.19266123,481.6312916,-480.8273295,-0.803962084,3.239805952,536.291074,-0.480022887,-535.8110511,531.329687
25.19740019,479.1529605,-478.2013533,-0.95160727,3.224971983,536.2792692,-0.477249269,-535.80202,531.3229865
25.2025565,476.4543046,-475.3054952,-1.148809414,3.208811597,536.2654943,-0.474156212,-535.7913381,531.3148061
25.20822268,473.486302,-472.0768786,-1.409423388,3.191029993,536.2492382,-0.470666985,-535.7785712,531.3047465
25.21449975,470.1952258,-468.4434342,-1.751791567,3.171303973,536.2298599,-0.466691176,-535.7631688,531.2922928
25.2214992,466.5215424,-464.3215097,-2.200032726,3.14927552,536.2065525,-0.462121015,-535.7444315,531.2767809
25.22934508,462.3987001,-459.6129584,-2.785741749,3.124544886,536.1782944,-0.45682676,-535.7214676,531.2573542
25.23817635,457.7517716,-454.2015517,-3.550219981,3.096663093,536.143788,-0.450650881,-535.6931371,531.2329061
25.24814942,452.4959115,-447.9485173,-4.547394152,3.065123793,536.1013781,-0.44340068,-535.6579775,531.202005
25.25944106,446.5345789,-440.6869476,-5.847631269,3.029354534,536.0489468,-0.434838881,-535.614108,531.1627965
25.27225166,439.757468,-432.2147468,-7.542721194,2.988707564,535.9837753,-0.424671601,-535.5591037,531.1128742
25.28680896,432.0380734,-422.2856907,-9.75238272,2.9424506,535.9023638,-0.412532895,-535.4898309,531.049111
25.30337229,423.2307978,-410.5980388,-12.63275903,2.889758311,535.8001948,-0.397964882,-535.4022299,530.9674367
25.32223746,413.1674854,-396.7799727,-16.38751269,2.829706027,535.6714227,-0.38039208,-535.2910307,530.8625458
25.34374243,401.6532244,-380.3709045,-21.28231999,2.761268238,535.5084645,-0.359088225,-535.1493763,530.7275106
25.36827382,388.4612177,-360.7974038,-27.66381384,2.683326437,535.3014587,-0.333133257,-534.9683254,530.5532699
25.39627453,373.3264459,-337.3420922,-35.98435373,2.594694058,535.0375487,-0.301357437,-534.7361913,530.3279496
25.42825263,355.9377595,-309.1033234,-46.83443607,2.494171698,534.6999295,-0.262268625,-534.4376609,530.0359571
25.4647918,335.9278989,-274.9427634,-60.98513545,2.380654953,534.2665725,-0.213957414,-534.0526151,529.6567698
25.50656363,312.8607658,-233.4170305,-79.44373537,2.253332617,533.7085146,-0.153973141,-533.5545414,529.1633037
25.55434233,286.2150184,-182.6882852,-103.5267332,2.112039008,532.9875457,-0.079161473,-532.9083843,528.5197079
25.60902223,255.3627234,-120.4069394,-134.955784,1.957868349,532.0530653,0.01454883,-532.0676141,527.6783593
25.64595712,234.2988701,-75.78928931,-158.5095808,1.859453116,531.3551637,0.082720209,-531.4378839,527.046138
25.66833716,221.4450971,-47.75591855,-173.6891785,1.802465986,530.9058939,0.125933134,-531.0318271,526.6377545
25.6747452,217.7519207,-39.59060287,-178.1613179,1.786550261,530.7735698,0.138570576,-530.9121404,526.5172886
25.68542527,211.5838399,-25.84476614,-185.7390738,1.760441432,530.5493696,0.159894148,-530.7092638,526.3130019
25.69610533,205.3996833,-11.92778137,-193.471902,1.734872739,530.3205852,0.181543939,-530.5021292,526.1043182
25.69991552,203.1895337,-6.921396328,-196.2681374,1.725885744,530.2378535,0.189346552,-530.4272,526.0288028
25.70372588,200.9772134,-1.893005716,-199.0842077,1.71697079,530.1545324,0.197191005,-530.3517234,525.9527222
25.70475241,200.3808554,-0.534623898,-199.8462315,1.7145816,530.1319853,0.199311408,-530.3312967,525.9321299
25.70475242,200.3808496,-0.534610658,-199.8462389,1.714581577,530.1319851,0.199311429,-530.3312965,525.9321297
25.70475243,200.3808438,-0.534597417,-199.8462464,1.714581554,530.1319848,0.19931145,-530.3312963,525.9321295
25.70475244,200.380838,-0.534584176,-199.8462538,1.71458153,530.1319846,0.19931147,-530.3312961,525.9321293
25.70475245,200.3808322,-0.534570936,-199.8462612,1.714581507,530.1319844,0.199311491,-530.3312959,525.9321291
25.70475246,200.3808264,-0.534557695,-199.8462687,1.714581484,530.1319842,0.199311512,-530.3312957,525.9321289
25.70475247,200.3808205,-0.534544455,-199.8462761,1.714581461,530.131984,0.199311532,-530.3312955,525.9321287
25.70475267,200.3807043,-0.534279644,-199.8464247,1.714580996,530.1319796,0.199311946,-530.3312915,525.9321246
25.70475467,200.3795423,-0.531631529,-199.8479108,1.714576346,530.1319356,0.19931608,-530.3312517,525.9320845
25.70475594,200.3788023,-0.529945317,-199.848857,1.714573385,530.1319076,0.199318712,-530.3312263,525.9320589
25.70475595,200.3787965,-0.529932077,-199.8488645,1.714573362,530.1319074,0.199318733,-530.3312261,525.9320587
25.70475596,200.3787907,-0.529918836,-199.8488719,1.714566358,530.125296,0.205929942,-530.3312259,525.9320585
25.70475613,200.3786892,-0.529687363,-199.8490018,1.714443782,530.0095577,0.321664701,-530.3312224,525.932055
25.70475788,200.3776792,-0.527383831,-199.8502953,1.71322687,528.8577729,1.473414674,-530.3311876,525.9320199
25.70477538,200.3681664,-0.505522894,-199.8626435,1.701942584,517.9271191,12.40371986,-530.330839,525.9316684
25.70482942,200.3446236,-0.449679296,-199.8949443,1.675289757,490.0047542,40.3250085,-530.3297627,525.9305834
25.70488547,200.3278689,-0.407083152,-199.9207857,1.657061197,468.7061027,61.6225437,-530.3286464,525.929458
25.70494765,200.3158953,-0.373048756,-199.9428465,1.643806448,451.6882683,78.63913953,-530.3274078,525.9282093
25.70501782,200.3082926,-0.346455997,-199.9618366,1.634263253,438.3911769,91.93483343,-530.3260103,525.9268004
25.7050991,200.3047716,-0.326216171,-199.9785555,1.627483242,428.2704441,102.0539474,-530.3243915,525.9251685
25.70519642,200.3052877,-0.311434202,-199.9938535,1.622803186,420.8784834,109.4439698,-530.3224532,525.9232143
25.70531824,200.3101412,-0.301331034,-200.0088102,1.619748857,415.8256815,114.4943458,-530.3200272,525.9207685
25.70548054,200.3202694,-0.29516684,-200.0251025,1.617965227,412.7419652,117.5748301,-530.3167953,525.9175102
25.7057184,200.3381427,-0.292132475,-200.0460102,1.617154698,411.2224127,119.089646,-530.3120587,525.9127348
25.70612993,200.3713037,-0.291199665,-200.0801041,1.617022313,410.7519104,119.5519547,-530.3038651,525.9044739
25.70716259,200.4560257,-0.290971521,-200.1650542,1.617308626,410.6275604,119.6557487,-530.2833091,525.8837482
25.71232593,200.8890938,-0.289407597,-200.5996862,1.618665548,409.7942619,120.3863759,-530.1806378,525.780209
25.72766775,202.2703912,-0.284934317,-201.9854569,1.623222533,407.4056457,122.4710437,-529.8766894,525.4734929
25.75515781,205.0939535,-0.27678748,-204.8171661,1.633111832,403.0621888,126.2744324,-529.3366211,524.9277683
25.79219866,209.58997,-0.265871152,-209.3240988,1.649978919,397.2453862,131.3739681,-528.6193544,524.2014971
25.83465687,215.688804,-0.253230436,-215.4355735,1.674163984,390.5223908,137.2917013,-527.8140921,523.3840229
25.87964624,223.209588,-0.239865878,-222.9697221,1.705367772,383.4247546,143.5586363,-526.9833908,522.538265
25.92486387,231.8163754,-0.226309724,-231.5900657,1.742338023,376.2424277,149.9324777,-526.1749054,521.7125509
25.96948187,241.2879843,-0.212962191,-241.0750221,1.784226981,369.1842082,156.2218044,-525.4060126,520.9246999
26.01261738,251.3209075,-0.199946629,-251.1209609,1.829672022,362.3196584,162.3728299,-524.6924882,520.1910952
26.05424774,261.7755122,-0.187420842,-261.5880914,1.878051117,355.7274436,168.3064138,-524.0338573,519.5115413
26.09402064,272.4312566,-0.175355053,-272.2559015,1.92828167,349.3945924,174.039364,-523.4339564,518.8903156
26.13211126,283.2117347,-0.16384167,-283.0478931,1.979982421,343.3648252,179.522991,-522.8878162,518.3226018
26.16835787,293.9612177,-0.152797587,-293.8084201,2.032331433,337.5964335,184.7986935,-522.395127,517.8084016
26.20295381,304.6397235,-0.142303013,-304.4974205,2.085097362,332.1267964,189.8236413,-521.9504378,517.3423439
26.23581756,315.1377334,-0.132254731,-315.0054787,2.137659795,326.9033987,194.6485349,-521.5519336,516.9228329
26.26711799,325.4359767,-0.1227336,-325.3132431,2.189877128,321.9642092,199.2304863,-521.1946955,516.544988
26.29681531,335.4585963,-0.113628381,-335.3449679,2.241286122,317.2524395,203.6239448,-520.8763843,516.2066218
26.32504839,345.198555,-0.105022261,-345.0935328,2.291801856,312.8075824,207.7852166,-520.592799,515.9035474
26.35180283,354.6049386,-0.096801475,-354.5081372,2.34108559,308.5715374,211.7699653,-520.3415027,515.6334296
26.37719087,363.6780808,-0.089050468,-363.5890303,2.389090033,304.5847693,215.5342119,-520.1189812,515.3927536
26.4012146,372.3855317,-0.081656154,-372.3038756,2.435574931,300.7895713,219.1333356,-519.9229069,515.1792566
26.42396435,380.7319823,-0.07470268,-380.6572796,2.480518468,297.2265627,222.5238078,-519.7503704,514.9900199
26.44545301,388.6984725,-0.068079852,-388.6303927,2.523757304,293.8395869,225.7596671,-519.5992539,514.8229635
26.46575322,396.2920828,-0.061870059,-396.2302127,2.565286664,290.6686428,228.7985216,-519.4671644,514.6756802
26.48488466,403.5034998,-0.055967662,-403.4475321,2.605002132,287.6599769,231.6922586,-519.3522355,514.5463224
26.50290567,410.3408769,-0.05045204,-410.2904249,2.642909816,284.8522998,234.4002094,-519.2525092,514.4329156
26.51983984,416.8015972,-0.045223405,-416.7563738,2.678949381,282.1949141,236.9714644,-519.1663785,514.3338581
26.53573388,422.8939985,-0.040357074,-422.8536414,2.713133206,279.7246814,239.3675674,-519.0922488,514.2475385
26.5506131,428.6199171,-0.035760147,-428.5841569,2.745432958,277.3944721,241.6342891,-519.0287612,514.1725943
26.56451465,433.9872741,-0.031503008,-433.9557711,2.775863788,275.2388314,243.7357918,-518.9746232,514.1077173
26.57746399,439.0006693,-0.027500479,-438.9731688,2.804419669,273.2146053,245.7140983,-518.9287036,514.0517667
26.58949021,443.6671976,-0.023817289,-443.6433803,2.831115833,271.3536366,247.5363239,-518.8899605,514.0036868
26.60061777,447.9929542,-0.020376669,-447.9725775,2.85596084,269.6170772,249.240388,-518.8574652,513.9625365
26.6108688,451.9839194,-0.017237104,-451.9666823,2.878967874,268.0337527,250.7966318,-518.8303845,513.9274707
26.6202658,455.6467276,-0.014330812,-455.6323968,2.900153933,266.5693968,252.2385703,-518.807967,513.8977246
26.62882474,458.9860166,-0.011709573,-458.974307,2.919528347,265.2495694,253.5399842,-518.7895536,513.8726299
26.63656534,462.008215,-0.009315102,-461.9988999,2.937111548,264.0448291,254.7297181,-518.7745472,513.8515767
26.64349775,464.716385,-0.007192146,-464.7091928,2.952907194,262.9772941,255.7851412,-518.7624353,513.8340463
26.64963805,467.1161029,-0.005292417,-467.1108105,2.96693473,262.0225885,256.7301667,-518.7527552,513.8195649
26.65499033,469.2084973,-0.003653504,-469.2048438,2.979189654,261.199314,257.5458064,-518.7451205,513.8077437
26.65956569,470.9975402,-0.002237757,-470.9953024,2.98968545,260.4884728,258.2507141,-518.7391869,513.7982306
26.66258225,472.1772351,-0.001315323,-472.1759198,2.996615238,260.0254489,258.710125,-518.7355739,513.7922572
26.6654542,473.3004712,-0.000426531,-473.3000447,3.003219938,259.5794433,259.1529115,-518.7323548,513.7867908
26.66794071,474.2730275,0.0003352,-474.2733627,3.008943771,259.1972705,259.5324711,-518.7297416,513.7822317
26.67050148,475.2746786,0.00112617,-475.2758048,3.014843862,258.8005241,259.926695,-518.7272191,513.7777051
26.67428861,476.7560912,0.002289745,-476.7583809,3.023579209,258.2170276,260.5067746,-518.7238022,513.7713243
26.68075544,479.2858095,0.004282138,-479.2900917,3.038521736,257.2183455,261.5004874,-518.7188329,513.7612934
26.69231939,483.8091699,0.007839902,-483.8170098,3.065320994,255.4363781,263.2762878,-518.7126659,513.7460762
26.71323266,491.9855585,0.014278431,-491.9998369,3.114025951,252.2159579,266.4944037,-518.7103615,513.7274126
26.75105859,506.7422716,0.025917615,-506.7681892,3.202785531,246.408708,272.3263486,-518.7350566,513.7225826
26.81985984,533.3656589,0.047081862,-533.4127407,3.365721634,235.8962837,282.9781924,-518.8744761,513.8087344
26.94260447,579.5288245,0.084774559,-579.6135991,3.656894269,217.3219071,302.0965506,-519.4184576,514.2603529
27.17618638,658.5079409,0.156113227,-658.6640542,4.1819423,182.6486348,338.7620183,-521.410653,516.0945225
27.49868878,736.0375004,0.253145371,-736.2906458,4.739453046,136.3179007,389.4635252,-525.7814259,520.3101478
27.76268663,761.2797106,0.330689353,-761.6104,4.950331996,99.74906721,430.4387506,-530.1878178,524.6659865
27.99173379,747.5434809,0.396141231,-747.9396221,4.888140412,68.94309023,465.0847175,-534.0278077,528.5333912
28.20006356,702.0389498,0.453904088,-702.4928539,4.607154831,41.56941265,495.4739549,-537.0433675,531.6399084
28.39192035,629.9588245,0.505383053,-630.4642075,4.15723409,16.81243145,522.1959898,-539.0084213,533.749075
28.42131704,616.2701284,0.51311495,-616.7832434,4.072948908,13.05236893,526.1678325,-539.2202014,533.9882253
28.45071373,601.8628478,0.52080005,-602.3836478,3.984768668,9.301224689,530.1017953,-539.40302,534.1998511
28.48011042,586.7342085,0.528443692,-587.2626522,3.892797865,5.555619937,533.9998405,-539.5554605,534.3825415
28.50950711,570.881848,0.536039374,-571.4178874,3.797144252,1.818096079,537.8580062,-539.6761023,534.5348808
28.519306,565.4365897,0.538562977,-565.9751527,3.764463489,0.572761973,539.1362771,-539.709039,534.5787056
28.51936825,565.4017408,0.53857879,-565.9403196,3.764254521,0.564954075,539.1442823,-539.7092364,534.5789726
28.51936826,565.4017352,0.538578792,-565.940314,3.764254487,0.564952818,539.1442836,-539.7092364,534.5789726
28.51936827,565.4017296,0.538578795,-565.9403084,3.764254454,0.564951561,539.1442849,-539.7092364,534.5789727
28.51936828,565.401724,0.538578797,-565.9403028,3.76425442,0.564950304,539.1442862,-539.7092365,534.5789727
28.51936829,565.4017184,0.5385788,-565.9402972,3.764254386,0.564949047,539.1442875,-539.7092365,534.5789728
28.5193683,565.4017128,0.538578802,-565.9402916,3.764254353,0.56494779,539.1442887,-539.7092365,534.5789728
28.51936831,565.4017072,0.538578805,-565.940286,3.764254319,0.564946533,539.14429,-539.7092366,534.5789729
28.51936851,565.4015952,0.538578856,-565.9401741,3.764253648,0.564921392,539.1443158,-539.7092372,534.5789737
28.51936897,565.4013372,0.538578973,-565.9399161,3.7642521,0.564863447,539.1443752,-539.7092387,534.5789757
28.51936898,565.4013316,0.538578976,-565.9399105,3.764252067,0.56486219,539.1443765,-539.7092387,534.5789757
28.51936899,565.401326,0.538578978,-565.939905,3.764252032,0.564862182,539.1443765,-539.7092387,534.5789758
28.51936917,565.401228,0.538579023,-565.939807,3.764251421,0.564862084,539.1443772,-539.7092393,534.5789765
28.51937092,565.4002482,0.538579471,-565.9388277,3.764245311,0.564861104,539.1443837,-539.7092448,534.578984
28.51938842,565.3904502,0.538584189,-565.9290344,3.764184215,0.564851301,539.144449,-539.7093003,534.5790591
28.51947592,565.3414531,0.538614231,-565.8800674,3.763878729,0.564802274,539.1447751,-539.7095774,534.5794341
28.51991342,565.0962905,0.538925752,-565.6352163,3.762351146,0.5645568,539.1464015,-539.7109583,534.5813051
28.52210092,563.8660477,0.544515811,-564.4105635,3.754709459,0.563320969,539.15443,-539.717751,534.5905527
28.52604255,561.6306472,0.571551068,-562.2021983,3.740924242,0.561058535,539.1684607,-539.7295192,534.6067647
28.53008117,559.3153816,0.621874935,-559.9372565,3.726779137,0.558692948,539.1822548,-539.7409478,534.6227735
28.53429421,556.873305,0.698767319,-557.5720723,3.712001173,0.556173982,539.1960164,-539.7521904,534.6388234
28.53876046,554.254546,0.807473522,-555.0620195,3.696310955,0.553446519,539.2099037,-539.7633502,534.6551121
28.54356195,551.4048979,0.95554296,-552.3604409,3.679416,0.550448805,539.2240274,-539.7744762,534.6717893
28.54878562,548.2642811,1.153339739,-549.4176209,3.66100435,0.547110394,539.2384431,-539.7855535,534.6889501
28.55452518,544.764951,1.414759079,-546.1797101,3.640737899,0.543349649,539.2531396,-539.7964893,534.7066231
28.56088293,540.8293818,1.758198163,-542.58758,3.618245352,0.539070645,539.26802,-539.8070906,534.7247522
28.56797174,536.3677295,2.207848537,-538.5755781,3.59311466,0.534159347,539.2828745,-539.8170338,534.7431691
28.5759172,531.2747485,2.795400462,-534.0701489,3.564884822,0.52847882,539.2973432,-539.825822,534.7615557
28.58485995,525.426,3.562279277,-528.9882793,3.533036907,0.521863199,539.3108647,-539.8327279,534.7793922
28.59495825,518.6731462,4.562572022,-523.2357182,3.496984242,0.51411006,539.3226067,-539.8367167,534.7958865
28.60639097,510.8380619,5.866852027,-516.704914,3.456061724,0.504970705,539.3313729,-539.8363436,534.8098793
28.61936079,501.7054232,7.567173601,-509.2725968,3.409514415,0.494137755,539.3354783,-539.8296161,534.8197167
28.63409802,491.0133257,9.783593006,-500.7969188,3.35648579,0.481229252,539.3325824,-539.8138116,534.82308
28.65086484,478.4413586,12.6726819,-491.1140405,3.296006423,0.465768211,539.3194664,-539.7852346,534.8167578
28.66996023,463.5953796,16.43864357,-480.0340231,3.22698467,0.447156289,539.2917365,-539.7388927,534.7963419
28.69172562,445.9880128,21.34783131,-467.3358441,3.148202081,0.424639757,539.2434257,-539.6680655,534.75582
28.71655145,425.0135824,27.74771712,-452.7612995,3.058318389,0.397265468,539.1664629,-539.5637284,534.6870318
28.74488476,399.9157978,36.09168616,-436.007484,2.955894409,0.363823748,539.0499591,-539.4137829,534.5789376
28.77723802,369.745977,46.97146456,-416.7174416,2.839447013,0.32277419,538.8792482,-539.2020224,534.4166366
28.81419953,333.3088901,61.15956025,-394.4684503,2.70756021,0.272149058,538.6345928,-538.9067419,534.1800416
28.8564456,289.0923769,79.66485513,-368.757232,2.559092844,0.209427312,538.2894304,-538.4988577,533.8420845
28.90475496,235.1756587,103.8054983,-338.981157,2.393551219,0.131370029,537.8079864,-537.9393564,533.3662749
28.96002594,169.1096244,135.304603,-304.4142274,2.211741735,0.033804988,537.142007,-537.1758119,532.703362
29.02329711,87.76020985,176.4160702,-264.17628,2.016897764,-0.088655772,536.22626,-536.1376042,531.7867397
29.04478523,58.74633662,191.6003216,-250.3466582,1.954682497,-0.132853852,535.8775882,-535.7447344,531.4367126
29.06627336,29.03163919,207.4012915,-236.4329307,1.894769829,-0.178369474,535.509579,-535.3312095,531.0668153
29.07343607,18.97115785,212.8051117,-231.7762695,1.875342995,-0.19383376,535.3825938,-535.1887601,530.9390828
29.08537392,2.031030122,221.9632274,-223.9942575,1.843598964,-0.219931977,535.1661336,-534.9462016,530.721246
29.08641513,0.543296743,222.77098,-223.3142767,1.84086874,-0.222227461,535.1469682,-534.9247407,530.7019528
29.08641514,0.543282446,222.7709878,-223.3142702,1.840868714,-0.222227483,535.146968,-534.9247405,530.7019526
29.08641515,0.54326815,222.7709955,-223.3142637,1.840868688,-0.222227505,535.1469678,-534.9247403,530.7019524
29.08641516,0.543253853,222.7710033,-223.3142571,1.840868662,-0.222227527,535.1469676,-534.9247401,530.7019522
29.08641517,0.543239557,222.7710111,-223.3142506,1.840868635,-0.222227549,535.1469674,-534.9247399,530.701952
29.08641518,0.543225261,222.7710188,-223.3142441,1.840868609,-0.222227571,535.1469672,-534.9247397,530.7019518
29.08641519,0.543210964,222.7710266,-223.3142375,1.840868583,-0.222227593,535.1469671,-534.9247395,530.7019516
29.08641539,0.542925036,222.7711819,-223.3141069,1.840868059,-0.222228035,535.1469634,-534.9247353,530.7019479
29.08641739,0.540065753,222.7727348,-223.3128006,1.840862821,-0.222232447,535.1469265,-534.9246941,530.7019108
29.08642113,0.534716184,222.7756403,-223.3103565,1.84085302,-0.222240702,535.1468576,-534.9246168,530.7018414
29.08642114,0.534701887,222.7756481,-223.31035,1.840852994,-0.222240724,535.1468574,-534.9246166,530.7018412
29.08642115,0.534687591,222.7756559,-223.3103435,1.840845377,-0.229365821,535.1468572,-534.9174914,530.701841
29.08642132,0.534444793,222.7757877,-223.3102325,1.840715628,-0.350763154,535.146854,-534.7960909,530.7018379
29.08642302,0.532028227,222.7771009,-223.3091291,1.839427455,-1.559031877,535.1468227,-533.5877908,530.7018063
29.08644002,0.509060984,222.7896328,-223.2986938,1.827476259,-13.04250831,535.1465094,-522.1040011,530.7014909
29.08652502,0.420541046,222.8391368,-223.2596778,1.786353525,-57.30173807,535.144943,-477.8432049,530.699914
29.08695002,0.265408815,222.942985,-223.2083938,1.733254631,-134.8640152,535.1371113,-400.2730961,530.6920297
29.08907502,0.285054019,223.0661231,-223.3511771,1.739207405,-125.0218316,535.0979672,-410.0761356,530.6526196
29.09970002,0.265628657,223.7792086,-224.0448372,1.736778535,-134.6368489,534.9026202,-400.2657713,530.4558655
29.14278941,0.268471973,227.2761888,-227.5446608,1.752587318,-132.8227426,534.1177265,-401.2949838,529.6639734
29.21909371,0.230357612,235.9311844,-236.161542,1.781996688,-151.2028618,532.763566,-381.5607042,528.2925383
29.31238426,0.21767327,250.4495562,-250.6672295,1.847087626,-156.7571894,531.1878662,-374.4306768,526.6878113
29.41594975,0.171272258,271.1730386,-271.3443109,1.938097397,-179.1484791,529.569387,-350.4209079,525.0279283
29.53026061,0.151627042,298.8937458,-299.0453728,2.073047022,-188.175005,527.9772041,-339.8021991,523.3803204
29.65858849,0.097480927,335.0245789,-335.1220598,2.252374286,-214.4958783,526.4727812,-311.9769029,521.8036868
29.80684512,0.066901227,381.6497831,-381.7166843,2.49942968,-229.1260148,525.1533239,-296.0273091,520.3910069
29.98567563,-0.002932611,442.012544,-442.0096114,2.835113849,-263.5700411,524.2074685,-260.6374274,519.3244938
30.21978562,-0.060169012,521.7808691,-521.7207001,3.308789835,-292.1164476,524.0638233,-231.9473757,519.0213688
30.52923351,-0.169457412,615.341826,-615.1723686,3.911604706,-347.5473656,525.6371496,-178.089784,520.4076854
30.79503408,-0.234793078,673.0717929,-672.8369999,4.310862145,-381.5381038,528.2828944,-146.7447906,522.9380409
31.01781559,-0.315245122,697.0642296,-696.7489845,4.50157891,-423.1516451,531.0578526,-107.9062076,525.6651001
31.217047,-0.358221334,694.7257962,-694.3675749,4.506856906,-445.928455,533.6352179,-87.7067629,528.2471905
31.40102644,-0.424671039,669.5939779,-669.1693069,4.369434794,-480.2359469,535.8004304,-55.56448345,530.4627374
31.572619,-0.457339419,624.3070433,-623.8497039,4.089858268,-497.3564801,537.3730842,-40.01660417,532.126001
31.73238099,-0.514458088,562.0267589,-561.5123008,3.723201496,-526.3412723,538.2239419,-11.88266964,533.1014782
31.75700515,-0.506742889,550.6459455,-550.1392027,3.648688283,-522.5172251,538.2910547,-15.77382963,533.191345
31.78162932,-0.526957519,538.7965091,-538.2695516,3.586058882,-532.6480878,538.3381294,-5.69004157,533.2621389
31.80625348,-0.519986221,526.4491844,-525.9291982,3.506884848,-529.1755551,538.364369,-9.188813951,533.3130663
31.81446153,-0.534744494,522.2340955,-521.699351,3.488959649,-536.556698,538.3683673,-1.811669312,533.3255095
31.85550181,-0.533365427,500.3092098,-499.7758444,3.355783756,-535.8584631,538.3509659,-2.492502853,533.3519566
31.8556808,-0.537351818,500.2126175,-499.6752657,3.357326355,-537.8515542,538.3507527,-0.499198487,533.3519405
31.85568081,-0.537351932,500.2126121,-499.6752601,3.357326383,-537.8516109,538.3507527,-0.499141855,533.3519405
31.85568082,-0.537352045,500.2126066,-499.6752546,3.357326355,-537.8516153,538.3507527,-0.499137403,533.3519405
31.85568099,-0.53735397,500.2125139,-499.67516,3.357325797,-537.8516152,538.3507525,-0.499137307,533.3519405
31.85568269,-0.537373225,500.2115871,-499.6742139,3.357320216,-537.8516141,538.3507505,-0.499136342,533.3519404
