"time","press@tpf_st_chamber","out2@division","dm2@tpf_pump","tempc@tpf_st_chamber","torque@expseu_","tau@tpf_st_chamber"
2.30000000000000E+01,4.91302963243069E+00,2.74885083053553E-01,0.00000000000000E+00,1.51252582744695E+02,-3.81821220522225E+01,2.84885083053554E+01
2.40000000000000E+01,5.45151537955761E+00,2.75592749674409E-01,0.00000000000000E+00,1.55196626671614E+02,-4.49109527719249E+01,2.85592749674393E+01
2.50000000000000E+01,5.94115549507158E+00,2.76065119191785E-01,0.00000000000000E+00,1.58520958755053E+02,-5.12945455316194E+01,2.86065119191776E+01
2.60000000000000E+01,6.35331451800300E+00,2.76261431271697E-01,0.00000000000000E+00,1.61153719188145E+02,-5.69080266752441E+01,2.86261431271681E+01
2.70000000000000E+01,6.66504531416050E+00,2.76154702405586E-01,0.00000000000000E+00,1.63055982145614E+02,-6.13920863227603E+01,2.86154702405575E+01
2.80000000000000E+01,6.86265593947322E+00,2.75735816850092E-01,0.00000000000000E+00,1.64225476049103E+02,-6.45063593716848E+01,2.85735816850085E+01
2.90000000000000E+01,6.94342335162833E+00,2.75014966253168E-01,0.00000000000000E+00,1.64695770197236E+02,-6.61623369011687E+01,2.85014966253162E+01
3.00000000000000E+01,6.91497878944477E+00,2.74019876067434E-01,0.00000000000000E+00,1.64530641182691E+02,-6.64232930481986E+01,2.84019876067420E+01
3.10000000000000E+01,6.79272616488146E+00,2.72791341485315E-01,0.00000000000000E+00,1.63814718972479E+02,-6.54699014607665E+01,2.82791341485317E+01
3.20000000000000E+01,6.59643808489986E+00,2.71377564750264E-01,0.00000000000000E+00,1.62643498904046E+02,-6.35512590566875E+01,2.81377564750248E+01
3.30000000000000E+01,6.34681158221194E+00,2.69827956014947E-01,0.00000000000000E+00,1.61113252193413E+02,-6.09517433745306E+01,2.79827956014951E+01
3.40000000000000E+01,6.06298297591601E+00,2.68189039343119E-01,0.00000000000000E+00,1.59313939083523E+02,-5.79223675085347E+01,2.78189039343129E+01
3.50000000000000E+01,5.78703074833773E+00,2.66545057685107E-01,0.00000000000000E+00,1.57498943884564E+02,-5.49965146713460E+01,2.76545057685093E+01
3.60000000000000E+01,5.68870587464228E+00,2.65205217818266E-01,0.00000000000000E+00,1.56835531442561E+02,-5.42850187966463E+01,2.75205217818271E+01
3.70000000000000E+01,5.84949603295382E+00,2.64311325814266E-01,0.00000000000000E+00,1.57915744871517E+02,-5.68068060341030E+01,2.74311325814260E+01
3.80000000000000E+01,6.29809211686162E+00,2.63870817021263E-01,0.00000000000000E+00,1.60809021208140E+02,-6.30099052773437E+01,2.73870817021249E+01
3.90000000000000E+01,6.87592857101453E+00,2.63566639998219E-01,0.00000000000000E+00,1.64303061323332E+02,-7.09927304599723E+01,2.73566639998225E+01
4.00000000000000E+01,7.45272888514781E+00,2.63172320091198E-01,0.00000000000000E+00,1.67565195059453E+02,-7.90990078387361E+01,2.73172320091201E+01
4.10000000000000E+01,7.96638111229394E+00,2.62599688325026E-01,0.00000000000000E+00,1.70305575640714E+02,-8.64776794189212E+01,2.72599688325015E+01
4.20000000000000E+01,8.39055511781160E+00,2.61822204717366E-01,0.00000000000000E+00,1.72464920914670E+02,-9.27183060727522E+01,2.71822204717359E+01
4.30000000000000E+01,8.71983691000025E+00,2.60843158490226E-01,0.00000000000000E+00,1.74082396123451E+02,-9.76940933228129E+01,2.70843158490222E+01
4.40000000000000E+01,8.96096948060291E+00,2.59680921503906E-01,0.00000000000000E+00,1.75236507045058E+02,-1.01459129217137E+02,2.69680921503918E+01
4.50000000000000E+01,9.12681846729224E+00,2.58360777387807E-01,0.00000000000000E+00,1.76016132628747E+02,-1.04168964311121E+02,2.68360777387804E+01
4.60000000000000E+01,9.23227799606380E+00,2.56909911583191E-01,0.00000000000000E+00,1.76506078630841E+02,-1.06020222405064E+02,2.66909911583177E+01
4.70000000000000E+01,9.28592034999862E+00,2.55418068595510E-01,3.28363135221353E-03,1.76753598172989E+02,-1.07136156747380E+02,2.65418068595490E+01
4.80000000000000E+01,9.27732028435554E+00,2.54170642171676E-01,8.20903602331817E-03,1.76713991366137E+02,-1.07377507901839E+02,2.64170642171652E+01
4.90000000000000E+01,9.22073187096070E+00,2.53163893875235E-01,1.21860986974496E-02,1.76452653449682E+02,-1.06936887767251E+02,2.63163893875260E+01
5.00000000000000E+01,9.13327437060682E+00,2.52363732715635E-01,1.53487551397912E-02,1.76046253676784E+02,-1.06056725967340E+02,2.62363732715649E+01
5.10000000000000E+01,9.03069528842480E+00,2.51741413714593E-01,1.78100049021389E-02,1.75565652138812E+02,-1.04961366707213E+02,2.61741413714586E+01
5.20000000000000E+01,8.92476786151851E+00,2.51269696458997E-01,1.96770374912310E-02,1.75064816467145E+02,-1.03817837891522E+02,2.61269696459000E+01
5.30000000000000E+01,8.82303304279044E+00,2.50922406261007E-01,2.10529396066675E-02,1.74579363087658E+02,-1.02732106391890E+02,2.60922406260998E+01
5.40000000000000E+01,8.72961644859240E+00,2.50675235283215E-01,2.20335111264345E-02,1.74129690745723E+02,-1.01761123504239E+02,2.60675235283233E+01
5.50000000000000E+01,8.64624757098983E+00,2.50506509489380E-01,2.27042182115488E-02,1.73725160817794E+02,-1.00927777042719E+02,2.60506509489366E+01
5.60000000000000E+01,8.57314923377169E+00,2.50397662531177E-01,2.31383054101260E-02,1.73367921084553E+02,-1.00233778608565E+02,2.60397662531197E+01
5.70000000000000E+01,8.50969739959249E+00,2.50333336765985E-01,2.33963824839646E-02,1.73055866612231E+02,-9.96691520338097E+01,2.60333336765984E+01
5.80000000000000E+01,8.45486534232433E+00,2.50301200388215E-01,2.35271349448530E-02,1.72784718077910E+02,-9.92185362962312E+01,2.60301200388186E+01
5.90000000000000E+01,8.40749597695285E+00,2.50291621520726E-01,2.35686019792033E-02,1.72549350807965E+02,-9.88650139733092E+01,2.60291621520733E+01
6.00000000000000E+01,8.36645553734449E+00,2.50297251717951E-01,2.35498145952584E-02,1.72344580640942E+02,-9.85922349834485E+01,2.60297251717947E+01
6.10000000000000E+01,8.33071227265457E+00,2.50312611744952E-01,2.34924267492066E-02,1.72165592005077E+02,-9.83854737738594E+01,2.60312611744949E+01
6.20000000000000E+01,8.29936865245713E+00,2.50333716030384E-01,2.34121952669227E-02,1.72008134259888E+02,-9.82320437879173E+01,2.60333716030390E+01
6.30000000000000E+01,8.27166479909010E+00,2.50357735441413E-01,2.33203096996263E-02,1.71868568903241E+02,-9.81213036044948E+01,2.60357735441400E+01
6.40000000000000E+01,8.24697556315883E+00,2.50382716823906E-01,2.32244983918055E-02,1.71743878334612E+02,-9.80445317584982E+01,2.60382716823907E+01
6.50000000000000E+01,8.22477667698089E+00,2.50407367470560E-01,2.31298803948064E-02,1.71631512491160E+02,-9.79945762095984E+01,2.60407367470550E+01
6.60000000000000E+01,8.20464873522008E+00,2.50430875833534E-01,2.30396721101203E-02,1.71529421575193E+02,-9.79657450729663E+01,2.60430875833531E+01
6.70000000000000E+01,8.18625444897446E+00,2.50452773290830E-01,2.29557336617506E-02,1.71435950380113E+02,-9.79535262579576E+01,2.60452773290848E+01
6.80000000000000E+01,8.16932312533433E+00,2.50472829512436E-01,2.28789823194892E-02,1.71349766190386E+02,-9.79543542376398E+01,2.60472829512441E+01
6.90000000000000E+01,8.15363617832835E+00,2.50490976519807E-01,2.28096927593332E-02,1.71269789847015E+02,-9.79654062941214E+01,2.60490976519825E+01
7.00000000000000E+01,8.13901836751845E+00,2.50507251329735E-01,2.27477237316774E-02,1.71195154514927E+02,-9.79844649953203E+01,2.60507251329742E+01
7.10000000000000E+01,8.12532846085560E+00,2.50521756176966E-01,2.26926754377076E-02,1.71125160541407E+02,-9.80097876391803E+01,2.60521756176980E+01
7.20000000000000E+01,8.11245238483253E+00,2.50534629579300E-01,2.26440039922994E-02,1.71059242255389E+02,-9.80400022204708E+01,2.60534629579303E+01
7.30000000000000E+01,8.10029613795496E+00,2.50546026886369E-01,2.26010985460044E-02,1.70996933008063E+02,-9.80740230933009E+01,2.60546026886378E+01
7.40000000000000E+01,8.08878304333589E+00,2.50556106725311E-01,2.25633348015060E-02,1.70937852045496E+02,-9.81109872429940E+01,2.60556106725319E+01
7.50000000000000E+01,8.07784927188328E+00,2.50565022958146E-01,2.25301069914487E-02,1.70881682267458E+02,-9.81502074430565E+01,2.60565022958154E+01
7.60000000000000E+01,8.06744135200551E+00,2.50572919683903E-01,2.25008476958169E-02,1.70828157966461E+02,-9.81911329973575E+01,2.60572919683905E+01
7.70000000000000E+01,8.05751402424854E+00,2.50579928577229E-01,2.24750384113628E-02,1.70777054199110E+02,-9.82333191608970E+01,2.60579928577243E+01
7.80000000000000E+01,8.04802852393540E+00,2.50586167756263E-01,2.24522140817972E-02,1.70728178254517E+02,-9.82764043122716E+01,2.60586167756238E+01
7.90000000000000E+01,8.03895126725686E+00,2.50591741713237E-01,2.24319634033389E-02,1.70681363123274E+02,-9.83200912975440E+01,2.60591741713236E+01
8.00000000000000E+01,8.03025271717263E+00,2.50596741801527E-01,2.24139269261917E-02,1.70636461831748E+02,-9.83641326220036E+01,2.60596741801543E+01
8.10000000000000E+01,8.02190703681570E+00,2.50601246254382E-01,2.23977970017811E-02,1.70593345798051E+02,-9.84083047522714E+01,2.60601246254355E+01
8.20000000000000E+01,8.01389067101503E+00,2.50605324747933E-01,2.23832997808965E-02,1.70551897620907E+02,-9.84524734769075E+01,2.60605324747923E+01
8.30000000000000E+01,8.00618287534890E+00,2.50609036302660E-01,2.23702034373749E-02,1.70512013904310E+02,-9.84964648061055E+01,2.60609036302661E+01
8.40000000000000E+01,7.99876534501883E+00,2.50612431690395E-01,2.23583087254166E-02,1.70473603423528E+02,-9.85401601574537E+01,2.60612431690377E+01
8.50000000000000E+01,7.99162072726053E+00,2.50615553636535E-01,2.23474482075384E-02,1.70436579487382E+02,-9.85834670068058E+01,2.60615553636522E+01
8.60000000000000E+01,7.98473388460216E+00,2.50618439074559E-01,2.23374772839081E-02,1.70400866532396E+02,-9.86262825397870E+01,2.60618439074540E+01
8.70000000000000E+01,7.97809093877098E+00,2.50621119947558E-01,2.23282710279609E-02,1.70366395219405E+02,-9.86685514049631E+01,2.60621119947547E+01
8.80000000000000E+01,7.97167882314235E+00,2.50623622621483E-01,2.23197265713329E-02,1.70333100147603E+02,-9.87102056764925E+01,2.60623622621483E+01
8.90000000000000E+01,7.96548543203536E+00,2.50625969674648E-01,2.23117559716713E-02,1.70300920658604E+02,-9.87511918918737E+01,2.60625969674659E+01
9.00000000000000E+01,7.95949924552503E+00,2.50628180117841E-01,2.23042853605410E-02,1.70269798914232E+02,-9.87914604269689E+01,2.60628180117844E+01
9.10000000000000E+01,7.95370964729414E+00,2.50630270302370E-01,2.22972513452521E-02,1.70239681572009E+02,-9.88309697534538E+01,2.60630270302362E+01
9.20000000000000E+01,7.94810674572207E+00,2.50632254225847E-01,2.22905998058084E-02,1.70210518877900E+02,-9.88696851676906E+01,2.60632254225846E+01
9.30000000000000E+01,7.94268146780533E+00,2.50634144049919E-01,2.22842838454178E-02,1.70182265175485E+02,-9.89075802078598E+01,2.60634144049913E+01
9.40000000000000E+01,7.93742560485761E+00,2.50635950459326E-01,2.22782623666557E-02,1.70154879163960E+02,-9.89446371660597E+01,2.60635950459342E+01
9.50000000000000E+01,7.93233144477965E+00,2.50637682608191E-01,2.22725002906164E-02,1.70128321999583E+02,-9.89808424935390E+01,2.60637682608188E+01
9.60000000000000E+01,7.92739157613934E+00,2.50639347481518E-01,2.22669711440778E-02,1.70102556286446E+02,-9.90161920902269E+01,2.60639347481518E+01
9.70000000000000E+01,7.92259941610408E+00,2.50640953123336E-01,2.22616441084395E-02,1.70077548841737E+02,-9.90506714103430E+01,2.60640953123322E+01
9.80000000000000E+01,7.91794843759621E+00,2.50642505300774E-01,2.22564973977961E-02,1.70053266675337E+02,-9.90842725566616E+01,2.60642505300778E+01
9.90000000000000E+01,7.91343254342638E+00,2.50644009290867E-01,2.22515111250518E-02,1.70029678949728E+02,-9.91170035857442E+01,2.60644009290876E+01
1.00000000000000E+02,7.90904599369903E+00,2.50645469381396E-01,2.22466693005387E-02,1.70006756609858E+02,-9.91488591281018E+01,2.60645469381408E+01
