"time","tempc@tpf_st_chamber","tau@tpf_st_chamber","press@tpf_st_chamber","dm2@tpf_pump","out2@division","torque@expseu_"
84.614,170.347,26.0634,7.97444,0.0222735,0.250634,-98.4379
84.814,170.341,26.0635,7.97329,0.0222729,0.250635,-98.4496
85.014,170.336,26.0635,7.97215,0.0222723,0.250635,-98.4612
85.214,170.33,26.0635,7.97102,0.0222716,0.250635,-98.4728
85.414,170.324,26.0635,7.96989,0.022271,0.250635,-98.4843
85.614,170.318,26.0636,7.96876,0.0222704,0.250636,-98.4956
85.814,170.312,26.0636,7.96765,0.0222698,0.250636,-98.5069
86.014,170.306,26.0636,7.96653,0.0222692,0.250636,-98.5182
86.214,170.301,26.0636,7.96543,0.0222686,0.250636,-98.5293
86.414,170.295,26.0636,7.96433,0.022268,0.250636,-98.5404
86.614,170.289,26.0637,7.96323,0.0222674,0.250637,-98.5514
86.814,170.284,26.0637,7.96214,0.0222668,0.250637,-98.5623
87.014,170.278,26.0637,7.96106,0.0222663,0.250637,-98.5731
87.214,170.272,26.0637,7.95998,0.0222657,0.250637,-98.5839
87.414,170.267,26.0638,7.9589,0.0222651,0.250638,-98.5946
87.614,170.261,26.0638,7.95783,0.0222645,0.250638,-98.6052
87.814,170.256,26.0638,7.95677,0.0222639,0.250638,-98.6158
88.014,170.25,26.0638,7.95571,0.0222633,0.250638,-98.6262
88.214,170.245,26.0638,7.95466,0.0222627,0.250638,-98.6366
88.414,170.239,26.0639,7.95361,0.0222622,0.250639,-98.647
88.614,170.234,26.0639,7.95257,0.0222616,0.250639,-98.6572
88.814,170.228,26.0639,7.95153,0.022261,0.250639,-98.6674
89.014,170.223,26.0639,7.9505,0.0222604,0.250639,-98.6775
89.214,170.218,26.0639,7.94947,0.0222598,0.250639,-98.6875
89.414,170.212,26.064,7.94845,0.0222592,0.25064,-98.6975
89.614,170.207,26.064,7.94743,0.0222587,0.25064,-98.7074
89.814,170.202,26.064,7.94642,0.0222581,0.25064,-98.7172
90.014,170.196,26.064,7.94541,0.0222575,0.25064,-98.727
90.214,170.191,26.0641,7.94441,0.0222569,0.250641,-98.7367
90.414,170.186,26.0641,7.94342,0.0222563,0.250641,-98.7463
90.614,170.181,26.0641,7.94242,0.0222557,0.250641,-98.7559
90.814,170.176,26.0641,7.94144,0.0222551,0.250641,-98.7654
91.014,170.171,26.0641,7.94045,0.0222546,0.250641,-98.7748
91.214,170.166,26.0642,7.93948,0.022254,0.250642,-98.7842
91.414,170.16,26.0642,7.9385,0.0222534,0.250642,-98.7934
91.614,170.155,26.0642,7.93754,0.0222528,0.250642,-98.8027
91.814,170.15,26.0642,7.93657,0.0222522,0.250642,-98.8118
92.014,170.145,26.0642,7.93561,0.0222516,0.250642,-98.8209
92.214,170.14,26.0643,7.93466,0.022251,0.250643,-98.83
92.414,170.136,26.0643,7.93371,0.0222504,0.250643,-98.839
92.614,170.131,26.0643,7.93277,0.0222498,0.250643,-98.8479
92.814,170.126,26.0643,7.93183,0.0222492,0.250643,-98.8567
93.014,170.121,26.0643,7.93089,0.0222486,0.250643,-98.8655
93.214,170.116,26.0644,7.92996,0.022248,0.250644,-98.8742
93.414,170.111,26.0644,7.92904,0.0222474,0.250644,-98.8829
93.614,170.106,26.0644,7.92812,0.0222468,0.250644,-98.8915
93.814,170.102,26.0644,7.9272,0.0222462,0.250644,-98.9001
94.014,170.097,26.0644,7.92629,0.0222456,0.250644,-98.9085
94.214,170.092,26.0645,7.92538,0.022245,0.250645,-98.917
94.414,170.087,26.0645,7.92448,0.0222444,0.250645,-98.9253
94.614,170.083,26.0645,7.92358,0.0222438,0.250645,-98.9336
94.814,170.078,26.0645,7.92268,0.0222432,0.250645,-98.9419
95.014,170.073,26.0646,7.92179,0.0222426,0.250646,-98.9501
95.214,170.069,26.0646,7.92091,0.022242,0.250646,-98.9582
95.414,170.064,26.0646,7.92002,0.0222414,0.250646,-98.9663
95.614,170.06,26.0646,7.91915,0.0222408,0.250646,-98.9743
95.814,170.055,26.0646,7.91827,0.0222401,0.250646,-98.9823
96.014,170.05,26.0647,7.91741,0.0222395,0.250647,-98.9902
96.214,170.046,26.0647,7.91654,0.0222389,0.250647,-98.9981
96.414,170.041,26.0647,7.91568,0.0222383,0.250647,-99.0059
96.614,170.037,26.0647,7.91482,0.0222377,0.250647,-99.0136
96.814,170.033,26.0647,7.91397,0.022237,0.250647,-99.0213
97.014,170.028,26.0648,7.91313,0.0222364,0.250648,-99.0289
97.214,170.024,26.0648,7.91228,0.0222358,0.250648,-99.0365
97.414,170.019,26.0648,7.91144,0.0222352,0.250648,-99.044
97.614,170.015,26.0648,7.91061,0.0222345,0.250648,-99.0515
97.814,170.011,26.0648,7.90978,0.0222339,0.250648,-99.0589
98.014,170.006,26.0649,7.90895,0.0222333,0.250649,-99.0663
98.214,170.002,26.0649,7.90812,0.0222326,0.250649,-99.0736
98.414,169.998,26.0649,7.90731,0.022232,0.250649,-99.0809
98.614,169.993,26.0649,7.90649,0.0222314,0.250649,-99.0881
98.814,169.989,26.0649,7.90568,0.0222307,0.250649,-99.0953
99.014,169.985,26.065,7.90487,0.0222301,0.25065,-99.1024
99.214,169.981,26.065,7.90407,0.0222295,0.25065,-99.1095
99.414,169.977,26.065,7.90327,0.0222288,0.25065,-99.1165
99.614,169.972,26.065,7.90247,0.0222282,0.25065,-99.1235
99.814,169.968,26.0651,7.90168,0.0222276,0.250651,-99.1304
100,169.964,26.0651,7.90095,0.022227,0.250651,-99.1368
