time,Resistor_1.R,Resistor_1.v,Triphasic_Rectifier_1.I1.v,Triphasic_Rectifier_1.I2.v,Triphasic_Rectifier_1.I3.v
0.0,1.0,0.0,0.0,269.44311,-269.44311
0.0001,1.0,538.60953864764,9.77275757,264.423735,-274.196576
0.0002,1.0,537.81208959686,19.5358706,259.143405,-278.679441
0.0003,1.0,536.48388216141,29.2797039,253.60733,-282.887282
0.0004,1.0,534.62622831504,38.9946416,247.820974,-286.815947
0.0005,1.0,532.24096002113,48.6710961,241.790048,-290.461557
0.0006,1.0,529.33043223256,58.2995179,235.520503,-293.820516
0.0007,1.0,525.89751589191,67.8704049,229.018527,-296.889507
0.0008,1.0,521.9456009314,77.3743116,222.290536,-299.665504
0.0009,1.0,517.47858527305,86.8018588,215.34317,-302.145765
0.001,1.0,512.50087782869,96.1437428,208.183285,-304.327843
0.0011,1.0,507.01739350002,105.390744,200.817948,-306.209586
0.0012,1.0,501.03354017889,114.533737,193.254426,-307.789135
0.0013,1.0,494.55522474714,123.563698,185.500185,-309.064931
0.0014,1.0,487.58884207688,132.471716,177.562877,-310.035717
0.0015,1.0,480.14126503066,141.249,169.450335,-310.700533
0.0016,1.0,472.21984446144,149.886888,161.170565,-311.058724
0.0017,1.0,469.47740131113,158.376855,152.731738,-311.109936
0.0018,1.0,477.55508975494,166.710522,144.142183,-310.854119
0.0019,1.0,485.16148662472,174.879665,135.410376,-310.291525
0.002,1.0,492.28908507061,182.876222,126.544935,-309.422709
0.0021,1.0,498.93085223327,190.692302,117.554609,-308.248529
0.0022,1.0,505.08023224383,198.320191,108.44827,-306.770143
0.0023,1.0,510.73115622366,205.75236,99.2349054,-304.989011
0.0024,1.0,515.87804828427,212.981476,89.9236073,-302.90689
0.0025,1.0,520.51582852727,220.000404,80.523565,-300.525835
0.0026,1.0,524.63992004421,226.802217,71.0440554,-297.848196
0.0027,1.0,528.24625391645,233.380203,61.4944335,-294.876616
0.0028,1.0,531.33126821524,239.727869,51.8841237,-291.614026
0.0029,1.0,533.89192200139,245.838952,42.2226103,-288.063648
0.003,1.0,535.92568532551,251.70742,32.5194281,-284.228984
0.0031,1.0,537.43055322771,257.327483,22.784153,-280.113819
0.0032,1.0,538.4050387377,262.693593,13.0263926,-275.722214
0.0033,1.0,538.84818087473,267.800455,3.25577668,-271.058503
0.0034,1.0,538.75954264752,272.643029,-6.51805233,-266.127289
0.0035,1.0,538.13921105434,277.216536,-16.2854488,-260.933438
0.0036,1.0,536.98779908292,281.516462,-26.0367734,-255.482077
0.0037,1.0,535.30644171057,285.538564,-35.7624027,-249.778584
0.0038,1.0,533.09679990407,289.278873,-45.4527387,-243.828589
0.0039,1.0,530.36105361982,292.733698,-55.0982181,-237.637963
0.004,1.0,527.10190180383,295.899628,-64.689322,-231.212816
0.0041,1.0,523.32256139177,298.773539,-74.216585,-224.559489
0.0042,1.0,519.02676330902,301.352596,-83.6706049,-217.684548
0.0043,1.0,514.21874547082,303.634253,-93.0420516,-210.594777
0.0044,1.0,508.90325378225,305.616258,-102.321677,-203.297174
0.0045,1.0,503.08553313841,307.296655,-111.500322,-195.79894
0.0046,1.0,496.77132542446,308.673786,-120.56893,-188.107475
0.0047,1.0,489.96686251576,309.746292,-129.51855,-180.23037
0.0048,1.0,482.67886027799,310.513115,-138.34035,-172.175399
0.0049,1.0,474.91450856735,310.973497,-147.025624,-163.95051
0.005,1.0,466.6847951114,311.126984,-155.565801,-155.563822
0.0051,1.0,474.91637952993,310.973425,-163.952453,-147.02361
0.0052,1.0,482.68062024279,310.512971,-172.177303,-138.338302
0.0053,1.0,489.9685104828,309.746077,-180.232233,-129.516471
0.0054,1.0,496.77286039376,308.6735,-188.109296,-120.566822
0.0055,1.0,503.08695211003,307.296298,-195.800716,-111.498188
0.0056,1.0,508.90455575621,305.61583,-203.298904,-102.319518
0.0057,1.0,514.21992844716,303.633754,-210.596459,-93.0398705
0.0058,1.0,519.02782828772,301.352028,-217.686181,-83.6684034
0.0059,1.0,523.32350637287,298.772902,-224.561071,-74.2143653
0.006,1.0,527.10272378739,295.898921,-231.214345,-64.6870863
0.0061,1.0,530.36175360582,292.732923,-237.639438,-55.0959686
0.0062,1.0,533.09737789251,289.278032,-243.830008,-45.4504776
0.0063,1.0,535.30689770145,285.537657,-249.779947,-35.7601322
