"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9"
0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0,0.0000000000000000E+00,-1.2000000000000000E+01,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
1.0000000000000000E-03,1.0019999996700000E+00,3.0019999996700002E+00,0.0000000000000000E+00,1.6999997166700000E-03,0,0.0000000000000000E+00,-1.2000000000000000E+01,3.9999993333299996E-03,1.2566351329200001E-02,1.2566351329200001E-02
2.0000000000000000E-03,1.0039999973300000E+00,3.0039999973299998E+00,0.0000000000000000E+00,3.3999977333300001E-03,0,0.0000000000000000E+00,-1.2000000000000000E+01,7.9999946666700003E-03,2.5132578633500002E-02,2.5132578633500002E-02
3.0000000000000001E-03,1.0059999909999999E+00,3.0059999909999999E+00,0.0000000000000000E+00,5.0999923499999997E-03,0,0.0000000000000000E+00,-1.2000000000000000E+01,1.1999981999999999E-02,3.7698557889300002E-02,3.7698557889300002E-02
4.0000000000000001E-03,1.0079999786700000E+00,3.0079999786700000E+00,0.0000000000000000E+00,6.7999818666800004E-03,0,0.0000000000000000E+00,-1.2000000000000000E+01,1.5999957333400001E-02,5.0264165075500002E-02,5.0264165075500002E-02
5.0000000000000001E-03,1.0099999583299999E+00,3.0099999583299999E+00,0.0000000000000000E+00,8.4999645833799993E-03,0,0.0000000000000000E+00,-1.2000000000000000E+01,1.9999916666800000E-02,6.2829276174600004E-02,6.2829276174600004E-02
6.0000000000000001E-03,1.0119999280000000E+00,3.0119999279999998E+00,0.0000000000000000E+00,1.0199938800100001E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,2.3999856000300000E-02,7.5393767173999995E-02,7.5393767173999995E-02
7.0000000000000001E-03,1.0139998856700001E+00,3.0139998856700001E+00,0.0000000000000000E+00,1.1899902816899999E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,2.7999771333900001E-02,8.7957514067199996E-02,8.7957514067199996E-02
8.0000000000000002E-03,1.0159998293300001E+00,3.0159998293300001E+00,0.0000000000000000E+00,1.3599854933800001E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,3.1999658667800003E-02,1.0000000000000001E-01,1.0052039285500000E-01
8.9999999999999993E-03,1.0179997569999999E+00,3.0179997570000001E+00,0.0000000000000000E+00,1.5299793450800001E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,3.5999514002000001E-02,1.0000000000000001E-01,1.1308227954699999E-01
1.0000000000000000E-02,1.0199996666700000E+00,3.0199996666700000E+00,0.0000000000000000E+00,1.6999716668100000E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,3.9999333336699999E-02,1.0000000000000001E-01,1.2564305016200000E-01
1.0999999999999999E-02,1.0219995563399999E+00,3.0219995563399999E+00,0.0000000000000000E+00,1.8699622885599999E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,4.3999112671999997E-02,1.0000000000000001E-01,1.3820258073100000E-01
1.2000000000000000E-02,1.0239994240000001E+00,3.0239994239999999E+00,0.0000000000000000E+00,2.0399510403500000E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,4.7998848008300003E-02,1.0000000000000001E-01,1.5076074729600000E-01
1.2999999999999999E-02,1.0259992676700000E+00,3.0259992676700000E+00,0.0000000000000000E+00,2.2099377521899999E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,5.1998535345700002E-02,1.0000000000000001E-01,1.6331742591199999E-01
1.4000000000000000E-02,1.0279990853400001E+00,3.0279990853399998E+00,0.0000000000000000E+00,2.3799222541000000E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,5.5998170684600002E-02,1.0000000000000001E-01,1.7587249265200000E-01
1.4999999999999999E-02,1.0299988750100000E+00,3.0299988750100000E+00,0.0000000000000000E+00,2.5499043760799998E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,5.9997750025300001E-02,1.0000000000000001E-01,1.8842582359999999E-01
1.6000000000000000E-02,1.0319986346800001E+00,3.0319986346799999E+00,0.0000000000000000E+00,2.7198839481499999E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,6.3997269368299997E-02,1.0000000000000001E-01,2.0097729486099999E-01
1.7000000000000001E-02,1.0339983623600000E+00,3.0339983623600002E+00,0.0000000000000000E+00,2.8898608003399998E-02,0,0.0000000000000000E+00,-1.2000000000000000E+01,6.7996724714000006E-02,1.0000000000000001E-01,2.1352678255700000E-01
