"time","Noise","Noise_Filt","Noise_Filt_Sat","Sine","Sine_Filt","Sine_Filt_Quantized"
0,0.504193,0.0630242,0.0630242,0,0,0
0.02,0.504193,0.0630242,0.0630242,0.0399973,0,0
0.04,0.504193,0.0630242,0.0630242,0.0799787,7.1241e-05,0
0.07,3.37525,0.481779,0.481779,0.139886,0.000603758,0
0.1,-1.21259,0.306117,0.306117,0.199667,0.00200433,0
0.13,-1.21259,0.306117,0.306117,0.259268,0.00462404,0
0.15,1.81772,0.518026,0.5,0.298876,0.00719741,0
0.17,1.81772,0.518026,0.5,0.338365,0.0105228,0
0.2,0.277462,0.526808,0.5,0.397339,0.0170653,0
0.23,0.277462,0.526808,0.5,0.455955,0.025639,0
0.26,-0.54856,0.431897,0.431897,0.514161,0.0363933,0
0.28,-0.54856,0.431897,0.431897,0.552711,0.0448308,0
0.31,-1.3008,0.247703,0.247703,0.610117,0.0594502,0.1
0.33,-1.3008,0.247703,0.247703,0.648086,0.0705294,0.1
0.35,0.1949,0.25968,0.25968,0.685796,0.0826864,0.1
0.38,0.1949,0.25968,0.25968,0.741841,0.10295,0.1
0.4,0.816124,0.348712,0.348712,0.778837,0.117807,0.1
0.43,0.816124,0.348712,0.348712,0.833742,0.142094,0.1
0.45,0.356546,0.375844,0.375844,0.869931,0.159601,0.2
0.47,0.356546,0.375844,0.375844,0.905773,0.178139,0.2
0.5,0.722837,0.447407,0.447407,0.958851,0.207833,0.2
0.52,0.722837,0.447407,0.447407,0.99376,0.22885,0.2
0.54,0.722837,0.447407,0.447407,1.02827,0.25081,0.3
0.56,0.702385,0.512834,0.5,1.06237,0.273683,0.3
0.59,0.702385,0.512834,0.5,1.11272,0.30963,0.3
0.61,-0.196037,0.462688,0.462688,1.14573,0.334635,0.3
0.63,-0.196037,0.462688,0.462688,1.17829,0.360429,0.3
0.65,1.77242,0.661106,0.5,1.21037,0.386972,0.4
0.67,1.77242,0.661106,0.5,1.24197,0.414226,0.4
0.69,1.77242,0.661106,0.5,1.27307,0.442148,0.4
0.71,-0.731124,0.53666,0.5,1.30367,0.470697,0.5
0.74,-0.731124,0.53666,0.5,1.34858,0.514603,0.5
0.76,-3.00201,0.134576,0.134576,1.37784,0.544533,0.5
0.78,-3.00201,0.134576,0.134576,1.40656,0.574941,0.6
0.8,-2.1872,-0.145553,-0.145553,1.43471,0.605781,0.6
0.82,-2.1872,-0.145553,-0.145553,1.46229,0.637012,0.6
0.85,2.56298,0.182097,0.182097,1.50256,0.684496,0.7
0.87,2.56298,0.182097,0.182097,1.52866,0.716513,0.7
0.89,2.56298,0.182097,0.182097,1.55414,0.74877,0.7
0.91,-0.607677,0.0970325,0.0970325,1.57901,0.781225,0.8
0.93,-0.607677,0.0970325,0.0970325,1.60324,0.813837,0.8
0.95,-1.35752,-0.0775097,-0.0775097,1.62683,0.846563,0.8
0.98,-1.35752,-0.0775097,-0.0775097,1.66099,0.89578,0.9
1,-1.18592,-0.221874,-0.221874,1.68294,0.928619,0.9
1.02,-1.18592,-0.221874,-0.221874,1.70422,0.961436,1
1.04,-1.18592,-0.221874,-0.221874,1.72481,0.994191,1
1.06,-1.05546,-0.342712,-0.342712,1.74471,1.02685,1
