    "time","iAC1@modelica_icon","iAC2@modelica_icon","iAC3@modelica_icon","uAC1@modelica_icon","uAC2@modelica_icon","uAC3@modelica_icon"
   0.00061,0.18656355,-16.449844,  16.26328, 368.05184,-549.53994,  181.4881
   0.00062,0.18958443,-16.933094, 16.743509, 369.40117,-549.21772, 179.81655
   0.00063,0.19260343,-17.414517, 17.221914, 370.74972,-548.89582,  178.1461
   0.00064,0.19562053,-17.893631,  17.69801, 372.09748,-548.57424, 176.47676
   0.00065,0.19863571,-18.369953, 18.171317, 373.44444,-548.25297, 174.80853
   0.00066,0.20164892,-18.843002, 18.641353, 374.79056,-547.93201, 173.14144
   0.00067,0.20466014,-19.312296, 19.107636, 376.13585,-547.61135,  171.4755
   0.00068,0.20766934,-19.777355, 19.569686, 377.48027,  -547.291, 169.81073
   0.00069,0.21067649,  -20.2377, 20.027023, 378.82383,-546.97095, 168.14712
    0.0007,0.21368157, -20.69285, 20.479169, 380.16648,-546.65119,  166.4847
   0.00071,0.21668453,-21.142328, 20.925643, 381.50823,-546.33172, 164.82348
   0.00072,0.21968536,-21.585655,  21.36597, 382.84905,-546.01253, 163.16348
   0.00073,0.22268401,-22.022355, 21.799671, 384.18893,-545.69363,  161.5047
   0.00074,0.22568047, -22.45195,  22.22627, 385.52785,  -545.375, 159.84715
   0.00075,0.22867471,-22.873967, 22.645292, 386.86578,-545.05663, 158.19085
   0.00076,0.23166668,-23.287929, 23.056262, 388.20272,-544.73853, 156.53581
   0.00077,0.23465637,-23.693363, 23.458706, 389.53864,-544.42069, 154.88204
   0.00078,0.23764374,-24.089796, 23.852152, 390.87353,-544.10309, 153.22956
   0.00079,0.24062877,-24.476756, 24.236127, 392.20737,-543.78574, 151.57836
    0.0008,0.24361142,-24.853772, 24.610161, 393.54014,-543.46862, 149.92848
   0.00081,0.24659167,-25.220375, 24.973783, 394.87182,-543.15172,  148.2799
   0.00082,0.24956948,-25.576094, 25.326525, 396.20239,-542.83505, 146.63266
   0.00083,0.25254483,-25.920462, 25.667918, 397.53183,-542.51858, 144.98675
   0.00084,0.25551769,-26.253013, 25.997495, 398.86013,-542.20232, 143.34218
   0.00085,0.25848803, -26.57328, 26.314792, 400.18727,-541.88625, 141.69898
   0.00086,0.26145582,-26.880798, 26.619342, 401.51322,-541.57036, 140.05714
   0.00087,0.26442102,-27.175105, 26.910684, 402.83797,-541.25465, 138.41668
   0.00088,0.26738362,-27.455738, 27.188354, 404.16149, -540.9391, 136.77761
   0.00089,0.27034357,-27.722235, 27.451892, 405.48377, -540.6237, 135.13993
    0.0009,0.27330086,-27.974138, 27.700837, 406.80479,-540.30845, 133.50366
   0.00091,0.27625545,-28.210988, 27.934732, 408.12453,-539.99333,  131.8688
   0.00092,0.27920732,-28.432327, 28.153119, 409.44296,-539.67833, 130.23537
   0.00093,0.28215642,-28.637699, 28.355543, 410.76007,-539.36344, 128.60337
   0.00094,0.28510275,-28.826651, 28.541549, 412.07584,-539.04865, 126.97281
   0.00095,0.28804626,-28.998729, 28.710683, 413.39024,-538.73394,  125.3437
   0.00096,0.29098693,-29.153482, 28.862495, 414.70326,-538.41931, 123.71605
   0.00097,0.29392472, -29.29046, 28.996535, 416.01488,-538.10474, 122.08986
   0.00098,0.29685962,-29.409213, 29.112353, 417.32507,-537.79022, 120.46515
   0.00099,0.29979158,-29.509295, 29.209503, 418.63381,-537.47573, 118.84193
     0.001,0.30272059, -29.59026,  29.28754, 419.94108,-537.16127, 117.22019
   0.00101, 0.3056466,-29.651665, 29.346018, 421.24686,-536.84681, 115.59995
   0.00102, 0.3085696,-29.693067, 29.384497, 422.55113,-536.53235, 113.98122
   0.00103,0.31148956,-29.714024, 29.402535, 423.85387,-536.21787,   112.364
   0.00104,0.31440644,-29.714099, 29.399693, 425.15505,-535.90335,  110.7483
   0.00105,0.31732022,-29.692854, 29.375534, 426.45466,-535.58878, 109.13412
   0.00106,0.32023087,-29.649853, 29.329622, 427.75267,-535.27414, 107.52148
   0.00107,0.32313835,-29.584663, 29.261524, 429.04905,-534.95943, 105.91038
   0.00108,0.32604265,-29.496851, 29.170808,  430.3438,-534.64462, 104.30082
   0.00109,0.32894373,-29.385986, 29.057043, 431.63688,-534.32969, 102.69282
    0.0011,0.33184156,-29.251642,   28.9198, 432.92827,-534.01464, 101.08637
   0.00111,0.33473612, -29.09339, 28.758654, 434.21795,-533.69944, 99.481494
   0.00112,0.33762737,-28.910807,  28.57318, 435.50589,-533.38408, 97.878185
   0.00113,0.34051529, -28.70347, 28.362954, 436.79209,-533.06854, 96.276452
   0.00114,0.34339985,-28.470957, 28.127557,  438.0765, -532.7528,   94.6763
   0.00115,0.34628102,-28.212851,  27.86657, 439.35911,-532.43684, 93.077736
   0.00116,0.34915878,-27.928733, 27.579574, 440.63989,-532.12066, 91.480764
   0.00117,0.35203309, -27.61819, 27.266157, 441.91883,-531.80422, 89.885389
   0.00118,0.35490392,-27.280809, 26.925905, 443.19589,-531.48751, 88.291617
   0.00119,0.35777125,-26.916179, 26.558407, 444.47106,-531.17051, 86.699451
    0.0012,0.36063505,-26.523891, 26.163256, 445.74431, -530.8532, 85.108897
   0.00121,0.36349529,-26.103539, 25.740044, 447.01561,-530.53557, 83.519959
   0.00122,0.36635194, -25.65472, 25.288368, 448.28495,-530.21759, 81.932641
   0.00123,0.36920498, -25.17703, 24.807825,  449.5523,-529.89924, 80.346948
   0.00124,0.37205437, -24.67007, 24.298015, 450.81763,-529.58051, 78.762882
   0.00125,0.37490009,-24.133442, 23.758542, 452.08092,-529.26137,  77.18045
   0.00126,0.37774211,-23.566752,  23.18901, 453.34214, -528.9418, 75.599653
   0.00127,0.38058041,-22.969606, 22.589026, 454.60128,-528.62178, 74.020495
   0.00128,0.38341494,-22.341614, 21.958199, 455.85831,-528.30129,  72.44298
   0.00129,0.38624569,-21.682386,  21.29614, 457.11319, -527.9803, 70.867112
    0.0013,0.38907263,-20.991538, 20.602465, 458.36592,-527.65881, 69.292893
   0.00131,0.39189573,-20.268685, 19.876789, 459.61645,-527.33678, 67.720325
   0.00132,0.39471497,-19.513446, 19.118731, 460.86477,-527.01419, 66.149413
   0.00133, 0.3975303,-18.725443, 18.327913, 462.11086,-526.69102, 64.580159
   0.00134,0.40034172,  -17.9043, 17.503958, 463.35468,-526.36725, 63.012565
   0.00135,0.40314918,-17.049642, 16.646493, 464.59621,-526.04285, 61.446633
   0.00136,0.40595266,-16.161099, 15.755147, 465.83543, -525.7178, 59.882366
   0.00137,0.40875214,-15.238302,  14.82955, 467.07231,-525.39208, 58.319766
   0.00138,0.41154758,-14.280884, 13.869337, 468.30683,-525.06566, 56.758836
   0.00139,0.41433896,-13.288483, 12.874144, 469.53895,-524.73853, 55.199575
    0.0014,0.41712625,-12.260737, 11.843611, 470.76866,-524.41064, 53.641988
   0.00141,0.41990943,-11.197288, 10.777378, 471.99592,-524.08199, 52.086074
   0.00142,0.42268846, -10.09778, 9.6750917, 473.22071,-523.75255, 50.531836
   0.00143,0.42546331,-8.9618612, 8.5363979, 474.44301,-523.42229, 48.979275
   0.00144,0.42823397,-7.7891806, 7.3609466, 475.66279,-523.09118, 47.428391
   0.00145,0.43100041,-6.5793909, 6.1483905, 476.88002,-522.75921, 45.879186
   0.00146,0.43376258,-5.3321475, 4.8983849, 478.09468,-522.42634, 44.331661
   0.00147,0.43652048,-4.0471084, 3.6105879, 479.30673,-522.09255, 42.785817
   0.00148,0.43927407,-2.7239345, 2.2846604, 480.51616,-521.75782, 41.241654
   0.00149,0.44202332,-1.3622896,0.92026626, 481.72294,-521.42211, 39.699172
    0.0015,0.42772033,-0.91469462, 0.4869743, 474.40416,-504.03114, 29.626984
   0.00151,0.42998552,-0.91567529,0.48568977, 475.36989,-503.22202, 27.852127
   0.00152,0.43224132,-0.91663663,0.48439531, 476.33094,-502.40793, 26.076994
   0.00153,0.43448772,-0.91757866,0.48309093, 477.28728,-501.58888, 24.301605
   0.00154, 0.4367247,-0.91850136,0.48177665, 478.23891,-500.76489, 22.525975
   0.00155,0.43895224,-0.91940473,0.48045249, 479.18582,-499.93595, 20.750123
   0.00156,0.44117032,-0.92028877,0.47911845, 480.12801,-499.10207, 18.974067
   0.00157,0.44337892,-0.92115349,0.47777457, 481.06545,-498.26328, 17.197823
   0.00158,0.44557803,-0.92199887,0.47642084, 481.99815,-497.41956, 15.421409
   0.00159,0.44776761,-0.92282492, 0.4750573, 482.92609,-496.57093, 13.644843
    0.0016,0.44994767,-0.92363163,0.47368396, 483.84926, -495.7174, 11.868143
   0.00161,0.45211817, -0.924419,0.47230082, 484.76766,-494.85898, 10.091325
   0.00162,0.45427911,-0.92518703,0.47090792, 485.68127,-493.99568, 8.3144079
   0.00163,0.45643045,-0.92593573,0.46950527, 486.59009, -493.1275, 6.5374086
   0.00164, 0.4585722,-0.92666508,0.46809289, 487.49411,-492.25445, 4.7603448
   0.00165,0.46070431,-0.92737509,0.46667078, 488.39331,-491.37655,  2.983234
   0.00166,0.46282679,-0.92806577,0.46523898,  489.2877,-490.49379, 1.2060937
   0.00167,0.46493961,-0.9287371,0.46379749, 490.17725, -489.6062,-0.57105846
   0.00168,0.46704275,-0.92938909,0.46234634, 491.06197,-488.71377, -2.348205
   0.00169,0.46913619,-0.93002173,0.46088554, 491.94184,-487.81652,-4.1253283
    0.0017,0.47121993,-0.93063504,0.45941511, 492.81686,-486.91445, -5.902411
   0.00171,0.47329394, -0.931229,0.45793507, 493.68701,-486.00758,-7.6794354
   0.00172, 0.4753582,-0.93180363,0.45644543, 494.55229,-485.09591,-9.4563839
   0.00173, 0.4774127,-0.93235892,0.45494622, 495.41269,-484.17945,-11.233239
   0.00174,0.47945742,-0.93289487,0.45343745,  496.2682,-483.25822,-13.009984
   0.00175,0.48149234,-0.93341148,0.45191914, 497.11881,-482.33221,  -14.7866
   0.00176,0.48351745,-0.93390876,0.45039131, 497.96451,-481.40144, -16.56307
   0.00177,0.48553273,-0.9343867,0.44885397,  498.8053,-480.46593,-18.339376
   0.00178,0.48753816,-0.93484531,0.44730715, 499.64117,-479.52567,-20.115502
   0.00179,0.48953373,-0.9352846,0.44575087, 500.47211,-478.58068,-21.891429
    0.0018,0.49151942,-0.93570455,0.44418514,  501.2981,-477.63096, -23.66714
   0.00181,0.49349521,-0.93610519,0.44260998, 502.11915,-476.67653,-25.442617
   0.00182,0.49546109,-0.9364865, 0.4410254, 502.93524, -475.7174,-27.217844
   0.00183,0.49741704,-0.93684849,0.43943144, 503.74637,-474.75357,-28.992801
   0.00184,0.49936305,-0.93719116,0.43782811, 504.55253,-473.78506,-30.767473
   0.00185, 0.5012991,-0.93751452,0.43621542,  505.3537,-472.81186,-32.541841
   0.00186,0.50322518,-0.93781858, 0.4345934, 506.14989,-471.83401,-34.315887
   0.00187,0.50514126,-0.93810332,0.43296207, 506.94109,-470.85149,-36.089595
   0.00188,0.50704733,-0.93836877,0.43132144, 507.72728,-469.86433,-37.862947
   0.00189, 0.5162486,-0.9455048, 0.4292562, 508.07312,-468.66487,-39.408243
    0.0019,0.60124021,-1.0277273, 0.4264871, 507.73962,-467.11357,-40.626046
   0.00191,0.77847051,-1.2021843,0.42371379, 507.40639, -465.5603,-41.846089
   0.00192, 1.0474951,-1.4684314, 0.4209363,  507.0735,-464.00511, -43.06839
   0.00193, 1.4078641,-1.8260187,0.41815465,   506.741,-462.44803,-44.292963
   0.00194, 1.8591217,-2.2744905,0.41536888, 506.40895,-460.88912,-45.519826
   0.00195, 2.4008067,-2.8133857,  0.412579, 506.07741,-459.32841,-46.748995
   0.00196, 3.0324523,-3.4422374,0.40978506, 505.74644,-457.76595,-47.980485
   0.00197, 3.7535862,-4.1605733,0.40698707,  505.4161,-456.20179,-49.214312
   0.00198, 4.5637306,-4.9679156,0.40418506, 505.08645,-454.63596,-50.450491
   0.00199,  5.462402,-5.8637811,0.40137907, 504.75755,-453.06851,-51.689038
     0.002, 6.4491118, -6.847681,0.39856911, 504.42945,-451.49948,-52.929968
   0.00201, 7.5233659,-7.9191211,0.39575522, 504.10221,-449.92891,-54.173296
   0.00202, 8.6846645,-9.0776019,0.39293742, 503.77589,-448.35685,-55.419036
   0.00203,  9.932503,-10.322619,0.39011575, 503.45054,-446.78334,-56.667203
   0.00204, 11.266371,-11.653661,0.38729022, 503.12623,-445.20842,-57.917811
   0.00205, 12.685753,-13.070214,0.38446088, 502.80301,-443.63213,-59.170875
   0.00206, 14.190129,-14.571756,0.38162773, 502.48093,-442.05452,-60.426408
   0.00207, 15.778972,-16.157763,0.37879082, 502.16005,-440.47563,-61.684424
   0.00208, 17.451751,-17.827701,0.37595018, 501.84043,-438.89549,-62.944936
   0.00209, 19.207931,-19.581037,0.37310582, 501.52211,-437.31415,-64.207959
    0.0021, 21.046969,-21.417227,0.37025778, 501.20516,-435.73166,-65.473505
   0.00211,  22.96832,-23.335726,0.36740609, 500.88963,-434.14804,-66.741586
   0.00212, 24.971432,-25.335983,0.36455077, 500.57556,-432.56335,-68.012217
   0.00213, 27.055749,-27.417441,0.36169185, 500.26303,-430.97762,-69.285408
   0.00214, 29.220709,-29.579538,0.35882936, 499.95207,-429.39089,-70.561174
   0.00215, 31.465745,-31.821709,0.35596333, 499.64273,-427.80321,-71.839524
   0.00216, 33.790287,-34.143381,0.35309379, 499.33509,-426.21461,-73.120473
   0.00217, 36.193759, -36.54398,0.35022076, 499.02917,-424.62514, -74.40403
   0.00218,  38.67558,-39.022924,0.34734427, 498.72504,-423.03483,-75.690208
   0.00219, 41.235164,-41.579628,0.34446436, 498.42274,-421.44372,-76.979018
    0.0022,  43.87192,-44.213501,0.34158105, 498.12233,-419.85186,-78.270471
   0.00221, 46.585254,-46.923948,0.33869437, 497.82386,-418.25928,-79.564577
   0.00222, 49.374566, -49.71037,0.33580434, 497.52737,-416.66602,-80.861348
   0.00223, 52.239251,-52.572162,  0.332911, 497.23292,-415.07213,-82.160793
   0.00224, 55.178701,-55.508715,0.33001437, 496.94055,-413.47763,-83.462924
   0.00225, 58.192301,-58.519416,0.32711449, 496.65031,-411.88257,-84.767748
   0.00226, 61.279435,-61.603646,0.32421138, 496.36226,-410.28698,-86.075277
   0.00227, 64.439479,-64.760784,0.32130507, 496.07643,-408.69091, -87.38552
   0.00228, 67.671807,-67.990202,0.31839559, 495.79288,-407.09439,-88.698486
   0.00229, 70.975787, -71.29127,0.31548296, 495.51164,-405.49746,-90.014184
    0.0023, 74.350783, -74.66335,0.31256722, 495.23278,-403.90016,-91.332623
   0.00231, 77.796156,-78.105804, 0.3096484, 494.95633,-402.30252,-92.653811
   0.00232, 81.311261,-81.617988,0.30672652, 494.68234,-400.70458,-93.977757
   0.00233,  84.89545,-85.199252,0.30380161, 494.41085,-399.10638,-95.304468
   0.00234,  88.54807,-88.848944,0.30087371, 494.14191,-397.50796,-96.633953
   0.00235, 92.268465,-92.566408,0.29794283, 493.87557,-395.90935,-97.966219
   0.00236, 96.055973,-96.350982,0.29500901, 493.61186,-394.31058,-99.301274
   0.00237,  99.90993,  -100.202,0.29207229, 493.35083, -392.7117,-100.63912
   0.00238, 103.82967, -104.1188,0.28913268, 493.09252,-391.11274,-101.97978
   0.00239, 107.81451, -108.1007,0.28619021, 492.83698,-389.51374,-103.32324
    0.0024, 111.86378,-112.14703,0.28324493, 492.58424,-387.91472,-104.66952
   0.00241,  115.9768, -116.2571,0.28029684, 492.33435,-386.31574,-106.01861
   0.00242, 120.15289,-120.43023,0.27734599, 492.08735,-384.71681,-107.37054
   0.00243, 124.39135,-124.66574,0.27439241, 491.84328,-383.11798, -108.7253
   0.00244, 128.69149,-128.96293,0.27143611, 491.60218,-381.51928, -110.0829
   0.00245, 133.05263, -133.3211,0.26847714, 491.36408,-379.92074,-111.44334
   0.00246, 137.47405,-137.73956,0.26551551, 491.12904,-378.32241,-112.80663
   0.00247, 141.95505, -142.2176,0.26255127, 490.89708, -376.7243,-114.17277
   0.00248, 146.49494,-146.75452,0.25958443, 490.66824,-375.12647,-115.54177
   0.00249, 151.09299, -151.3496,0.25661503, 490.44257,-373.52893,-116.91364
    0.0025, 155.74849,-156.00213, 0.2536431, 490.22009,-371.93172,-118.28837
   0.00251, 160.46073, -160.7114,0.25066867, 490.00085,-370.33488,-119.66597
   0.00252, 165.22899,-165.47668,0.24769176, 489.78488,-368.73845,-121.04644
   0.00253, 170.05254,-170.29725,0.24471241, 489.57222,-367.14244,-122.42978
   0.00254, 174.93065,-175.17238,0.24173064,  489.3629,-365.54689,-123.81601
   0.00255, 179.86259,-180.10134,0.23874649, 489.15696,-363.95184,-125.20512
   0.00256, 184.84764, -185.0834,0.23575998, 488.95443,-362.35732,-126.59711
   0.00257, 189.88505,-190.11782,0.23277114, 488.75535,-360.76336,-127.99199
   0.00258, 194.97408,-195.20386,0.22978001, 488.55974,-359.16999,-129.38975
   0.00259, 200.11398,-200.34077, 0.2267866, 488.36764,-357.57724,-130.79041
    0.0026, 205.30402,-205.52782,0.22379096, 488.17909,-355.98514,-132.19395
   0.00261, 210.54345,-210.76424,0.22079311, 487.99411,-354.39372,-133.60039
   0.00262,  215.8315, -216.0493,0.21779309, 487.81274,-352.80302,-135.00972
   0.00263, 221.16743,-221.38222,0.21479091,   487.635,-351.21306,-136.42194
   0.00264, 226.55048,-226.76227,0.21178661, 487.46093,-349.62388,-137.83705
   0.00265, 231.97988,-232.18866,0.20878022, 487.29055,-348.03549,-139.25506
   0.00266, 237.45488,-237.66065,0.20577177, 487.12391,-346.44794,-140.67596
   0.00267,  242.9747,-243.17746, 0.2027613, 486.96101,-344.86125,-142.09976
   0.00268, 248.53858,-248.73833,0.19974882,  486.8019,-343.27546,-143.52644
   0.00269, 254.14575,-254.34248,0.19673436,  486.6466,-341.69058,-144.95602
    0.0027, 259.79543,-259.98914,0.19371797, 486.49513,-340.10665,-146.38848
   0.00271, 265.48684,-265.67754,0.19069966, 486.34753,-338.52369,-147.82383
   0.00272, 271.21921,-271.40688,0.18767948, 486.20381,-336.94174,-149.26207
   0.00273, 276.99175, -277.1764,0.18465744, 486.06401,-335.36082,-150.70319
   0.00274, 282.80368,-282.98531,0.18163357, 485.92815,-333.78095, -152.1472
   0.00275, 288.65421,-288.83282,0.17860792, 485.79625,-332.20218,-153.59408
   0.00276, 294.54256,-294.71814, 0.1755805, 485.66835,-330.62451,-155.04383
   0.00277, 300.46793,-300.64048,0.17255135, 485.54445,-329.04799,-156.49646
   0.00278, 306.42953,-306.59906, 0.1695205, 485.42459,-327.47263,-157.95196
   0.00279, 312.42657,-312.59306,0.16648797, 485.30878,-325.89846,-159.41032
    0.0028, 318.45825, -318.6217, 0.1634538, 485.19705,-324.32551,-160.87154
   0.00281, 324.52376,-324.68418,0.16041802, 485.08942, -322.7538,-162.33562
   0.00282, 330.62232, -330.7797,0.15738065, 484.98591,-321.18336,-163.80255
   0.00283,  336.7531,-336.90744,0.15434173, 484.88654,-319.61421,-165.27233
   0.00284, 342.91532,-343.06662,0.15130129, 484.79133,-318.04638,-166.74495
   0.00285, 349.10815,-349.25641,0.14825935,  484.7003, -316.4799, -168.2204
   0.00286,  355.3308,-355.47602,0.14521595, 484.61347,-314.91478,-169.69868
   0.00287, 361.58246,-361.72463,0.14217112, 484.53085,-313.35105,-171.17979
   0.00288,  367.8623,-368.00142,0.13912488, 484.45246,-311.78874,-172.66372
   0.00289, 374.16952, -374.3056,0.13607727, 484.37833,-310.22787,-174.15046
    0.0029,  380.5033,-380.63633,0.13302832, 484.30846,-308.66845,   -175.64
   0.00291, 386.86282, -386.9928,0.12997806, 484.24287,-307.11053,-177.13234
   0.00292, 393.24727, -393.3742,0.12692651, 484.18158,-305.55411,-178.62747
   0.00293, 399.65582, -399.7797,0.12387371,  484.1246,-303.99921,-180.12538
   0.00294, 406.08766,-406.20848,0.12081968, 484.07194,-302.44587,-181.62607
   0.00295, 412.54196,-412.65973,0.11776447, 484.02363,-300.89411,-183.12952
   0.00296,  419.0179,-419.13261,0.11470809, 483.97967,-299.34394,-184.63573
   0.00297, 425.51465, -425.6263,0.11165058, 483.94007,-297.79538,-186.14469
   0.00298, 432.03138,-432.13997,0.10859197, 483.90485,-296.24846,-187.65639
   0.00299, 438.56728,-438.67281,0.10553228, 483.87402, -294.7032,-189.17081
     0.003,  445.1215,-445.22397,0.10247156, 483.84758,-293.15962,-190.68796
   0.00301, 451.69322,-451.79263,0.099409823, 483.82556,-291.61774,-192.20782
   0.00302, 458.28161,-458.37796,0.096347105, 483.80796,-290.07758,-193.73038
   0.00303, 464.88584,-464.97912,0.093283436, 483.79478,-288.53915,-195.25563
   0.00304, 471.50507,-471.59529,0.090218847, 483.78604,-287.00249,-196.78355
   0.00305, 478.13848,-478.22563,0.087153367, 483.78175, -285.4676,-198.31415
   0.00306, 484.78522,-484.86931,0.084087027,  483.7819,-283.93451, -199.8474
   0.00307, 491.44447,-491.52549,0.081019857, 483.78652,-282.40323,-201.38329
   0.00308, 498.11538,-498.19333,0.077951887, 483.79561,-280.87379,-202.92182
   0.00309, 504.79713,-504.87201,0.074883148, 483.80916,-279.34619,-204.46297
    0.0031, 511.48887,-511.56068,0.07181367, 483.82719,-277.82047,-206.00672
   0.00311, 518.18976,-518.25851,0.068743484,  483.8497,-276.29663,-207.55308
   0.00312, 524.89898,-524.96465,0.065672618,  483.8767,-274.77469,-209.10201
   0.00313, 531.61568,-531.67828,0.062601105, 483.90819,-273.25468,-210.65351
   0.00314, 538.33902,-538.39855,0.059528974, 483.94417, -271.7366,-212.20757
   0.00315, 545.06816,-545.12462,0.056456255, 483.98465,-270.22048,-213.76417
   0.00316, 551.80227,-551.85565,0.053382979, 484.02962,-268.70633,-215.32329
   0.00317, 558.54051,-558.59082,0.050309176, 484.07909,-267.19416,-216.88493
   0.00318, 565.28203,-565.32926,0.047234877, 484.13306,-265.68399,-218.44907
   0.00319,   572.026,-572.07016,0.044160111, 484.19152,-264.17584,-220.01568
    0.0032, 578.77157,-578.81266,0.04108491, 484.25449,-262.66972,-221.58477
   0.00321, 585.51791,-585.55592,0.038009303, 484.32195,-261.16565,-223.15631
   0.00322, 592.26418,-592.29912,0.034933321, 484.39391,-259.66364,-224.73028
   0.00323, 599.00954, -599.0414,0.031856994, 484.47037, -258.1637,-226.30667
   0.00324, 605.75315,-605.78193,0.028780353, 484.55131,-256.66585,-227.88547
