"time","TRes"
0,293.15
0.02,293.35
0.04,293.549
0.06,293.748
0.09,294.045
0.12,294.341
0.14,294.537
0.16,294.733
0.18,294.929
0.2,295.124
0.22,295.318
0.24,295.512
0.27,295.802
0.29,295.994
0.31,296.186
0.33,296.378
0.35,296.569
0.37,296.759
0.39,296.949
0.41,297.138
0.43,297.327
0.45,297.515
0.47,297.703
0.49,297.89
0.52,298.17
0.54,298.356
0.56,298.542
0.58,298.727
0.6,298.911
0.62,299.095
0.64,299.181
0.66,299.169
0.68,299.157
0.7,299.145
0.72,299.133
0.74,299.121
0.76,299.109
0.78,299.097
0.8,299.085
0.82,299.073
0.84,299.061
0.86,299.049
0.88,299.038
0.9,299.026
0.92,299.014
0.94,299.002
0.96,298.991
0.98,298.979
1,298.967
1.02,298.956
1.04,298.944
1.06,298.933
1.08,298.921
1.1,298.909
1.12,298.898
1.14,298.886
1.16,298.875
1.18,298.864
1.2,298.852
1.22,298.841
1.24,298.829
1.26,298.818
1.28,298.807
1.3,298.795
1.32,298.784
1.34,298.773
1.36,298.762
1.38,298.75
1.4,298.739
1.42,298.728
1.44,298.717
1.46,298.706
1.48,298.695
1.5,298.684
1.52,298.672
1.54,298.661
1.56,298.65
1.58,298.639
1.6,298.628
1.62,298.617
1.64,298.607
1.66,298.596
1.68,298.585
1.7,298.574
1.72,298.563
1.74,298.552
1.76,298.541
1.78,298.531
1.8,298.52
1.82,298.509
1.84,298.498
1.86,298.488
1.88,298.477
1.9,298.466
1.92,298.456
1.94,298.445
1.96,298.435
1.98,298.424
2.01,298.408
2.04,298.392
2.07,298.377
2.1,298.361
2.13,298.346
2.16,298.33
2.19,298.314
2.22,298.299
2.25,298.284
2.28,298.366
2.31,298.644
2.34,298.921
2.37,299.197
2.4,299.471
2.43,299.745
2.46,300.017
2.49,300.288
2.52,300.558
2.55,300.827
2.58,301.095
2.61,301.362
2.64,301.627
2.67,301.892
2.7,302.059
2.73,302.032
2.76,302.005
2.79,301.979
2.82,301.952
2.85,301.926
2.88,301.9
2.91,301.873
2.94,301.847
2.97,301.821
3,301.795
3.03,301.769
3.06,301.743
3.09,301.718
3.12,301.885
3.15,302.149
3.18,302.411
3.21,302.673
3.24,302.933
3.27,303.192
3.3,303.45
3.33,303.707
3.36,303.963
3.39,304.218
3.42,304.472
3.45,304.725
3.48,304.977
3.51,305.228
3.54,305.478
3.57,305.727
3.6,305.689
3.63,305.652
3.66,305.614
3.69,305.577
3.72,305.539
3.75,305.502
3.78,305.465
3.81,305.428
3.84,305.392
3.87,305.355
3.9,305.318
3.93,305.282
3.96,305.341
3.99,305.59
4.02,305.839
4.05,306.086
4.08,306.333
4.11,306.578
4.14,306.822
4.17,307.066
4.2,307.308
4.23,307.549
4.26,307.79
4.29,308.029
4.32,308.268
4.35,308.505
4.38,308.742
4.41,308.978
4.44,309.212
4.47,309.446
4.5,309.397
4.53,309.348
4.56,309.3
4.59,309.252
4.62,309.203
4.65,309.155
4.68,309.107
4.71,309.059
4.74,309.012
4.77,308.964
4.8,308.917
4.83,308.964
4.86,309.198
4.89,309.432
4.92,309.665
4.95,309.897
4.98,310.128
5.01,310.358
5.04,310.587
5.07,310.815
5.1,311.042
5.13,311.269
5.16,311.494
5.19,311.719
5.22,311.942
5.25,312.165
5.28,312.387
5.31,312.608
5.34,312.828
5.37,313.047
5.4,313.265
5.43,313.39
5.46,313.33
5.49,313.269
5.52,313.209
5.55,313.149
5.58,313.089
5.61,313.029
5.64,312.969
5.67,312.91
5.7,312.851
5.73,312.792
5.76,312.826
5.79,313.045
5.82,313.263
5.85,313.481
5.88,313.697
5.91,313.913
5.94,314.128
5.97,314.342
6,314.555
6.03,314.767
6.06,314.979
6.09,315.189
6.12,315.399
6.15,315.608
6.18,315.816
6.21,316.023
6.24,316.229
6.27,316.435
6.3,316.64
6.33,316.844
6.36,317.047
6.39,317.249
6.42,317.451
6.45,317.652
6.48,317.76
6.51,317.687
6.54,317.613
6.57,317.54
6.6,317.467
6.63,317.394
6.66,317.321
6.69,317.249
6.72,317.176
6.75,317.104
6.78,317.033
6.81,317.235
6.84,317.437
6.87,317.637
6.9,317.837
6.93,318.037
6.96,318.235
6.99,318.433
7.02,318.629
7.05,318.825
7.08,319.021
7.11,319.215
7.14,319.409
7.17,319.602
7.2,319.794
7.23,319.986
7.26,320.176
7.29,320.366
7.32,320.555
7.35,320.744
7.38,320.931
7.41,321.118
7.44,321.305
7.47,321.49
7.5,321.675
7.53,321.859
7.56,322.042
7.59,322.225
7.62,322.406
7.65,322.587
7.68,322.768
7.71,322.948
7.74,322.858
7.77,322.769
7.8,322.68
7.83,322.592
7.86,322.504
7.89,322.416
7.92,322.328
7.95,322.241
7.98,322.153
8,322.095
8.03,322.278
8.06,322.459
8.09,322.64
8.12,322.82
8.15,323
8.18,323.179
8.21,323.357
8.24,323.534
8.27,323.711
8.3,323.887
8.33,324.062
8.36,324.148
8.39,324.055
8.42,323.962
8.45,323.87
8.48,323.778
8.51,323.686
