"time",	"outputs[1]",	"outputs[2]",	"outputs[3]",	"outputs[4]"
0.3095,	7.604516,	3.018032,	0,	0
0.31,	7.598381,	3.02266,	0,	0
0.3105,	7.592172,	3.027286,	0,	0
0.311,	7.58589,	3.031911,	0,	0
0.3115,	7.579536,	3.036535,	0,	0
0.312,	7.573109,	3.041158,	0,	0
0.3125,	7.56661,	3.045779,	0,	0
0.313,	7.560041,	3.0504,	0,	0
0.3135,	7.5534,	3.055019,	0,	0
0.314,	7.546689,	3.059637,	0,	0
0.3145,	7.539907,	3.064253,	0,	0
0.315,	7.533057,	3.068869,	0,	0
0.3155,	7.526138,	3.073483,	0,	0
0.316,	7.519151,	3.078096,	0,	0
0.3165,	7.512096,	3.082708,	0,	0
0.317,	7.504974,	3.087319,	0,	0
0.3175,	7.497785,	3.091928,	0,	0
0.318,	7.490531,	3.096537,	0,	0
0.3185,	7.483212,	3.101144,	0,	0
0.319,	7.475829,	3.105749,	0,	0
0.3195,	7.468381,	3.110354,	0,	0
0.32,	7.460871,	3.114957,	0,	0
0.3205,	7.453298,	3.119559,	0,	0
0.321,	7.445664,	3.12416,	0,	0
0.3215,	7.437969,	3.12876,	0,	0
0.322,	7.430214,	3.133358,	0,	0
0.3225,	7.422399,	3.137955,	0,	0
0.323,	7.414526,	3.142551,	0,	0
0.3235,	7.406596,	3.147146,	0,	0
0.324,	7.398608,	3.151739,	0,	0
0.3245,	7.390565,	3.156332,	0,	0
0.325,	7.382466,	3.160923,	0,	0
0.3255,	7.374313,	3.165512,	0,	0
0.326,	7.366107,	3.170101,	0,	0
0.3265,	7.357848,	3.174688,	0,	0
0.327,	7.349538,	3.179274,	0,	0
0.3275,	7.341177,	3.183859,	0,	0
0.328,	7.332766,	3.188442,	0,	0
0.3285,	7.324306,	3.193025,	0,	0
0.329,	7.315799,	3.197605,	0,	0
0.3295,	7.307244,	3.202185,	0,	0
0.33,	7.298644,	3.206764,	0,	0
0.3305,	7.289999,	3.211341,	0,	0
0.331,	7.28131,	3.215917,	0,	0
0.3315,	7.272578,	3.220491,	0,	0
0.332,	7.263804,	3.225065,	0,	0
0.3325,	7.254989,	3.229637,	0,	0
0.333,	7.246135,	3.234208,	0,	0
0.3335,	7.237242,	3.238777,	0,	0
0.334,	7.228311,	3.243346,	0,	0
0.3345,	7.219344,	3.247913,	0,	0
0.335,	7.210341,	3.252478,	0,	0
0.3355,	7.201304,	3.257043,	0,	0
0.336,	7.192234,	3.261606,	0,	0
0.3365,	7.183131,	3.266168,	0,	0
0.337,	7.173998,	3.270728,	0,	0
0.3375,	7.164834,	3.275288,	0,	0
0.338,	7.155642,	3.279846,	0,	0
0.3385,	7.146422,	3.284402,	0,	0
0.339,	7.137176,	3.288958,	0,	0
0.3395,	7.127904,	3.293512,	0,	0
0.34,	7.118608,	3.298065,	0,	0
0.3405,	7.10929,	3.302616,	0,	0
0.341,	7.099949,	3.307166,	0,	0
0.3415,	7.090588,	3.311715,	0,	0
0.342,	7.081207,	3.316263,	0,	0
0.3425,	7.071809,	3.320809,	0,	0
0.343,	7.062393,	3.325354,	0,	0
0.3435,	7.052961,	3.329898,	0,	0
0.344,	7.043515,	3.33444,	0,	0
0.3445,	7.034055,	3.338981,	0,	0
0.345,	7.024583,	3.343521,	0,	0
0.3455,	7.0151,	3.34806,	0,	0
0.346,	7.005608,	3.352597,	0,	0
0.3465,	6.996107,	3.357133,	0,	0
0.347,	6.986598,	3.361667,	0,	0
0.3475,	6.977084,	3.3662,	0,	0
0.348,	6.967565,	3.370732,	0,	0
0.3485,	6.958042,	3.375262,	0,	0
0.349,	6.948517,	3.379792,	0,	0
0.3495,	6.93899,	3.384319,	0,	0
0.35,	6.929464,	3.388846,	0,	0
0.3505,	6.919939,	3.393371,	0,	0
0.351,	6.910417,	3.397895,	0,	0
0.3515,	6.900898,	3.402417,	0,	0
0.352,	6.891384,	3.406939,	0,	0
0.3525,	6.881877,	3.411458,	0,	0
0.353,	6.872377,	3.415977,	0,	0
0.3535,	6.862886,	3.420494,	0,	0
0.354,	6.853405,	3.42501,	0,	0
0.3545,	6.843935,	3.429524,	0,	0
0.355,	6.834478,	3.434037,	0,	0
0.3555,	6.825034,	3.438549,	0,	0
0.356,	6.815605,	3.443059,	0,	0
0.3565,	6.806192,	3.447568,	0,	0
0.357,	6.796797,	3.452076,	0,	0
0.3575,	6.78742,	3.456582,	0,	0
0.358,	6.778062,	3.461087,	0,	0
0.3585,	6.768726,	3.465591,	0,	0
0.359,	6.759411,	3.470093,	0,	0
0.3595,	6.75012,	3.474594,	0,	0
0.36,	6.740854,	3.479093,	0,	0
0.3605,	6.731613,	3.483591,	0,	0
0.361,	6.722398,	3.488088,	0,	0
0.3615,	6.713212,	3.492583,	0,	0
0.362,	6.704055,	3.497077,	0,	0
0.3625,	6.694928,	3.50157,	0,	0
0.363,	6.685833,	3.506061,	0,	0
0.3635,	6.67677,	3.510551,	0,	0
0.364,	6.667741,	3.515039,	0,	0
0.3645,	6.658747,	3.519526,	0,	0
0.365,	6.649788,	3.524012,	0,	0
0.3655,	6.640867,	3.528496,	0,	0
0.366,	6.631984,	3.532979,	0,	0
0.3665,	6.62314,	3.537461,	0,	0
0.367,	6.614336,	3.541941,	0,	0
0.3675,	6.605574,	3.546419,	0,	0
0.368,	6.596854,	3.550897,	0,	0
0.3685,	6.588178,	3.555373,	0,	0
0.369,	6.579546,	3.559847,	0,	0
0.3695,	6.57096,	3.56432,	0,	0
0.37,	6.56242,	3.568792,	0,	0
0.3705,	6.553928,	3.573262,	0,	0
0.371,	6.545484,	3.577731,	0,	0
0.3715,	6.53709,	3.582198,	0,	0
0.372,	6.528747,	3.586665,	0,	0
0.3725,	6.520455,	3.591129,	0,	0
0.373,	6.512215,	3.595592,	0,	0
0.3735,	6.504029,	3.600054,	0,	0
0.374,	6.495897,	3.604515,	0,	0
0.3745,	6.48782,	3.608974,	0,	0
0.375,	6.4798,	3.613431,	0,	0
0.3755,	6.471836,	3.617887,	0,	0
0.376,	6.46393,	3.622342,	0,	0
0.3765,	6.456083,	3.626795,	0,	0
0.377,	6.448295,	3.631247,	0,	0
0.3775,	6.440568,	3.635698,	0,	0
0.378,	6.432901,	3.640146,	0,	0
0.3785,	6.425297,	3.644594,	0,	0
0.379,	6.417756,	3.64904,	0,	0
0.3795,	6.410278,	3.653485,	0,	0
0.38,	6.402864,	3.657928,	0,	0
0.3805,	6.395515,	3.66237,	0,	0
0.381,	6.388232,	3.66681,	0,	0
0.3815,	6.381015,	3.671249,	0,	0
0.382,	6.373865,	3.675687,	0,	0
0.3825,	6.366784,	3.680123,	0,	0
0.383,	6.35977,	3.684557,	0,	0
0.3835,	6.352826,	3.68899,	0,	0
0.384,	6.345951,	3.693422,	0,	0
0.3845,	6.339147,	3.697852,	0,	0
0.385,	6.332413,	3.702281,	0,	0
0.3855,	6.325751,	3.706708,	0,	0
0.386,	6.319161,	3.711134,	0,	0
0.3865,	6.312643,	3.715558,	0,	0
0.387,	6.306198,	3.719981,	0,	0
0.3875,	6.299827,	3.724403,	0,	0
0.388,	6.29353,	3.728822,	0,	0
0.3885,	6.287308,	3.733241,	0,	0
0.389,	6.28116,	3.737658,	0,	0
0.3895,	6.275088,	3.742074,	0,	0
0.39,	6.269092,	3.746488,	0,	0
0.3905,	6.263171,	3.7509,	0,	0
0.391,	6.257328,	3.755311,	0,	0
0.3915,	6.251561,	3.759721,	0,	0
0.392,	6.245871,	3.764129,	0,	0
0.3925,	6.240259,	3.768536,	0,	0
0.393,	6.234725,	3.772941,	0,	0
0.3935,	6.229269,	3.777345,	0,	0
0.394,	6.223891,	3.781747,	0,	0
0.3945,	6.218592,	3.786148,	0,	0
0.395,	6.213372,	3.790547,	0,	0
0.3955,	6.208231,	3.794945,	0,	0
0.396,	6.203169,	3.799341,	0,	0
0.3965,	6.198187,	3.803735,	0,	0
0.397,	6.193284,	3.808129,	0,	0
0.3975,	6.188461,	3.81252,	0,	0
0.398,	6.183717,	3.816911,	0,	0
0.3985,	6.179054,	3.821299,	0,	0
0.399,	6.17447,	3.825687,	0,	0
0.3995,	6.169967,	3.830072,	0,	0
0.4,	6.165543,	3.834457,	0,	0
0.4005,	6.1612,	3.838261,	0.000579,	0
0.401,	6.156937,	3.837642,	0.005579,	0
0.4015,	6.152753,	3.837021,	0.010579,	0
0.402,	6.14865,	3.8364,	0.015579,	0
0.4025,	6.144626,	3.835776,	0.020579,	0
0.403,	6.140683,	3.835151,	0.025579,	0
0.4035,	6.136819,	3.834525,	0.030579,	0
0.404,	6.133034,	3.833897,	0.035579,	0
0.4045,	6.129329,	3.833268,	0.040579,	0
0.405,	6.125704,	3.832637,	0.045579,	0
0.4055,	6.122157,	3.832004,	0.050579,	0
0.406,	6.118689,	3.83137,	0.055579,	0
0.4065,	6.115301,	3.830734,	0.060579,	0
0.407,	6.11199,	3.830097,	0.065579,	0
0.4075,	6.108758,	3.829459,	0.070579,	0
0.408,	6.105603,	3.828819,	0.075579,	0
0.4085,	6.102526,	3.828177,	0.080579,	0
0.409,	6.099527,	3.827534,	0.085579,	0
0.4095,	6.096604,	3.826889,	0.090579,	0
0.41,	6.093758,	3.826242,	0.095579,	0
0.4105,	6.090988,	3.825594,	0.100579,	0
0.411,	6.088295,	3.824945,	0.105579,	0
0.4115,	6.085676,	3.824294,	0.110579,	0
0.412,	6.083133,	3.823642,	0.115579,	0
0.4125,	6.080664,	3.822987,	0.120579,	0
0.413,	6.078269,	3.822332,	0.125579,	0
0.4135,	6.075948,	3.821675,	0.130579,	0
0.414,	6.0737,	3.821016,	0.135579,	0
0.4145,	6.071525,	3.820355,	0.140579,	0
0.415,	6.069421,	3.819694,	0.145579,	0
0.4155,	6.06739,	3.81903,	0.150579,	0
0.416,	6.065429,	3.818365,	0.155579,	0
0.4165,	6.063539,	3.817699,	0.160579,	0
0.417,	6.061718,	3.81703,	0.165579,	0
0.4175,	6.059967,	3.816361,	0.170579,	0
0.418,	6.058284,	3.815689,	0.175579,	0
0.4185,	6.056669,	3.815017,	0.180579,	0
0.419,	6.055121,	3.814342,	0.185579,	0
0.4195,	6.05364,	3.813666,	0.190579,	0
0.42,	6.052225,	3.812989,	0.195579,	0
0.4205,	6.050874,	3.812309,	0.200579,	0
0.421,	6.049589,	3.811629,	0.205579,	0
0.4215,	6.048366,	3.810946,	0.210579,	0
0.422,	6.047207,	3.810262,	0.215579,	0
0.4225,	6.04611,	3.809577,	0.220579,	0
0.423,	6.045074,	3.80889,	0.225579,	0
0.4235,	6.044098,	3.808201,	0.230579,	0
0.424,	6.043183,	3.807511,	0.235579,	0
0.4245,	6.042326,	3.806819,	0.240579,	0
0.425,	6.041527,	3.806125,	0.245579,	0
0.4255,	6.040785,	3.80543,	0.250579,	0
0.426,	6.040099,	3.804734,	0.255579,	0
0.4265,	6.039469,	3.804035,	0.260579,	0
0.427,	6.038894,	3.803336,	0.265579,	0
0.4275,	6.038371,	3.802634,	0.270579,	0
0.428,	6.037902,	3.801931,	0.275579,	0
0.4285,	6.037484,	3.801226,	0.280579,	0
0.429,	6.037117,	3.80052,	0.285579,	0
0.4295,	6.036799,	3.799812,	0.290579,	0
0.43,	6.036531,	3.799103,	0.295579,	0
0.4305,	6.03631,	3.798392,	0.300579,	0
0.431,	6.036136,	3.797679,	0.305579,	0
0.4315,	6.036007,	3.796964,	0.310579,	0
0.432,	6.035924,	3.796248,	0.315579,	0
0.4325,	6.035884,	3.795531,	0.320579,	0
0.433,	6.035887,	3.794812,	0.325579,	0
0.4335,	6.035931,	3.794091,	0.330579,	0
0.434,	6.036016,	3.793368,	0.335579,	0
0.4345,	6.03614,	3.792644,	0.340579,	0
0.435,	6.036303,	3.791918,	0.345579,	0
0.4355,	6.036503,	3.791191,	0.350579,	0
0.436,	6.036739,	3.790462,	0.355579,	0
0.4365,	6.037011,	3.789732,	0.360579,	0
0.437,	6.037316,	3.788999,	0.365579,	0
0.4375,	6.037654,	3.788265,	0.370579,	0
0.438,	6.038024,	3.78753,	0.375579,	0
0.4385,	6.038424,	3.786793,	0.380579,	0
0.439,	6.038854,	3.786054,	0.385579,	0
0.4395,	6.039312,	3.785313,	0.390579,	0
0.44,	6.039797,	3.784571,	0.395579,	0
0.4405,	6.040308,	3.783827,	0.400579,	0
0.441,	6.040844,	3.783082,	0.405579,	0
0.4415,	6.041403,	3.782335,	0.410579,	0
0.442,	6.041985,	3.781586,	0.415579,	0
0.4425,	6.042587,	3.780836,	0.420579,	0
0.443,	6.04321,	3.780084,	0.425579,	0
0.4435,	6.043852,	3.77933,	0.430579,	0
0.444,	6.044511,	3.778575,	0.435579,	0
0.4445,	6.045187,	3.777818,	0.440579,	0
0.445,	6.045877,	3.777059,	0.445579,	0
0.4455,	6.046582,	3.776299,	0.450579,	0
0.446,	6.0473,	3.775537,	0.455579,	0
0.4465,	6.048029,	3.774773,	0.460579,	0
0.447,	6.048768,	3.774008,	0.465579,	0
0.4475,	6.049516,	3.773241,	0.470579,	0
0.448,	6.050272,	3.772472,	0.475579,	0
0.4485,	6.051035,	3.771702,	0.480579,	0
0.449,	6.051803,	3.77093,	0.485579,	0
0.4495,	6.052575,	3.770156,	0.490579,	0
0.45,	6.053351,	3.769381,	0.495579,	0
0.4505,	6.054127,	3.768604,	0.500579,	0
0.451,	6.054905,	3.767825,	0.505579,	0
0.4515,	6.055681,	3.767044,	0.510579,	0
0.452,	6.056456,	3.766262,	0.515579,	0
0.4525,	6.057227,	3.765478,	0.520579,	0
0.453,	6.057994,	3.764693,	0.525579,	0
0.4535,	6.058755,	3.763906,	0.530579,	0
0.454,	6.059509,	3.763117,	0.535579,	0
0.4545,	6.060255,	3.762326,	0.540579,	0
0.455,	6.060992,	3.761534,	0.545579,	0
0.4555,	6.061718,	3.76074,	0.550579,	0
0.456,	6.062432,	3.759944,	0.555579,	0
0.4565,	6.063133,	3.759147,	0.560579,	0
0.457,	6.06382,	3.758348,	0.565579,	0
0.4575,	6.064492,	3.757547,	0.570579,	0
0.458,	6.065147,	3.756745,	0.575579,	0
0.4585,	6.065784,	3.75594,	0.580579,	0
0.459,	6.066402,	3.755135,	0.585579,	0
0.4595,	6.067,	3.754327,	0.590579,	0
0.46,	6.067577,	3.753518,	0.595579,	0
0.4605,	6.068131,	3.752707,	0.600579,	0
0.461,	6.068661,	3.751894,	0.605579,	0
0.4615,	6.069166,	3.751079,	0.610579,	0
0.462,	6.069646,	3.750263,	0.615579,	0
0.4625,	6.070098,	3.749445,	0.620579,	0
0.463,	6.070522,	3.748626,	0.625579,	0
0.4635,	6.070916,	3.747804,	0.630579,	0
0.464,	6.07128,	3.746981,	0.635579,	0
0.4645,	6.071612,	3.746156,	0.640579,	0
0.465,	6.071911,	3.74533,	0.645579,	0
0.4655,	6.072176,	3.744502,	0.650579,	0
0.466,	6.072407,	3.743671,	0.655579,	0
0.4665,	6.072601,	3.74284,	0.660579,	0
0.467,	6.072758,	3.742006,	0.665579,	0
0.4675,	6.072877,	3.741171,	0.670579,	0
0.468,	6.072956,	3.740334,	0.675579,	0
0.4685,	6.072995,	3.739495,	0.680579,	0
0.469,	6.072993,	3.738655,	0.685579,	0
0.4695,	6.072948,	3.737813,	0.690579,	0
0.47,	6.07286,	3.736969,	0.695579,	0
0.4705,	6.072728,	3.736123,	0.700579,	0
0.471,	6.07255,	3.735276,	0.705579,	0
0.4715,	6.072326,	3.734427,	0.710579,	0
0.472,	6.072054,	3.733576,	0.715579,	0
0.4725,	6.071734,	3.732723,	0.720579,	0
0.473,	6.071365,	3.731868,	0.725579,	0
0.4735,	6.070946,	3.731012,	0.730579,	0
0.474,	6.070475,	3.730154,	0.735579,	0
0.4745,	6.069953,	3.729295,	0.740579,	0
0.475,	6.069377,	3.728433,	0.745579,	0
0.4755,	6.068748,	3.72757,	0.750579,	0
0.476,	6.068064,	3.726705,	0.755579,	0
0.4765,	6.067325,	3.725838,	0.760579,	0
0.477,	6.066529,	3.72497,	0.765579,	0
0.4775,	6.065677,	3.724099,	0.770579,	0
0.478,	6.064766,	3.723227,	0.775579,	0
0.4785,	6.063797,	3.722353,	0.780579,	0
0.479,	6.062768,	3.721478,	0.785579,	0
0.4795,	6.061679,	3.7206,	0.790579,	0
0.48,	6.060528,	3.719721,	0.795579,	0
0.4805,	6.059316,	3.71884,	0.800579,	0
0.481,	6.058042,	3.717957,	0.805579,	0
0.4815,	6.056704,	3.717073,	0.810579,	0
0.482,	6.055303,	3.716187,	0.815579,	0
0.4825,	6.053837,	3.715298,	0.820579,	0
0.483,	6.052305,	3.714408,	0.825579,	0
0.4835,	6.050708,	3.713517,	0.830579,	0
0.484,	6.049045,	3.712623,	0.835579,	0
0.4845,	6.047315,	3.711728,	0.840579,	0
0.485,	6.045516,	3.710831,	0.845579,	0
0.4855,	6.04365,	3.709932,	0.850579,	0
0.486,	6.041715,	3.709031,	0.855579,	0
0.4865,	6.039711,	3.708129,	0.860579,	0
0.487,	6.037637,	3.707225,	0.865579,	0
0.4875,	6.035493,	3.706319,	0.870579,	0
0.488,	6.033277,	3.705411,	0.875579,	0
0.4885,	6.030991,	3.704501,	0.880579,	0
0.489,	6.028633,	3.70359,	0.885579,	0
0.4895,	6.026203,	3.702676,	0.890579,	0
0.49,	6.023701,	3.701761,	0.895579,	0
0.4905,	6.021125,	3.700844,	0.900579,	0
0.491,	6.018477,	3.699926,	0.905579,	0
0.4915,	6.015754,	3.699005,	0.910579,	0
0.492,	6.012958,	3.698083,	0.915579,	0
0.4925,	6.010088,	3.697159,	0.920579,	0
0.493,	6.007143,	3.696233,	0.925579,	0
0.4935,	6.004123,	3.695305,	0.930579,	0
0.494,	6.001028,	3.694375,	0.935579,	0
0.4945,	5.997858,	3.693444,	0.940579,	0
0.495,	5.994612,	3.69251,	0.945579,	0
0.4955,	5.99129,	3.691575,	0.950579,	0
0.496,	5.987893,	3.690638,	0.955579,	0
0.4965,	5.984419,	3.689699,	0.960579,	0
0.497,	5.98087,	3.688759,	0.965579,	0
0.4975,	5.977243,	3.687816,	0.970579,	0
0.498,	5.973541,	3.686872,	0.975579,	0
0.4985,	5.969762,	3.685926,	0.980579,	0
0.499,	5.965906,	3.684978,	0.985579,	0
0.4995,	5.961974,	3.684028,	0.990579,	0
0.5,	5.957965,	3.683077,	0.995579,	0
0.5005,	5.953879,	3.682123,	1.000579,	0
0.501,	5.949716,	3.681168,	1.005579,	0
0.5015,	5.945477,	3.680211,	1.010579,	0
0.502,	5.941162,	3.679251,	1.015579,	0
0.5025,	5.936769,	3.678291,	1.020579,	0
0.503,	5.932301,	3.677328,	1.025579,	0
0.5035,	5.927756,	3.676363,	1.030579,	0
0.504,	5.923134,	3.675397,	1.035579,	0
0.5045,	5.918437,	3.674428,	1.040579,	0
0.505,	5.913664,	3.673458,	1.045579,	0
0.5055,	5.908815,	3.672486,	1.050579,	0
0.506,	5.903891,	3.671512,	1.055579,	0
0.5065,	5.898891,	3.670537,	1.060579,	0
0.507,	5.893816,	3.669559,	1.065579,	0
0.5075,	5.888667,	3.66858,	1.070579,	0
0.508,	5.883443,	3.667598,	1.075579,	0
0.5085,	5.878144,	3.666615,	1.080579,	0
0.509,	5.872772,	3.66563,	1.085579,	0
0.5095,	5.867327,	3.664643,	1.090579,	0
0.51,	5.861808,	3.663654,	1.095579,	0
0.5105,	5.856216,	3.662663,	1.100579,	0
0.511,	5.850552,	3.661671,	1.105579,	0
0.5115,	5.844816,	3.660676,	1.110579,	0
0.512,	5.839008,	3.65968,	1.115579,	0
0.5125,	5.83313,	3.658682,	1.120579,	0
0.513,	5.82718,	3.657681,	1.125579,	0
0.5135,	5.82116,	3.656679,	1.130579,	0
0.514,	5.815071,	3.655676,	1.135579,	0
0.5145,	5.808913,	3.65467,	1.140579,	0
0.515,	5.802685,	3.653662,	1.145579,	0
0.5155,	5.79639,	3.652652,	1.150579,	0
0.516,	5.790027,	3.651641,	1.155579,	0
0.5165,	5.783598,	3.650628,	1.160579,	0
0.517,	5.777102,	3.649612,	1.165579,	0
0.5175,	5.77054,	3.648595,	1.170579,	0
0.518,	5.763913,	3.647576,	1.175579,	0
0.5185,	5.757222,	3.646555,	1.180579,	0
0.519,	5.750467,	3.645532,	1.185579,	0
0.5195,	5.743649,	3.644508,	1.190579,	0
0.52,	5.736768,	3.643481,	1.195579,	0
0.5205,	5.729826,	3.642452,	1.200579,	0
0.521,	5.722824,	3.641422,	1.205579,	0
0.5215,	5.715761,	3.640389,	1.210579,	0
0.522,	5.708638,	3.639355,	1.215579,	0
0.5225,	5.701457,	3.638319,	1.220579,	0
0.523,	5.694218,	3.637281,	1.225579,	0
0.5235,	5.686922,	3.636241,	1.230579,	0
0.524,	5.67957,	3.635199,	1.235579,	0
0.5245,	5.672163,	3.634155,	1.240579,	0
0.525,	5.664701,	3.633109,	1.245579,	0
0.5255,	5.657186,	3.632061,	1.250579,	0
0.526,	5.649618,	3.631012,	1.255579,	0
0.5265,	5.641998,	3.62996,	1.260579,	0
0.527,	5.634327,	3.628906,	1.265579,	0
0.5275,	5.626606,	3.627851,	1.270579,	0
0.528,	5.618836,	3.626794,	1.275579,	0
0.5285,	5.611018,	3.625734,	1.280579,	0
0.529,	5.603153,	3.624673,	1.285579,	0
0.5295,	5.595241,	3.62361,	1.290579,	0
0.53,	5.587284,	3.622545,	1.295579,	0
0.5305,	5.579284,	3.621478,	1.300579,	0
0.531,	5.571239,	3.620409,	1.305579,	0
0.5315,	5.563153,	3.619338,	1.310579,	0
0.532,	5.555025,	3.618265,	1.315579,	0
0.5325,	5.546858,	3.61719,	1.320579,	0
0.533,	5.538651,	3.616113,	1.325579,	0
0.5335,	5.530406,	3.615034,	1.330579,	0
0.534,	5.522125,	3.613954,	1.335579,	0
0.5345,	5.513807,	3.612871,	1.340579,	0
0.535,	5.505454,	3.611786,	1.345579,	0
0.5355,	5.497068,	3.6107,	1.350579,	0
0.536,	5.48865,	3.609611,	1.355579,	0
0.5365,	5.480199,	3.608521,	1.360579,	0
0.537,	5.471719,	3.607429,	1.365579,	0
0.5375,	5.463209,	3.606334,	1.370579,	0
0.538,	5.454671,	3.605238,	1.375579,	0
0.5385,	5.446106,	3.60414,	1.380579,	0
0.539,	5.437516,	3.603039,	1.385579,	0
0.5395,	5.4289,	3.601937,	1.390579,	0
0.54,	5.420262,	3.600833,	1.395579,	0
0.5405,	5.411601,	3.599727,	1.400579,	0
0.541,	5.402918,	3.598618,	1.405579,	0
0.5415,	5.394216,	3.597508,	1.410579,	0
0.542,	5.385495,	3.596396,	1.415579,	0
0.5425,	5.376757,	3.595282,	1.420579,	0
0.543,	5.368002,	3.594166,	1.425579,	0
0.5435,	5.359232,	3.593048,	1.430579,	0
0.544,	5.350448,	3.591928,	1.435579,	0
0.5445,	5.341652,	3.590806,	1.440579,	0
0.545,	5.332844,	3.589682,	1.445579,	0
0.5455,	5.324025,	3.588556,	1.450579,	0
0.546,	5.315198,	3.587428,	1.455579,	0
0.5465,	5.306362,	3.586298,	1.460579,	0
0.547,	5.29752,	3.585166,	1.465579,	0
0.5475,	5.288673,	3.584032,	1.470579,	0
0.548,	5.279822,	3.582897,	1.475579,	0
0.5485,	5.270967,	3.581759,	1.480579,	0
0.549,	5.262111,	3.580619,	1.485579,	0
0.5495,	5.253254,	3.579477,	1.490579,	0
0.55,	5.244398,	3.578333,	1.495579,	0
0.5505,	5.235544,	3.577187,	1.500579,	0
0.551,	5.226694,	3.576039,	1.505579,	0
0.5515,	5.217848,	3.574889,	1.510579,	0
0.552,	5.209007,	3.573737,	1.515579,	0
0.5525,	5.200174,	3.572583,	1.520579,	0
0.553,	5.191348,	3.571428,	1.525579,	0
0.5535,	5.182532,	3.57027,	1.530579,	0
0.554,	5.173727,	3.56911,	1.535579,	0
0.5545,	5.164933,	3.567948,	1.540579,	0
0.555,	5.156153,	3.566784,	1.545579,	0
0.5555,	5.147387,	3.565618,	1.550579,	0
0.556,	5.138636,	3.56445,	1.555579,	0
0.5565,	5.129902,	3.56328,	1.560579,	0
0.557,	5.121186,	3.562108,	1.565579,	0
0.5575,	5.11249,	3.560934,	1.570579,	0
0.558,	5.103813,	3.559757,	1.575579,	0
0.5585,	5.095158,	3.558579,	1.580579,	0
0.559,	5.086526,	3.557399,	1.585579,	0
0.5595,	5.077918,	3.556217,	1.590579,	0
0.56,	5.069335,	3.555033,	1.595579,	0
0.5605,	5.060778,	3.553847,	1.600579,	0
0.561,	5.052249,	3.552658,	1.605579,	0
0.5615,	5.043749,	3.551468,	1.610579,	0
0.562,	5.035278,	3.550276,	1.615579,	0
0.5625,	5.026838,	3.549081,	1.620579,	0
0.563,	5.01843,	3.547885,	1.625579,	0
0.5635,	5.010056,	3.546687,	1.630579,	0
0.564,	5.001715,	3.545486,	1.635579,	0
0.5645,	4.993411,	3.544284,	1.640579,	0
0.565,	4.985143,	3.543079,	1.645579,	0
0.5655,	4.976912,	3.541872,	1.650579,	0
0.566,	4.968721,	3.540664,	1.655579,	0
0.5665,	4.960569,	3.539453,	1.660579,	0
0.567,	4.952458,	3.53824,	1.665579,	0
0.5675,	4.944389,	3.537025,	1.670579,	0
0.568,	4.936364,	3.535808,	1.675579,	0
0.5685,	4.928382,	3.53459,	1.680579,	0
0.569,	4.920446,	3.533369,	1.685579,	0
0.5695,	4.912556,	3.532146,	1.690579,	0
0.57,	4.904713,	3.53092,	1.695579,	0
0.5705,	4.896918,	3.529693,	1.700579,	0
0.571,	4.889173,	3.528464,	1.705579,	0
0.5715,	4.881478,	3.527233,	1.710579,	0
0.572,	4.873833,	3.525999,	1.715579,	0
0.5725,	4.866242,	3.524764,	1.720579,	0
0.573,	4.858703,	3.523527,	1.725579,	0
0.5735,	4.851218,	3.522287,	1.730579,	0
0.574,	4.843788,	3.521045,	1.735579,	0
0.5745,	4.836414,	3.519802,	1.740579,	0
0.575,	4.829096,	3.518556,	1.745579,	0
0.5755,	4.821837,	3.517308,	1.750579,	0
0.576,	4.814635,	3.516058,	1.755579,	0
0.5765,	4.807493,	3.514806,	1.760579,	0
0.577,	4.800412,	3.513552,	1.765579,	0
0.5775,	4.793391,	3.512296,	1.770579,	0
0.578,	4.786432,	3.511038,	1.775579,	0
0.5785,	4.779535,	3.509777,	1.780579,	0
0.579,	4.772702,	3.508515,	1.785579,	0
0.5795,	4.765933,	3.50725,	1.790579,	0
0.58,	4.759229,	3.505984,	1.795579,	0
0.5805,	4.752591,	3.504715,	1.800579,	0
0.581,	4.746019,	3.503444,	1.805579,	0
0.5815,	4.739514,	3.502171,	1.810579,	0
0.582,	4.733077,	3.500896,	1.815579,	0
0.5825,	4.726708,	3.499619,	1.820579,	0
0.583,	4.720408,	3.49834,	1.825579,	0
0.5835,	4.714178,	3.497059,	1.830579,	0
0.584,	4.708019,	3.495776,	1.835579,	0
0.5845,	4.70193,	3.49449,	1.840579,	0
0.585,	4.695913,	3.493202,	1.845579,	0
0.5855,	4.689967,	3.491913,	1.850579,	0
0.586,	4.684095,	3.490621,	1.855579,	0
0.5865,	4.678295,	3.489327,	1.860579,	0
0.587,	4.67257,	3.488031,	1.865579,	0
0.5875,	4.666918,	3.486733,	1.870579,	0
0.588,	4.661341,	3.485433,	1.875579,	0
0.5885,	4.65584,	3.48413,	1.880579,	0
0.589,	4.650414,	3.482826,	1.885579,	0
0.5895,	4.645063,	3.481519,	1.890579,	0
0.59,	4.63979,	3.480211,	1.895579,	0
0.5905,	4.634593,	3.4789,	1.900579,	0
0.591,	4.629473,	3.477587,	1.905579,	0
0.5915,	4.624431,	3.476272,	1.910579,	0
0.592,	4.619467,	3.474955,	1.915579,	0
0.5925,	4.614581,	3.473636,	1.920579,	0
0.593,	4.609773,	3.472314,	1.925579,	0
