"time","temperatureSensor.T"
0.000000,20.000000
0.004883,20.048800
0.024414,20.243680
0.122070,21.210320
0.222070,22.186751
0.322070,23.150072
0.422070,24.100072
0.522070,25.036943
0.622070,25.961322
0.626392,25.999936
0.631275,25.997008
0.650806,25.985310
0.748462,25.927384
0.848462,25.868618
0.948462,25.810429
1.048462,25.752658
1.148462,25.695474
1.248462,25.638840
1.348462,25.582757
1.448462,25.527225
1.548462,25.472244
1.648462,25.417813
1.748462,25.363934
1.848462,25.310515
1.948462,25.257611
2.000000,25.230551
2.004883,25.227995
2.024414,25.217781
2.122070,25.167017
2.222070,25.115555
2.262651,25.094821
2.267534,25.139256
2.287065,25.320397
2.362641,26.016843
2.462641,26.927362
2.562641,27.825806
2.662641,28.712011
2.673239,28.805107
2.678122,28.800810
2.697653,28.783644
2.795309,28.698652
2.895309,28.612423
2.995309,28.527035
3.070861,28.462904
3.075743,28.504107
3.095275,28.676248
3.192931,29.530214
3.292931,30.393059
3.392931,31.244518
3.492931,32.084398
3.525611,32.356360
3.530494,32.351140
3.550025,32.327085
3.629421,32.229748
3.729421,32.108185
3.829421,31.987774
3.897392,31.906599
3.902275,31.945989
3.921806,32.108986
4.019462,32.917632
4.119462,33.734756
4.219462,34.541184
4.319462,35.336723
4.408347,36.034699
4.413230,36.027084
4.432762,35.995870
4.530418,35.840667
4.630418,35.683187
4.730418,35.527223
4.756625,35.486600
4.761508,35.523960
4.781039,35.677516
4.878696,36.439369
4.978696,37.209276
5.078696,37.969186
5.178696,38.718910
5.278696,39.458447
5.343161,39.929131
5.348044,39.919405
5.367575,39.880553
5.465231,39.687386
5.565231,39.491499
5.665231,39.297553
5.669560,39.290167
5.674443,39.326117
5.693974,39.469675
5.791630,40.182027
5.891630,40.902031
5.991630,41.612525
6.091630,42.313612
6.191630,43.005624
6.291630,43.688555
6.366671,44.193045
6.371554,44.181236
6.391085,44.134092
6.488741,43.899667
6.588741,43.661912
6.672036,43.467290
6.676919,43.500531
6.696450,43.633182
6.794107,44.291518
6.894107,44.957109
6.994107,45.614029
7.094107,46.262355
7.194107,46.902160
7.294107,47.533572
7.394107,48.156986
7.494107,48.772170
7.556863,49.151962
7.561746,49.137733
7.581277,49.080933
7.678933,48.798469
7.778933,48.511989
7.840914,48.337514
7.845797,48.367610
7.865328,48.487713
7.962984,49.083781
8.000000,49.307787
8.004883,49.337257
8.024414,49.454948
8.115286,49.998625
8.215286,50.589505
8.285515,50.999889
8.290398,50.984929
8.309929,50.924584
8.407585,50.624532
8.507585,50.320093
8.607585,50.018537
8.707585,49.719902
8.807585,49.424187
8.907585,49.131398
8.952420,49.001079
8.957302,49.027407
8.976834,49.145629
9.067459,49.690479
9.167459,50.284774
9.267459,50.871727
9.288753,50.995753
9.293636,50.987131
9.313167,50.926773
9.410824,50.626637
9.510824,50.322020
9.610824,50.020329
9.710824,49.721617
9.810824,49.425877
9.910824,49.133083
9.955659,49.002756
9.960542,49.023894
9.980073,49.142386
10.000000,49.262970
