"Time","heatCapacitor_T","switch_Controll"
0,20,0
0,20,0
0.001,20.01,0
0.002,20.02,0
0.003,20.03,0
0.004,20.04,0
0.005,20.05,0
0.006,20.06,0
0.007,20.07,0
0.008,20.0799,0
0.009,20.0899,0
0.01,20.0999,0
0.011,20.1099,0
0.012,20.1199,0
0.013,20.1299,0
0.014,20.1398,0
0.015,20.1498,0
0.016,20.1598,0
0.017,20.1698,0
0.018,20.1797,0
0.019,20.1897,0
0.02,20.1997,0
0.021,20.2097,0
0.022,20.2196,0
0.023,20.2296,0
0.024,20.2396,0
0.025,20.2495,0
0.026,20.2595,0
0.027,20.2695,0
0.028,20.2794,0
0.029,20.2894,0
0.03,20.2993,0
0.031,20.3093,0
0.032,20.3192,0
0.033,20.3292,0
0.034,20.3391,0
0.035,20.3491,0
0.036,20.359,0
0.037,20.369,0
0.038,20.3789,0
0.039,20.3889,0
0.04,20.3988,0
0.041,20.4088,0
0.042,20.4187,0
0.043,20.4286,0
0.044,20.4386,0
0.045,20.4485,0
0.046,20.4585,0
0.047,20.4684,0
0.048,20.4783,0
0.049,20.4883,0
0.05,20.4982,0
0.051,20.5081,0
0.052,20.518,0
0.053,20.528,0
0.054,20.5379,0
0.055,20.5478,0
0.056,20.5577,0
0.057,20.5677,0
0.058,20.5776,0
0.059,20.5875,0
0.06,20.5974,0
0.061,20.6073,0
0.062,20.6172,0
0.063,20.6272,0
0.064,20.6371,0
0.065,20.647,0
0.066,20.6569,0
0.067,20.6668,0
0.068,20.6767,0
0.069,20.6866,0
0.07,20.6965,0
0.071,20.7064,0
0.072,20.7163,0
0.073,20.7262,0
0.074,20.7361,0
0.075,20.746,0
0.076,20.7559,0
0.077,20.7658,0
0.078,20.7757,0
0.079,20.7856,0
0.08,20.7955,0
0.081,20.8054,0
0.082,20.8152,0
0.083,20.8251,0
0.084,20.835,0
0.085,20.8449,0
0.086,20.8548,0
0.087,20.8647,0
0.088,20.8745,0
0.089,20.8844,0
0.09,20.8943,0
0.091,20.9042,0
0.092,20.914,0
0.093,20.9239,0
0.094,20.9338,0
0.095,20.9436,0
0.096,20.9535,0
0.097,20.9634,0
0.098,20.9732,0
0.099,20.9831,0
0.1,20.993,0
0.101,21.0028,0
0.102,21.0127,0
0.103,21.0225,0
0.104,21.0324,0
0.105,21.0423,0
0.106,21.0521,0
0.107,21.062,0
0.108,21.0718,0
0.109,21.0817,0
0.11,21.0915,0
0.111,21.1014,0
0.112,21.1112,0
0.113,21.121,0
0.114,21.1309,0
0.115,21.1407,0
0.116,21.1506,0
0.117,21.1604,0
0.118,21.1702,0
0.119,21.1801,0
0.12,21.1899,0
0.121,21.1998,0
0.122,21.2096,0
0.123,21.2194,0
0.124,21.2292,0
0.125,21.2391,0
0.126,21.2489,0
0.127,21.2587,0
0.128,21.2685,0
0.129,21.2784,0
0.13,21.2882,0
0.131,21.298,0
0.132,21.3078,0
0.133,21.3176,0
0.134,21.3275,0
0.135,21.3373,0
0.136,21.3471,0
0.137,21.3569,0
0.138,21.3667,0
0.139,21.3765,0
0.14,21.3863,0
0.141,21.3961,0
0.142,21.4059,0
0.143,21.4157,0
0.144,21.4255,0
0.145,21.4354,0
0.146,21.4452,0
0.147,21.4549,0
0.148,21.4647,0
0.149,21.4745,0
0.15,21.4843,0
0.151,21.4941,0
0.152,21.5039,0
0.153,21.5137,0
0.154,21.5235,0
0.155,21.5333,0
0.156,21.5431,0
0.157,21.5529,0
0.158,21.5626,0
0.159,21.5724,0
0.16,21.5822,0
0.161,21.592,0
0.162,21.6018,0
0.163,21.6115,0
0.164,21.6213,0
0.165,21.6311,0
0.166,21.6409,0
0.167,21.6506,0
0.168,21.6604,0
0.169,21.6702,0
0.17,21.6799,0
0.171,21.6897,0
0.172,21.6995,0
0.173,21.7092,0
0.174,21.719,0
0.175,21.7288,0
0.176,21.7385,0
0.177,21.7483,0
0.178,21.758,0
0.179,21.7678,0
0.18,21.7775,0
0.181,21.7873,0
0.182,21.797,0
0.183,21.8068,0
0.184,21.8165,0
0.185,21.8263,0
0.186,21.836,0
0.187,21.8458,0
0.188,21.8555,0
0.189,21.8653,0
0.19,21.875,0
0.191,21.8848,0
0.192,21.8945,0
0.193,21.9042,0
0.194,21.914,0
0.195,21.9237,0
0.196,21.9334,0
0.197,21.9432,0
0.198,21.9529,0
0.199,21.9626,0
0.2,21.9724,0
0.201,21.9821,0
0.202,21.9918,0
0.203,22.0015,0
0.204,22.0113,0
0.205,22.021,0
0.206,22.0307,0
0.207,22.0404,0
0.208,22.0501,0
0.209,22.0599,0
0.21,22.0696,0
0.211,22.0793,0
0.212,22.089,0
0.213,22.0987,0
0.214,22.1084,0
0.215,22.1181,0
0.216,22.1278,0
0.217,22.1376,0
0.218,22.1473,0
0.219,22.157,0
0.22,22.1667,0
0.221,22.1764,0
0.222,22.1861,0
0.223,22.1958,0
0.224,22.2055,0
0.225,22.2151,0
0.226,22.2248,0
0.227,22.2345,0
0.228,22.2442,0
0.229,22.2539,0
0.23,22.2636,0
0.231,22.2733,0
0.232,22.283,0
0.233,22.2927,0
0.234,22.3023,0
0.235,22.312,0
0.236,22.3217,0
0.237,22.3314,0
0.238,22.3411,0
0.239,22.3507,0
0.24,22.3604,0
0.241,22.3701,0
0.242,22.3798,0
0.243,22.3894,0
0.244,22.3991,0
0.245,22.4088,0
0.246,22.4184,0
0.247,22.4281,0
0.248,22.4378,0
0.249,22.4474,0
0.25,22.4571,0
0.251,22.4668,0
0.252,22.4764,0
0.253,22.4861,0
0.254,22.4957,0
0.255,22.5054,0
0.256,22.515,0
0.257,22.5247,0
0.258,22.5343,0
0.259,22.544,0
0.26,22.5536,0
0.261,22.5633,0
0.262,22.5729,0
0.263,22.5826,0
0.264,22.5922,0
0.265,22.6019,0
0.266,22.6115,0
0.267,22.6211,0
0.268,22.6308,0
0.269,22.6404,0
0.27,22.65,0
0.271,22.6597,0
0.272,22.6693,0
0.273,22.6789,0
0.274,22.6886,0
0.275,22.6982,0
0.276,22.7078,0
0.277,22.7175,0
0.278,22.7271,0
0.279,22.7367,0
0.28,22.7463,0
0.281,22.7559,0
0.282,22.7656,0
0.283,22.7752,0
0.284,22.7848,0
0.285,22.7944,0
0.286,22.804,0
0.287,22.8136,0
0.288,22.8232,0
0.289,22.8329,0
0.29,22.8425,0
0.291,22.8521,0
0.292,22.8617,0
0.293,22.8713,0
0.294,22.8809,0
0.295,22.8905,0
0.296,22.9001,0
0.297,22.9097,0
0.298,22.9193,0
0.299,22.9289,0
0.3,22.9385,0
0.301,22.9481,0
0.302,22.9577,0
0.303,22.9673,0
0.304,22.9768,0
0.305,22.9864,0
0.306,22.996,0
0.307,23.0056,0
0.308,23.0152,0
0.309,23.0248,0
0.31,23.0343,0
0.311,23.0439,0
0.312,23.0535,0
0.313,23.0631,0
0.314,23.0727,0
0.315,23.0822,0
0.316,23.0918,0
0.317,23.1014,0
0.318,23.111,0
0.319,23.1205,0
0.32,23.1301,0
0.321,23.1397,0
0.322,23.1492,0
0.323,23.1588,0
0.324,23.1683,0
0.325,23.1779,0
0.326,23.1875,0
0.327,23.197,0
0.328,23.2066,0
0.329,23.2161,0
0.33,23.2257,0
0.331,23.2352,0
0.332,23.2448,0
0.333,23.2544,0
0.334,23.2639,0
0.335,23.2734,0
0.336,23.283,0
0.337,23.2925,0
0.338,23.3021,0
0.339,23.3116,0
0.34,23.3212,0
0.341,23.3307,0
0.342,23.3402,0
0.343,23.3498,0
0.344,23.3593,0
0.345,23.3689,0
0.346,23.3784,0
0.347,23.3879,0
0.348,23.3975,0
0.349,23.407,0
0.35,23.4165,0
0.351,23.426,0
0.352,23.4356,0
0.353,23.4451,0
0.354,23.4546,0
0.355,23.4641,0
0.356,23.4736,0
0.357,23.4832,0
0.358,23.4927,0
0.359,23.5022,0
0.36,23.5117,0
0.361,23.5212,0
0.362,23.5307,0
0.363,23.5402,0
0.364,23.5498,0
0.365,23.5593,0
0.366,23.5688,0
0.367,23.5783,0
0.368,23.5878,0
0.369,23.5973,0
0.37,23.6068,0
0.371,23.6163,0
0.372,23.6258,0
0.373,23.6353,0
0.374,23.6448,0
0.375,23.6543,0
0.376,23.6638,0
0.377,23.6733,0
0.378,23.6827,0
0.379,23.6922,0
0.38,23.7017,0
0.381,23.7112,0
0.382,23.7207,0
0.383,23.7302,0
0.384,23.7397,0
0.385,23.7491,0
0.386,23.7586,0
0.387,23.7681,0
0.388,23.7776,0
0.389,23.7871,0
0.39,23.7965,0
0.391,23.806,0
0.392,23.8155,0
0.393,23.8249,0
0.394,23.8344,0
0.395,23.8439,0
0.396,23.8534,0
0.397,23.8628,0
0.398,23.8723,0
0.399,23.8818,0
0.4,23.8912,0
0.401,23.9007,0
0.402,23.9102,0
0.403,23.9196,0
0.404,23.9291,0
0.405,23.9385,0
0.406,23.948,0
0.407,23.9574,0
0.408,23.9669,0
0.409,23.9764,0
0.41,23.9858,0
0.411,23.9953,0
0.412,24.0047,0
0.413,24.0142,0
0.414,24.0236,0
0.415,24.033,0
0.416,24.0425,0
0.417,24.0519,0
0.418,24.0614,0
0.419,24.0708,0
0.42,24.0803,0
0.421,24.0897,0
0.422,24.0991,0
0.423,24.1086,0
0.424,24.118,0
0.425,24.1274,0
0.426,24.1369,0
0.427,24.1463,0
0.428,24.1557,0
0.429,24.1651,0
0.43,24.1746,0
0.431,24.184,0
0.432,24.1934,0
0.433,24.2028,0
0.434,24.2123,0
0.435,24.2217,0
0.436,24.2311,0
0.437,24.2405,0
0.438,24.2499,0
0.439,24.2593,0
0.44,24.2688,0
0.441,24.2782,0
0.442,24.2876,0
0.443,24.297,0
0.444,24.3064,0
0.445,24.3158,0
0.446,24.3252,0
0.447,24.3346,0
0.448,24.344,0
0.449,24.3534,0
0.45,24.3628,0
0.451,24.3722,0
0.452,24.3816,0
0.453,24.391,0
0.454,24.4004,0
0.455,24.4098,0
0.456,24.4192,0
0.457,24.4286,0
0.458,24.438,0
0.459,24.4474,0
0.46,24.4567,0
