"time","PistonPosition","ExtendPressure","RetractPressure","ExtendFlow","RetractFlow"
0,0,33.79,67.56,-1.47686,-2.19153
0.016,0.000276025,33.5521,66.9585,-0.138394,-0.400802
0.032,0.000996635,33.5041,66.9306,-0.00769727,0.0220329
0.048,0.00130359,33.4886,66.9465,-0.0139419,0.0282757
0.064,0.00134789,33.4798,66.9604,-0.020567,0.0347935
0.08,0.00121775,33.4759,66.9726,-0.0223054,0.0363552
0.096,0.000985743,33.4759,66.9827,-0.0205133,0.0343473
0.112,0.000711478,33.4787,66.9907,-0.01658,0.0301836
0.128,0.000439246,33.4832,66.9967,-0.0116523,0.0250294
0.144,0.000198327,33.4885,67.0013,-0.00660795,0.0197739
0.16,4.78341e-06,33.494,67.0046,-0.00204494,0.0150212
0.176,-0.000135895,33.4992,67.0072,0.0016913,0.0111187
0.192,-0.000225867,33.5038,67.0093,0.00446158,0.00820419
0.208,-0.000272151,33.5076,67.0113,0.00627944,0.00626104
0.224,-0.000284229,33.5108,67.0133,0.00725877,0.00517125
0.24,-0.000272184,33.5133,67.0155,0.00756773,0.0047624
0.2565,-0.000244403,33.5153,67.018,0.00718325,0.00445491
0.2725,-0.000210615,33.5169,67.0206,0.00669336,0.00485489
0.2885,-0.0001761,33.5182,67.0235,0.00605227,0.00540696
0.3045,-0.000144894,33.5193,67.0265,0.00537724,0.00599232
0.3205,-0.000119325,33.5204,67.0297,0.00475013,0.00652819
0.3365,-0.000100321,33.5216,67.0329,0.00422027,0.00696495
0.3525,-8.77788e-05,33.5227,67.0361,0.00380985,0.00728049
0.3685,-8.09197e-05,33.524,67.0394,0.00352054,0.00747348
0.3845,-7.85986e-05,33.5253,67.0426,0.00334017,0.00755658
0.4005,-7.95534e-05,33.5267,67.0458,0.00324867,0.00755038
0.4165,-8.25826e-05,33.5281,67.0489,0.00322291,0.00747849
0.4325,-8.66576e-05,33.5296,67.052,0.00324029,0.00736393
0.4485,-9.0978e-05,33.5311,67.055,0.00328102,0.00722677
0.4645,-9.49834e-05,33.5326,67.0579,0.0033294,0.00708296
0.4805,-9.83352e-05,33.5342,67.0608,0.00337412,0.00694389
0.4965,-0.00010088,33.5357,67.0637,0.00340811,0.0068167
0.513,-0.000102644,33.5372,67.0666,0.00362607,0.00710205
0.5295,-0.000103627,33.5387,67.0695,0.00343243,0.00660371
0.546,-0.000103977,33.5401,67.0724,0.00361997,0.00692187
0.5625,-0.000103867,33.5416,67.0752,0.00339981,0.00645199
0.579,-0.000103465,33.543,67.078,0.00356668,0.00679292
0.5955,-0.000102913,33.5444,67.0808,0.00333202,0.00633917
0.612,-0.000102324,33.5458,67.0836,0.00349037,0.00669048
0.6285,-0.000101776,33.5472,67.0864,0.003252,0.00624186
0.645,-0.000101316,33.5485,67.0891,0.00341045,0.00659476
0.6615,-0.000100963,33.5499,67.0918,0.00317459,0.00614495
0.678,-0.00010072,33.5512,67.0945,0.00333706,0.00649548
0.6945,-0.000100573,33.5525,67.0972,0.00310566,0.00604251
0.711,-0.000100504,33.5539,67.0998,0.00327255,0.00639024
0.7275,-0.000100492,33.5552,67.1024,0.00304496,0.00593477
0.744,-0.000100514,33.5565,67.105,0.003215,0.00628096
0.7605,-0.000100555,33.5577,67.1076,0.0029897,0.00582452
0.777,-0.000100599,33.559,67.1101,0.00316138,0.0061707
0.7935,-0.000100638,33.5603,67.1126,0.00293702,0.00571464
0.81,-0.000100666,33.5615,67.1151,0.00310927,0.00606187
0.8265,-0.00010068,33.5628,67.1176,0.00288508,0.00560693
0.843,-0.000100681,33.564,67.1201,0.00305742,0.00595565
0.8595,-0.000100671,33.5652,67.1225,0.00283318,0.00550206
0.876,-0.000100651,33.5664,67.1249,0.00300555,0.0058523
0.8925,-0.000100624,33.5676,67.1273,0.00278132,0.00539993
0.909,-0.000100593,33.5688,67.1297,0.00295388,0.0057515
0.9255,-0.00010056,33.57,67.132,0.00272986,0.00530016
0.942,-0.000100527,33.5711,67.1343,0.00290279,0.00565286
0.9585,-0.000100495,33.5723,67.1366,0.00267913,0.00520236
0.975,-0.000100465,33.5734,67.1389,0.00285254,0.00555604
0.9915,-0.000100437,33.5746,67.1412,0.00262932,0.00510627
1.008,-9.97095e-05,33.5768,67.1423,0.0400608,-0.0317826
1.0245,0.00090573,33.7662,66.9318,1.47056,-1.46153
1.041,0.011059,34.4228,66.0669,3.43503,-3.41556
1.0575,0.0382123,35.1636,64.7955,5.12048,-5.07099
1.074,0.0847859,35.8413,63.2326,6.64112,-6.5314
1.0905,0.150917,36.3708,61.4775,7.95103,-7.74229
1.107,0.23525,36.7149,59.6117,9.05013,-8.70092
1.1235,0.335653,36.87,57.6973,9.95672,-9.42825
1.14,0.449713,36.8522,55.7795,10.6961,-9.95582
1.1565,0.575052,36.687,53.8902,11.2949,-10.3181
1.173,0.709497,36.4032,52.0507,11.7778,-10.548
1.1895,0.851155,36.0286,50.2745,12.1671,-10.6747
1.206,0.998438,35.5881,48.5695,12.4815,-10.723
1.2225,1.15004,35.1029,46.9396,12.7365,-10.713
1.239,1.30492,34.5906,45.3859,12.945,-10.6608
1.2555,1.46225,34.0649,43.9078,13.1171,-10.5788
1.272,1.62139,33.5366,42.5036,13.2612,-10.4765
1.2885,1.78185,33.0141,41.1709,13.3835,-10.3611
1.305,1.94326,32.5032,39.9068,13.4891,-10.238
