"time","DCMotor_angle","DCMotot_speed","controller_output"
0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
1.0999999999999999E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.0000000000000004E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
3.0000000000000010E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
4.0000000000000019E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
5.0000000000000022E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
6.0000000000000031E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
7.0000000000000040E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
8.0000000000000049E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
9.0000000000000058E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
1.0000000000000007E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
1.1000000000000008E+000,1.7068287728487654E-002,3.1176999351094770E-001,-3.6198299871438445E+002
1.2000000000000008E+000,6.0054276150271819E-002,5.3972003123901291E-001,-2.9297011568023049E+002
1.3000000000000009E+000,1.2338395884379234E-001,7.1821060160048267E-001,-2.3771563415121676E+002
1.4000000000000010E+000,2.0202212130635921E-001,8.4613309796689218E-001,-1.9305367771923551E+002
1.5000000000000011E+000,2.9103790279392971E-001,9.2653812510552980E-001,-1.5697802827865195E+002
1.6000000000000012E+000,3.8593051841311671E-001,9.6466078887307627E-001,-1.2786293062181204E+002
1.7000000000000013E+000,4.8277199476413601E-001,9.6657613601110570E-001,-1.0437978962657590E+002
1.8000000000000014E+000,5.7825569074512906E-001,9.3856279222345618E-001,-8.5444098017014539E+001
1.9000000000000015E+000,6.6969816219934564E-001,8.8676423035922847E-001,-7.0172159120378637E+001
2.0000000000000013E+000,7.5501466850113086E-001,8.1698406919113387E-001,-5.7845516506908012E+001
2.1099999999999990E+000,8.3997203423287981E-001,7.2585280328149859E-001,5.0354347163089074E+001
2.2099999999999969E+000,9.0805677804425522E-001,6.3499207209957464E-001,4.0391188651067921E+001
2.3099999999999947E+000,9.6685803383154068E-001,5.4080993244787612E-001,3.2231053812854732E+001
2.4099999999999926E+000,1.0162227776515589E+000,4.4678488569823277E-001,2.5570436202313161E+001
2.5099999999999905E+000,1.0563145733336763E+000,3.5577243253888996E-001,2.0156614713593818E+001
2.6099999999999883E+000,1.0875522881020010E+000,2.7002814662504054E-001,1.5778515036477650E+001
2.7099999999999862E+000,1.1105518663125342E+000,1.9124510886689561E-001,1.2259361613938992E+001
2.8099999999999841E+000,1.1260724080094753E+000,1.2060195481148472E-001,9.4507614604267900E+000
2.9099999999999819E+000,1.1349674411202004E+000,5.8818171387950501E-002,7.2279345057677986E+000
3.0099999999999798E+000,1.1381419582206886E+000,6.2136609596565766E-003,5.4858475476134387E+000
3.1099999999999777E+000,1.1365155200657209E+000,-3.7230099914895814E-002,4.1360841016193390E+000
3.2099999999999755E+000,1.1309914528203202E+000,-7.1809209967293050E-002,3.1042753765994036E+000
3.3099999999999734E+000,1.1224320390117986E+000,-9.8039118318531057E-002,2.3279221773526473E+000
3.4099999999999713E+000,1.1116393422883819E+000,-1.1659937227532621E-001,1.7546987557176124E+000
3.5099999999999691E+000,1.0993413688362910E+000,-1.2828420655528169E-001,1.3410391812770897E+000
3.6099999999999670E+000,1.0861828717930164E+000,-1.3395751890469085E-001,1.0508207927272153E+000
3.7099999999999649E+000,1.0727203770783404E+000,-1.3451398218312668E-001,8.5430465305537950E-001
3.8099999999999627E+000,1.0594208136217194E+000,-1.3084630377726808E-001,7.2721838855404641E-001
3.9099999999999606E+000,1.0466630992642505E+000,-1.2381794932692816E-001,6.4996762603031755E-001
4.0099999999999589E+000,1.0347421355873920E+000,-1.1424138688569778E-001,6.0696270002868502E-001
4.1099999999999568E+000,1.0238747914870878E+000,-1.0286341825010963E-001,5.8601661156899887E-001
4.2099999999999547E+000,1.0142070653114350E+000,-9.0353304636859394E-002,5.7779713048720005E-001
4.3099999999999525E+000,1.0058222054123358E+000,-7.7296002477831485E-002,5.7535032438973532E-001
4.4099999999999504E+000,9.9874931550981261E-001,-6.4189243871941984E-002,5.7368767025806644E-001
4.5099999999999483E+000,9.9297208867699660E-001,-5.1443789584531573E-002,5.6942350454177326E-001
4.6099999999999461E+000,9.8843738059544084E-001,-3.9386296981872689E-002,5.6045818693944494E-001
4.7099999999999440E+000,9.8506338815767269E-001,-2.8264254747164364E-002,5.4570303616615057E-001
4.8099999999999419E+000,9.8274725290027765E-001,-1.8252467223809812E-002,5.2484349936072405E-001
4.9099999999999397E+000,9.8137196222208434E-001,-9.4606431339341948E-003,4.9813514837897088E-001
5.0099999999999376E+000,9.8081244999809358E-001,-1.9414353734150765E-003,4.6622735836691298E-001
5.1099999999999355E+000,9.8094086646515599E-001,4.3007643284206079E-003,4.3004263368055540E-001
5.2099999999999334E+000,9.8163098972696949E-001,9.3014480008497616E-003,3.9065531642265583E-001
5.3099999999999312E+000,9.8276180401242208E-001,1.3127919988001486E-002,3.4919252311532301E-001
5.4099999999999291E+000,9.8422028854587773E-001,1.5871549243483937E-002,3.0676360537917002E-001
