"time","fuel_rate"
0.0,0.0
0.01,0.31335729360580444
0.02,0.5361011624336243
0.03,0.692688524723053
0.04,0.8011229038238525
0.05,0.8746851086616516
0.06,0.9231452941894531
0.07,0.9536436200141907
0.08,0.9714298844337463
0.09,0.9803515076637268
0.1,0.9832199811935425
0.11,0.9820541739463806
0.12,0.9783273935317993
0.13,0.9730750918388367
0.14,0.9670217633247375
0.15,0.9606919288635254
0.16,0.9544468522071838
0.17,0.9485037922859192
0.18,0.9430204629898071
0.19,0.9380780458450317
0.2,0.9337210655212402
0.21,0.9299606680870056
0.22,0.9267940521240234
0.23,0.9241927862167358
0.24,0.9221286177635193
0.25,0.920574963092804
0.26,0.9194906949996948
0.27,0.9188339114189148
0.28,0.9185720682144165
0.29,0.9186718463897705
0.3,0.9191004037857056
0.31,0.9198261499404907
0.32,0.9208191633224487
0.33,0.9220514893531799
0.34,0.9235058426856995
0.35,0.9251561760902405
0.36,0.9269790053367615
0.37,0.928961992263794
0.38,0.9310928583145142
0.39,0.9333506226539612
0.4,0.9357171654701233
0.41,0.9381945133209229
0.42,0.940764307975769
0.43,0.9434200525283813
0.44,0.9461461901664734
0.45,0.9489479064941406
0.46,0.9518095254898071
0.47,0.9547274708747864
0.48,0.9576887488365173
0.49,0.9606920480728149
0.5,0.9637355208396912
0.51,0.9668078422546387
0.52,0.9699184894561768
0.53,0.9730552434921265
0.54,0.9762179255485535
0.55,0.9794058799743652
0.56,0.9826182126998901
0.57,0.9858540296554565
0.58,0.9891121983528137
0.59,0.9923915863037109
0.6,0.9956912398338318
0.61,0.9990004301071167
0.62,1.0023304224014282
0.63,1.0056699514389038
0.64,1.0090200901031494
0.65,1.0123815536499023
0.66,1.0157548189163208
0.67,1.0191401243209839
0.68,1.0225473642349243
0.69,1.0259640216827393
0.7,1.0293806791305542
0.71,1.0328102111816406
0.72,1.0362520217895508
0.73,1.0397058725357056
0.74,1.043161153793335
0.75,1.0466200113296509
0.76,1.0500835180282593
0.77,1.0535520315170288
0.78,1.0570253133773804
0.79,1.0605026483535767
0.8,1.0639728307724
0.81,1.0674480199813843
0.82,1.070926308631897
0.83,1.0744062662124634
0.84,1.0778758525848389
0.85,1.0813469886779785
0.86,1.0848177671432495
0.87,1.0882863998413086
0.88,1.0917409658432007
0.89,1.09519362449646
0.9,1.0986427068710327
0.91,1.1020866632461548
0.92,1.1055243015289307
0.93,1.1089435815811157
0.94,1.1123573780059814
0.95,1.1157641410827637
0.96,1.1191627979278564
0.97,1.1225522756576538
0.98,1.125931739807129
0.99,1.1293004751205444
1.0,1.1326465606689453
1.01,1.1359838247299194
1.02,1.1393108367919922
1.03,1.1426154375076294
1.04,1.1459112167358398
1.05,1.1491966247558594
1.06,1.152470588684082
1.07,1.155732274055481
1.08,1.1589810848236084
1.09,1.1622164249420166
1.1,1.165426254272461
1.11,1.168636441230774
1.12,1.1718194484710693
1.13,1.175001859664917
1.14,1.1781679391860962
1.15,1.1813178062438965
1.16,1.1844514608383179
1.17,1.187580943107605
1.18,1.1906911134719849
1.19,1.1937828063964844
1.2,1.1968685388565063
1.21,1.1999456882476807
1.22,1.2030000686645508
1.23,1.206045389175415
1.24,1.209067702293396
1.25,1.2120805978775024
1.26,1.2150822877883911
1.27,1.2180589437484741
1.28,1.221024990081787
1.29,1.2239664793014526
1.3,1.2268977165222168
1.31,1.2298169136047363
1.32,1.2327226400375366
1.33,1.2356139421463013
1.34,1.2384902238845825
1.35,1.241350769996643
1.36,1.2441952228546143
1.37,1.2470232248306274
1.38,1.249834656715393
1.39,1.2526291608810425
1.4,1.255419373512268
1.41,1.258189082145691
1.42,1.2609518766403198
1.43,1.2636922597885132
1.44,1.266424298286438
1.45,1.2691328525543213
1.46,1.2718322277069092
1.47,1.2745203971862793
1.48,1.2771825790405273
1.49,1.2798340320587158
1.5,1.2824729681015015
1.51,1.2850980758666992
1.52,1.2877085208892822
1.53,1.2903034687042236
1.54,1.2928823232650757
1.55,1.2954447269439697
1.56,1.2980037927627563
1.57,1.3005291223526
1.58,1.3030515909194946
1.59,1.3055540323257446
1.6,1.308050513267517
1.61,1.310524582862854
1.62,1.3129775524139404
1.63,1.315423846244812
1.64,1.3178471326828003
1.65,1.3202624320983887
1.66,1.3226672410964966
1.67,1.3250598907470703
1.68,1.3274253606796265
1.69,1.3297934532165527
1.7,1.3321317434310913
1.71,1.3344709873199463
1.72,1.3367925882339478
1.73,1.3390967845916748
1.74,1.3413835763931274
1.75,1.3436530828475952
1.76,1.345919132232666
1.77,1.348164439201355
1.78,1.350403904914856
1.79,1.3526206016540527
1.8,1.3548301458358765
1.81,1.3570300340652466
1.82,1.3592183589935303
1.83,1.3613797426223755
1.84,1.3635308742523193
1.85,1.365670084953308
1.86,1.3677961826324463
1.87,1.369908332824707
1.88,1.372005820274353
1.89,1.374088168144226
1.9,1.3761694431304932
1.91,1.3782312870025635
1.92,1.3802745342254639
1.93,1.382299780845642
1.94,1.3843218088150024
1.95,1.3863229751586914
1.96,1.3883188962936401
1.97,1.390306830406189
1.98,1.3922700881958008
1.99,1.3942255973815918
2.0,1.3961713314056396
2.01,1.3981056213378906
2.02,1.4000273942947388
2.03,1.4019358158111572
2.04,1.4038302898406982
2.05,1.4057104587554932
2.06,1.4075759649276733
2.07,1.4094414710998535
2.08,1.4112881422042847
2.09,1.413131833076477
2.1,1.414954423904419
2.11,1.4167723655700684
2.12,1.4185680150985718
2.13,1.4203583002090454
2.14,1.4221256971359253
2.15,1.4238872528076172
2.16,1.42564058303833
2.17,1.4273841381072998
2.18,1.4291166067123413
2.19,1.4308370351791382
2.2,1.4325448274612427
2.21,1.4342395067214966
2.22,1.4359359741210938
2.23,1.4376147985458374
2.24,1.4392768144607544
2.25,1.440922737121582
2.26,1.442568302154541
2.27,1.4441946744918823
2.28,1.445803165435791
2.29,1.447410225868225
2.3,1.4490126371383667
2.31,1.4505925178527832
2.32,1.4521677494049072
2.33,1.4537359476089478
2.34,1.4552953243255615
2.35,1.4568448066711426
2.36,1.4583834409713745
2.37,1.45991051197052
2.38,1.4614256620407104
2.39,1.4629285335540771
2.4,1.464418888092041
2.41,1.4658966064453125
2.42,1.4673614501953125
2.43,1.4688292741775513
2.44,1.4702800512313843
2.45,1.4717308282852173
2.46,1.4731624126434326
2.47,1.4745923280715942
2.48,1.4760019779205322
2.49,1.4774091243743896
2.5,1.478811264038086
2.51,1.4802064895629883
2.52,1.4815775156021118
2.53,1.4829431772232056
2.54,1.4843019247055054
2.55,1.4856523275375366
2.56,1.486993432044983
2.57,1.4883406162261963
2.58,1.489673137664795
2.59,1.4909917116165161
2.6,1.4922970533370972
2.61,1.4936054944992065
2.62,1.4948972463607788
2.63,1.4961735010147095
2.64,1.4974515438079834
2.65,1.4987117052078247
2.66,1.4999719858169556
2.67,1.5012292861938477
2.68,1.5024816989898682
2.69,1.503711223602295
2.7,1.5049370527267456
2.71,1.506157398223877
2.72,1.507370948791504
2.73,1.508560299873352
2.74,1.5097451210021973
2.75,1.5109238624572754
2.76,1.512095332145691
2.77,1.513275146484375
2.78,1.5144418478012085
2.79,1.5155961513519287
2.8,1.5167386531829834
2.81,1.5178697109222412
2.82,1.5190061330795288
2.83,1.520127296447754
2.84,1.5212510824203491
2.85,1.5223575830459595
2.86,1.5234652757644653
2.87,1.52455472946167
2.88,1.5256446599960327
2.89,1.526715874671936
2.9,1.5277870893478394
