"time,""outputs[1]"",""outputs[2]"""
0.0,25.0,20.009999980000032
0.018999999,25.0,20.19973534970393
0.0389999975,25.0,20.39891554726114
0.058999996,25.0,20.597542378260584
0.0789999945,25.0,20.79561762074536
0.098999993,25.0,20.993143045259444
0.119,25.0,21.190120414893215
0.1389999985,25.0,21.38655148532939
0.158999997,25.0,21.582438004887933
0.1789999955,25.0,21.77778171457055
0.198999994,25.0,21.972584348105386
0.2189999925,25.0,22.166847631990947
0.2389999995,25.0,22.360573285539488
0.258999998,25.0,22.553763020920485
0.2789999965,25.0,22.746418543203163
0.298999995,25.0,22.938541550399066
0.3189999935,25.0,23.130133733504465
0.338999992,25.0,23.321196776541626
0.358999999,25.0,23.511732356600703
0.3789999975,25.0,23.70174214388038
0.398999996,25.0,23.89122780172886
0.41899999450000003,25.0,24.080190986683988
0.438999993,25.0,24.26863334851373
0.459,25.0,24.456556530255057
0.4789999985,25.0,24.64396216825463
0.49899999700000003,25.0,24.83085189220617
0.5189999955,25.0,25.01722732519039
0.538999994,25.0,25.203090083713278
0.5589999925,25.0,25.38844177774388
0.5789999995,25.0,25.573284010751877
0.598999998,25.0,25.75761837974551
0.6189999965,25.0,25.941446475308396
0.638999995,25.0,25.997864311963156
0.6589999935,25.0,25.985879974491354
0.678999992,25.0,25.973919582937924
0.698999999,25.0,25.96198308945634
0.7189999975,25.0,25.950070446295797
0.738999996,25.0,25.93818160580105
0.7589999945,25.0,25.926316520412
0.778999993,25.0,25.91447514266349
0.799,25.0,25.902657425185282
0.8189999985,25.0,25.890863320701783
0.838999997,25.0,25.87909278203182
0.8589999955,25.0,25.867345762088576
0.878999994,25.0,25.85562221387903
0.8989999925,25.0,25.84392209050435
0.9189999995,25.0,25.83224534515955
0.938999998,25.0,25.82059193113281
0.9589999965,25.0,25.808961801805822
0.978999995,25.0,25.797354910653326
0.9989999935,25.0,25.785771211243343
1.018999992,25.0,25.774210657236154
1.038999999,25.0,25.76267320238503
1.0589999975,25.0,25.751158800535507
1.078999996,25.0,25.73966740562537
1.0989999945,25.0,25.728198971684378
1.118999993,25.0,25.716753452834155
1.139,25.0,25.705330803288234
1.1589999985,25.0,25.693930977351215
1.178999997,25.0,25.682553929419214
1.1989999955,25.0,25.67119961397964
1.218999994,25.0,25.65986798561056
1.2389999925,25.0,25.64855899898106
1.2589999995,25.0,25.63727260885048
1.278999998,25.0,25.62600877006861
1.2989999965,25.0,25.61476743757595
1.318999995,25.0,25.603548566402594
1.3389999935,25.0,25.592352111668276
1.358999992,25.0,25.581178028582713
1.378999999,25.0,25.57002627244526
1.3989999975,25.0,25.558896798644525
1.418999996,25.0,25.54778956265784
1.4389999945,25.0,25.536704520052012
1.458999993,25.0,25.525641626482297
1.479,25.0,25.514600837692683
1.4989999985,25.0,25.50358210951572
1.518999997,25.0,25.492585397872006
1.5389999955,25.0,25.481610658770308
1.5589999940000001,25.0,25.470657848307212
1.5789999925,25.0,25.45972692266713
1.5989999995,25.0,25.44881783812184
1.618999998,25.0,25.437930551030888
1.6389999965,25.0,25.42706501784056
1.658999995,25.0,25.416221195084404
1.6789999935,25.0,25.405399039382814
1.698999992,25.0,25.39459850744265
1.718999999,25.0,25.383819556057574
1.7389999975,25.0,25.37306214210747
