"time","In1"
2.546000,0.560999
2.547000,0.560171
2.548000,0.559343
2.549000,0.558513
2.550000,0.557684
2.551000,0.556853
2.552000,0.556022
2.553000,0.555191
2.554000,0.554359
2.555000,0.553526
2.556000,0.552693
2.557000,0.551860
2.558000,0.551026
2.559000,0.550191
2.560000,0.549355
2.561000,0.548520
2.562000,0.547683
2.563000,0.546846
2.564000,0.546009
2.565000,0.545171
2.566000,0.544332
2.567000,0.543493
2.568000,0.542653
2.569000,0.541813
2.570000,0.540972
2.571000,0.540131
2.572000,0.539289
2.573000,0.538447
2.574000,0.537604
2.575000,0.536760
2.576000,0.535916
2.577000,0.535072
2.578000,0.534227
2.579000,0.533381
2.580000,0.532535
2.581000,0.531688
2.582000,0.530841
2.583000,0.529993
2.584000,0.529145
2.585000,0.528296
2.586000,0.527447
2.587000,0.526597
2.588000,0.525747
2.589000,0.524896
2.590000,0.524044
2.591000,0.523192
2.592000,0.522340
2.593000,0.521487
2.594000,0.520633
2.595000,0.519779
2.596000,0.518925
2.597000,0.518070
2.598000,0.517214
2.599000,0.516358
2.600000,0.515501
2.601000,0.514644
2.602000,0.513787
2.603000,0.512928
2.604000,0.512070
2.605000,0.511211
2.606000,0.510351
2.607000,0.509491
2.608000,0.508630
2.609000,0.507769
2.610000,0.506907
2.611000,0.506045
2.612000,0.505182
2.613000,0.504319
2.614000,0.503455
2.615000,0.502591
2.616000,0.501726
2.617000,0.500860
2.618000,0.499995
2.619000,0.499128
2.620000,0.498262
2.621000,0.497394
2.622000,0.496527
2.623000,0.495658
2.624000,0.494790
2.625000,0.493920
2.626000,0.493051
2.627000,0.492180
2.628000,0.491310
2.629000,0.490438
2.630000,0.489567
2.631000,0.488694
2.632000,0.487822
2.633000,0.486949
2.634000,0.486075
2.635000,0.485201
2.636000,0.484326
2.637000,0.483451
2.638000,0.482575
2.639000,0.481699
2.640000,0.480823
2.641000,0.479946
2.642000,0.479068
2.643000,0.478190
2.644000,0.477312
2.645000,0.476433
2.646000,0.475553
2.647000,0.474673
2.648000,0.473793
2.649000,0.472912
2.650000,0.472031
2.651000,0.471149
2.652000,0.470266
2.653000,0.469384
2.654000,0.468500
2.655000,0.467617
2.656000,0.466733
2.657000,0.465848
2.658000,0.464963
2.659000,0.464077
2.660000,0.463191
2.661000,0.462305
2.662000,0.461418
2.663000,0.460530
2.664000,0.459643
2.665000,0.458754
2.666000,0.457865
2.667000,0.456976
2.668000,0.456086
2.669000,0.455196
2.670000,0.454306
2.671000,0.453415
2.672000,0.452523
2.673000,0.451631
2.674000,0.450739
2.675000,0.449846
2.676000,0.448952
2.677000,0.448059
2.678000,0.447164
2.679000,0.446270
2.680000,0.445375
2.681000,0.444479
2.682000,0.443583
2.683000,0.442687
2.684000,0.441790
2.685000,0.440892
2.686000,0.439995
2.687000,0.439096
2.688000,0.438198
2.689000,0.437299
2.690000,0.436399
2.691000,0.435499
2.692000,0.434599
2.693000,0.433698
2.694000,0.432797
2.695000,0.431895
2.696000,0.430993
2.697000,0.430090
2.698000,0.429187
2.699000,0.428284
2.700000,0.427380
2.701000,0.426476
2.702000,0.425571
2.703000,0.424666
2.704000,0.423760
2.705000,0.422854
2.706000,0.421948
2.707000,0.421041
2.708000,0.420134
2.709000,0.419226
2.710000,0.418318
2.711000,0.417409
2.712000,0.416501
2.713000,0.415591
2.714000,0.414681
2.715000,0.413771
2.716000,0.412861
2.717000,0.411950
2.718000,0.411038
2.719000,0.410126
2.720000,0.409214
2.721000,0.408302
2.722000,0.407388
2.723000,0.406475
2.724000,0.405561
2.725000,0.404647
2.726000,0.403732
2.727000,0.402817
2.728000,0.401902
2.729000,0.400986
2.730000,0.400069
2.731000,0.399153
2.732000,0.398236
2.733000,0.397318
2.734000,0.396400
2.735000,0.395482
2.736000,0.394563
2.737000,0.393644
2.738000,0.392725
2.739000,0.391805
2.740000,0.390885
2.741000,0.389964
2.742000,0.389043
2.743000,0.388122
2.744000,0.387200
2.745000,0.386278
2.746000,0.385355
2.747000,0.384432
2.748000,0.383509
2.749000,0.382585
2.750000,0.381661
2.751000,0.380736
2.752000,0.379812
2.753000,0.378886
2.754000,0.377961
2.755000,0.377035
2.756000,0.376108
2.757000,0.375182
2.758000,0.374254
2.759000,0.373327
2.760000,0.372399
2.761000,0.371471
2.762000,0.370542
2.763000,0.369613
2.764000,0.368684
2.765000,0.367754
2.766000,0.366824
2.767000,0.365893
2.768000,0.364963
2.769000,0.364031
2.770000,0.363100
2.771000,0.362168
2.772000,0.361236
2.773000,0.360303
2.774000,0.359370
2.775000,0.358437
2.776000,0.357503
2.777000,0.356569
2.778000,0.355634
2.779000,0.354700
2.780000,0.353764
2.781000,0.352829
2.782000,0.351893
2.783000,0.350957
2.784000,0.350020
2.785000,0.349083
2.786000,0.348146
2.787000,0.347208
2.788000,0.346270
2.789000,0.345332
2.790000,0.344393
2.791000,0.343454
2.792000,0.342515
2.793000,0.341575
2.794000,0.340635
2.795000,0.339695
2.796000,0.338754
2.797000,0.337813
2.798000,0.336872
2.799000,0.335930
2.800000,0.334988
2.801000,0.334046
2.802000,0.333103
2.803000,0.332160
2.804000,0.331217
2.805000,0.330273
2.806000,0.329329
2.807000,0.328384
2.808000,0.327440
2.809000,0.326495
2.810000,0.325549
2.811000,0.324604
2.812000,0.323658
2.813000,0.322711
2.814000,0.321765
2.815000,0.320818
2.816000,0.319870
2.817000,0.318923
2.818000,0.317975
2.819000,0.317027
2.820000,0.316078
2.821000,0.315129
2.822000,0.314180
2.823000,0.313230
2.824000,0.312281
2.825000,0.311330
2.826000,0.310380
2.827000,0.309429
2.828000,0.308478
2.829000,0.307527
2.830000,0.306575
2.831000,0.305623
2.832000,0.304671
2.833000,0.303718
2.834000,0.302765
2.835000,0.301812
2.836000,0.300858
2.837000,0.299905
2.838000,0.298950
2.839000,0.297996
2.840000,0.297041
2.841000,0.296086
2.842000,0.295131
2.843000,0.294175
2.844000,0.293220
2.845000,0.292263
2.846000,0.291307
2.847000,0.290350
2.848000,0.289393
2.849000,0.288436
2.850000,0.287478
2.851000,0.286520
2.852000,0.285562
2.853000,0.284603
2.854000,0.283645
2.855000,0.282686
2.856000,0.281726
2.857000,0.280767
2.858000,0.279807
2.859000,0.278846
2.860000,0.277886
2.861000,0.276925
2.862000,0.275964
2.863000,0.275003
2.864000,0.274041
2.865000,0.273079
2.866000,0.272117
2.867000,0.271155
2.868000,0.270192
2.869000,0.269229
2.870000,0.268266
2.871000,0.267303
2.872000,0.266339
2.873000,0.265375
2.874000,0.264411
2.875000,0.263446
2.876000,0.262481
2.877000,0.261516
2.878000,0.260551
2.879000,0.259585
2.880000,0.258619
2.881000,0.257653
2.882000,0.256687
2.883000,0.255720
2.884000,0.254753
2.885000,0.253786
2.886000,0.252819
2.887000,0.251851
2.888000,0.250883
2.889000,0.249915
2.890000,0.248947
2.891000,0.247978
2.892000,0.247009
2.893000,0.246040
2.894000,0.245071
2.895000,0.244101
2.896000,0.243131
2.897000,0.242161
2.898000,0.241191
2.899000,0.240220
2.900000,0.239249
2.901000,0.238278
2.902000,0.237307
2.903000,0.236335
2.904000,0.235364
2.905000,0.234392
2.906000,0.233419
2.907000,0.232447
2.908000,0.231474
2.909000,0.230501
2.910000,0.229528
2.911000,0.228555
2.912000,0.227581
2.913000,0.226607
2.914000,0.225633
2.915000,0.224659
2.916000,0.223684
2.917000,0.222709
2.918000,0.221734
2.919000,0.220759
2.920000,0.219784
2.921000,0.218808
2.922000,0.217832
2.923000,0.216856
2.924000,0.215880
2.925000,0.214903
2.926000,0.213926
2.927000,0.212949
2.928000,0.211972
2.929000,0.210995
2.930000,0.210017
2.931000,0.209039
2.932000,0.208061
2.933000,0.207083
2.934000,0.206105
2.935000,0.205126
2.936000,0.204147
2.937000,0.203168
2.938000,0.202189
2.939000,0.201210
2.940000,0.200230
2.941000,0.199250
2.942000,0.198270
2.943000,0.197290
2.944000,0.196309
2.945000,0.195329
2.946000,0.194348
2.947000,0.193367
2.948000,0.192386
2.949000,0.191404
2.950000,0.190423
2.951000,0.189441
2.952000,0.188459
2.953000,0.187477
2.954000,0.186494
2.955000,0.185512
2.956000,0.184529
2.957000,0.183546
2.958000,0.182563
2.959000,0.181580
2.960000,0.180596
2.961000,0.179613
2.962000,0.178629
2.963000,0.177645
2.964000,0.176661
2.965000,0.175676
2.966000,0.174692
2.967000,0.173707
2.968000,0.172722
2.969000,0.171737
2.970000,0.170752
2.971000,0.169766
2.972000,0.168781
2.973000,0.167795
2.974000,0.166809
2.975000,0.165823
2.976000,0.164837
2.977000,0.163851
2.978000,0.162864
2.979000,0.161877
2.980000,0.160890
2.981000,0.159903
2.982000,0.158916
2.983000,0.157929
2.984000,0.156941
2.985000,0.155953
2.986000,0.154966
2.987000,0.153978
2.988000,0.152989
2.989000,0.152001
2.990000,0.151013
2.991000,0.150024
2.992000,0.149035
2.993000,0.148046
2.994000,0.147057
2.995000,0.146068
2.996000,0.145079
2.997000,0.144089
2.998000,0.143100
2.999000,0.142110
3.000000,0.141120
3.001000,0.140130
3.002000,0.139140
3.003000,0.138149
3.004000,0.137159
3.005000,0.136168
3.006000,0.135178
3.007000,0.134187
3.008000,0.133196
3.009000,0.132204
3.010000,0.131213
3.011000,0.130222
3.012000,0.129230
3.013000,0.128239
3.014000,0.127247
3.015000,0.126255
3.016000,0.125263
3.017000,0.124271
3.018000,0.123278
3.019000,0.122286
3.020000,0.121293
3.021000,0.120301
3.022000,0.119308
3.023000,0.118315
3.024000,0.117322
3.025000,0.116329
3.026000,0.115335
3.027000,0.114342
3.028000,0.113349
3.029000,0.112355
3.030000,0.111361
3.031000,0.110367
3.032000,0.109373
3.033000,0.108379
3.034000,0.107385
3.035000,0.106391
3.036000,0.105397
3.037000,0.104402
3.038000,0.103407
3.039000,0.102413
3.040000,0.101418
3.041000,0.100423
3.042000,0.099428
3.043000,0.098433
3.044000,0.097438
3.045000,0.096443
3.046000,0.095447
3.047000,0.094452
3.048000,0.093456
3.049000,0.092460
3.050000,0.091465
3.051000,0.090469
3.052000,0.089473
3.053000,0.088477
3.054000,0.087481
3.055000,0.086484
3.056000,0.085488
3.057000,0.084492
3.058000,0.083495
3.059000,0.082499
3.060000,0.081502
3.061000,0.080505
3.062000,0.079509
3.063000,0.078512
3.064000,0.077515
3.065000,0.076518
3.066000,0.075521
3.067000,0.074523
3.068000,0.073526
3.069000,0.072529
3.070000,0.071532
3.071000,0.070534
3.072000,0.069536
3.073000,0.068539
3.074000,0.067541
3.075000,0.066543
3.076000,0.065546
3.077000,0.064548
3.078000,0.063550
3.079000,0.062552
3.080000,0.061554
3.081000,0.060556
3.082000,0.059557
3.083000,0.058559
3.084000,0.057561
3.085000,0.056562
3.086000,0.055564
3.087000,0.054566
3.088000,0.053567
3.089000,0.052568
3.090000,0.051570
3.091000,0.050571
3.092000,0.049572
3.093000,0.048574
3.094000,0.047575
3.095000,0.046576
3.096000,0.045577
3.097000,0.044578
3.098000,0.043579
3.099000,0.042580
3.100000,0.041581
3.101000,0.040582
3.102000,0.039582
3.103000,0.038583
3.104000,0.037584
3.105000,0.036584
3.106000,0.035585
3.107000,0.034586
3.108000,0.033586
3.109000,0.032587
3.110000,0.031587
3.111000,0.030588
3.112000,0.029588
3.113000,0.028589
3.114000,0.027589
3.115000,0.026590
3.116000,0.025590
3.117000,0.024590
3.118000,0.023590
3.119000,0.022591
3.120000,0.021591
3.121000,0.020591
3.122000,0.019591
3.123000,0.018592
3.124000,0.017592
3.125000,0.016592
3.126000,0.015592
3.127000,0.014592
3.128000,0.013592
3.129000,0.012592
3.130000,0.011592
3.131000,0.010592
3.132000,0.009593
3.133000,0.008593
3.134000,0.007593
3.135000,0.006593
3.136000,0.005593
3.137000,0.004593
3.138000,0.003593
3.139000,0.002593
3.140000,0.001593
3.141000,0.000593
3.142000,-0.000407
3.143000,-0.001407
3.144000,-0.002407
3.145000,-0.003407
3.146000,-0.004407
3.147000,-0.005407
3.148000,-0.006407
3.149000,-0.007407
3.150000,-0.008407
3.151000,-0.009407
3.152000,-0.010407
3.153000,-0.011407
3.154000,-0.012407
3.155000,-0.013407
3.156000,-0.014407
3.157000,-0.015407
3.158000,-0.016407
3.159000,-0.017406
3.160000,-0.018406
3.161000,-0.019406
3.162000,-0.020406
3.163000,-0.021406
3.164000,-0.022405
3.165000,-0.023405
3.166000,-0.024405
3.167000,-0.025405
3.168000,-0.026404
3.169000,-0.027404
3.170000,-0.028404
3.171000,-0.029403
3.172000,-0.030403
3.173000,-0.031402
3.174000,-0.032402
3.175000,-0.033401
3.176000,-0.034401
3.177000,-0.035400
3.178000,-0.036399
3.179000,-0.037399
3.180000,-0.038398
3.181000,-0.039397
3.182000,-0.040396
3.183000,-0.041396
3.184000,-0.042395
3.185000,-0.043394
3.186000,-0.044393
3.187000,-0.045392
3.188000,-0.046391
3.189000,-0.047390
3.190000,-0.048388
3.191000,-0.049387
3.192000,-0.050386
3.193000,-0.051385
3.194000,-0.052383
3.195000,-0.053382
3.196000,-0.054381
3.197000,-0.055379
3.198000,-0.056377
3.199000,-0.057376
3.200000,-0.058374
3.201000,-0.059372
3.202000,-0.060371
3.203000,-0.061369
3.204000,-0.062367
3.205000,-0.063365
3.206000,-0.064363
3.207000,-0.065361
3.208000,-0.066359
3.209000,-0.067356
3.210000,-0.068354
3.211000,-0.069352
3.212000,-0.070349
3.213000,-0.071347
3.214000,-0.072344
3.215000,-0.073341
3.216000,-0.074339
3.217000,-0.075336
3.218000,-0.076333
3.219000,-0.077330
3.220000,-0.078327
3.221000,-0.079324
3.222000,-0.080321
3.223000,-0.081317
3.224000,-0.082314
3.225000,-0.083311
3.226000,-0.084307
3.227000,-0.085304
3.228000,-0.086300
3.229000,-0.087296
3.230000,-0.088292
3.231000,-0.089288
3.232000,-0.090284
3.233000,-0.091280
3.234000,-0.092276
3.235000,-0.093272
3.236000,-0.094267
3.237000,-0.095263
3.238000,-0.096258
3.239000,-0.097253
3.240000,-0.098249
3.241000,-0.099244
3.242000,-0.100239
3.243000,-0.101234
3.244000,-0.102228
3.245000,-0.103223
3.246000,-0.104218
3.247000,-0.105212
3.248000,-0.106207
3.249000,-0.107201
3.250000,-0.108195
3.251000,-0.109189
3.252000,-0.110183
3.253000,-0.111177
3.254000,-0.112171
3.255000,-0.113164
3.256000,-0.114158
3.257000,-0.115151
3.258000,-0.116145
3.259000,-0.117138
3.260000,-0.118131
3.261000,-0.119124
3.262000,-0.120117
3.263000,-0.121109
3.264000,-0.122102
3.265000,-0.123094
3.266000,-0.124087
3.267000,-0.125079
3.268000,-0.126071
3.269000,-0.127063
3.270000,-0.128055
3.271000,-0.129046
3.272000,-0.130038
3.273000,-0.131029
3.274000,-0.132021
3.275000,-0.133012
3.276000,-0.134003
3.277000,-0.134994
3.278000,-0.135985
3.279000,-0.136975
3.280000,-0.137966
3.281000,-0.138956
3.282000,-0.139946
3.283000,-0.140937
3.284000,-0.141927
3.285000,-0.142916
3.286000,-0.143906
3.287000,-0.144895
3.288000,-0.145885
3.289000,-0.146874
3.290000,-0.147863
3.291000,-0.148852
3.292000,-0.149841
3.293000,-0.150830
3.294000,-0.151818
3.295000,-0.152806
3.296000,-0.153795
3.297000,-0.154783
3.298000,-0.155770
3.299000,-0.156758
3.300000,-0.157746
3.301000,-0.158733
3.302000,-0.159720
3.303000,-0.160707
3.304000,-0.161694
3.305000,-0.162681
3.306000,-0.163668
3.307000,-0.164654
3.308000,-0.165640
3.309000,-0.166627
3.310000,-0.167612
3.311000,-0.168598
3.312000,-0.169584
3.313000,-0.170569
3.314000,-0.171555
3.315000,-0.172540
3.316000,-0.173525
3.317000,-0.174509
3.318000,-0.175494
3.319000,-0.176478
3.320000,-0.177462
3.321000,-0.178446
3.322000,-0.179430
3.323000,-0.180414
3.324000,-0.181398
3.325000,-0.182381
3.326000,-0.183364
3.327000,-0.184347
3.328000,-0.185330
3.329000,-0.186312
3.330000,-0.187295
3.331000,-0.188277
3.332000,-0.189259
3.333000,-0.190241
3.334000,-0.191222
3.335000,-0.192204
3.336000,-0.193185
3.337000,-0.194166
3.338000,-0.195147
3.339000,-0.196128
3.340000,-0.197108
3.341000,-0.198088
3.342000,-0.199069
3.343000,-0.200048
3.344000,-0.201028
3.345000,-0.202008
3.346000,-0.202987
3.347000,-0.203966
3.348000,-0.204945
3.349000,-0.205924
3.350000,-0.206902
3.351000,-0.207880
3.352000,-0.208858
3.353000,-0.209836
3.354000,-0.210814
3.355000,-0.211791
3.356000,-0.212768
3.357000,-0.213745
3.358000,-0.214722
3.359000,-0.215699
3.360000,-0.216675
3.361000,-0.217651
3.362000,-0.218627
3.363000,-0.219603
3.364000,-0.220578
3.365000,-0.221554
3.366000,-0.222529
3.367000,-0.223503
3.368000,-0.224478
3.369000,-0.225452
3.370000,-0.226427
3.371000,-0.227400
3.372000,-0.228374
3.373000,-0.229348
3.374000,-0.230321
3.375000,-0.231294
3.376000,-0.232267
3.377000,-0.233239
3.378000,-0.234211
3.379000,-0.235183
3.380000,-0.236155
3.381000,-0.237127
3.382000,-0.238098
3.383000,-0.239069
3.384000,-0.240040
3.385000,-0.241011
3.386000,-0.241981
3.387000,-0.242951
3.388000,-0.243921
3.389000,-0.244891
3.390000,-0.245861
3.391000,-0.246830
3.392000,-0.247799
3.393000,-0.248767
3.394000,-0.249736
3.395000,-0.250704
3.396000,-0.251672
3.397000,-0.252640
3.398000,-0.253607
3.399000,-0.254574
3.400000,-0.255541
3.401000,-0.256508
3.402000,-0.257474
3.403000,-0.258440
3.404000,-0.259406
3.405000,-0.260372
3.406000,-0.261337
3.407000,-0.262302
3.408000,-0.263267
3.409000,-0.264232
3.410000,-0.265196
3.411000,-0.266160
3.412000,-0.267124
3.413000,-0.268088
3.414000,-0.269051
3.415000,-0.270014
3.416000,-0.270977
3.417000,-0.271939
3.418000,-0.272901
3.419000,-0.273863
3.420000,-0.274825
3.421000,-0.275786
3.422000,-0.276747
3.423000,-0.277708
3.424000,-0.278668
3.425000,-0.279629
3.426000,-0.280589
3.427000,-0.281548
3.428000,-0.282508
3.429000,-0.283467
3.430000,-0.284426
3.431000,-0.285384
3.432000,-0.286343
3.433000,-0.287301
3.434000,-0.288258
3.435000,-0.289216
3.436000,-0.290173
3.437000,-0.291130
3.438000,-0.292086
3.439000,-0.293042
3.440000,-0.293998
3.441000,-0.294954
3.442000,-0.295909
3.443000,-0.296864
3.444000,-0.297819
3.445000,-0.298774
3.446000,-0.299728
3.447000,-0.300682
3.448000,-0.301635
3.449000,-0.302589
3.450000,-0.303542
3.451000,-0.304494
3.452000,-0.305447
3.453000,-0.306399
3.454000,-0.307350
3.455000,-0.308302
3.456000,-0.309253
3.457000,-0.310204
3.458000,-0.311154
3.459000,-0.312104
3.460000,-0.313054
3.461000,-0.314004
3.462000,-0.314953
3.463000,-0.315902
3.464000,-0.316851
3.465000,-0.317799
3.466000,-0.318747
3.467000,-0.319695
3.468000,-0.320642
3.469000,-0.321589
3.470000,-0.322536
3.471000,-0.323482
3.472000,-0.324428
3.473000,-0.325374
3.474000,-0.326320
3.475000,-0.327265
3.476000,-0.328209
3.477000,-0.329154
3.478000,-0.330098
3.479000,-0.331042
3.480000,-0.331985
3.481000,-0.332928
3.482000,-0.333871
3.483000,-0.334814
3.484000,-0.335756
3.485000,-0.336697
3.486000,-0.337639
3.487000,-0.338580
3.488000,-0.339521
3.489000,-0.340461
3.490000,-0.341401
3.491000,-0.342341
3.492000,-0.343280
3.493000,-0.344219
3.494000,-0.345158
3.495000,-0.346097
3.496000,-0.347035
3.497000,-0.347972
3.498000,-0.348910
3.499000,-0.349847
3.500000,-0.350783
3.501000,-0.351720
3.502000,-0.352655
3.503000,-0.353591
3.504000,-0.354526
3.505000,-0.355461
3.506000,-0.356396
3.507000,-0.357330
3.508000,-0.358264
3.509000,-0.359197
3.510000,-0.360130
3.511000,-0.361063
3.512000,-0.361995
3.513000,-0.362927
3.514000,-0.363859
3.515000,-0.364790
3.516000,-0.365721
3.517000,-0.366652
3.518000,-0.367582
3.519000,-0.368512
3.520000,-0.369441
3.521000,-0.370370
3.522000,-0.371299
3.523000,-0.372227
3.524000,-0.373155
3.525000,-0.374083
3.526000,-0.375010
3.527000,-0.375937
3.528000,-0.376863
3.529000,-0.377789
3.530000,-0.378715
3.531000,-0.379640
3.532000,-0.380565
3.533000,-0.381490
3.534000,-0.382414
3.535000,-0.383338
3.536000,-0.384261
3.537000,-0.385184
3.538000,-0.386107
3.539000,-0.387029
3.540000,-0.387951
3.541000,-0.388872
3.542000,-0.389794
3.543000,-0.390714
3.544000,-0.391635
3.545000,-0.392554
3.546000,-0.393474
3.547000,-0.394393
3.548000,-0.395312
3.549000,-0.396230
3.550000,-0.397148
3.551000,-0.398066
3.552000,-0.398983
3.553000,-0.399900
3.554000,-0.400816
3.555000,-0.401732
3.556000,-0.402648
3.557000,-0.403563
3.558000,-0.404477
3.559000,-0.405392
3.560000,-0.406306
3.561000,-0.407219
3.562000,-0.408132
3.563000,-0.409045
3.564000,-0.409957
3.565000,-0.410869
3.566000,-0.411781
3.567000,-0.412692
3.568000,-0.413603
3.569000,-0.414513
3.570000,-0.415423
3.571000,-0.416332
3.572000,-0.417241
3.573000,-0.418150
3.574000,-0.419058
3.575000,-0.419966
3.576000,-0.420873
3.577000,-0.421780
3.578000,-0.422686
3.579000,-0.423592
3.580000,-0.424498
3.581000,-0.425403
3.582000,-0.426308
3.583000,-0.427212
3.584000,-0.428116
3.585000,-0.429020
3.586000,-0.429923
3.587000,-0.430826
3.588000,-0.431728
3.589000,-0.432630
3.590000,-0.433531
3.591000,-0.434432
3.592000,-0.435332
3.593000,-0.436232
3.594000,-0.437132
3.595000,-0.438031
3.596000,-0.438930
3.597000,-0.439828
3.598000,-0.440726
3.599000,-0.441623
3.600000,-0.442520
3.601000,-0.443417
3.602000,-0.444313
3.603000,-0.445209
3.604000,-0.446104
3.605000,-0.446999
3.606000,-0.447893
3.607000,-0.448787
3.608000,-0.449680
3.609000,-0.450573
3.610000,-0.451466
3.611000,-0.452358
3.612000,-0.453249
3.613000,-0.454141
3.614000,-0.455031
3.615000,-0.455922
3.616000,-0.456811
3.617000,-0.457701
3.618000,-0.458590
3.619000,-0.459478
3.620000,-0.460366
3.621000,-0.461253
3.622000,-0.462140
3.623000,-0.463027
3.624000,-0.463913
3.625000,-0.464799
3.626000,-0.465684
3.627000,-0.466569
3.628000,-0.467453
3.629000,-0.468337
3.630000,-0.469220
3.631000,-0.470103
3.632000,-0.470985
3.633000,-0.471867
3.634000,-0.472749
3.635000,-0.473630
3.636000,-0.474510
3.637000,-0.475390
3.638000,-0.476270
3.639000,-0.477149
3.640000,-0.478027
3.641000,-0.478905
3.642000,-0.479783
3.643000,-0.480660
3.644000,-0.481537
3.645000,-0.482413
3.646000,-0.483289
3.647000,-0.484164
3.648000,-0.485039
3.649000,-0.485913
3.650000,-0.486787
3.651000,-0.487660
3.652000,-0.488533
3.653000,-0.489405
3.654000,-0.490277
3.655000,-0.491148
3.656000,-0.492019
3.657000,-0.492889
3.658000,-0.493759
3.659000,-0.494629
3.660000,-0.495497
3.661000,-0.496366
3.662000,-0.497234
3.663000,-0.498101
3.664000,-0.498968
3.665000,-0.499834
3.666000,-0.500700
3.667000,-0.501565
3.668000,-0.502430
3.669000,-0.503295
3.670000,-0.504159
3.671000,-0.505022
3.672000,-0.505885
3.673000,-0.506747
3.674000,-0.507609
3.675000,-0.508470
3.676000,-0.509331
3.677000,-0.510191
3.678000,-0.511051
3.679000,-0.511911
3.680000,-0.512769
3.681000,-0.513628
3.682000,-0.514485
3.683000,-0.515343
3.684000,-0.516199
3.685000,-0.517056
3.686000,-0.517911
3.687000,-0.518766
3.688000,-0.519621
3.689000,-0.520475
3.690000,-0.521329
3.691000,-0.522182
3.692000,-0.523034
3.693000,-0.523887
3.694000,-0.524738
3.695000,-0.525589
3.696000,-0.526440
3.697000,-0.527289
3.698000,-0.528139
3.699000,-0.528988
3.700000,-0.529836
3.701000,-0.530684
3.702000,-0.531531
3.703000,-0.532378
3.704000,-0.533224
3.705000,-0.534070
3.706000,-0.534915
3.707000,-0.535760
3.708000,-0.536604
3.709000,-0.537447
3.710000,-0.538291
3.711000,-0.539133
3.712000,-0.539975
3.713000,-0.540816
3.714000,-0.541657
3.715000,-0.542498
3.716000,-0.543337
3.717000,-0.544177
3.718000,-0.545015
3.719000,-0.545853
3.720000,-0.546691
3.721000,-0.547528
3.722000,-0.548365
3.723000,-0.549201
3.724000,-0.550036
3.725000,-0.550871
3.726000,-0.551705
3.727000,-0.552539
3.728000,-0.553372
3.729000,-0.554205
3.730000,-0.555037
3.731000,-0.555868
3.732000,-0.556699
3.733000,-0.557530
3.734000,-0.558360
3.735000,-0.559189
3.736000,-0.560018
3.737000,-0.560846
3.738000,-0.561674
3.739000,-0.562501
3.740000,-0.563327
3.741000,-0.564153
3.742000,-0.564979
3.743000,-0.565803
3.744000,-0.566628
3.745000,-0.567451
3.746000,-0.568275
3.747000,-0.569097
3.748000,-0.569919
3.749000,-0.570740
3.750000,-0.571561
3.751000,-0.572382
3.752000,-0.573201
3.753000,-0.574020
3.754000,-0.574839
3.755000,-0.575657
3.756000,-0.576474
3.757000,-0.577291
3.758000,-0.578107
3.759000,-0.578923
3.760000,-0.579738
3.761000,-0.580553
3.762000,-0.581367
3.763000,-0.582180
3.764000,-0.582993
3.765000,-0.583805
3.766000,-0.584617
3.767000,-0.585428
3.768000,-0.586238
3.769000,-0.587048
3.770000,-0.587857
3.771000,-0.588666
3.772000,-0.589474
3.773000,-0.590281
3.774000,-0.591088
3.775000,-0.591895
3.776000,-0.592700
3.777000,-0.593505
3.778000,-0.594310
3.779000,-0.595114
3.780000,-0.595917
3.781000,-0.596720
3.782000,-0.597522
3.783000,-0.598324
3.784000,-0.599125
3.785000,-0.599925
3.786000,-0.600725
3.787000,-0.601524
3.788000,-0.602322
3.789000,-0.603120
3.790000,-0.603918
3.791000,-0.604714
3.792000,-0.605511
3.793000,-0.606306
3.794000,-0.607101
3.795000,-0.607895
3.796000,-0.608689
3.797000,-0.609482
3.798000,-0.610275
3.799000,-0.611067
3.800000,-0.611858
3.801000,-0.612649
3.802000,-0.613439
3.803000,-0.614228
3.804000,-0.615017
3.805000,-0.615805
3.806000,-0.616593
3.807000,-0.617380
3.808000,-0.618166
3.809000,-0.618952
3.810000,-0.619737
3.811000,-0.620521
3.812000,-0.621305
3.813000,-0.622088
3.814000,-0.622871
3.815000,-0.623653
3.816000,-0.624435
3.817000,-0.625215
3.818000,-0.625995
3.819000,-0.626775
3.820000,-0.627554
3.821000,-0.628332
3.822000,-0.629110
3.823000,-0.629887
3.824000,-0.630663
3.825000,-0.631439
3.826000,-0.632214
3.827000,-0.632988
3.828000,-0.633762
3.829000,-0.634535
3.830000,-0.635308
3.831000,-0.636080
3.832000,-0.636851
3.833000,-0.637622
3.834000,-0.638392
3.835000,-0.639161
3.836000,-0.639930
3.837000,-0.640698
3.838000,-0.641466
3.839000,-0.642233
3.840000,-0.642999
3.841000,-0.643764
3.842000,-0.644529
3.843000,-0.645293
3.844000,-0.646057
3.845000,-0.646820
3.846000,-0.647582
3.847000,-0.648344
3.848000,-0.649105
3.849000,-0.649865
3.850000,-0.650625
3.851000,-0.651384
3.852000,-0.652143
3.853000,-0.652900
3.854000,-0.653658
3.855000,-0.654414
3.856000,-0.655170
3.857000,-0.655925
3.858000,-0.656679
3.859000,-0.657433
3.860000,-0.658186
3.861000,-0.658939
3.862000,-0.659691
3.863000,-0.660442
3.864000,-0.661193
3.865000,-0.661943
3.866000,-0.662692
3.867000,-0.663440
3.868000,-0.664188
3.869000,-0.664935
3.870000,-0.665682
3.871000,-0.666428
